"id","type","controller","action","enabled","policy","role"
89,application,bodyatmosphere,createrelation,0,,2
90,application,bodyatmosphere,createrelation,0,,3
91,application,bodyatmosphere,destroy,1,,1
92,application,bodyatmosphere,destroy,0,,2
93,application,bodyatmosphere,destroy,0,,3
94,application,bodyatmosphere,destroyrelation,1,,1
95,application,bodyatmosphere,destroyrelation,0,,2
96,application,bodyatmosphere,destroyrelation,0,,3
97,application,bodyatmosphere,find,1,,1
98,application,bodyatmosphere,find,1,,2
99,application,bodyatmosphere,find,1,,3
100,application,bodyatmosphere,findone,1,,1
101,application,bodyatmosphere,findone,1,,2
102,application,bodyatmosphere,findone,1,,3
103,application,bodyatmosphere,update,1,,1
104,application,bodyatmosphere,update,0,,2
105,application,bodyatmosphere,update,0,,3
106,application,bodyatmosphere,updaterelation,1,,1
107,application,bodyatmosphere,updaterelation,0,,2
108,application,bodyatmosphere,updaterelation,0,,3
109,application,bodymaterial,count,1,,1
110,application,bodymaterial,count,1,,2
111,application,bodymaterial,count,1,,3
112,application,bodymaterial,create,1,,1
113,application,bodymaterial,create,0,,2
114,application,bodymaterial,create,0,,3
115,application,bodymaterial,createrelation,1,,1
116,application,bodymaterial,createrelation,0,,2
117,application,bodymaterial,createrelation,0,,3
118,application,bodymaterial,destroy,1,,1
119,application,bodymaterial,destroy,0,,2
120,application,bodymaterial,destroy,0,,3
121,application,bodymaterial,destroyrelation,1,,1
122,application,bodymaterial,destroyrelation,0,,2
123,application,bodymaterial,destroyrelation,0,,3
124,application,bodymaterial,find,1,,1
125,application,bodymaterial,find,1,,2
126,application,bodymaterial,find,1,,3
127,application,bodymaterial,findone,1,,1
128,application,bodymaterial,findone,1,,2
129,application,bodymaterial,findone,1,,3
130,application,bodymaterial,update,1,,1
131,application,bodymaterial,update,0,,2
132,application,bodymaterial,update,0,,3
133,application,bodymaterial,updaterelation,1,,1
134,application,bodymaterial,updaterelation,0,,2
135,application,bodymaterial,updaterelation,0,,3
136,application,bodysubtype,count,1,,1
137,application,bodysubtype,count,1,,2
138,application,bodysubtype,count,1,,3
139,application,bodysubtype,create,1,,1
140,application,bodysubtype,create,0,,2
141,application,bodysubtype,create,0,,3
142,application,bodysubtype,createrelation,1,,1
143,application,bodysubtype,createrelation,0,,2
144,application,bodysubtype,createrelation,0,,3
145,application,bodysubtype,destroy,1,,1
146,application,bodysubtype,destroy,0,,2
147,application,bodysubtype,destroy,0,,3
148,application,bodysubtype,destroyrelation,1,,1
149,application,bodysubtype,destroyrelation,0,,2
150,application,bodysubtype,destroyrelation,0,,3
151,application,bodysubtype,find,1,,1
152,application,bodysubtype,find,1,,2
153,application,bodysubtype,find,1,,3
154,application,bodysubtype,findone,1,,1
155,application,bodysubtype,findone,1,,2
156,application,bodysubtype,findone,1,,3
157,application,bodysubtype,update,1,,1
158,application,bodysubtype,update,0,,2
159,application,bodysubtype,update,0,,3
160,application,bodysubtype,updaterelation,1,,1
161,application,bodysubtype,updaterelation,0,,2
162,application,bodysubtype,updaterelation,0,,3
163,application,bodytype,count,1,,1
164,application,bodytype,count,1,,2
165,application,bodytype,count,1,,3
166,application,bodytype,create,1,,1
167,application,bodytype,create,0,,2
168,application,bodytype,create,0,,3
169,application,bodytype,createrelation,1,,1
170,application,bodytype,createrelation,0,,2
171,application,bodytype,createrelation,0,,3
172,application,bodytype,destroy,1,,1
173,application,bodytype,destroy,0,,2
174,application,bodytype,destroy,0,,3
175,application,bodytype,destroyrelation,1,,1
176,application,bodytype,destroyrelation,0,,2
177,application,bodytype,destroyrelation,0,,3
178,application,bodytype,find,1,,1
179,application,bodytype,find,1,,2
180,application,bodytype,find,1,,3
181,application,bodytype,findone,1,,1
182,application,bodytype,findone,1,,2
183,application,bodytype,findone,1,,3
184,application,bodytype,update,1,,1
185,application,bodytype,update,0,,2
186,application,bodytype,update,0,,3
187,application,bodytype,updaterelation,1,,1
188,application,bodytype,updaterelation,0,,2
189,application,bodytype,updaterelation,0,,3
190,application,btreport,count,1,,1
191,application,btreport,count,1,,2
192,application,btreport,count,1,,3
193,application,btreport,create,1,,1
194,application,btreport,create,1,,2
195,application,btreport,create,1,,3
196,application,btreport,createrelation,1,,1
197,application,btreport,createrelation,0,,2
198,application,btreport,createrelation,0,,3
199,application,btreport,destroy,1,,1
200,application,btreport,destroy,0,,2
201,application,btreport,destroy,0,,3
202,application,btreport,destroyrelation,1,,1
203,application,btreport,destroyrelation,0,,2
204,application,btreport,destroyrelation,0,,3
205,application,btreport,find,1,,1
206,application,btreport,find,1,,2
207,application,btreport,find,1,,3
208,application,btreport,findone,1,,1
209,application,btreport,findone,1,,2
210,application,btreport,findone,1,,3
211,application,btreport,update,1,,1
212,application,btreport,update,1,,2
213,application,btreport,update,1,,3
214,application,btreport,updaterelation,1,,1
215,application,btreport,updaterelation,0,,2
216,application,btreport,updaterelation,0,,3
217,application,btsite,count,1,,1
218,application,btsite,count,1,,2
219,application,btsite,count,1,,3
220,application,btsite,create,1,,1
221,application,btsite,create,0,,2
222,application,btsite,create,0,,3
223,application,btsite,createrelation,1,,1
224,application,btsite,createrelation,0,,2
225,application,btsite,createrelation,0,,3
226,application,btsite,destroy,1,,1
227,application,btsite,destroy,0,,2
228,application,btsite,destroy,0,,3
229,application,btsite,destroyrelation,1,,1
230,application,btsite,destroyrelation,0,,2
231,application,btsite,destroyrelation,0,,3
232,application,btsite,find,1,,1
233,application,btsite,find,1,,2
234,application,btsite,find,1,,3
235,application,btsite,findone,1,,1
236,application,btsite,findone,1,,2
237,application,btsite,findone,1,,3
238,application,btsite,update,1,,1
239,application,btsite,update,0,,2
240,application,btsite,update,0,,3
241,application,btsite,updaterelation,1,,1
242,application,btsite,updaterelation,0,,2
243,application,btsite,updaterelation,0,,3
244,application,cmdr,count,1,,1
245,application,cmdr,count,1,,2
246,application,cmdr,count,1,,3
247,application,cmdr,create,1,,1
248,application,cmdr,create,0,,2
249,application,cmdr,create,0,,3
250,application,cmdr,createrelation,1,,1
251,application,cmdr,createrelation,0,,2
252,application,cmdr,createrelation,0,,3
253,application,cmdr,destroy,1,,1
254,application,cmdr,destroy,0,,2
255,application,cmdr,destroy,0,,3
256,application,cmdr,destroyrelation,1,,1
257,application,cmdr,destroyrelation,0,,2
258,application,cmdr,destroyrelation,0,,3
259,application,cmdr,find,1,,1
260,application,cmdr,find,1,,2
261,application,cmdr,find,1,,3
262,application,cmdr,findone,1,,1
263,application,cmdr,findone,1,,2
264,application,cmdr,findone,1,,3
265,application,cmdr,update,1,,1
266,application,cmdr,update,0,,2
267,application,cmdr,update,0,,3
268,application,cmdr,updaterelation,1,,1
269,application,cmdr,updaterelation,0,,2
270,application,cmdr,updaterelation,0,,3
271,application,fgreport,count,1,,1
272,application,fgreport,count,1,,2
273,application,fgreport,count,1,,3
274,application,fgreport,create,1,,1
275,application,fgreport,create,1,,2
276,application,fgreport,create,1,,3
277,application,fgreport,createrelation,1,,1
278,application,fgreport,createrelation,0,,2
279,application,fgreport,createrelation,0,,3
280,application,fgreport,destroy,1,,1
281,application,fgreport,destroy,0,,2
282,application,fgreport,destroy,0,,3
283,application,fgreport,destroyrelation,1,,1
284,application,fgreport,destroyrelation,0,,2
285,application,fgreport,destroyrelation,0,,3
286,application,fgreport,find,1,,1
287,application,fgreport,find,1,,2
288,application,fgreport,find,1,,3
289,application,fgreport,findone,1,,1
290,application,fgreport,findone,1,,2
291,application,fgreport,findone,1,,3
292,application,fgreport,update,1,,1
293,application,fgreport,update,1,,2
294,application,fgreport,update,1,,3
295,application,fgreport,updaterelation,1,,1
296,application,fgreport,updaterelation,0,,2
297,application,fgreport,updaterelation,0,,3
298,application,fgsite,count,1,,1
299,application,fgsite,count,1,,2
300,application,fgsite,count,1,,3
301,application,fgsite,create,1,,1
302,application,fgsite,create,0,,2
303,application,fgsite,create,0,,3
304,application,fgsite,createrelation,1,,1
305,application,fgsite,createrelation,0,,2
306,application,fgsite,createrelation,0,,3
307,application,fgsite,destroy,1,,1
308,application,fgsite,destroy,0,,2
309,application,fgsite,destroy,0,,3
310,application,fgsite,destroyrelation,1,,1
311,application,fgsite,destroyrelation,0,,2
312,application,fgsite,destroyrelation,0,,3
313,application,fgsite,find,1,,1
314,application,fgsite,find,1,,2
315,application,fgsite,find,1,,3
316,application,fgsite,findone,1,,1
317,application,fgsite,findone,1,,2
318,application,fgsite,findone,1,,3
319,application,fgsite,update,1,,1
320,application,fgsite,update,0,,2
321,application,fgsite,update,0,,3
322,application,fgsite,updaterelation,1,,1
323,application,fgsite,updaterelation,0,,2
324,application,fgsite,updaterelation,0,,3
325,application,fmreport,count,1,,1
326,application,fmreport,count,1,,2
327,application,fmreport,count,1,,3
328,application,fmreport,create,1,,1
329,application,fmreport,create,1,,2
330,application,fmreport,create,1,,3
331,application,fmreport,createrelation,1,,1
332,application,fmreport,createrelation,0,,2
333,application,fmreport,createrelation,0,,3
334,application,fmreport,destroy,1,,1
335,application,fmreport,destroy,0,,2
336,application,fmreport,destroy,0,,3
337,application,fmreport,destroyrelation,1,,1
338,application,fmreport,destroyrelation,0,,2
339,application,fmreport,destroyrelation,0,,3
340,application,fmreport,find,1,,1
341,application,fmreport,find,1,,2
342,application,fmreport,find,1,,3
343,application,fmreport,findone,1,,1
344,application,fmreport,findone,1,,2
345,application,fmreport,findone,1,,3
346,application,fmreport,update,1,,1
347,application,fmreport,update,1,,2
348,application,fmreport,update,1,,3
349,application,fmreport,updaterelation,1,,1
350,application,fmreport,updaterelation,0,,2
351,application,fmreport,updaterelation,0,,3
352,application,fmsite,count,1,,1
353,application,fmsite,count,1,,2
354,application,fmsite,count,1,,3
355,application,fmsite,create,1,,1
356,application,fmsite,create,0,,2
357,application,fmsite,create,0,,3
358,application,fmsite,createrelation,1,,1
359,application,fmsite,createrelation,0,,2
360,application,fmsite,createrelation,0,,3
361,application,fmsite,destroy,1,,1
362,application,fmsite,destroy,0,,2
363,application,fmsite,destroy,0,,3
364,application,fmsite,destroyrelation,1,,1
365,application,fmsite,destroyrelation,0,,2
366,application,fmsite,destroyrelation,0,,3
367,application,fmsite,find,1,,1
368,application,fmsite,find,1,,2
369,application,fmsite,find,1,,3
370,application,fmsite,findone,1,,1
371,application,fmsite,findone,1,,2
372,application,fmsite,findone,1,,3
373,application,fmsite,update,1,,1
374,application,fmsite,update,0,,2
375,application,fmsite,update,0,,3
376,application,fmsite,updaterelation,1,,1
377,application,fmsite,updaterelation,0,,2
378,application,fmsite,updaterelation,0,,3
379,application,fmtype,count,1,,1
380,application,fmtype,count,1,,2
381,application,fmtype,count,1,,3
382,application,fmtype,create,1,,1
383,application,fmtype,create,0,,2
384,application,fmtype,create,0,,3
385,application,fmtype,createrelation,1,,1
386,application,fmtype,createrelation,0,,2
387,application,fmtype,createrelation,0,,3
388,application,fmtype,destroy,1,,1
389,application,fmtype,destroy,0,,2
390,application,fmtype,destroy,0,,3
391,application,fmtype,destroyrelation,1,,1
392,application,fmtype,destroyrelation,0,,2
393,application,fmtype,destroyrelation,0,,3
394,application,fmtype,find,1,,1
395,application,fmtype,find,1,,2
396,application,fmtype,find,1,,3
397,application,fmtype,findone,1,,1
398,application,fmtype,findone,1,,2
399,application,fmtype,findone,1,,3
400,application,fmtype,update,1,,1
401,application,fmtype,update,0,,2
402,application,fmtype,update,0,,3
403,application,fmtype,updaterelation,1,,1
404,application,fmtype,updaterelation,0,,2
405,application,fmtype,updaterelation,0,,3
406,application,genreport,count,1,,1
407,application,genreport,count,1,,2
408,application,genreport,count,1,,3
409,application,genreport,create,1,,1
410,application,genreport,create,1,,2
411,application,genreport,create,1,,3
412,application,genreport,createrelation,1,,1
413,application,genreport,createrelation,0,,2
414,application,genreport,createrelation,0,,3
415,application,genreport,destroy,1,,1
416,application,genreport,destroy,0,,2
417,application,genreport,destroy,0,,3
418,application,genreport,destroyrelation,1,,1
419,application,genreport,destroyrelation,0,,2
420,application,genreport,destroyrelation,0,,3
421,application,genreport,find,1,,1
422,application,genreport,find,1,,2
423,application,genreport,find,1,,3
424,application,genreport,findone,1,,1
425,application,genreport,findone,1,,2
426,application,genreport,findone,1,,3
427,application,genreport,update,1,,1
428,application,genreport,update,1,,2
429,application,genreport,update,1,,3
430,application,genreport,updaterelation,1,,1
431,application,genreport,updaterelation,0,,2
432,application,genreport,updaterelation,0,,3
433,application,gensite,count,1,,1
434,application,gensite,count,1,,2
435,application,gensite,count,1,,3
436,application,gensite,create,1,,1
437,application,gensite,create,0,,2
438,application,gensite,create,0,,3
439,application,gensite,createrelation,1,,1
440,application,gensite,createrelation,0,,2
441,application,gensite,createrelation,0,,3
442,application,gensite,destroy,1,,1
443,application,gensite,destroy,0,,2
444,application,gensite,destroy,0,,3
445,application,gensite,destroyrelation,1,,1
446,application,gensite,destroyrelation,0,,2
447,application,gensite,destroyrelation,0,,3
448,application,gensite,find,1,,1
449,application,gensite,find,1,,2
450,application,gensite,find,1,,3
451,application,gensite,findone,1,,1
452,application,gensite,findone,1,,2
453,application,gensite,findone,1,,3
454,application,gensite,update,1,,1
455,application,gensite,update,0,,2
456,application,gensite,update,0,,3
457,application,gensite,updaterelation,1,,1
458,application,gensite,updaterelation,0,,2
459,application,gensite,updaterelation,0,,3
460,application,gractivegroup,count,1,,1
461,application,gractivegroup,count,1,,2
462,application,gractivegroup,count,1,,3
463,application,gractivegroup,create,1,,1
464,application,gractivegroup,create,0,,2
465,application,gractivegroup,create,0,,3
466,application,gractivegroup,createrelation,1,,1
467,application,gractivegroup,createrelation,0,,2
468,application,gractivegroup,createrelation,0,,3
469,application,gractivegroup,destroy,1,,1
470,application,gractivegroup,destroy,0,,2
471,application,gractivegroup,destroy,0,,3
472,application,gractivegroup,destroyrelation,1,,1
473,application,gractivegroup,destroyrelation,0,,2
474,application,gractivegroup,destroyrelation,0,,3
475,application,gractivegroup,find,1,,1
476,application,gractivegroup,find,1,,2
477,application,gractivegroup,find,1,,3
478,application,gractivegroup,findone,1,,1
479,application,gractivegroup,findone,1,,2
480,application,gractivegroup,findone,1,,3
481,application,gractivegroup,update,1,,1
482,application,gractivegroup,update,0,,2
483,application,gractivegroup,update,0,,3
484,application,gractivegroup,updaterelation,1,,1
485,application,gractivegroup,updaterelation,0,,2
486,application,gractivegroup,updaterelation,0,,3
487,application,gractiveobelisk,count,1,,1
488,application,gractiveobelisk,count,1,,2
489,application,gractiveobelisk,count,1,,3
490,application,gractiveobelisk,create,1,,1
491,application,gractiveobelisk,create,0,,2
492,application,gractiveobelisk,create,0,,3
493,application,gractiveobelisk,createrelation,1,,1
494,application,gractiveobelisk,createrelation,0,,2
495,application,gractiveobelisk,createrelation,0,,3
496,application,gractiveobelisk,destroy,1,,1
497,application,gractiveobelisk,destroy,0,,2
498,application,gractiveobelisk,destroy,0,,3
499,application,gractiveobelisk,destroyrelation,1,,1
500,application,gractiveobelisk,destroyrelation,0,,2
501,application,gractiveobelisk,destroyrelation,0,,3
502,application,gractiveobelisk,find,1,,1
503,application,gractiveobelisk,find,1,,2
504,application,gractiveobelisk,find,1,,3
505,application,gractiveobelisk,findone,1,,1
506,application,gractiveobelisk,findone,1,,2
507,application,gractiveobelisk,findone,1,,3
508,application,gractiveobelisk,update,1,,1
509,application,gractiveobelisk,update,0,,2
510,application,gractiveobelisk,update,0,,3
511,application,gractiveobelisk,updaterelation,1,,1
512,application,gractiveobelisk,updaterelation,0,,2
513,application,gractiveobelisk,updaterelation,0,,3
514,application,grartifact,count,1,,1
515,application,grartifact,count,1,,2
516,application,grartifact,count,1,,3
517,application,grartifact,create,1,,1
518,application,grartifact,create,0,,2
519,application,grartifact,create,0,,3
520,application,grartifact,createrelation,1,,1
521,application,grartifact,createrelation,0,,2
522,application,grartifact,createrelation,0,,3
523,application,grartifact,destroy,1,,1
524,application,grartifact,destroy,0,,2
525,application,grartifact,destroy,0,,3
526,application,grartifact,destroyrelation,1,,1
527,application,grartifact,destroyrelation,0,,2
528,application,grartifact,destroyrelation,0,,3
529,application,grartifact,find,1,,1
530,application,grartifact,find,1,,2
531,application,grartifact,find,1,,3
532,application,grartifact,findone,1,,1
533,application,grartifact,findone,1,,2
534,application,grartifact,findone,1,,3
535,application,grartifact,update,1,,1
536,application,grartifact,update,0,,2
537,application,grartifact,update,0,,3
538,application,grartifact,updaterelation,1,,1
539,application,grartifact,updaterelation,0,,2
540,application,grartifact,updaterelation,0,,3
541,application,grcodexcategories,count,1,,1
542,application,grcodexcategories,count,1,,2
543,application,grcodexcategories,count,1,,3
544,application,grcodexcategories,create,1,,1
545,application,grcodexcategories,create,0,,2
546,application,grcodexcategories,create,0,,3
547,application,grcodexcategories,createrelation,1,,1
548,application,grcodexcategories,createrelation,0,,2
549,application,grcodexcategories,createrelation,0,,3
550,application,grcodexcategories,destroy,1,,1
551,application,grcodexcategories,destroy,0,,2
552,application,grcodexcategories,destroy,0,,3
553,application,grcodexcategories,destroyrelation,1,,1
554,application,grcodexcategories,destroyrelation,0,,2
555,application,grcodexcategories,destroyrelation,0,,3
556,application,grcodexcategories,find,1,,1
557,application,grcodexcategories,find,1,,2
558,application,grcodexcategories,find,1,,3
559,application,grcodexcategories,findone,1,,1
560,application,grcodexcategories,findone,1,,2
561,application,grcodexcategories,findone,1,,3
562,application,grcodexcategories,update,1,,1
563,application,grcodexcategories,update,0,,2
564,application,grcodexcategories,update,0,,3
565,application,grcodexcategories,updaterelation,1,,1
566,application,grcodexcategories,updaterelation,0,,2
567,application,grcodexcategories,updaterelation,0,,3
568,application,grcodexdata,count,1,,1
569,application,grcodexdata,count,1,,2
570,application,grcodexdata,count,1,,3
571,application,grcodexdata,create,1,,1
572,application,grcodexdata,create,0,,2
573,application,grcodexdata,create,0,,3
574,application,grcodexdata,createrelation,1,,1
575,application,grcodexdata,createrelation,0,,2
576,application,grcodexdata,createrelation,0,,3
577,application,grcodexdata,destroy,1,,1
578,application,grcodexdata,destroy,0,,2
579,application,grcodexdata,destroy,0,,3
580,application,grcodexdata,destroyrelation,1,,1
581,application,grcodexdata,destroyrelation,0,,2
582,application,grcodexdata,destroyrelation,0,,3
583,application,grcodexdata,find,1,,1
584,application,grcodexdata,find,1,,2
585,application,grcodexdata,find,1,,3
586,application,grcodexdata,findone,1,,1
587,application,grcodexdata,findone,1,,2
588,application,grcodexdata,findone,1,,3
589,application,grcodexdata,update,1,,1
590,application,grcodexdata,update,0,,2
591,application,grcodexdata,update,0,,3
592,application,grcodexdata,updaterelation,1,,1
593,application,grcodexdata,updaterelation,0,,2
594,application,grcodexdata,updaterelation,0,,3
595,application,grobelisk,count,1,,1
596,application,grobelisk,count,1,,2
597,application,grobelisk,count,1,,3
598,application,grobelisk,create,1,,1
599,application,grobelisk,create,0,,2
600,application,grobelisk,create,0,,3
601,application,grobelisk,createrelation,1,,1
602,application,grobelisk,createrelation,0,,2
603,application,grobelisk,createrelation,0,,3
604,application,grobelisk,destroy,1,,1
605,application,grobelisk,destroy,0,,2
606,application,grobelisk,destroy,0,,3
607,application,grobelisk,destroyrelation,1,,1
608,application,grobelisk,destroyrelation,0,,2
609,application,grobelisk,destroyrelation,0,,3
610,application,grobelisk,find,1,,1
611,application,grobelisk,find,1,,2
612,application,grobelisk,find,1,,3
613,application,grobelisk,findone,1,,1
614,application,grobelisk,findone,1,,2
615,application,grobelisk,findone,1,,3
616,application,grobelisk,update,1,,1
617,application,grobelisk,update,0,,2
618,application,grobelisk,update,0,,3
619,application,grobelisk,updaterelation,1,,1
620,application,grobelisk,updaterelation,0,,2
621,application,grobelisk,updaterelation,0,,3
622,application,grobeliskgroup,count,1,,1
623,application,grobeliskgroup,count,1,,2
624,application,grobeliskgroup,count,1,,3
625,application,grobeliskgroup,create,1,,1
626,application,grobeliskgroup,create,0,,2
627,application,grobeliskgroup,create,0,,3
628,application,grobeliskgroup,createrelation,1,,1
629,application,grobeliskgroup,createrelation,0,,2
630,application,grobeliskgroup,createrelation,0,,3
631,application,grobeliskgroup,destroy,1,,1
632,application,grobeliskgroup,destroy,0,,2
633,application,grobeliskgroup,destroy,0,,3
634,application,grobeliskgroup,destroyrelation,1,,1
635,application,grobeliskgroup,destroyrelation,0,,2
636,application,grobeliskgroup,destroyrelation,0,,3
637,application,grobeliskgroup,find,1,,1
638,application,grobeliskgroup,find,1,,2
639,application,grobeliskgroup,find,1,,3
640,application,grobeliskgroup,findone,1,,1
641,application,grobeliskgroup,findone,1,,2
642,application,grobeliskgroup,findone,1,,3
643,application,grobeliskgroup,update,1,,1
644,application,grobeliskgroup,update,0,,2
645,application,grobeliskgroup,update,0,,3
646,application,grobeliskgroup,updaterelation,1,,1
647,application,grobeliskgroup,updaterelation,0,,2
648,application,grobeliskgroup,updaterelation,0,,3
649,application,grreport,count,1,,1
650,application,grreport,count,1,,2
651,application,grreport,count,1,,3
652,application,grreport,create,1,,1
653,application,grreport,create,1,,2
654,application,grreport,create,1,,3
655,application,grreport,createrelation,1,,1
656,application,grreport,createrelation,0,,2
657,application,grreport,createrelation,0,,3
658,application,grreport,destroy,1,,1
659,application,grreport,destroy,0,,2
660,application,grreport,destroy,0,,3
661,application,grreport,destroyrelation,1,,1
662,application,grreport,destroyrelation,0,,2
663,application,grreport,destroyrelation,0,,3
664,application,grreport,find,1,,1
665,application,grreport,find,1,,2
666,application,grreport,find,1,,3
667,application,grreport,findone,1,,1
668,application,grreport,findone,1,,2
669,application,grreport,findone,1,,3
670,application,grreport,update,1,,1
671,application,grreport,update,1,,2
672,application,grreport,update,1,,3
673,application,grreport,updaterelation,1,,1
674,application,grreport,updaterelation,0,,2
675,application,grreport,updaterelation,0,,3
676,application,grsite,count,1,,1
677,application,grsite,count,1,,2
678,application,grsite,count,1,,3
679,application,grsite,create,1,,1
680,application,grsite,create,0,,2
681,application,grsite,create,0,,3
682,application,grsite,createrelation,1,,1
683,application,grsite,createrelation,0,,2
684,application,grsite,createrelation,0,,3
685,application,grsite,destroy,1,,1
686,application,grsite,destroy,0,,2
687,application,grsite,destroy,0,,3
688,application,grsite,destroyrelation,1,,1
689,application,grsite,destroyrelation,0,,2
690,application,grsite,destroyrelation,0,,3
691,application,grsite,find,1,,1
692,application,grsite,find,1,,2
693,application,grsite,find,1,,3
694,application,grsite,findone,1,,1
695,application,grsite,findone,1,,2
696,application,grsite,findone,1,,3
697,application,grsite,update,1,,1
698,application,grsite,update,0,,2
699,application,grsite,update,0,,3
700,application,grsite,updaterelation,1,,1
701,application,grsite,updaterelation,0,,2
702,application,grsite,updaterelation,0,,3
703,application,grtype,count,1,,1
704,application,grtype,count,1,,2
705,application,grtype,count,1,,3
706,application,grtype,create,1,,1
707,application,grtype,create,0,,2
708,application,grtype,create,0,,3
709,application,grtype,createrelation,1,,1
710,application,grtype,createrelation,0,,2
711,application,grtype,createrelation,0,,3
712,application,grtype,destroy,1,,1
713,application,grtype,destroy,0,,2
714,application,grtype,destroy,0,,3
715,application,grtype,destroyrelation,1,,1
716,application,grtype,destroyrelation,0,,2
717,application,grtype,destroyrelation,0,,3
718,application,grtype,find,1,,1
719,application,grtype,find,1,,2
720,application,grtype,find,1,,3
721,application,grtype,findone,1,,1
722,application,grtype,findone,1,,2
723,application,grtype,findone,1,,3
724,application,grtype,update,1,,1
725,application,grtype,update,0,,2
726,application,grtype,update,0,,3
727,application,grtype,updaterelation,1,,1
728,application,grtype,updaterelation,0,,2
729,application,grtype,updaterelation,0,,3
730,application,gsactivegroup,count,1,,1
731,application,gsactivegroup,count,1,,2
732,application,gsactivegroup,count,1,,3
733,application,gsactivegroup,create,1,,1
734,application,gsactivegroup,create,0,,2
735,application,gsactivegroup,create,0,,3
736,application,gsactivegroup,createrelation,1,,1
737,application,gsactivegroup,createrelation,0,,2
738,application,gsactivegroup,createrelation,0,,3
739,application,gsactivegroup,destroy,1,,1
740,application,gsactivegroup,destroy,0,,2
741,application,gsactivegroup,destroy,0,,3
742,application,gsactivegroup,destroyrelation,1,,1
743,application,gsactivegroup,destroyrelation,0,,2
744,application,gsactivegroup,destroyrelation,0,,3
745,application,gsactivegroup,find,1,,1
746,application,gsactivegroup,find,1,,2
747,application,gsactivegroup,find,1,,3
748,application,gsactivegroup,findone,1,,1
749,application,gsactivegroup,findone,1,,2
750,application,gsactivegroup,findone,1,,3
751,application,gsactivegroup,update,1,,1
752,application,gsactivegroup,update,0,,2
753,application,gsactivegroup,update,0,,3
754,application,gsactivegroup,updaterelation,1,,1
755,application,gsactivegroup,updaterelation,0,,2
756,application,gsactivegroup,updaterelation,0,,3
757,application,gsactiveobelisk,count,1,,1
758,application,gsactiveobelisk,count,1,,2
759,application,gsactiveobelisk,count,1,,3
760,application,gsactiveobelisk,create,1,,1
761,application,gsactiveobelisk,create,0,,2
762,application,gsactiveobelisk,create,0,,3
