"id","key","value","type","environment","tag"
11,db_model_gractiveobelisks,"{""grSite"":{""model"":""grsite"",""via"":""activeObelisks""},""activeObelisk"":{""model"":""grobelisk""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
12,db_model_grobelisks,"{""grType"":{""model"":""grtype""},""grObeliskGroup"":{""model"":""grobeliskgroup""},""obeliskNumber"":{""min"":1,""type"":""integer"",""required"":true},""broken"":{""type"":""boolean""},""grCodexData"":{""model"":""grcodexdata""},""verified"":{""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
13,db_model_grobeliskreports,"{""grreport"":{""model"":""grreport"",""via"":""grobeliskreport""},""groups"":{""type"":""json""},""obelisks"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
14,db_model_grsites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""grtype""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""activeGroups"":{""collection"":""gractivegroup"",""via"":""grSite"",""isVirtual"":true},""activeObelisks"":{""collection"":""gractiveobelisk"",""via"":""grSite"",""isVirtual"":true},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
15,db_model_gsactivegroups,"{""gsSite"":{""model"":""gssite"",""via"":""activeGroups""},""activeGroup"":{""model"":""gsobeliskgroup""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
16,db_model_gsactiveobelisks,"{""gsSite"":{""model"":""gssite"",""via"":""activeObelisks""},""activeObelisk"":{""model"":""gsobelisk""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
17,db_model_gsobelisks,"{""gsType"":{""model"":""gstype""},""gsObeliskGroup"":{""model"":""gsobeliskgroup""},""obeliskNumber"":{""min"":1,""type"":""integer"",""required"":true},""broken"":{""type"":""boolean""},""gsCodexData"":{""model"":""gscodexdata""},""verified"":{""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
18,db_model_gsobeliskreports,"{""gsreport"":{""model"":""gsreport"",""via"":""gsobeliskreport""},""groups"":{""type"":""json""},""obelisks"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
19,db_model_gssites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""gstype""},""hasDatabank"":{""type"":""boolean""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""activeGroups"":{""collection"":""gsactivegroup"",""via"":""gsSite"",""isVirtual"":true},""activeObelisks"":{""collection"":""gsactiveobelisk"",""via"":""gsSite"",""isVirtual"":true},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
20,db_model_gvsites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""gvtype""},""frontierID"":{""type"":""integer""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
21,db_model_gysites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""gytype""},""frontierID"":{""type"":""integer""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
22,db_model_hdsites,"{""system"":{""model"":""system""},""solDistance"":{""default"":"""",""type"":""float""},""meropeDistance"":{""default"":"""",""type"":""float""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
23,db_model_lssites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""lstype""},""frontierID"":{""type"":""integer""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
24,db_model_nhsssites,"{""system"":{""model"":""system""},""threatLevel"":{""min"":1,""max"":10,""type"":""integer""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
25,db_model_tssites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""status"":{""model"":""tsstatus""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""msg1Site"":{""model"":""tssite""},""msg2Site"":{""model"":""tssite""},""msg3Site"":{""model"":""tssite""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
26,db_model_twsites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""twtype""},""frontierID"":{""type"":""integer""},""verified"":{""type"":""boolean"",""required"":true},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
27,db_model_bmtypes,"{""type"":{""default"":"""",""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""unique"":true,""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
28,db_model_btreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""btsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
29,db_model_bmreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""bmsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
30,db_model_axczfssreports,"{""cmdrName"":{""type"":""string""},""systemName"":{""type"":""string""},""systemAddress"":{""type"":""biginteger""},""signalName"":{""type"":""string""},""signalNameLocalised"":{""type"":""string""},""isBeta"":{""type"":""boolean""},""clientVersion"":{""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""rawJson"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
31,db_model_alerts,"{""title"":{""default"":"""",""type"":""string"",""required"":true},""body"":{""default"":"""",""type"":""text"",""required"":true},""alertLevel"":{""default"":"""",""max"":10,""min"":1,""type"":""integer"",""required"":true},""active"":{""default"":true,""type"":""boolean""},""tldr"":{""default"":"""",""type"":""string""},""alertURL"":{""default"":"""",""type"":""string""},""alertImage"":{""default"":false,""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
32,db_model_bttypes,"{""type"":{""default"":"""",""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""unique"":true,""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
33,db_model_clientreports,"{""cmdrName"":{""type"":""string""},""isBeta"":{""type"":""boolean""},""autoUpdateDisabled"":{""type"":""boolean""},""clientVersion"":{""type"":""string""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
34,db_model_apiupdates,"{""updateTime"":{""default"":"""",""type"":""date""},""error"":{""default"":false,""type"":""boolean""},""notes"":{""default"":"""",""type"":""text""},""updateLog"":{""default"":"""",""type"":""json""}}",object,,
35,db_model_clientroutes,"{""clientVersion"":{""type"":""string""},""route"":{""type"":""string""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
36,db_model_cmdrs,"{""cmdrName"":{""unique"":true,""type"":""string"",""required"":true},""cmdrkill"":{""model"":""cmdrkill"",""via"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
37,db_model_bodies,"{""system"":{""model"":""system"",""via"":""bodies""},""bodyName"":{""type"":""string"",""required"":true,""unique"":true},""id64"":{""type"":""biginteger""},""edsmID"":{""type"":""integer""},""bodyID"":{""type"":""integer""},""type"":{""type"":""string""},""subType"":{""type"":""string""},""offset"":{""type"":""integer""},""distanceToArrival"":{""type"":""float""},""isMainStar"":{""type"":""boolean""},""isScoopable"":{""type"":""boolean""},""isLandable"":{""type"":""boolean""},""age"":{""type"":""integer""},""luminosity"":{""type"":""string""},""absoluteMagnitude"":{""type"":""float""},""solarMasses"":{""type"":""float""},""solarRadius"":{""type"":""float""},""gravity"":{""type"":""float""},""earthMasses"":{""type"":""float""},""radius"":{""type"":""float""},""surfaceTemperature"":{""type"":""float""},""surfacePressure"":{""type"":""float""},""volcanismType"":{""type"":""string""},""atmosphereType"":{""type"":""string""},""terraformingState"":{""type"":""string""},""orbitalPeriod"":{""type"":""float""},""semiMajorAxis"":{""type"":""float""},""orbitalEccentricity"":{""type"":""float""},""orbitalInclination"":{""type"":""float""},""argOfPeriapsis"":{""type"":""float""},""rotationalPeriod"":{""type"":""float""},""rotationalPeriodTidallyLocked"":{""type"":""boolean""},""axialTilt"":{""type"":""float""},""solidComposition"":{""type"":""json""},""atmosphere"":{""type"":""json""},""material"":{""type"":""json""},""missingSkipCount"":{""default"":0,""type"":""integer""},""rings"":{""collection"":""ring"",""via"":""body"",""dominant"":true,""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
38,db_model_csreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""cssite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
39,db_model_excludecodices,"{""codexName"":{""type"":""string""},""reason"":{""type"":""text""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
40,db_model_cstypes,"{""type"":{""default"":"""",""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""unique"":true,""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
41,db_model_fgreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""fgsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
42,db_model_excludecmdrs,"{""cmdrName"":{""type"":""string""},""reason"":{""type"":""text""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
43,db_model_fgtypes,"{""type"":{""default"":"""",""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""unique"":true,""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
44,db_model_excludeevents,"{""eventName"":{""type"":""string""},""reason"":{""type"":""text""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
45,db_model_excludeclients,"{""version"":{""type"":""string""},""reason"":{""type"":""text""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
46,db_model_excludeusses,"{""ussType"":{""type"":""string""},""reason"":{""type"":""text""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
47,db_model_excludefss,"{""fssName"":{""type"":""string""},""reason"":{""type"":""string""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
48,db_model_core_store,"{""key"":{""type"":""string""},""value"":{""type"":""text""},""type"":{""type"":""string""},""environment"":{""type"":""string""},""tag"":{""type"":""string""}}",object,,
49,db_model_fmreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""fmsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
50,db_model_fmtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
51,db_model_gbreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""default"":"""",""type"":""string""},""messageSystem"":{""default"":"""",""type"":""string"",""required"":true},""messageBody"":{""default"":"""",""type"":""string"",""required"":true},""messageLatitude"":{""default"":"""",""max"":90,""min"":-90,""type"":""float"",""required"":true},""messageLongitude"":{""default"":"""",""max"":180,""min"":-180,""type"":""float"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""default"":"""",""type"":""text""},""voteCount"":{""default"":"""",""min"":1,""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gbsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
52,db_model_genlogs,"{""gensite"":{""model"":""gensite"",""via"":""genlogs""},""logNumber"":{""default"":"""",""min"":1,""type"":""integer"",""required"":true},""logTitle"":{""default"":"""",""type"":""string"",""required"":true},""logBody"":{""default"":"""",""type"":""text""},""audio"":{""collection"":""file"",""via"":""related"",""plugin"":""upload"",""required"":false},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
53,db_model_genreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""orbitBody"":{""type"":""string""},""shipName"":{""type"":""string"",""required"":true},""directionSystem"":{""type"":""string""},""distance"":{""type"":""float""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gensite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
54,db_model_gensites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""shipName"":{""unique"":true,""type"":""string"",""required"":true},""directionSystem"":{""model"":""system""},""distance"":{""type"":""float""},""discoveredBy"":{""model"":""cmdr""},""genlogs"":{""collection"":""genlog"",""via"":""gensite"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
