"id","type","controller","action","enabled","policy","role"
57,application,body,count,1,"",3
58,application,body,create,1,"",1
59,application,body,create,0,"",2
60,application,body,create,0,"",3
61,application,body,destroy,1,"",1
62,application,body,destroy,0,"",2
63,application,body,destroy,0,"",3
64,application,body,find,1,"",1
65,application,body,find,1,"",2
66,application,body,find,1,"",3
67,application,body,findone,1,"",1
68,application,body,findone,1,"",2
69,application,body,findone,1,"",3
70,application,body,update,1,"",1
71,application,body,update,0,"",2
72,application,body,update,0,"",3
73,application,btreport,count,1,"",1
74,application,btreport,count,1,"",2
75,application,btreport,count,1,"",3
76,application,btreport,create,1,"",1
77,application,btreport,create,1,"",2
78,application,btreport,create,1,"",3
79,application,btreport,destroy,1,"",1
80,application,btreport,destroy,0,"",2
81,application,btreport,destroy,0,"",3
82,application,btreport,find,1,"",1
83,application,btreport,find,1,"",2
84,application,btreport,find,1,"",3
85,application,btreport,findone,1,"",1
86,application,btreport,findone,1,"",2
87,application,btreport,findone,1,"",3
88,application,btreport,update,1,"",1
89,application,btreport,update,1,"",2
90,application,btreport,update,0,"",3
91,application,btsite,count,1,"",1
92,application,btsite,count,1,"",2
93,application,btsite,count,1,"",3
94,application,btsite,create,1,"",1
95,application,btsite,create,0,"",2
96,application,btsite,create,0,"",3
97,application,btsite,destroy,1,"",1
98,application,btsite,destroy,0,"",2
99,application,btsite,destroy,0,"",3
100,application,btsite,find,1,"",1
101,application,btsite,find,1,"",2
102,application,btsite,find,1,"",3
103,application,btsite,findone,1,"",1
104,application,btsite,findone,1,"",2
105,application,btsite,findone,1,"",3
106,application,btsite,update,1,"",1
107,application,btsite,update,0,"",2
108,application,btsite,update,0,"",3
109,application,bttype,count,1,"",1
110,application,bttype,count,1,"",2
111,application,bttype,count,1,"",3
112,application,bttype,create,1,"",1
113,application,bttype,create,0,"",2
114,application,bttype,create,0,"",3
115,application,bttype,destroy,1,"",1
116,application,bttype,destroy,0,"",2
117,application,bttype,destroy,0,"",3
118,application,bttype,find,1,"",1
119,application,bttype,find,1,"",2
120,application,bttype,find,1,"",3
121,application,bttype,findone,1,"",1
122,application,bttype,findone,1,"",2
123,application,bttype,findone,1,"",3
124,application,bttype,update,1,"",1
125,application,bttype,update,0,"",2
126,application,bttype,update,0,"",3
127,application,cmdr,count,1,"",1
128,application,cmdr,count,1,"",2
129,application,cmdr,count,1,"",3
130,application,cmdr,create,1,"",1
131,application,cmdr,create,1,"",2
132,application,cmdr,create,0,"",3
133,application,cmdr,destroy,1,"",1
134,application,cmdr,destroy,0,"",2
135,application,cmdr,destroy,0,"",3
136,application,cmdr,find,1,"",1
137,application,cmdr,find,1,"",2
138,application,cmdr,find,1,"",3
139,application,cmdr,findone,1,"",1
140,application,cmdr,findone,1,"",2
141,application,cmdr,findone,1,"",3
142,application,cmdr,update,1,"",1
143,application,cmdr,update,1,"",2
144,application,cmdr,update,0,"",3
145,application,cmdrkill,count,1,"",1
146,application,cmdrkill,count,1,"",2
147,application,cmdrkill,count,1,"",3
148,application,cmdrkill,create,1,"",1
149,application,cmdrkill,create,1,"",2
150,application,cmdrkill,create,0,"",3
151,application,cmdrkill,destroy,1,"",1
152,application,cmdrkill,destroy,0,"",2
153,application,cmdrkill,destroy,0,"",3
154,application,cmdrkill,find,1,"",1
155,application,cmdrkill,find,1,"",2
156,application,cmdrkill,find,1,"",3
157,application,cmdrkill,findone,1,"",1
158,application,cmdrkill,findone,1,"",2
159,application,cmdrkill,findone,1,"",3
160,application,cmdrkill,update,1,"",1
161,application,cmdrkill,update,1,"",2
162,application,cmdrkill,update,0,"",3
181,application,csreport,count,1,"",1
182,application,csreport,count,1,"",2
183,application,csreport,count,1,"",3
184,application,csreport,create,1,"",1
185,application,csreport,create,1,"",2
186,application,csreport,create,1,"",3
187,application,csreport,destroy,1,"",1
188,application,csreport,destroy,0,"",2
189,application,csreport,destroy,0,"",3
190,application,csreport,find,1,"",1
191,application,csreport,find,1,"",2
192,application,csreport,find,1,"",3
193,application,csreport,findone,1,"",1
194,application,csreport,findone,1,"",2
195,application,csreport,findone,1,"",3
196,application,csreport,update,1,"",1
197,application,csreport,update,1,"",2
198,application,csreport,update,0,"",3
199,application,cssite,count,1,"",1
200,application,cssite,count,1,"",2
201,application,cssite,count,1,"",3
202,application,cssite,create,1,"",1
203,application,cssite,create,0,"",2
204,application,cssite,create,0,"",3
205,application,cssite,destroy,1,"",1
206,application,cssite,destroy,0,"",2
207,application,cssite,destroy,0,"",3
208,application,cssite,find,1,"",1
209,application,cssite,find,1,"",2
210,application,cssite,find,1,"",3
211,application,cssite,findone,1,"",1
212,application,cssite,findone,1,"",2
213,application,cssite,findone,1,"",3
214,application,cssite,update,1,"",1
215,application,cssite,update,0,"",2
216,application,cssite,update,0,"",3
217,application,excludeclient,count,1,"",1
218,application,excludeclient,count,1,"",2
219,application,excludeclient,count,1,"",3
220,application,excludeclient,create,1,"",1
221,application,excludeclient,create,0,"",2
222,application,excludeclient,create,0,"",3
223,application,excludeclient,destroy,1,"",1
224,application,excludeclient,destroy,0,"",2
225,application,excludeclient,destroy,0,"",3
226,application,excludeclient,find,1,"",1
227,application,excludeclient,find,1,"",2
228,application,excludeclient,find,1,"",3
229,application,excludeclient,findone,1,"",1
230,application,excludeclient,findone,1,"",2
231,application,excludeclient,findone,1,"",3
232,application,excludeclient,update,1,"",1
233,application,excludeclient,update,0,"",2
234,application,excludeclient,update,0,"",3
235,application,excludecmdr,count,1,"",1
236,application,excludecmdr,count,1,"",2
237,application,excludecmdr,count,1,"",3
238,application,excludecmdr,create,1,"",1
239,application,excludecmdr,create,0,"",2
240,application,excludecmdr,create,0,"",3
241,application,excludecmdr,destroy,1,"",1
242,application,excludecmdr,destroy,0,"",2
243,application,excludecmdr,destroy,0,"",3
244,application,excludecmdr,find,1,"",1
245,application,excludecmdr,find,1,"",2
246,application,excludecmdr,find,1,"",3
247,application,excludecmdr,findone,1,"",1
248,application,excludecmdr,findone,1,"",2
249,application,excludecmdr,findone,1,"",3
250,application,excludecmdr,update,1,"",1
251,application,excludecmdr,update,0,"",2
252,application,excludecmdr,update,0,"",3
253,application,excludecodex,count,1,"",1
254,application,excludecodex,count,1,"",2
255,application,excludecodex,count,1,"",3
256,application,excludecodex,create,1,"",1
257,application,excludecodex,create,0,"",2
258,application,excludecodex,create,0,"",3
259,application,excludecodex,destroy,1,"",1
260,application,excludecodex,destroy,0,"",2
261,application,excludecodex,destroy,0,"",3
262,application,excludecodex,find,1,"",1
263,application,excludecodex,find,1,"",2
264,application,excludecodex,find,1,"",3
265,application,excludecodex,findone,1,"",1
266,application,excludecodex,findone,1,"",2
267,application,excludecodex,findone,1,"",3
268,application,excludecodex,update,1,"",1
269,application,excludecodex,update,0,"",2
270,application,excludecodex,update,0,"",3
271,application,excludeevent,count,1,"",1
272,application,excludeevent,count,1,"",2
273,application,excludeevent,count,1,"",3
274,application,excludeevent,create,1,"",1
275,application,excludeevent,create,0,"",2
276,application,excludeevent,create,0,"",3
277,application,excludeevent,destroy,1,"",1
278,application,excludeevent,destroy,0,"",2
279,application,excludeevent,destroy,0,"",3
280,application,excludeevent,find,1,"",1
281,application,excludeevent,find,1,"",2
282,application,excludeevent,find,1,"",3
283,application,excludeevent,findone,1,"",1
284,application,excludeevent,findone,1,"",2
285,application,excludeevent,findone,1,"",3
286,application,excludeevent,update,1,"",1
287,application,excludeevent,update,0,"",2
288,application,excludeevent,update,0,"",3
289,application,excludeuss,count,1,"",1
290,application,excludeuss,count,1,"",2
291,application,excludeuss,count,1,"",3
292,application,excludeuss,create,1,"",1
293,application,excludeuss,create,0,"",2
294,application,excludeuss,create,0,"",3
295,application,excludeuss,destroy,1,"",1
296,application,excludeuss,destroy,0,"",2
297,application,excludeuss,destroy,0,"",3
298,application,excludeuss,find,1,"",1
299,application,excludeuss,find,1,"",2
300,application,excludeuss,find,1,"",3
301,application,excludeuss,findone,1,"",1
302,application,excludeuss,findone,1,"",2
303,application,excludeuss,findone,1,"",3
304,application,excludeuss,update,1,"",1
305,application,excludeuss,update,0,"",2
306,application,excludeuss,update,0,"",3
307,application,fgreport,count,1,"",1
308,application,fgreport,count,1,"",2
309,application,fgreport,count,1,"",3
310,application,fgreport,create,1,"",1
311,application,fgreport,create,1,"",2
312,application,fgreport,create,1,"",3
313,application,fgreport,destroy,1,"",1
314,application,fgreport,destroy,0,"",2
315,application,fgreport,destroy,0,"",3
316,application,fgreport,find,1,"",1
317,application,fgreport,find,1,"",2
318,application,fgreport,find,1,"",3
319,application,fgreport,findone,1,"",1
320,application,fgreport,findone,1,"",2
321,application,fgreport,findone,1,"",3
322,application,fgreport,update,1,"",1
323,application,fgreport,update,1,"",2
324,application,fgreport,update,0,"",3
325,application,fgsite,count,1,"",1
326,application,fgsite,count,1,"",2
327,application,fgsite,count,1,"",3
328,application,fgsite,create,1,"",1
329,application,fgsite,create,0,"",2
330,application,fgsite,create,0,"",3
331,application,fgsite,destroy,1,"",1
332,application,fgsite,destroy,0,"",2
333,application,fgsite,destroy,0,"",3
334,application,fgsite,find,1,"",1
335,application,fgsite,find,1,"",2
336,application,fgsite,find,1,"",3
337,application,fgsite,findone,1,"",1
338,application,fgsite,findone,1,"",2
339,application,fgsite,findone,1,"",3
340,application,fgsite,update,1,"",1
341,application,fgsite,update,0,"",2
342,application,fgsite,update,0,"",3
343,application,fgtype,count,1,"",1
344,application,fgtype,count,1,"",2
345,application,fgtype,count,1,"",3
346,application,fgtype,create,1,"",1
347,application,fgtype,create,0,"",2
348,application,fgtype,create,0,"",3
349,application,fgtype,destroy,1,"",1
350,application,fgtype,destroy,0,"",2
351,application,fgtype,destroy,0,"",3
352,application,fgtype,find,1,"",1
353,application,fgtype,find,1,"",2
354,application,fgtype,find,1,"",3
355,application,fgtype,findone,1,"",1
356,application,fgtype,findone,1,"",2
357,application,fgtype,findone,1,"",3
358,application,fgtype,update,1,"",1
359,application,fgtype,update,0,"",2
360,application,fgtype,update,0,"",3
361,application,fmreport,count,1,"",1
362,application,fmreport,count,1,"",2
363,application,fmreport,count,1,"",3
364,application,fmreport,create,1,"",1
365,application,fmreport,create,1,"",2
366,application,fmreport,create,1,"",3
367,application,fmreport,destroy,1,"",1
368,application,fmreport,destroy,0,"",2
369,application,fmreport,destroy,0,"",3
370,application,fmreport,find,1,"",1
371,application,fmreport,find,1,"",2
372,application,fmreport,find,1,"",3
373,application,fmreport,findone,1,"",1
374,application,fmreport,findone,1,"",2
375,application,fmreport,findone,1,"",3
376,application,fmreport,update,1,"",1
377,application,fmreport,update,1,"",2
378,application,fmreport,update,0,"",3
379,application,fmsite,count,1,"",1
380,application,fmsite,count,1,"",2
381,application,fmsite,count,1,"",3
382,application,fmsite,create,1,"",1
383,application,fmsite,create,0,"",2
384,application,fmsite,create,0,"",3
385,application,fmsite,destroy,1,"",1
386,application,fmsite,destroy,0,"",2
387,application,fmsite,destroy,0,"",3
388,application,fmsite,find,1,"",1
389,application,fmsite,find,1,"",2
390,application,fmsite,find,1,"",3
391,application,fmsite,findone,1,"",1
392,application,fmsite,findone,1,"",2
393,application,fmsite,findone,1,"",3
394,application,fmsite,update,1,"",1
395,application,fmsite,update,0,"",2
396,application,fmsite,update,0,"",3
397,application,fmtype,count,1,"",1
398,application,fmtype,count,1,"",2
399,application,fmtype,count,1,"",3
400,application,fmtype,create,1,"",1
401,application,fmtype,create,0,"",2
402,application,fmtype,create,0,"",3
403,application,fmtype,destroy,1,"",1
404,application,fmtype,destroy,0,"",2
405,application,fmtype,destroy,0,"",3
406,application,fmtype,find,1,"",1
407,application,fmtype,find,1,"",2
408,application,fmtype,find,1,"",3
409,application,fmtype,findone,1,"",1
410,application,fmtype,findone,1,"",2
411,application,fmtype,findone,1,"",3
412,application,fmtype,update,1,"",1
413,application,fmtype,update,0,"",2
414,application,fmtype,update,0,"",3
415,application,gbmessage,count,1,"",1
416,application,gbmessage,count,1,"",2
417,application,gbmessage,count,1,"",3
418,application,gbmessage,create,1,"",1
419,application,gbmessage,create,0,"",2
420,application,gbmessage,create,0,"",3
421,application,gbmessage,destroy,1,"",1
422,application,gbmessage,destroy,0,"",2
423,application,gbmessage,destroy,0,"",3
424,application,gbmessage,find,1,"",1
425,application,gbmessage,find,1,"",2
426,application,gbmessage,find,1,"",3
427,application,gbmessage,findone,1,"",1
428,application,gbmessage,findone,1,"",2
429,application,gbmessage,findone,1,"",3
430,application,gbmessage,update,1,"",1
431,application,gbmessage,update,0,"",2
432,application,gbmessage,update,0,"",3
433,application,gbreport,count,1,"",1
434,application,gbreport,count,1,"",2
435,application,gbreport,count,1,"",3
436,application,gbreport,create,1,"",1
437,application,gbreport,create,1,"",2
438,application,gbreport,create,1,"",3
439,application,gbreport,destroy,1,"",1
440,application,gbreport,destroy,0,"",2
441,application,gbreport,destroy,0,"",3
442,application,gbreport,find,1,"",1
443,application,gbreport,find,1,"",2
444,application,gbreport,find,1,"",3
445,application,gbreport,findone,1,"",1
446,application,gbreport,findone,1,"",2
447,application,gbreport,findone,1,"",3
448,application,gbreport,update,1,"",1
449,application,gbreport,update,1,"",2
450,application,gbreport,update,0,"",3
451,application,gbsite,count,1,"",1
452,application,gbsite,count,1,"",2
453,application,gbsite,count,1,"",3
454,application,gbsite,create,1,"",1
455,application,gbsite,create,0,"",2
456,application,gbsite,create,0,"",3
457,application,gbsite,destroy,1,"",1
458,application,gbsite,destroy,0,"",2
459,application,gbsite,destroy,0,"",3
460,application,gbsite,find,1,"",1
461,application,gbsite,find,1,"",2
462,application,gbsite,find,1,"",3
463,application,gbsite,findone,1,"",1
464,application,gbsite,findone,1,"",2
465,application,gbsite,findone,1,"",3
466,application,gbsite,update,1,"",1
467,application,gbsite,update,0,"",2
468,application,gbsite,update,0,"",3
469,application,genlog,count,1,"",1
470,application,genlog,count,1,"",2
471,application,genlog,count,1,"",3
472,application,genlog,create,1,"",1
473,application,genlog,create,0,"",2
474,application,genlog,create,0,"",3
475,application,genlog,destroy,1,"",1
476,application,genlog,destroy,0,"",2
477,application,genlog,destroy,0,"",3
478,application,genlog,find,1,"",1
479,application,genlog,find,1,"",2
480,application,genlog,find,1,"",3
481,application,genlog,findone,1,"",1
482,application,genlog,findone,1,"",2
483,application,genlog,findone,1,"",3
484,application,genlog,update,1,"",1
485,application,genlog,update,0,"",2
486,application,genlog,update,0,"",3
487,application,genreport,count,1,"",1
488,application,genreport,count,1,"",2
489,application,genreport,count,1,"",3
490,application,genreport,create,1,"",1
491,application,genreport,create,1,"",2
492,application,genreport,create,1,"",3
493,application,genreport,destroy,1,"",1
494,application,genreport,destroy,0,"",2
495,application,genreport,destroy,0,"",3
496,application,genreport,find,1,"",1
497,application,genreport,find,1,"",2
498,application,genreport,find,1,"",3
499,application,genreport,findone,1,"",1
500,application,genreport,findone,1,"",2
501,application,genreport,findone,1,"",3
502,application,genreport,update,1,"",1
503,application,genreport,update,1,"",2
504,application,genreport,update,0,"",3
505,application,gensite,count,1,"",1
506,application,gensite,count,1,"",2
507,application,gensite,count,1,"",3
508,application,gensite,create,1,"",1
509,application,gensite,create,0,"",2
510,application,gensite,create,0,"",3
511,application,gensite,destroy,1,"",1
512,application,gensite,destroy,0,"",2
513,application,gensite,destroy,0,"",3
514,application,gensite,find,1,"",1
515,application,gensite,find,1,"",2
516,application,gensite,find,1,"",3
517,application,gensite,findone,1,"",1
518,application,gensite,findone,1,"",2
519,application,gensite,findone,1,"",3
520,application,gensite,update,1,"",1
521,application,gensite,update,0,"",2
522,application,gensite,update,0,"",3
523,application,gractivegroup,count,1,"",1
524,application,gractivegroup,count,1,"",2
525,application,gractivegroup,count,1,"",3
526,application,gractivegroup,create,1,"",1
527,application,gractivegroup,create,0,"",2
528,application,gractivegroup,create,0,"",3
529,application,gractivegroup,destroy,1,"",1
530,application,gractivegroup,destroy,0,"",2
531,application,gractivegroup,destroy,0,"",3
532,application,gractivegroup,find,1,"",1
533,application,gractivegroup,find,1,"",2
534,application,gractivegroup,find,1,"",3
535,application,gractivegroup,findone,1,"",1
536,application,gractivegroup,findone,1,"",2
537,application,gractivegroup,findone,1,"",3
538,application,gractivegroup,update,1,"",1
539,application,gractivegroup,update,0,"",2
540,application,gractivegroup,update,0,"",3
541,application,gractiveobelisk,count,1,"",1
542,application,gractiveobelisk,count,1,"",2
543,application,gractiveobelisk,count,1,"",3
544,application,gractiveobelisk,create,1,"",1
545,application,gractiveobelisk,create,0,"",2
546,application,gractiveobelisk,create,0,"",3
547,application,gractiveobelisk,destroy,1,"",1
548,application,gractiveobelisk,destroy,0,"",2
549,application,gractiveobelisk,destroy,0,"",3
550,application,gractiveobelisk,find,1,"",1
551,application,gractiveobelisk,find,1,"",2
552,application,gractiveobelisk,find,1,"",3
553,application,gractiveobelisk,findone,1,"",1
554,application,gractiveobelisk,findone,1,"",2
555,application,gractiveobelisk,findone,1,"",3
556,application,gractiveobelisk,update,1,"",1
557,application,gractiveobelisk,update,0,"",2
558,application,gractiveobelisk,update,0,"",3
559,application,grartifact,count,1,"",1
560,application,grartifact,count,1,"",2
561,application,grartifact,count,1,"",3
562,application,grartifact,create,1,"",1
563,application,grartifact,create,0,"",2
564,application,grartifact,create,0,"",3
565,application,grartifact,destroy,1,"",1
566,application,grartifact,destroy,0,"",2
567,application,grartifact,destroy,0,"",3
568,application,grartifact,find,1,"",1
569,application,grartifact,find,1,"",2
570,application,grartifact,find,1,"",3
571,application,grartifact,findone,1,"",1
572,application,grartifact,findone,1,"",2
573,application,grartifact,findone,1,"",3
574,application,grartifact,update,1,"",1
575,application,grartifact,update,0,"",2
576,application,grartifact,update,0,"",3
577,application,grcodexcategory,count,1,"",1
578,application,grcodexcategory,count,1,"",2
579,application,grcodexcategory,count,1,"",3
580,application,grcodexcategory,create,1,"",1
581,application,grcodexcategory,create,0,"",2
582,application,grcodexcategory,create,0,"",3
583,application,grcodexcategory,destroy,1,"",1
584,application,grcodexcategory,destroy,0,"",2
585,application,grcodexcategory,destroy,0,"",3
586,application,grcodexcategory,find,1,"",1
587,application,grcodexcategory,find,1,"",2
588,application,grcodexcategory,find,1,"",3
589,application,grcodexcategory,findone,1,"",1
590,application,grcodexcategory,findone,1,"",2
591,application,grcodexcategory,findone,1,"",3
592,application,grcodexcategory,update,1,"",1
593,application,grcodexcategory,update,0,"",2
594,application,grcodexcategory,update,0,"",3
595,application,grcodexdata,count,1,"",1
596,application,grcodexdata,count,1,"",2
597,application,grcodexdata,count,1,"",3
598,application,grcodexdata,create,1,"",1
599,application,grcodexdata,create,0,"",2
600,application,grcodexdata,create,0,"",3
601,application,grcodexdata,destroy,1,"",1
602,application,grcodexdata,destroy,0,"",2
603,application,grcodexdata,destroy,0,"",3
604,application,grcodexdata,find,1,"",1
605,application,grcodexdata,find,1,"",2
606,application,grcodexdata,find,1,"",3
607,application,grcodexdata,findone,1,"",1
608,application,grcodexdata,findone,1,"",2
609,application,grcodexdata,findone,1,"",3
610,application,grcodexdata,update,1,"",1
611,application,grcodexdata,update,0,"",2
612,application,grcodexdata,update,0,"",3
613,application,grobelisk,count,1,"",1
614,application,grobelisk,count,1,"",2
615,application,grobelisk,count,1,"",3
616,application,grobelisk,create,1,"",1
617,application,grobelisk,create,0,"",2
618,application,grobelisk,create,0,"",3
619,application,grobelisk,destroy,1,"",1
620,application,grobelisk,destroy,0,"",2
621,application,grobelisk,destroy,0,"",3
622,application,grobelisk,find,1,"",1
623,application,grobelisk,find,1,"",2
624,application,grobelisk,find,1,"",3
625,application,grobelisk,findone,1,"",1
626,application,grobelisk,findone,1,"",2
627,application,grobelisk,findone,1,"",3
628,application,grobelisk,update,1,"",1
629,application,grobelisk,update,0,"",2
630,application,grobelisk,update,0,"",3
631,application,grobeliskgroup,count,1,"",1
632,application,grobeliskgroup,count,1,"",2
633,application,grobeliskgroup,count,1,"",3
634,application,grobeliskgroup,create,1,"",1
635,application,grobeliskgroup,create,0,"",2
636,application,grobeliskgroup,create,0,"",3
637,application,grobeliskgroup,destroy,1,"",1
638,application,grobeliskgroup,destroy,0,"",2
639,application,grobeliskgroup,destroy,0,"",3
640,application,grobeliskgroup,find,1,"",1
641,application,grobeliskgroup,find,1,"",2
642,application,grobeliskgroup,find,1,"",3
643,application,grobeliskgroup,findone,1,"",1
644,application,grobeliskgroup,findone,1,"",2
645,application,grobeliskgroup,findone,1,"",3
646,application,grobeliskgroup,update,1,"",1
647,application,grobeliskgroup,update,0,"",2
648,application,grobeliskgroup,update,0,"",3
649,application,grobeliskreport,count,1,"",1
650,application,grobeliskreport,count,1,"",2
651,application,grobeliskreport,count,1,"",3
652,application,grobeliskreport,create,1,"",1
653,application,grobeliskreport,create,1,"",2
654,application,grobeliskreport,create,1,"",3
655,application,grobeliskreport,destroy,1,"",1
656,application,grobeliskreport,destroy,0,"",2
657,application,grobeliskreport,destroy,0,"",3
658,application,grobeliskreport,find,1,"",1
659,application,grobeliskreport,find,1,"",2
660,application,grobeliskreport,find,1,"",3
661,application,grobeliskreport,findone,1,"",1
662,application,grobeliskreport,findone,1,"",2
663,application,grobeliskreport,findone,1,"",3
664,application,grobeliskreport,update,1,"",1
665,application,grobeliskreport,update,1,"",2
666,application,grobeliskreport,update,0,"",3
667,application,grreport,count,1,"",1
668,application,grreport,count,1,"",2
669,application,grreport,count,1,"",3
670,application,grreport,create,1,"",1
671,application,grreport,create,1,"",2
672,application,grreport,create,1,"",3
673,application,grreport,destroy,1,"",1
674,application,grreport,destroy,0,"",2
675,application,grreport,destroy,0,"",3
676,application,grreport,find,1,"",1
677,application,grreport,find,1,"",2
678,application,grreport,find,1,"",3
679,application,grreport,findone,1,"",1
680,application,grreport,findone,1,"",2
681,application,grreport,findone,1,"",3
682,application,grreport,update,1,"",1
683,application,grreport,update,1,"",2
684,application,grreport,update,0,"",3
685,application,grsite,count,1,"",1
686,application,grsite,count,1,"",2
687,application,grsite,count,1,"",3
688,application,grsite,create,1,"",1
689,application,grsite,create,0,"",2
690,application,grsite,create,0,"",3
691,application,grsite,destroy,1,"",1
692,application,grsite,destroy,0,"",2
693,application,grsite,destroy,0,"",3
694,application,grsite,find,1,"",1
695,application,grsite,find,1,"",2
696,application,grsite,find,1,"",3
697,application,grsite,findone,1,"",1
698,application,grsite,findone,1,"",2
699,application,grsite,findone,1,"",3
700,application,grsite,update,1,"",1
701,application,grsite,update,0,"",2
702,application,grsite,update,0,"",3
703,application,grtype,count,1,"",1
704,application,grtype,count,1,"",2
705,application,grtype,count,1,"",3
706,application,grtype,create,1,"",1
707,application,grtype,create,0,"",2
708,application,grtype,create,0,"",3
709,application,grtype,destroy,1,"",1
710,application,grtype,destroy,0,"",2
711,application,grtype,destroy,0,"",3
712,application,grtype,find,1,"",1
713,application,grtype,find,1,"",2
714,application,grtype,find,1,"",3
715,application,grtype,findone,1,"",1
716,application,grtype,findone,1,"",2
717,application,grtype,findone,1,"",3
718,application,grtype,update,1,"",1
719,application,grtype,update,0,"",2
720,application,grtype,update,0,"",3
721,application,gsactivegroup,count,1,"",1
722,application,gsactivegroup,count,1,"",2
723,application,gsactivegroup,count,1,"",3
724,application,gsactivegroup,create,1,"",1
725,application,gsactivegroup,create,0,"",2
726,application,gsactivegroup,create,0,"",3
727,application,gsactivegroup,destroy,1,"",1
728,application,gsactivegroup,destroy,0,"",2
729,application,gsactivegroup,destroy,0,"",3
730,application,gsactivegroup,find,1,"",1
731,application,gsactivegroup,find,1,"",2
732,application,gsactivegroup,find,1,"",3
733,application,gsactivegroup,findone,1,"",1
734,application,gsactivegroup,findone,1,"",2
735,application,gsactivegroup,findone,1,"",3
736,application,gsactivegroup,update,1,"",1
737,application,gsactivegroup,update,0,"",2
738,application,gsactivegroup,update,0,"",3
739,application,gsactiveobelisk,count,1,"",1
740,application,gsactiveobelisk,count,1,"",2
741,application,gsactiveobelisk,count,1,"",3
742,application,gsactiveobelisk,create,1,"",1
743,application,gsactiveobelisk,create,0,"",2
744,application,gsactiveobelisk,create,0,"",3
745,application,gsactiveobelisk,destroy,1,"",1
746,application,gsactiveobelisk,destroy,0,"",2
747,application,gsactiveobelisk,destroy,0,"",3
748,application,gsactiveobelisk,find,1,"",1
749,application,gsactiveobelisk,find,1,"",2
750,application,gsactiveobelisk,find,1,"",3
751,application,gsactiveobelisk,findone,1,"",1
752,application,gsactiveobelisk,findone,1,"",2
753,application,gsactiveobelisk,findone,1,"",3
754,application,gsactiveobelisk,update,1,"",1
755,application,gsactiveobelisk,update,0,"",2
756,application,gsactiveobelisk,update,0,"",3
757,application,gsartifact,count,1,"",1
758,application,gsartifact,count,1,"",2
759,application,gsartifact,count,1,"",3
760,application,gsartifact,create,1,"",1
761,application,gsartifact,create,0,"",2
762,application,gsartifact,create,0,"",3
763,application,gsartifact,destroy,1,"",1
764,application,gsartifact,destroy,0,"",2
765,application,gsartifact,destroy,0,"",3
766,application,gsartifact,find,1,"",1
767,application,gsartifact,find,1,"",2
768,application,gsartifact,find,1,"",3
769,application,gsartifact,findone,1,"",1
770,application,gsartifact,findone,1,"",2
771,application,gsartifact,findone,1,"",3
772,application,gsartifact,update,1,"",1
773,application,gsartifact,update,0,"",2
774,application,gsartifact,update,0,"",3
775,application,gscodexcategory,count,1,"",1
776,application,gscodexcategory,count,1,"",2
777,application,gscodexcategory,count,1,"",3
778,application,gscodexcategory,create,1,"",1
779,application,gscodexcategory,create,0,"",2
780,application,gscodexcategory,create,0,"",3
781,application,gscodexcategory,destroy,1,"",1
782,application,gscodexcategory,destroy,0,"",2
783,application,gscodexcategory,destroy,0,"",3
784,application,gscodexcategory,find,1,"",1
785,application,gscodexcategory,find,1,"",2
786,application,gscodexcategory,find,1,"",3
787,application,gscodexcategory,findone,1,"",1
788,application,gscodexcategory,findone,1,"",2
