id,system,bodyName
60,49,ASSAIPY LD-K D8-71 2 B
61,50,ATHAIR YO-I D9-272 2 C A
62,51,AUCOKS HC-U B33-0 3 B
63,52,BAULOO LX-U E2-17 D 14 B
64,53,BD-11 4932 1
65,54,BD-12 1172 1
66,54,BD-12 1172 2
67,54,BD-12 1172 4
68,54,BD-12 1172 7
69,55,BD+38 2037 A 1
70,56,BELAAKO AB 1 C A
71,57,BHOTHO AB 1 A
72,58,BLAA EAEC NL-L C9-136 B 5 A
73,59,BLAA HYPAI CZ-D C13-0 8 B
74,59,BLAA HYPAI CZ-D C13-0 8 C
75,60,BLAA HYPAI DD-I B26-0 B 4 A
76,61,BLAA HYPAI DZ-D C13-1 B 6 A
77,62,BLAA HYPAI EU-D C13-0 B 4
78,63,BLAA HYPAI GG-V C3-4 3
79,64,BLAA HYPAI HW-V D2-6 1 B
80,65,BLAA HYPAI LZ-F B27-0 A 2
81,65,BLAA HYPAI LZ-F B27-0 A 5
82,66,BLAA HYPAI OZ-O D6-0 5 A
83,67,BLAA HYPAI OZ-O D6-16 4 C
84,68,BLAA HYPAI UO-L B10-1 1 C
85,69,BLAA HYPAI XR-I B26-0 A 3
86,70,BLAE DRYE DF-I B57-6 1
87,71,BLAE DRYE PE-E D13-6 4 A
88,71,BLAE DRYE PE-E D13-6 4 B
89,72,BLAE DRYE VM-G B58-13 D 1
90,72,BLAE DRYE VM-G B58-13 D 2
91,72,BLAE DRYE VM-G B58-13 D 3
92,73,BLAE DRYE WU-O E6-3 B 1
93,74,BLAE DRYE XU-O E6-22 2
94,75,BLAE EORK IF-G C27-13 A 1
95,76,BLAE EORK QU-D D13-3 3
96,77,BLAE EORK RK-C D14-15 7 A
97,77,BLAE EORK RK-C D14-15 8 C
98,78,BLAE EORK RU-D D13-17 1 A
99,79,BLAE EORK RU-D D13-20 5 A
100,79,BLAE EORK RU-D D13-20 5 D
101,79,BLAE EORK RU-D D13-20 7 A
102,80,BLAE EORK UL-J B56-1 A 2
103,80,BLAE EORK UL-J B56-1 A 3
104,81,BLAE HYPUE SW-E B28-1 1 B
105,82,BLAU AED GW-T D4-9 A 4 B A
106,83,BLEAE THUA CA-L C10-1 1
107,83,BLEAE THUA CA-L C10-1 4
108,83,BLEAE THUA CA-L C10-1 6 B
109,83,BLEAE THUA CA-L C10-1 6 G
110,83,BLEAE THUA CA-L C10-1 7 D A
111,84,BLEAE THUA HL-E B13-1 5 B
112,85,BLEAE THUA NZ-G B55-0 2 E
113,86,BLEAE THUA ZW-A C27-15 3 B
114,87,BLEETHOAE CM-C D13-208 7 A
115,88,BLEIA DRYIAE AC-S D5-114 C 1
116,89,BLEIA DRYIAE EK-C D14-18 4 A
117,90,BLEIA DRYIAE HN-S E4-37 B 1
118,91,BLEIA DRYIAE MA-M B54-8 B 1 A
119,92,BLEIA DRYIAE UP-F B44-1 C 1
120,93,BLEIA EOHN TK-C C27-0 A 3
121,93,BLEIA EOHN TK-C C27-0 A 4 A
122,93,BLEIA EOHN TK-C C27-0 A 4 D
123,93,BLEIA EOHN TK-C C27-0 A 5 A
124,94,BLO AESCS UL-L B41-1 C 4 A
125,95,BLO AESCS YY-A D80 1 C A
126,96,BLODES A 2
127,97,BLU EUQ BM-C D13-24 AB 1 A
128,97,BLU EUQ BM-C D13-24 ABC 1 C A
129,98,BLU THUA AE-T B3-5 1
130,98,BLU THUA AE-T B3-5 5 A
131,99,BLU THUA BR-U C16-0 A 2 A
132,100,BLU THUA EM-K B22-2 AB 1 A
133,100,BLU THUA EM-K B22-2 ABC 2 A
134,101,BLU THUA EW-T B17-5 3 A
135,102,BLU THUA GB-O C6-9 C 1
136,103,BLU THUA GI-B B55-2 4 A
137,104,BLU THUA HR-N D6-60 A 5 A
138,105,BLU THUA JS-M B35-2 3
139,106,BLU THUA KF-K B36-1 1
140,107,BLU THUA LF-M C21-11 A 1
141,108,BLU THUA MA-W B29-3 A 9 A
142,109,BLU THUA NL-F B11-5 A 4 A
143,109,BLU THUA NL-F B11-5 A 4 B
144,110,BLU THUA NN-J B9-2 A 6 C
145,111,BLU THUA OO-X D2-1 1 A
146,112,BLU THUA TS-X C28-6 3
147,113,BLUA EAEC MM-M C23-188 BC 1 A
148,114,BOELTS YK-X E1-626 5
149,115,BOEPP XA-D D13-2289 B 8 E
150,116,BOEPP XA-D D13-2791 7 D
151,117,BOEPP ZK-O E6-226 15 C A
152,118,BOEWNST HN-S E4-325 A 6 D A
153,119,BOEWNST TG-J D10-1066 3 A
154,120,BRESTLA A 14 C A
155,121,BUBBLE SECTOR LX-T B3-1 1 A
156,122,BYAA FLEE MT-N C21-0 C 3 A
157,122,BYAA FLEE MT-N C21-0 D 1
158,123,BYAE AOWSY GR-N D6-52 4 D A
159,124,BYEIA EUR BA-A G3 1
160,125,BYEIA EURK AS-J C22-43 2
161,126,BYEIA EURK LM-O B38-0 B 1
162,127,BYEIA EURK UJ-Z B33-0 A 1
163,128,BYEIA TRAA EQ-W C15-0 2 C
164,129,BYOI AIP VA-E D12-143 4 B
165,130,BYOI THUA BU-R D4-32 AB 7 A A
166,131,BYOI THUA FY-F D12-0 4 D A
167,132,BYOI THUA JI-J D9-9 2 E A
168,133,BYOO BRE KS-S D4-0 C 3
169,134,BYOOE CHRAEA JL-P D5-1 B 2 A
170,135,BYOOMI LT-O D7-4801 6 B
171,135,BYOOMI LT-O D7-4801 7 A
172,135,BYOOMI LT-O D7-4801 8 C
173,136,BYUA AIM HY-F D12-1322 3 C A
174,137,BYUA AIM MX-K D8-4056 1 B
175,138,BYUA AIM TE-W C16-130 3 D A
176,139,BYUA EUQ CX-O B8-2 2 D
177,140,BYUA EUQ DV-N B7-8 1 A
178,141,BYUA EUQ KQ-P D5-70 A 4 A
179,142,CALIFORNIA SECTOR BA-A E6 4
180,143,CALIFORNIA SECTOR DL-Y D4 C 2
181,143,CALIFORNIA SECTOR DL-Y D4 C 3
182,143,CALIFORNIA SECTOR DL-Y D4 C 4
183,143,CALIFORNIA SECTOR DL-Y D4 C 5
184,143,CALIFORNIA SECTOR DL-Y D4 C 6
185,144,CALIFORNIA SECTOR HR-W D1-28 2
186,145,CALIFORNIA SECTOR JH-V C2-12 6
187,146,CALIFORNIA SECTOR LC-V C2-10 A 3
188,146,CALIFORNIA SECTOR LC-V C2-10 A 4
189,146,CALIFORNIA SECTOR LC-V C2-10 A 5
190,146,CALIFORNIA SECTOR LC-V C2-10 A 6
191,146,CALIFORNIA SECTOR LC-V C2-10 A 7
192,146,CALIFORNIA SECTOR LC-V C2-10 B 1
193,147,CAT'S PAW SECTOR LS-T B3-5 1
194,148,CAVE SECTOR FB-X C1-3 1 A
195,149,CAVE SECTOR JH-V C2-8 A 1 A
196,150,CD-24 13810 A 4
197,151,CD-24 13823D 6 A
198,152,CD-24 13844 B 3
199,153,CD-26 1339 B 1 A A
200,154,CD-39 6137 2
201,155,CD-41 11037 10 B A
202,156,CEPHEI SECTOR NX-U B2-0 B 5
203,157,CHAEA THAA EV-G D10-0 C 1
204,158,CHAEA THUA ZP-F C11-1 B 1
205,158,CHAEA THUA ZP-F C11-1 B 3
206,158,CHAEA THUA ZP-F C11-1 B 5
207,158,CHAEA THUA ZP-F C11-1 C 1
208,158,CHAEA THUA ZP-F C11-1 C 2
209,159,CHARICK DRIFT A
210,160,CHI HYDRAE A 10 A
211,160,CHI HYDRAE A 10 C A
212,160,CHI HYDRAE A 4 A
213,160,CHI HYDRAE A 5
214,160,CHI HYDRAE A 7
215,160,CHI HYDRAE A 8 B A
216,160,CHI HYDRAE A 9 A
217,160,CHI HYDRAE A 9 B
218,161,CHI PERSEI SECTOR IX-S D4-57 9 B A
219,162,CHO EUR OM-W D1-15 B 1
220,163,CHONA 1
221,164,CHRAISAO FF-A D12 8 E A
222,165,CHRAISOAE HC-M D7-14 B 4 A
223,165,CHRAISOAE HC-M D7-14 B 4 B
224,166,CHRAISOU AK-R D4-41 AB 1 A
225,167,CHRAISUAE NF-Q C5-1 2 B
226,168,CHRAISUAE UD-T D3-1 5 A
227,169,CHREETAA PP-B B0 4 B
228,170,CHU THUA HS-J B36-0 C 1
229,171,CLOOKEOU RF-D D13-84 2 A
230,172,CLOOKEOU VL-B D14-114 2 A
231,173,CLOOKEOU VL-B D14-121 ABCD 1 A A
232,174,CLOOKUIA AW-V B16-0 B 3 A
233,175,CLOOKUIA FX-S C17-0 6 A
234,176,CLOOKUIA IZ-L B35-0 2 A
235,177,CLOOKUIA LT-T C3-3 B 1
236,178,CLOOKUIA MI-K D8-2 E 2
237,178,CLOOKUIA MI-K D8-2 E 3
238,179,CLOOKUIA OI-K D8-8 1 C A
239,180,COALSACK DARK REGION YJ-A D57 5 A A
240,181,COALSACK SECTOR TO-R C4-9 A 1
241,181,COALSACK SECTOR TO-R C4-9 A 4
242,182,COELACHI 3 D
243,183,COL 132 SECTOR GH-V E2-13 7 E A
244,184,COL 132 SECTOR IN-S D4-64 5 A
245,185,COL 132 SECTOR LJ-O B36-3 B 2 A
246,186,COL 132 SECTOR NT-Q D5-51 3 D
247,187,COL 132 SECTOR UB-R C19-5 D 3
248,188,COL 132 SECTOR WD-N B9-1 A 1 A
249,189,COL 135 SECTOR BC-K B9-0 C 2 A
250,190,COL 135 SECTOR DL-N B7-0 1
251,191,COL 135 SECTOR FR-V C2-19 3
252,192,COL 135 SECTOR LC-V D2-62 1 C
253,193,COL 135 SECTOR RO-Q C5-5 C 4 A
254,194,COL 135 SECTOR RO-Q C5-7 E 1
255,195,COL 135 SECTOR TU-O C6-15 A 3
256,195,COL 135 SECTOR TU-O C6-15 D 1
257,196,COL 135 SECTOR TU-O C6-8 4
258,197,COL 135 SECTOR UU-O C6-2 A 1
259,198,COL 140 SECTOR IH-V D2-44 1 D A
260,199,COL 173 SECTOR AB-N D7-34 B 3
261,200,COL 173 SECTOR AI-H C11-22 B 1
262,201,COL 173 SECTOR AP-Q B21-2 A 8
263,201,COL 173 SECTOR AP-Q B21-2 B 4
264,202,COL 173 SECTOR AU-Y B30-2 B 4
265,203,COL 173 SECTOR AV-N B23-5 A 2
266,204,COL 173 SECTOR AY-F C12-0 A 1
267,205,COL 173 SECTOR BH-K B25-8 B 3
268,206,COL 173 SECTOR BH-L D8-72 B 5 A
269,207,COL 173 SECTOR BN-Y C15-3 A 3 A
270,208,COL 173 SECTOR BO-F C12-24 A 3
271,209,COL 173 SECTOR BV-M B24-10 B 1
272,209,COL 173 SECTOR BV-M B24-10 B 2
273,210,COL 173 SECTOR BV-M B24-7 A 3 A
274,211,COL 173 SECTOR BV-O D6-55 6 A
275,212,COL 173 SECTOR BX-I C10-7 B 2
276,212,COL 173 SECTOR BX-I C10-7 B 3
277,213,COL 173 SECTOR CC-K B25-8 A 5
278,214,COL 173 SECTOR CG-M B24-8 A 4
279,214,COL 173 SECTOR CG-M B24-8 A 5
280,215,COL 173 SECTOR CH-L D8-14 D 1
281,215,COL 173 SECTOR CH-L D8-14 D 3
282,216,COL 173 SECTOR CI-Y C15-1 B 6 A
283,217,COL 173 SECTOR DG-M B24-4 A 2
284,217,COL 173 SECTOR DG-M B24-4 B 1
285,217,COL 173 SECTOR DG-M B24-4 B 2
286,217,COL 173 SECTOR DG-M B24-4 B 3
287,217,COL 173 SECTOR DG-M B24-4 B 4
288,218,COL 173 SECTOR DG-M B24-5 A 2 A
289,218,COL 173 SECTOR DG-M B24-5 B 5
290,218,COL 173 SECTOR DG-M B24-5 B 6
291,219,COL 173 SECTOR DH-K B25-2 A 5
292,219,COL 173 SECTOR DH-K B25-2 A 7
293,220,COL 173 SECTOR DK-Y B30-2 A 2
294,220,COL 173 SECTOR DK-Y B30-2 A 3
295,221,COL 173 SECTOR DM-U D3-82 A 2 A
296,222,COL 173 SECTOR DO-F C12-4 A 1
297,223,COL 173 SECTOR DZ-D C13-2 12 A
298,224,COL 173 SECTOR EC-K B25-0 6
299,225,COL 173 SECTOR EC-L D8-54 1 C
300,226,COL 173 SECTOR EM-L D8-69 B 2 A
301,227,COL 173 SECTOR EZ-D C13-25 B 1
302,228,COL 173 SECTOR FC-L D8-28 14 C
303,229,COL 173 SECTOR FS-I C10-2 B 4
304,230,COL 173 SECTOR FZ-D C13-30 2
305,231,COL 173 SECTOR GA-O B23-1 B 1
306,232,COL 173 SECTOR GA-O B23-4 B 1
307,232,COL 173 SECTOR GA-O B23-4 B 2
308,233,COL 173 SECTOR GG-E B28-3 A 1 A
309,234,COL 173 SECTOR GS-J B25-4 D 2
310,235,COL 173 SECTOR HI-M A55-0 A 2
311,235,COL 173 SECTOR HI-M A55-0 A 3
312,236,COL 173 SECTOR HM-Z B28-1 A 3
313,236,COL 173 SECTOR HM-Z B28-1 A 4
314,237,COL 173 SECTOR HN-I B26-5 A 1
315,238,COL 173 SECTOR HN-J D9-52 1 A
316,238,COL 173 SECTOR HN-J D9-52 1 C A
317,238,COL 173 SECTOR HN-J D9-52 2 A
318,238,COL 173 SECTOR HN-J D9-52 2 B
319,239,COL 173 SECTOR HP-D C13-11 B 1
320,240,COL 173 SECTOR HR-M B23-3 B 7
321,240,COL 173 SECTOR HR-M B23-3 C 1
322,240,COL 173 SECTOR HR-M B23-3 C 2
323,240,COL 173 SECTOR HR-M B23-3 C 5
324,241,COL 173 SECTOR HS-S D4-77 BC 4 A
325,242,COL 173 SECTOR HU-D C13-2 A 1
326,243,COL 173 SECTOR IJ-G B27-1 A 1
327,244,COL 173 SECTOR IL-M C8-5 4 A
328,245,COL 173 SECTOR IU-C C14-24 D 4 A
329,246,COL 173 SECTOR IV-F B27-1 A 1 A
330,247,COL 173 SECTOR JB-F B27-1 A 4
331,247,COL 173 SECTOR JB-F B27-1 BC 3
332,248,COL 173 SECTOR JI-J B25-0 AB 2
333,249,COL 173 SECTOR JP-D C13-14 A 4
334,250,COL 173 SECTOR JX-K B24-0 B 2
335,250,COL 173 SECTOR JX-K B24-0 B 4
336,250,COL 173 SECTOR JX-K B24-0 B 4 A
337,251,COL 173 SECTOR KN-J B25-5 C 3
338,252,COL 173 SECTOR KP-T B34-8 B 2
339,253,COL 173 SECTOR KS-J D9-37 A 5 A
340,253,COL 173 SECTOR KS-J D9-37 A 5 B
341,254,COL 173 SECTOR KT-G B40-2 A 3
342,255,COL 173 SECTOR KY-Q D5-13 14 A
343,255,COL 173 SECTOR KY-Q D5-13 14 B
344,256,COL 173 SECTOR KY-Q D5-26 6 A
345,257,COL 173 SECTOR KY-Q D5-47 8 C
346,257,COL 173 SECTOR KY-Q D5-47 9 A
347,257,COL 173 SECTOR KY-Q D5-47 9 D
348,258,COL 173 SECTOR KY-Q D5-9 1 A
349,259,COL 173 SECTOR LB-W B31-0 C 1
350,260,COL 173 SECTOR LD-R D5-18 ABC 4 B
351,261,COL 173 SECTOR LD-R D5-19 A 4
352,262,COL 173 SECTOR LD-R D5-43 AB 3 A
353,263,COL 173 SECTOR LJ-F C12-0 B 6
354,263,COL 173 SECTOR LJ-F C12-0 B 7
355,264,COL 173 SECTOR LN-M B23-1 A 2
356,265,COL 173 SECTOR LT-Q D5-82 A 3
357,266,COL 173 SECTOR LT-Q D5-90 D 1
358,267,COL 173 SECTOR LY-Q D5-13 AB 9 A
359,267,COL 173 SECTOR LY-Q D5-13 AB 9 B
360,268,COL 173 SECTOR LY-Q D5-59 8 A
361,268,COL 173 SECTOR LY-Q D5-59 8 B
362,268,COL 173 SECTOR LY-Q D5-59 8 G
363,269,COL 173 SECTOR ME-P D6-92 B 5
364,270,COL 173 SECTOR MJ-H B26-0 B 1
365,271,COL 173 SECTOR MN-K B24-4 A 4 A
366,271,COL 173 SECTOR MN-K B24-4 B 3 A
367,272,COL 173 SECTOR NV-B C14-1 1
368,273,COL 173 SECTOR NY-Q D5-44 A 1
369,274,COL 173 SECTOR OC-C B29-1 A 4
370,275,COL 173 SECTOR OD-J B25-2 B 1
371,276,COL 173 SECTOR OE-P D6-11 B 3
372,276,COL 173 SECTOR OE-P D6-11 C 2
373,277,COL 173 SECTOR OG-Z C15-35 B 1
374,278,COL 173 SECTOR OT-Q D5-18 D 2
375,279,COL 173 SECTOR OZ-U B33-6 A 1
376,280,COL 173 SECTOR PE-P D6-110 A 2
377,281,COL 173 SECTOR PF-E B28-3 B 1
378,282,COL 173 SECTOR PN-V B18-0 B 4
379,283,COL 173 SECTOR PU-D C13-12 B 2 A
380,284,COL 173 SECTOR PV-B C14-1 D 2
381,285,COL 173 SECTOR PZ-O D6-110 5 A
382,286,COL 173 SECTOR PZ-O D6-116 6 D
383,287,COL 173 SECTOR QU-O D6-12 2 B
384,288,COL 173 SECTOR QU-O D6-25 5 B
385,289,COL 173 SECTOR QU-O D6-32 3 A
386,289,COL 173 SECTOR QU-O D6-32 3 B
387,289,COL 173 SECTOR QU-O D6-32 3 E
388,289,COL 173 SECTOR QU-O D6-32 3 F
389,290,COL 173 SECTOR QY-B B29-0 6
390,291,COL 173 SECTOR RH-C B29-1 B 3
391,292,COL 173 SECTOR RT-I B25-1 A 1 A
392,292,COL 173 SECTOR RT-I B25-1 B 1
393,293,COL 173 SECTOR RU-O D6-16 A 2 A
394,294,COL 173 SECTOR RU-O D6-33 1 A
395,295,COL 173 SECTOR SI-I B26-8 A 3 A
396,296,COL 173 SECTOR SN-S D4-63 1 A
397,297,COL 173 SECTOR SX-B B29-1 B 1
398,298,COL 173 SECTOR TG-A C15-12 A 2 A
399,299,COL 173 SECTOR TJ-A B30-0 2
400,300,COL 173 SECTOR TZ-P D5-35 6 C A
401,301,COL 173 SECTOR UG-B C14-0 C 1
402,302,COL 173 SECTOR UP-O D6-16 11 A
403,303,COL 173 SECTOR UT-W B19-4 2
404,304,COL 173 SECTOR UU-O D6-20 6 C
405,304,COL 173 SECTOR UU-O D6-20 6 D
406,305,COL 173 SECTOR UU-O D6-30 4 D
407,305,COL 173 SECTOR UU-O D6-30 4 F
408,306,COL 173 SECTOR UU-O D6-42 A 1 C
409,307,COL 173 SECTOR UV-D B28-3 AB 2 A
410,307,COL 173 SECTOR UV-D B28-3 AB 3
411,307,COL 173 SECTOR UV-D B28-3 C 1
412,308,COL 173 SECTOR UZ-R B20-3 3 A
413,309,COL 173 SECTOR VN-A B30-1 C 3
414,310,COL 173 SECTOR VP-N D7-109 A 1 A
415,311,COL 173 SECTOR WF-N D7-52 B 2
416,312,COL 173 SECTOR WG-J C10-16 B 1
417,313,COL 173 SECTOR WK-A A48-4 A 3
418,314,COL 173 SECTOR WM-Y B31-2 AB 5 A
419,315,COL 173 SECTOR WN-B B29-1 D 1
420,316,COL 173 SECTOR WP-O B22-1 A 3
421,317,COL 173 SECTOR WW-H C11-15 5
422,318,COL 173 SECTOR WZ-O B22-4 C 5
423,318,COL 173 SECTOR WZ-O B22-4 C 6
424,319,COL 173 SECTOR XF-N D7-105 A 4 A
425,320,COL 173 SECTOR XG-J C10-17 A 2
426,320,COL 173 SECTOR XG-J C10-17 B 4
427,321,COL 173 SECTOR XH-H C11-21 B 1
428,322,COL 173 SECTOR XL-K B25-1 B 1
429,323,COL 173 SECTOR XT-Q B21-5 5 A
430,324,COL 173 SECTOR XY-Y B30-1 B 2
431,325,COL 173 SECTOR YA-N D7-17 A 2
432,325,COL 173 SECTOR YA-N D7-17 B 2
433,326,COL 173 SECTOR YF-N B23-5 A 5
434,327,COL 173 SECTOR YF-N B23-6 A 3
435,328,COL 173 SECTOR YF-N C7-5 B 2
436,328,COL 173 SECTOR YF-N C7-5 B 3
437,329,COL 173 SECTOR YF-N D7-74 C 4
438,330,COL 173 SECTOR YG-A C15-12 B 1
439,331,COL 173 SECTOR YG-A C15-20 A 1
440,332,COL 173 SECTOR YQ-W A63-2 1
441,332,COL 173 SECTOR YQ-W A63-2 2
442,333,COL 173 SECTOR YV-M D7-23 A 7 A
443,334,COL 173 SECTOR YW-H C11-16 B 5 A
444,335,COL 173 SECTOR YX-Q A25-0 1
445,336,COL 173 SECTOR ZL-L B24-2 B 1
446,337,COL 173 SECTOR ZL-L B24-7 C 4
447,338,COL 173 SECTOR ZS-F C12-27 B 3
448,339,COL 173 SECTOR ZW-Z C14-10 1 C A
449,340,COL 173 SECTOR ZZ-N B23-1 B 1
450,341,COL 285 SECTOR AL-O D6-173 B 9 B
451,342,COL 285 SECTOR BQ-X C1-10 1 A
452,343,COL 285 SECTOR CV-X C1-17 2 A
453,344,COL 285 SECTOR CV-Y D57 AB 4 A
454,345,COL 285 SECTOR CV-Y D71 5 D
455,346,COL 285 SECTOR EB-X D1-39 4 A
456,347,COL 285 SECTOR GO-L B23-0 5 D
457,348,COL 285 SECTOR GW-W D1-66 A 3
458,349,COL 285 SECTOR IL-X C1-16 A 4 A
459,350,COL 285 SECTOR IL-X C1-4 A 2 C
460,351,Col 285 Sector KY-H c10-26 1 A
461,352,COL 285 SECTOR LC-R B19-6 C 3 A
462,353,COL 285 SECTOR NM-V C2-9 2 A
463,353,COL 285 SECTOR NM-V C2-9 2 B
464,353,COL 285 SECTOR NM-V C2-9 2 C
465,354,COL 285 SECTOR OC-T B4-1 AB 1 C
466,355,COL 285 SECTOR RI-R B5-3 1
467,355,COL 285 SECTOR RI-R B5-3 8 B
468,356,COL 285 SECTOR TO-N B21-7 A 1
469,356,COL 285 SECTOR TO-N B21-7 A 2
470,357,COL 285 SECTOR UF-J B24-6 1 C A
471,358,COL 285 SECTOR VD-P B7-1 2 A
472,359,COL 285 SECTOR YO-Z C19 B 2 A
473,360,COL 285 SECTOR ZZ-Y D22 2 A
474,361,COL 359 SECTOR RN-A C14-4 1
475,362,COL 359 SECTOR XG-M B8-1 2
476,363,COLONIA 3 C A
477,363,COLONIA 7 A A
478,364,CROOMOEA DA-A E7842 B 1 D A
479,365,CSI-06-19031 3 E
480,366,CSI-20-17462 6
481,367,DELPHI 5 A
482,368,DIAGUANDRI B 1
483,368,DIAGUANDRI B 2
484,369,DROETH OD-T D3-1 7 E A
485,370,DROJAEA FB-F C14-9 C 3
486,371,DROJAEA JL-Q B11-3 1
487,372,DROJAEA SU-V D3-49 A 4
488,373,DROJEAE QT-P D6-16 5 A
489,374,DROJU EF-R D4-0 2
490,375,DROJU HL-Y E0 5
491,375,DROJU HL-Y E0 7
492,376,DROJU NM-W E1-0 A 1
493,376,DROJU NM-W E1-0 A 6
494,377,DROJU UM-M C7-0 B 1
495,377,DROJU UM-M C7-0 B 3 A
496,378,DROJU WH-M C7-0 A 3
497,379,DROJU XS-E C26-1 3 A
498,380,DROJU YD-T D3-0 2 A
499,380,DROJU YD-T D3-0 3 A
500,380,DROJU YD-T D3-0 3 C
501,381,DRYAEA AOB DR-M D7-2109 5 D
502,382,DRYAEA BROO HX-T D3-44 3 A
503,383,DRYAEA FLEE GC-D D12-2343 2 F A
504,384,DRYAEA FLEE GC-D D12-285 A 4 E A
505,385,DRYAEA FLEE GC-D D12-4611 2 D A
506,386,DRYAU AUSMS KG-Y E3390 AB 2 A
507,387,DRYEEJEAU ZX-H C23-2 1 D A
508,388,DRYI AOC CB-O E6-329 6 B A
509,389,DRYI AOC CH-C D13-218 2 C A
510,390,DRYIO FLYUAE VZ-X D1-1010 1 A
511,391,DRYOI GRIE NI-S E4-1229 3 A
512,392,DRYOOE PROU HH-C D475 3 B
513,393,DRYOOE PROU NI-A D1-1275 1 A
514,394,DRYUAE CHREA JH-V E2-8239 A 5 C
515,395,EACTAINDS DH-J D10-0 C 1
516,396,EACTAINDS VG-A C2-0 A 3 A
517,397,EAFOTS DU-C B41-1 10 A
518,398,EAFOTS PC-G B52-0 2 D
519,399,EAWRAINT RS-U D2-127 3 B A
520,400,EEGAIPR EP-A D1 3 B
521,401,EEGAIPS SJ-R E4-0 7 F A
522,402,EESHORKS CV-Y E2660 10 C A
523,403,EESHORKS CV-Y E3683 7 A A
524,404,EESHORKS QI-B D1411 5 A A
525,404,EESHORKS QI-B D1411 6 C A
526,405,EESHORKS WO-A E197 8 A A
527,406,EESHORKS WO-A E52 4
528,407,EESHORPS DY-G D11-1031 8 B A
529,408,EITOSY GM-T D4-0 C 1 A
530,409,EITOSY XU-O D6-0 2 A
531,410,ELECTRA 1
532,410,ELECTRA 3
533,411,ELEPHANT'S TRUNK SECTOR DL-Y D4 2 A A
534,412,EOCH FLYUAE NO-E C13-135 4
535,413,EOCH PROO KI-S E4-275 2 A
536,413,EOCH PROO KI-S E4-275 3 C
537,414,EOCH PRUAE JI-K D8-297 A 2 A
538,415,EOCK BLUAE BY-T C3-0 AB 1 A
539,416,EOCK BLUAE EL-Y E0 B 1
540,417,EOCK BLUAE PQ-X C1-0 B 3 A
541,418,EOCK FLYUAE PN-S D4-16 1
542,419,EOCS AIHM RU-I B9-0 3 A
543,420,EOL PROU HU-R C4-127 1 A
544,421,EOL PROU IW-W E1-1273 2
545,422,EOL PROU IW-W E1-2524 B 10
546,423,EOL PROU NC-V E2-346 10 B A
