id,systemName
237,COL 173 SECTOR LD-R D5-43
238,COL 173 SECTOR LJ-F C12-0
239,COL 173 SECTOR LN-M B23-1
240,COL 173 SECTOR LT-Q D5-82
241,COL 173 SECTOR LT-Q D5-90
242,COL 173 SECTOR LY-Q D5-13
243,COL 173 SECTOR LY-Q D5-59
244,COL 173 SECTOR ME-P D6-92
245,COL 173 SECTOR MJ-H B26-0
246,COL 173 SECTOR MN-K B24-4
247,COL 173 SECTOR NV-B C14-1
248,COL 173 SECTOR OC-C B29-1
249,COL 173 SECTOR OD-J B25-2
250,COL 173 SECTOR OE-P D6-11
251,COL 173 SECTOR OG-Z C15-35
252,COL 173 SECTOR OT-Q D5-18
253,COL 173 SECTOR OZ-U B33-6
254,COL 173 SECTOR PE-P D6-110
255,COL 173 SECTOR PF-E B28-3
256,COL 173 SECTOR PN-V B18-0
257,COL 173 SECTOR PU-D C13-12
258,COL 173 SECTOR PV-B C14-1
259,COL 173 SECTOR PZ-O D6-110
260,COL 173 SECTOR PZ-O D6-116
261,COL 173 SECTOR QU-O D6-12
262,COL 173 SECTOR QU-O D6-25
263,COL 173 SECTOR QU-O D6-32
264,COL 173 SECTOR QY-B B29-0
265,COL 173 SECTOR RH-C B29-1
266,COL 173 SECTOR RT-I B25-1
267,COL 173 SECTOR RU-O D6-16
268,COL 173 SECTOR RU-O D6-33
269,COL 173 SECTOR SI-I B26-8
270,COL 173 SECTOR SN-S D4-63
271,COL 173 SECTOR SX-B B29-1
272,COL 173 SECTOR TG-A C15-12
273,COL 173 SECTOR TJ-A B30-0
274,COL 173 SECTOR TZ-P D5-35
275,COL 173 SECTOR UG-B C14-0
276,COL 173 SECTOR UP-O D6-16
277,COL 173 SECTOR UT-W B19-4
278,COL 173 SECTOR UU-O D6-20
279,COL 173 SECTOR UU-O D6-30
280,COL 173 SECTOR UU-O D6-42
281,COL 173 SECTOR UV-D B28-3
282,COL 173 SECTOR UZ-R B20-3
283,COL 173 SECTOR VN-A B30-1
284,COL 173 SECTOR VP-N D7-109
285,COL 173 SECTOR WF-N D7-52
286,COL 173 SECTOR WG-J C10-16
287,COL 173 SECTOR WK-A A48-4
288,COL 173 SECTOR WM-Y B31-2
289,COL 173 SECTOR WN-B B29-1
290,COL 173 SECTOR WP-O B22-1
291,COL 173 SECTOR WW-H C11-15
292,COL 173 SECTOR WZ-O B22-4
293,COL 173 SECTOR XF-N D7-105
294,COL 173 SECTOR XG-J C10-17
295,COL 173 SECTOR XH-H C11-21
296,COL 173 SECTOR XL-K B25-1
297,COL 173 SECTOR XT-Q B21-5
298,COL 173 SECTOR XY-Y B30-1
299,COL 173 SECTOR YA-N D7-17
300,COL 173 SECTOR YF-N B23-5
301,COL 173 SECTOR YF-N B23-6
302,COL 173 SECTOR YF-N C7-5
303,COL 173 SECTOR YF-N D7-74
304,COL 173 SECTOR YG-A C15-12
305,COL 173 SECTOR YG-A C15-20
306,COL 173 SECTOR YQ-W A63-2
307,COL 173 SECTOR YV-M D7-23
308,COL 173 SECTOR YW-H C11-16
309,COL 173 SECTOR YX-Q A25-0
310,COL 173 SECTOR ZL-L B24-2
311,COL 173 SECTOR ZL-L B24-7
312,COL 173 SECTOR ZS-F C12-27
313,COL 173 SECTOR ZW-Z C14-10
314,COL 173 SECTOR ZZ-N B23-1
315,COL 285 SECTOR BQ-X C1-10
316,COL 285 SECTOR CV-X C1-17
317,COL 285 SECTOR CV-Y D57
318,COL 285 SECTOR CV-Y D71
319,COL 285 SECTOR EB-X D1-39
320,COL 285 SECTOR GO-L B23-0
321,COL 285 SECTOR GW-W D1-66
322,COL 285 SECTOR IL-X C1-16
323,COL 285 SECTOR IL-X C1-4
324,COL 285 SECTOR KY-H C10-26
325,COL 285 SECTOR NM-V C2-9
326,COL 285 SECTOR OC-T B4-1
327,COL 285 SECTOR RI-R B5-3
328,COL 285 SECTOR TO-N B21-7
329,COL 285 SECTOR VD-P B7-1
330,COL 285 SECTOR YO-Z C19
331,COL 285 SECTOR ZZ-Y D22
332,COL 359 SECTOR XG-M B8-1
333,COLONIA
334,CROOMOEA DA-A E7842
335,DELPHI
336,DIAGUANDRI
337,DROETH OD-T D3-1
338,DROJAEA JL-Q B11-3
339,DROJEAE QT-P D6-16
340,DROJU HL-Y E0
341,DROJU NM-W E1-0
342,DROJU YD-T D3-0
343,DRYAEA AOB DR-M D7-2109
344,DRYAEA BROO HX-T D3-44
345,DRYAEA FLEE GC-D D12-2343
346,DRYAEA FLEE GC-D D12-285
347,DRYAEA FLEE GC-D D12-4611
348,DRYAU AUSMS KG-Y E3390
349,DRYEEJEAU ZX-H C23-2
350,DRYI AOC CB-O E6-329
351,DRYI AOC CH-C D13-218
352,DRYIO FLYUAE VZ-X D1-1010
353,DRYOI GRIE NI-S E4-1229
354,DRYOOE PROU HH-C D475
355,DRYOOE PROU NI-A D1-1275
356,DRYUAE CHREA JH-V E2-8239
357,EACTAINDS DH-J D10-0
358,EACTAINDS VG-A C2-0
359,EAFOTS DU-C B41-1
360,EAWRAINT RS-U D2-127
361,EEGAIPR EP-A D1
362,EEGAIPS SJ-R E4-0
363,EESHORKS CV-Y E2660
364,EESHORKS CV-Y E3683
365,EESHORKS QI-B D1411
366,EESHORKS WO-A E197
367,EESHORKS WO-A E52
368,EESHORPS DY-G D11-1031
369,EITOSY GM-T D4-0
370,EITOSY XU-O D6-0
371,ELECTRA
372,ELEPHANT'S TRUNK SECTOR DL-Y D4
373,EOCH FLYUAE NO-E C13-135
374,EOCH PROO KI-S E4-275
375,EOCH PRUAE JI-K D8-297
376,EOCK BLUAE PQ-X C1-0
377,EOCK FLYUAE PN-S D4-16
378,EOCS AIHM RU-I B9-0
379,EOL PROU HU-R C4-127
380,EOL PROU IW-W E1-1273
381,EOL PROU IW-W E1-2524
382,EOL PROU NC-V E2-346
383,EOL PROU PX-T D3-1732
384,EOL PROU VD-T E3-2324
385,EOL PROU VY-R D4-545
386,EOLLS GRAAE CG-X E1-0
387,EOLLS GRAAE HW-B C1-8
388,EOLLS HYPAI XK-N C23-1
389,EOR AESCS VQ-C C26-2
390,EOR AUSCS MI-S E4-331
391,EOR AUSCS NI-S E4-13
392,EOR AUSCS XV-K D9-166
393,EORD PLOE FL-X C17-52
394,EORD PLOE ST-Y D1-804
395,EORD PRAU AC-B D14-628
396,EORD PRAU BH-K D9-84
397,EORD PRAU JM-V E2-212
398,EORD PRAU UJ-P D6-1078
399,EORD PRAU UJ-P D6-1079
400,EORL AUWSY AB-Y B56-28
401,EORL AUWSY CM-W B57-17
402,EORL AUWSY DH-W B57-58
403,EORL AUWSY DM-W B57-45
404,EORL AUWSY JR-N E6-6981
405,EORL AUWSY JR-N E6-7050
406,EORL AUWSY JX-Z C27-888
407,EORL AUWSY KN-Y C28-9
408,EORL AUWSY LN-Y C28-37
409,EORL AUWSY ND-Y C28-911
410,EORL AUWSY NS-B D13-2368
411,EORL AUWSY NS-B D13-4642
412,EORL AUWSY OS-B D13-1106
413,EORL AUWSY OS-B D13-132
414,EORL AUWSY OS-B D13-1619
415,EORL AUWSY OS-B D13-1952
416,EORL AUWSY PD-Y C28-54
417,EORL AUWSY PS-B D13-1805
418,EORL AUWSY PS-B D13-2869
419,EORL AUWSY PS-B D13-3974
420,EORL AUWSY PS-B D13-4295
421,EORL AUWSY PS-B D13-4554
422,EORL AUWSY PS-B D13-5023
423,EORL AUWSY PS-B D13-5388
424,EORL AUWSY PS-B D13-5711
425,EORL AUWSY PS-B D13-5884
426,EORL AUWSY PS-B D13-6242
427,EORL AUWSY QD-A D14-1389
428,EORL AUWSY QD-A D14-255
429,EORL AUWSY QD-A D14-3169
430,EORL AUWSY QD-A D14-4515
431,EORL AUWSY QD-A D14-4541
432,EORL AUWSY QD-A D14-5136
433,EORL AUWSY QD-A D14-6193
434,EORL AUWSY QD-A D14-798
435,EORL AUWSY QN-B D13-4055
436,EORL AUWSY QZ-Y B56-45
437,EORL AUWSY RD-A D14-3589
438,EORL AUWSY RD-A D14-4535
439,EORL AUWSY RY-Z D13-1614
440,EORL AUWSY RZ-Z B55-16
441,EORL AUWSY SY-Z D13-1087
442,EORL AUWSY SY-Z D13-1137
443,EORL AUWSY SY-Z D13-1139
444,EORL AUWSY SY-Z D13-1143
445,EORL AUWSY SY-Z D13-1255
446,EORL AUWSY SY-Z D13-1340
447,EORL AUWSY SY-Z D13-1424
448,EORL AUWSY SY-Z D13-1499
449,EORL AUWSY SY-Z D13-1674
450,EORL AUWSY SY-Z D13-1749
451,EORL AUWSY SY-Z D13-2020
452,EORL AUWSY SY-Z D13-2262
453,EORL AUWSY SY-Z D13-2352
454,EORL AUWSY SY-Z D13-2376
455,EORL AUWSY SY-Z D13-2879
456,EORL AUWSY SY-Z D13-3468
457,EORL AUWSY SY-Z D13-350
458,EORL AUWSY SY-Z D13-3556
459,EORL AUWSY SY-Z D13-3743
460,EORL AUWSY SY-Z D13-3861
461,EORL AUWSY SY-Z D13-3932
462,EORL AUWSY SY-Z D13-4014
463,EORL AUWSY SY-Z D13-4045
464,EORL AUWSY SY-Z D13-4137
465,EORL AUWSY SY-Z D13-4239
466,EORL AUWSY SY-Z D13-4588
467,EORL AUWSY SY-Z D13-4650
468,EORL AUWSY SY-Z D13-4684
469,EORL AUWSY SY-Z D13-4770
470,EORL AUWSY SY-Z D13-4952
471,EORL AUWSY SY-Z D13-5018
472,EORL AUWSY SY-Z D13-5133
473,EORL AUWSY SY-Z D13-5358
474,EORL AUWSY SY-Z D13-5438
475,EORL AUWSY SY-Z D13-544
476,EORL AUWSY SY-Z D13-5541
477,EORL AUWSY SY-Z D13-5549
478,EORL AUWSY SY-Z D13-5758
479,EORL AUWSY SY-Z D13-5797
480,EORL AUWSY SY-Z D13-6009
481,EORL AUWSY SY-Z D13-967
482,EORL AUWSY TY-Z D13-1367
483,EORL AUWSY TY-Z D13-2453
484,EORL AUWSY TY-Z D13-3300
485,EORL AUWSY TY-Z D13-3832
486,EORL AUWSY TY-Z D13-732
487,EORL AUWSY UT-Z D13-1173
488,EORL AUWSY UT-Z D13-1617
489,EORL AUWSY UT-Z D13-2003
490,EORL AUWSY UT-Z D13-432
491,EORL AUWSY VT-Z D13-1851
492,EORL AUWSY VZ-Z B55-41
493,EORL AUWSY XU-Z B55-3
494,EORL AUWSY YF-Y B56-16
495,EORL AUWSY ZZ-Z B55-50
496,EOWYG AIHM AD-S B31-0
497,EOWYG AOSCS XO-R D4-89
498,EPSILON CETI
499,EPSILON ORIONIS
500,ESKIMO SECTOR MC-V C2-2
501,ETA CARINA SECTOR BV-Y C11
502,ETA CARINA SECTOR EL-Y D16
503,ETA CARINA SECTOR EL-Y D19
504,ETA CARINA SECTOR GW-W C1-6
505,ETA CARINA SECTOR HR-W D1-8
506,ETA CARINA SECTOR IM-V C2-4
507,ETA CARINA SECTOR IR-W D1-10
508,ETA CARINA SECTOR IR-W D1-25
509,ETA CARINA SECTOR LC-V C2-8
510,ETA CARINA SECTOR PD-S B4-0
511,ETA CEPHEI
512,EULAIL QX-T D3-113
513,EULAIL QX-T D3-52
514,EXPHIAY
515,FACHEE YS-K C11-3
516,FAUST 538
517,FENGIRI
518,FINE RING SECTOR BV-Y C7
519,FINE RING SECTOR TJ-Q B5-0
520,FINE RING SECTOR XO-A C21
521,FLOALT KU-E D12-218
522,FLOANTH RZ-O D6-128
523,FLOAWNS BV-V D3-1123
524,FLOAWNS DQ-V D3-139
525,FLOAWNS DQ-V D3-142
526,FLOAWNS DQ-V D3-266
527,FLYAI EOHM NF-B C28-1
528,FLYAI FLYUAE CL-Y D0
529,FLYEIA DRYOAE AS-R B34-0
530,FLYEIA PHOEA LL-G C13-14
531,FLYOOE DRYEIA LC-S D5-0
532,FLYOOE DRYEIA LT-O D7-0
533,FLYOOE DRYEIA UP-N D7-0
534,FLYUA DRYOAE BL-J B56-3
535,FLYUA DRYOAE FT-F D12-29
536,FLYUA DRYOAE MF-C D14-69
537,FLYUA DRYOAE SU-M B54-0
538,FLYUA DRYOAE WO-V B49-3
539,FLYUA DRYOAE ZV-C C29-3
540,FLYUE DRYIAE CW-E D11-0
541,GARUDA
542,GLIESE 9046
543,GLUDGAA UW-E C11-22
544,GLUDGAE OL-L C21-14
545,GRAEA DRYOU BG-C C1-15
546,GRAEA EOQ AN-H D11-46
547,GRAEA HYPUE AA-A H38
548,GRAEA HYPUE AH-R C6-17
549,GRAEA HYPUE BW-U D3-133
550,GRAEA HYPUE BW-U D3-36
551,GRAEA HYPUE BW-U D3-9
552,GRAEA HYPUE DR-U D3-134
553,GRAEA HYPUE DW-U D3-33
554,GRAEA HYPUE GX-S D4-157
555,GRAEA HYPUE HM-U D3-194
556,GRAEA HYPUE HR-V D2-7
557,GRAEA HYPUE SK-K C10-13
558,GRAEA HYPUE SK-K C10-49
559,GRAEA HYPUE TF-V D3-649
560,GRAEA HYPUE WE-Y D1-202
561,GRAEA HYPUE WE-Y D1-203
562,GRAEA HYPUE WJ-P C6-22
563,GRAEA HYPUE YP-W D2-100
564,GRAEA HYPUE YP-W D2-301
565,GRAEA HYPUE YP-W D2-302
566,GRAEA HYPUE YP-W D2-92
567,GRAEA HYPUE ZF-V D3-369
568,GREAE DRYOAE MU-D D13-7
569,GREAE PHIO DT-G D11-1473
570,GREAE PHIO DT-G D11-2101
571,GREAE PHIO FO-G D11-196
572,GREAE PHIO FO-G D11-3323
573,GREAE PHIO FO-G D11-632
574,GREAE PHIO FO-G D11-981
575,GREAE PHIO QE-Q E5-4021
576,GREAE PHIO YF-O E6-4798
577,GREAE PHOEA RX-V B47-59
578,GREAE PHOEA TZ-E D12-752
579,GREERUA IL-O D6-7
580,GREERUA QX-U E2-1
581,GREETHUAE XV-T B50-0
582,GREOU EAEC RM-X B4-2
583,GREOU PHIO HS-W B5-0
584,GRIA DRYE FL-U B8-1
585,GRIA DRYE GV-B C2-19
586,GRIA DRYE MJ-V B7-5
587,GRIA DRYE SC-C D43
588,GRIA DRYE UO-Z E25
589,GRU EORK DL-Y G5
590,GRU HYPAI BF-P D6-40
591,GRU HYPUE KS-T D3-31
592,GRU PHIO BA-Z E398
593,GYRADGAA WD-M B52-0
594,GYRADGUA MB-Q C20-1
595,HAR PA KAMS
596,HD 101131
597,HD 110137
598,HD 13030
599,HD 148937
600,HD 278990
601,HD 35901
602,HD 37127
603,HD 42292
604,HD 46131
605,HD 6270
606,HD 62755
607,HD 63154
608,HD 63868
609,HD 66438
610,HD 67061
611,HD 67314
612,HD 67557
613,HD 73105
614,HD 73430
615,HD 75126
616,HD 76838
617,HD 85469
618,HD 88079
619,HD 92989
620,HD 93098
621,HD 93424
622,HEGEIA AA-Q D5-4
623,HEZ UR
624,HIND SECTOR BQ-Y D8
625,HIND SECTOR GR-W D1-13
626,HIP 10229
627,HIP 11125
628,HIP 11154
629,HIP 11278
630,HIP 114458
631,HIP 11457
632,HIP 11700
633,HIP 11981
634,HIP 12916
635,HIP 12967
636,HIP 13786
637,HIP 14405
638,HIP 14702
639,HIP 14746
640,HIP 14756
641,HIP 14908
642,HIP 14909
643,HIP 14969
644,HIP 15134
645,HIP 15279
646,HIP 15443
647,HIP 15746
648,HIP 15889
649,HIP 16171
650,HIP 16440
651,HIP 16572
652,HIP 16692
653,HIP 16704
654,HIP 16795
655,HIP 16985
656,HIP 17044
657,HIP 17225
658,HIP 17401
659,HIP 17403
660,HIP 17497
661,HIP 17675
662,HIP 17694
663,HIP 17837
664,HIP 17862
665,HIP 18077
666,HIP 18117
667,HIP 18368
668,HIP 18730
669,HIP 18778
670,HIP 18909
671,HIP 19026
672,HIP 19036
673,HIP 19266
674,HIP 19284
675,HIP 19549
676,HIP 19665
677,HIP 20318
678,HIP 20486
679,HIP 20644
680,HIP 20785
681,HIP 20830
682,HIP 20859
683,HIP 20964
684,HIP 20989
685,HIP 21251
686,HIP 21348
687,HIP 21373
688,HIP 21654
689,HIP 22118
690,HIP 22334
691,HIP 22347
692,HIP 22375
693,HIP 22382
694,HIP 22692
695,HIP 22711
696,HIP 22743
697,HIP 22851
698,HIP 23022
699,HIP 23269
700,HIP 2371
701,HIP 23759
702,HIP 24007
703,HIP 24934
704,HIP 25274
705,HIP 29214
706,HIP 29592
707,HIP 31194
708,HIP 32278
709,HIP 3289
710,HIP 33442
711,HIP 33475
712,HIP 34322
713,HIP 34842
714,HIP 34906
715,HIP 34941
716,HIP 35245
717,HIP 35258
718,HIP 36218
719,HIP 36252
720,HIP 36777
721,HIP 36781
722,HIP 36823
723,HIP 37546
724,HIP 37610
725,HIP 38064
726,HIP 38660
727,HIP 38716
728,HIP 39111
729,HIP 39768
730,HIP 39773
731,HIP 39890
732,HIP 40594
733,HIP 40749
734,HIP 41908
735,HIP 42003
736,HIP 42459
737,HIP 46991
738,HIP 48720
739,HIP 49394
740,HIP 52116
741,HIP 52132
742,HIP 61997
743,HIP 64951
744,HIP 65529
745,HIP 70202
746,HIP 80804
747,HIP 85071
748,HIP 93783
749,HIPPARCHUS
750,HORAE
751,HR 1185
752,HR 1769
753,HR 1918
754,HR 1919
755,HR 2351
756,HR 2923
757,HR 3020
758,HR 4220
759,HR 4221
760,HR 5934
761,HR 6164
762,HR 7453
763,HYADES SECTOR AQ-Y D81
764,HYADES SECTOR AQ-Y D93
765,HYADES SECTOR BQ-Y D79
766,HYADES SECTOR DB-X C1-19
767,HYADES SECTOR DB-X C1-8
768,HYADES SECTOR MW-W B1-0
769,HYADES SECTOR PC-V B2-3
770,HYADES SECTOR XO-A C15
771,HYADES SECTOR ZU-Y C16
772,HYADUM I
773,HYEL YEH
774,HYIECHA QB-X D1-43
775,HYPHEERLD FV-W D2-53
776,HYPHEERLD GQ-W D2-2
777,HYPHEERLD UW-P C7-5
778,HYPI BRA EB-J B14-0
779,HYPI CHRIA TE-X B19-0
780,HYPIO BLOO JI-K D8-18
781,HYPIO BLOO NI-T D3-56
782,HYPOAE AIN ZA-O D6-25
783,HYPOI FLYI JR-T D4-88
784,HYPUA FLYOAE UA-U D4-2373
785,HYPUA FLYOAE YG-S D5-1586
786,HYPUAE AIN AY-M B7-1
787,HYPUAE AIN YA-Z B42-1
788,IC 1287 SECTOR MN-T C3-11
789,IC 2391 SECTOR CA-A D43
790,IC 2391 SECTOR FG-X B1-9
791,IC 2391 SECTOR FL-X B1-7
792,IC 2391 SECTOR GW-V B2-4
793,IC 2391 SECTOR HG-X B1-7
794,IC 2391 SECTOR HG-X B1-8
795,IC 2391 SECTOR MX-T B3-6
796,IC 2391 SECTOR YE-A D103
797,IC 2391 SECTOR ZE-A D101
798,IC 2602 SECTOR EB-X D1-20
799,IC 2602 SECTOR UX-T B3-5
800,IC 2602 SECTOR XU-X B1-8
801,IOWHAIL TD-T E3-2692
802,IOWHAIL VY-S E3-5339
803,IOWHAIL WY-S E3-8276
804,JELLYFISH SECTOR HR-W D1-19
