id,system,body,siteID,latitude,longitude,count,verified,visible,discoveredBy
118,1495,1316,118,-33.8064,-154.9665,NULL,0,1,105
119,1495,1317,119,5.0520,174.6483,NULL,0,1,105
120,1497,1319,120,26.4682,-42.5670,NULL,0,1,16
121,1498,1320,121,45.1199,101.7850,NULL,0,1,105
122,1508,1331,122,40.2611,95.5838,NULL,0,1,105
123,1511,1333,123,-14.6653,106.3722,NULL,0,1,37
124,1510,1332,124,49.7332,18.5988,NULL,0,1,37
125,1511,1333,125,53.3894,-10.1255,NULL,0,1,37
126,1511,1333,126,52.1812,-16.2724,NULL,0,1,37
127,1511,1333,127,53.2032,146.4852,NULL,0,1,37
128,1520,1341,128,8.3288,-6.3952,NULL,0,1,105
129,1520,1342,129,20.6584,-137.4866,NULL,0,1,105
130,1521,1343,130,-33.0878,-55.8072,NULL,0,1,37
131,1529,1352,131,-48.4500,-148.2100,NULL,0,1,102
132,1529,1352,132,15.0000,-58.0000,NULL,0,1,165
133,1529,1352,133,13.7745,96.5979,NULL,0,1,102
134,1529,1351,134,41.7063,-149.0782,NULL,0,1,59
135,1531,1354,135,-42.6763,41.8451,NULL,0,1,16
136,1535,1358,136,29.2907,48.4414,NULL,0,1,105
137,1543,1368,137,-22.2293,-116.6219,NULL,0,1,16
138,1544,1370,138,18.6100,-172.8300,NULL,0,1,142
139,1544,1370,139,-16.9000,45.0000,NULL,0,1,111
140,1546,1372,140,-44.5895,3.2548,NULL,0,1,16
141,1585,1402,141,32.7918,-43.1520,NULL,0,1,16
142,1585,1403,142,23.5008,93.1131,NULL,0,1,16
143,1585,1404,143,64.8990,177.7283,NULL,0,1,16
144,1585,1405,144,-9.3071,-68.8657,NULL,0,1,16
145,1585,1406,145,-55.8520,27.1621,NULL,0,1,16
146,1585,1407,146,38.8915,38.7007,NULL,0,1,16
147,1585,1408,147,-15.9599,-69.2697,NULL,0,1,16
148,1585,1408,148,41.8731,134.5396,NULL,0,1,16
149,1585,1401,149,57.5354,54.3477,NULL,0,1,16
150,1604,1431,150,42.8600,-120.4522,NULL,0,1,16
151,1604,1432,151,-9.7139,-48.0877,NULL,0,1,16
152,1604,1434,152,40.7813,62.0678,NULL,0,1,16
153,1634,1478,153,35.6646,142.5172,NULL,0,1,16
154,1635,1479,154,-56.4189,-34.5020,NULL,0,1,16
155,1638,1482,155,35.3397,-32.9491,NULL,0,1,141
156,1639,1483,156,30.7041,-150.4893,NULL,0,1,141
157,1644,1488,157,16.1498,-158.8789,NULL,0,1,141
158,1646,1490,158,-26.8956,169.1858,NULL,0,1,141
159,1651,1495,159,34.7688,-16.4138,NULL,0,1,105
160,1653,1497,160,-29.1483,-45.3867,NULL,0,1,141
161,1654,1498,161,18.6311,63.9476,NULL,0,1,141
162,1656,1500,162,-27.6751,-176.5130,NULL,0,1,141
163,1657,1501,163,-46.8845,23.8308,NULL,0,1,141
164,1658,1502,164,8.4561,67.6568,NULL,0,1,141
165,1659,1503,165,63.5190,80.2840,NULL,0,1,141
166,1660,1504,166,52.0957,114.5035,NULL,0,1,141
167,1661,1505,167,-8.1147,-109.5643,NULL,0,1,141
168,1662,1506,168,-35.4551,-137.2108,NULL,0,1,141
169,1663,1507,169,0.1360,-139.5014,NULL,0,1,141
170,1664,1508,170,-33.7476,162.1338,NULL,0,1,141
171,1665,1509,171,-12.8411,1.0342,NULL,0,1,141
172,1666,1510,172,-39.2301,-167.0448,NULL,0,1,141
173,1667,1511,173,-37.3346,-31.2121,NULL,0,1,141
174,1673,1518,174,45.9636,-24.2505,NULL,0,1,141
175,1675,#N/A,175,35.9285,87.4842,NULL,0,1,105
176,1676,#N/A,176,77.1306,104.9414,NULL,0,1,141
177,1677,#N/A,177,-29.9010,-100.8393,NULL,0,1,141
178,1678,#N/A,178,44.2513,70.1492,NULL,0,1,105
179,1679,#N/A,179,47.4143,-175.3465,NULL,0,1,141
180,1680,#N/A,180,-2.8187,108.0821,NULL,0,1,105
181,1680,#N/A,181,-47.3493,-117.9713,NULL,0,1,105
182,1681,#N/A,182,1.3748,-130.3968,NULL,0,1,105
183,1681,#N/A,183,-4.0886,27.0908,NULL,0,1,105
184,1684,#N/A,184,34.3091,122.3779,NULL,0,1,141
185,1686,#N/A,185,29.2395,-39.2951,NULL,0,1,16
186,1518,1339,186,-57.2365,-68.5428,NULL,0,1,105
187,747,727,187,12.9360,-23.2825,NULL,0,1,105
188,1672,1517,188,79.9750,40.0433,NULL,0,1,105
189,1670,1514,189,16.4910,-74.6590,NULL,0,1,105
190,1655,1499,190,-24.9652,-9.2322,NULL,0,1,105
191,1687,#N/A,191,8.6567,-134.9854,NULL,0,1,105
192,1641,1485,192,19.2078,80.9780,NULL,0,1,105
193,717,691,193,49.3642,101.5322,NULL,0,1,105
194,1682,#N/A,194,-62.0275,0.8642,NULL,0,1,105
195,1640,1484,195,-29.3872,85.5253,NULL,0,1,105
196,1688,#N/A,196,-15.7137,-134.7950,NULL,0,1,105
197,1645,1489,197,-6.7920,176.9535,NULL,0,1,105
198,1525,1346,198,-7.2980,-48.3408,NULL,0,1,202
199,1685,#N/A,199,-76.3352,-147.4981,NULL,0,1,105
200,1528,1349,200,14.9203,74.2978,NULL,0,1,105
201,1689,#N/A,201,8.2872,-128.1483,NULL,0,1,105
202,1512,1334,202,-22.4163,95.8587,NULL,0,1,141
203,1512,1334,203,-22.4163,118.9933,NULL,0,1,141
204,1648,1492,204,-34.0377,31.6239,NULL,0,1,105
205,1683,#N/A,205,-48.0696,138.3646,NULL,0,1,105
206,1536,1359,206,9.3701,57.1116,NULL,0,1,105
207,230,171,207,5.4734,-58.5994,NULL,0,1,59
208,230,173,208,10.6752,153.8643,NULL,0,1,59
209,230,172,209,-10.1961,70.6789,NULL,0,1,59
210,230,174,210,3.6547,-56.4864,NULL,0,1,59
211,230,175,211,-48.5321,130.0329,NULL,0,1,59
212,231,176,212,1.6073,51.0927,NULL,0,1,59
213,231,177,213,49.8323,76.1330,NULL,0,1,59
214,231,178,214,40.3593,-140.3253,NULL,0,1,59
215,338,321,215,24.7518,145.5895,NULL,0,1,59
216,260,220,216,1.6110,138.6982,NULL,0,1,105
217,260,220,217,-4.9188,-124.2050,NULL,0,1,105
218,260,220,218,-12.3247,-154.8402,NULL,0,1,105
219,260,221,219,14.4155,-111.9569,NULL,0,1,105
220,237,186,220,-24.0963,82.5463,NULL,0,1,105
221,301,274,221,24.5223,47.4451,NULL,0,1,105
222,301,274,222,0.0688,12.2857,NULL,0,1,105
223,301,274,223,77.7034,-42.8619,NULL,0,1,105
224,1633,1477,224,-34.8055,138.5732,NULL,0,1,105
225,1447,1257,225,-13.7365,152.332,NULL,0,1,105
226,332,315,226,-36.7064,-40.1587,NULL,0,1,59
227,1447,1258,227,20.274,-54.5695,NULL,0,1,105
228,716,690,228,-9.7949,144.907,NULL,0,1,105
229,272,240,229,54.3358,-15.2762,NULL,0,1,105
230,305,280,230,-9.3393,168.9438,NULL,0,1,105
231,305,281,231,2.6398,-85.4569,NULL,0,1,105
232,305,282,232,2.6398,-85.4569,NULL,0,1,105
233,288,261,233,-29.3087,-152.032,NULL,0,1,105
234,288,260,234,-48.0967,-93.0944,NULL,0,1,105
235,288,259,235,-37.8407,136.2638,NULL,0,1,105
236,288,258,236,2.2694,137.3063,NULL,0,1,105
237,715,684,237,-69.8872,81.6594,NULL,0,1,105
238,715,685,238,48.9635,-77.4194,NULL,0,1,105
239,715,686,239,-33.3609,13.0395,NULL,0,1,105
240,715,687,240,7.1356,57.8464,NULL,0,1,105
241,715,688,241,-2.7992,-39.5237,NULL,0,1,105
242,715,689,242,-45.8692,46.5586,NULL,0,1,105
243,1482,1298,243,63.4538,93.4521,NULL,0,1,16
244,750,733,244,1.431,-163.7871,NULL,0,1,16
245,750,732,245,4.0068,-64.664,NULL,0,1,16
246,750,731,246,-36.7939,-132.2166,NULL,0,1,16
247,750,730,247,66.9723,75.6912,NULL,0,1,16
248,821,766,248,-17.3355,38.6929,NULL,0,1,16
249,1595,1420,249,57.1006,34.4997,NULL,0,1,55
250,1458,1267,250,-25.6799,76.9451,NULL,0,1,55
251,1527,1348,251,-44.4573,22.608,NULL,0,1,121
252,1408,1215,252,-7.6381,134.737,NULL,0,1,55
253,1585,1403,253,-77.5723,91.8264,NULL,0,1,16
254,1585,1403,254,-7.0863,76.3834,NULL,0,1,16
255,1585,1403,255,-2.4927,83.9776,NULL,0,1,16
256,1585,1403,256,-14.2953,57.7605,NULL,0,1,16
257,1585,1403,257,69.8824,131.8319,NULL,0,1,16
258,1585,1404,258,42.0973,-108.3557,NULL,0,1,16
259,1585,1404,259,17.7331,-121.6675,NULL,0,1,16
260,1585,1405,260,-1.0096,33.9185,NULL,0,1,16
261,1585,1407,261,-27.9887,-104.3478,NULL,0,1,16
262,1585,1407,262,-6.2658,-128.4091,NULL,0,1,16
263,1585,1407,263,32.7805,-148.5852,NULL,0,1,16
264,1585,1408,264,41.8849,134.5294,NULL,0,1,16
265,1585,1408,265,-18.4546,40.3619,NULL,0,1,16
266,1585,1401,266,-2.1639,7.1949,NULL,0,1,16
267,1585,1401,267,-47.5745,125.145,NULL,0,1,16
268,1585,1401,268,-62.7656,151.6215,NULL,0,1,16
269,1585,1401,269,49.2191,-164.0062,NULL,0,1,16
270,1585,1401,270,7.3514,-134.8918,NULL,0,1,16
271,1632,1476,271,-37.9108,-34.6491,NULL,0,1,67
272,1340,1147,272,51.6873,78.0507,NULL,0,1,121
273,1338,1145,273,41.5847,-120.3551,NULL,0,1,121
274,1482,1298,274,27.1805,163.9236,NULL,0,1,58
275,1482,1298,275,-23.9689,94.4356,NULL,0,1,58
276,721,695,276,18.0216,-143.4739,NULL,0,1,13
277,478,461,277,-12.0481,54.8704,NULL,0,1,13
278,1487,1302,278,-0.2416,-33.3165,NULL,0,1,58
279,1256,1060,279,-22.7489,111.3053,NULL,0,1,16
280,461,439,280,-43.6457,-128.9808,NULL,0,1,63
281,1257,1061,281,-4.6478,117.976,NULL,0,1,16
282,945,870,282,40.8127,144.8862,NULL,0,1,16
283,1251,1055,283,32.7632,-60.1173,NULL,0,1,16
284,1261,1066,284,38.495,11.9215,NULL,0,1,16
285,1266,1071,285,50.8538,-117.1459,NULL,0,1,16
286,946,871,286,-19.1704,60.3092,NULL,0,1,16
287,1267,1072,287,70.3001,138.1806,NULL,0,1,16
288,1271,1076,288,-21.4005,-66.8765,NULL,0,1,16
289,1270,1075,289,-11.2343,-38.2777,NULL,0,1,16
290,1259,1064,290,-15.2284,22.8234,NULL,0,1,16
291,1504,1326,291,3.346,40.687,NULL,0,1,58
292,1504,1327,292,-29.1527,91.9741,NULL,0,1,58
293,1504,1327,293,-0.2578,28.4786,NULL,0,1,58
294,1504,1327,294,24.2206,-16.2839,NULL,0,1,58
295,1504,1327,295,-42.2743,136.1496,NULL,0,1,58
296,1504,1327,296,-46.6122,-37.9316,NULL,0,1,58
297,1504,1327,297,-36.6913,-50.697,NULL,0,1,58
298,1532,1355,298,-20.3034,-156.9889,NULL,0,1,58
299,273,241,299,34.1045,-39.6165,NULL,0,1,58
300,273,241,300,-6.4767,90.6038,NULL,0,1,58
301,273,241,301,-52.302,29.112,NULL,0,1,58
302,273,241,302,-49.5156,139.5618,NULL,0,1,58
303,273,241,303,-25.72,67.685,NULL,0,1,58
304,273,242,304,42.26,52.4632,NULL,0,1,58
305,273,242,305,45.904,-38.2888,NULL,0,1,58
306,273,242,306,12.159,-171.1822,NULL,0,1,58
307,1252,1056,307,-29.6646,22.6391,NULL,0,1,63
308,704,667,308,13.6961,51.2678,NULL,0,1,128
309,704,668,309,-7.2083,-118.142,NULL,0,1,128
310,704,669,310,33.5197,90.8506,NULL,0,1,128
311,704,670,311,-50.9409,126.9363,NULL,0,1,128
312,1449,1260,312,-47.6979,157.8554,NULL,0,1,128
313,1422,1230,313,-25.01,137.89,NULL,0,1,182
314,1385,1188,314,37.0556,-17.285,NULL,0,1,128
315,1264,1069,315,27.2606,-140.9527,NULL,0,1,16
316,1492,1309,316,9.8581,-170.4947,NULL,0,1,128
317,1492,1310,317,39.386,-52.9845,NULL,0,1,128
318,703,665,318,37.5042,152.5776,NULL,0,1,128
319,703,666,319,-24.8967,-150.0154,NULL,0,1,128
320,1493,1311,320,30.1385,82.806,NULL,0,1,128
321,1490,1306,321,-29.4004,-124.3776,NULL,0,1,128
322,1491,1307,322,-1.9465,161.9445,NULL,0,1,128
323,1491,1308,323,-5.415,-64.157,NULL,0,1,128
324,1494,1312,324,-3.8252,-136.3987,NULL,0,1,128
325,1494,1313,325,-56.3585,-56.7921,NULL,0,1,128
326,130,49,326,-20.7723,-152.5059,NULL,0,1,16
327,134,53,327,10.3977,105.8632,NULL,0,1,16
328,131,50,328,-60.7969,-67.3003,NULL,0,1,16
329,132,51,329,5.6927,-169.7609,NULL,0,1,16
330,145,70,330,-19.05,-66.3107,NULL,0,1,16
331,1461,1270,331,36.9059,-152.9443,NULL,0,1,62
332,1461,1270,332,3.4314,-131.1892,NULL,0,1,62
333,1461,1271,333,-40.1338,76.6832,NULL,0,1,62
334,1461,1271,334,17.9091,38.5037,NULL,0,1,62
335,1461,1271,335,-5.1276,-171.5981,NULL,0,1,62
336,1461,1271,336,2.1126,-108.6657,NULL,0,1,62
337,1461,1272,337,42.8528,66.1563,NULL,0,1,62
338,1461,1273,338,-28.3365,-111.5743,NULL,0,1,62
339,1461,1273,339,-82.117,160.4503,NULL,0,1,62
340,1461,1273,340,-24.3428,129.7692,NULL,0,1,62
341,1461,1273,341,22.7523,114.1919,NULL,0,1,62
342,1461,1274,342,41.7374,138.1212,NULL,0,1,62
343,1461,1274,343,-16.3188,86.7108,NULL,0,1,62
344,1461,1274,344,-30.8023,112.5342,NULL,0,1,62
345,1461,1274,345,45.177,-18.2804,NULL,0,1,62
346,1461,1274,346,20.1576,-92.2904,NULL,0,1,62
347,1461,1274,347,-32.9532,-29.3219,NULL,0,1,62
348,1461,1275,348,34.2915,127.8629,NULL,0,1,62
349,1461,1275,349,4.0214,62.6072,NULL,0,1,62
350,1461,1275,350,69.5203,-40.2816,NULL,0,1,62
351,1461,1275,351,18.8873,-77.5258,NULL,0,1,62
352,1461,1275,352,-39.9433,-145.5019,NULL,0,1,62
353,1461,1275,353,-45.5004,-91.2213,NULL,0,1,62
354,1461,1275,354,-37.1723,-54.0426,NULL,0,1,62
355,1468,1285,355,-0.5358,159.4644,NULL,0,1,62
356,1468,1285,356,5.7666,150.8526,NULL,0,1,62
357,1466,1281,357,-19.3117,-172.739,NULL,0,1,62
358,1466,1281,358,63.6897,-144.7704,NULL,0,1,62
359,1466,1282,359,19.2574,-131.1254,NULL,0,1,62
360,1467,1283,360,-17.944,100.0816,NULL,0,1,62
361,1467,1283,361,26.4021,113.9706,NULL,0,1,62
362,1467,1283,362,5.0887,168.1508,NULL,0,1,62
363,1467,1283,363,-4.4613,-139.5412,NULL,0,1,62
364,1467,1283,364,-2.3243,-118.2805,NULL,0,1,62
365,1467,1284,365,34.8256,-44.8147,NULL,0,1,62
366,1467,1284,366,23.333,-78.4002,NULL,0,1,62
367,1467,1284,367,15.1206,-17.423,NULL,0,1,62
368,1467,1284,368,-14.0862,5.7719,NULL,0,1,62
369,1467,1284,369,-5.5247,16.1626,NULL,0,1,62
370,1467,1284,370,-34.9857,31.6568,NULL,0,1,62
371,1467,1284,371,56.5684,115.5328,NULL,0,1,62
372,408,385,372,-24.1672,36.7544,NULL,0,1,105
373,483,469,373,74.5603,125.2963,NULL,0,1,105
374,456,433,374,-7.8066,-124.7011,NULL,0,1,105
375,463,443,375,47.0512,171.9461,NULL,0,1,105
376,435,412,376,50.0012,-55.1111,NULL,0,1,105
377,415,392,377,25.367,-172.2614,NULL,0,1,105
378,486,478,378,43.7931,62.0183,NULL,0,1,105
379,439,416,379,-8.2324,92.1069,NULL,0,1,105
380,441,418,380,-53.6245,99.4899,NULL,0,1,105
381,436,413,381,-42.8469,156.157,NULL,0,1,105
382,443,420,382,-38.19,-115.6541,NULL,0,1,105
383,440,417,383,-21.9884,-134.7735,NULL,0,1,105
384,425,402,384,-23.0844,-42.2558,NULL,0,1,105
385,432,409,385,58.5152,139.9316,NULL,0,1,105
386,427,404,386,57.22,17.4313,NULL,0,1,105
387,477,460,387,-45.9184,-41.8307,NULL,0,1,105
388,416,393,388,-23.5727,27.5082,NULL,0,1,105
389,500,493,389,48.5736,133.3142,NULL,0,1,105
390,426,403,390,41.2771,-114.1411,NULL,0,1,105
391,424,401,391,-29.7516,-112.2899,NULL,0,1,105
392,431,408,392,10.2627,163.5959,NULL,0,1,105
393,433,410,393,51.7962,69.5181,NULL,0,1,105
394,430,407,394,22.1893,4.0843,NULL,0,1,105
395,428,405,395,-52.8138,-114.9585,NULL,0,1,105
396,438,415,396,56.0885,98.2803,NULL,0,1,105
397,414,391,397,-26.2623,-137.4628,NULL,0,1,105
398,1332,1139,398,46.5362,74.8652,NULL,0,1,105
399,419,396,399,40.6332,132.8979,NULL,0,1,105
400,447,424,400,-31.4803,-117.1256,NULL,0,1,105
401,413,390,401,72.4808,-151.8488,NULL,0,1,105
402,446,423,402,-16.8193,-46.3103,NULL,0,1,105
403,1365,1172,403,9.8096,-39.1347,NULL,0,1,58
404,1365,1172,404,9.1466,-100.9193,NULL,0,1,58
405,1365,1172,405,34.1287,-114.3964,NULL,0,1,58
406,1365,1172,406,37.3257,-128.3073,NULL,0,1,58
407,1365,1172,407,15.0373,81.5844,NULL,0,1,58
408,1365,1170,408,-40.0797,-15.1895,NULL,0,1,58
409,1365,1171,409,-9.4846,159.4338,NULL,0,1,58
410,931,856,410,43.3236,-5.1612,NULL,0,1,16
411,931,857,411,44.8507,7.5289,NULL,0,1,16
412,931,858,412,-17.0866,37.1371,NULL,0,1,16
413,930,855,413,-20.1331,136.7214,NULL,0,1,16
414,928,853,414,36.7574,48.353,NULL,0,1,16
415,928,853,415,-38.4356,-91.9737,NULL,0,1,16
416,928,853,416,41.1917,67.2887,NULL,0,1,16
417,926,851,417,54.8187,5.008,NULL,0,1,16
418,926,851,418,42.7237,19.6916,NULL,0,1,16
419,929,854,419,46.6358,-119.2167,NULL,0,1,16
420,932,859,420,-53.1068,58.3485,NULL,0,1,16
421,932,859,421,36.1365,39.6887,NULL,0,1,16
422,932,859,422,40.0877,43.32,NULL,0,1,16
423,144,68,423,-17.4779,-164.3316,NULL,0,1,16
424,141,62,424,-3.3733,19.2186,NULL,0,1,16
425,141,63,425,44.7287,35.7999,NULL,0,1,16
426,1470,1287,426,-1.8893,156.3911,NULL,0,1,62
427,706,672,427,-11.0159,-110.7785,NULL,0,1,62
428,205,141,428,29.5756,-98.594,NULL,0,1,62
429,1505,1328,429,17.9123,-40.6545,NULL,0,1,62
430,1636,1480,430,-42.6582,81.1636,NULL,0,1,62
431,911,834,431,66.6395,13.5603,NULL,0,1,58
432,911,834,432,-8.3833,-38.5016,NULL,0,1,58
433,911,834,433,-25.0597,107.4905,NULL,0,1,58
434,911,834,434,-7.3052,-113.8656,NULL,0,1,58
435,911,834,435,-1.5344,-124.3026,NULL,0,1,58
436,1650,1494,436,-40.1028,-63.6242,NULL,0,1,141
437,1647,1491,437,-45.3173,-53.7219,NULL,0,1,141
438,1649,1493,438,33.7855,174.5708,NULL,0,1,141
439,1670,1514,439,16.479,-74.6643,NULL,0,1,141
440,1254,1058,440,-25.9275,96.0057,NULL,0,1,63
441,315,292,441,31.1751,-178.7933,NULL,0,1,59
442,1265,1070,442,-22.3345,-84.5172,NULL,0,1,63
443,1397,1201,443,-12.3799,96.7071,NULL,0,1,16
444,1397,1202,444,-37.27,130.0531,NULL,0,1,16
445,1502,1323,445,30.1958,-113.0703,NULL,0,1,16
446,201,137,446,24.1993,112.2474,NULL,0,1,16
447,1300,1109,447,-27.3734,-26.6766,NULL,0,1,16
448,308,285,448,16.8464,57.5455,NULL,0,1,16
449,1343,1151,449,27.9626,44.2659,NULL,0,1,16
450,1343,1150,450,10.7635,11.3575,NULL,0,1,16
451,1295,1101,451,51.2256,107.9936,NULL,0,1,16
452,1587,1410,452,-17.8697,-52.4108,NULL,0,1,58
453,1587,1410,453,64.6579,-108.3049,NULL,0,1,58
454,1587,1410,454,-84.2713,145.7018,NULL,0,1,58
455,1587,1411,455,0.8137,-10.9749,NULL,0,1,58
456,1587,1411,456,27.6657,-58.1744,NULL,0,1,58
457,1587,1411,457,46.9294,-144.2026,NULL,0,1,58
458,1476,1291,458,35.0418,-24.3069,NULL,0,1,58
459,1259,1063,459,-40.9769,-114.8759,NULL,0,1,63
460,1263,1068,460,18.4153,55.3245,NULL,0,1,63
461,266,231,461,29.736,-49.186,NULL,0,1,44
462,306,283,462,-14.5663,34.1812,NULL,0,1,44
463,562,572,463,4.647,-143.0168,NULL,0,1,44
464,282,252,464,-8.7442,32.3538,NULL,0,1,44
