id,system,body,siteID,latitude,longitude,count,verified,visible,discoveredBy
53,387,360,53,-27.6244,-109.3809,NULL,0,1,146
54,1355,1164,54,29.7371,23.4861,NULL,0,1,74
55,155,81,55,-70.7605,156.0312,NULL,0,1,16
56,726,701,56,-1.1483,26.5604,NULL,0,1,16
57,726,701,57,10.5415,123.8627,NULL,0,1,16
58,726,701,58,9.7212,-30.1957,NULL,0,1,16
59,1330,1137,59,16.1963,-74.2568,NULL,0,1,16
60,1330,1137,60,-7.4784,78.6781,NULL,0,1,16
61,1330,1137,61,-7.5528,-59.3983,NULL,0,1,16
62,843,781,62,-50.3833,138.0796,NULL,0,1,74
63,842,780,63,40.1001,131.1638,NULL,0,1,74
64,389,363,64,4.4256,-16.1833,NULL,0,1,146
65,389,363,65,-2.7645,-47.5568,NULL,0,1,146
66,389,363,66,-4.5086,-144.5524,NULL,0,1,146
67,903,828,67,-1.8441,20.4949,NULL,0,1,146
68,903,828,68,-11.7293,-40.8511,NULL,0,1,146
69,155,81,69,50.7311,-32.1483,NULL,0,1,175
70,1320,1128,70,-22.2384,33.4779,NULL,0,1,74
71,1308,1115,71,-64.3718,-55.7859,NULL,0,1,58
72,1322,1131,72,57.5679,59.0773,NULL,0,1,74
73,171,95,73,83.6478,-102.6522,NULL,0,1,173
74,1618,1457,74,-27.3359,-168.0797,NULL,0,1,141
75,405,382,75,8.3285,68.0708,NULL,0,1,146
76,405,382,76,11.0526,-170.7735,NULL,0,1,146
77,375,349,77,8.2407,-96.0592,NULL,0,1,146
78,153,79,78,9.1079,88.2455,NULL,0,1,146
79,153,79,79,7.9014,-172.4354,NULL,0,1,146
80,153,79,80,1.2863,-43.5617,NULL,0,1,146
81,153,79,81,20.7736,77.8444,NULL,0,1,146
82,153,79,82,-11.0148,15.9302,NULL,0,1,146
83,826,772,83,6.8876,53.5052,NULL,0,1,146
84,826,772,84,3.614,89.2502,NULL,0,1,146
85,737,721,85,2.2175,-160.7892,NULL,0,1,58
86,737,721,86,4.4279,-6.7368,NULL,0,1,58
87,826,772,87,-5.3697,-163.383,NULL,0,1,146
88,169,93,88,20.7961,66.4898,NULL,0,1,146
89,170,94,89,9.6052,140.0072,NULL,0,1,146
90,168,92,90,1.9271,-102.9887,NULL,0,1,146
91,154,80,91,6.3825,165.1069,NULL,0,1,146
92,555,561,92,-0.4561,111.4275,NULL,0,1,146
93,746,726,93,8.5066,101.8355,NULL,0,1,146
94,746,726,94,-4.5114,179.1629,NULL,0,1,146
95,396,371,95,-1.1828,111.0286,NULL,0,1,58
96,737,721,96,-37.1983,9.1229,NULL,0,1,31
97,396,371,97,-6.3153,142.2379,NULL,0,1,58
98,525,528,98,-1.3056,79.2587,NULL,0,1,58
99,1273,1078,99,-69.8789,10.2234,NULL,0,1,74
100,554,559,100,18.9746,89.8771,NULL,0,1,31
101,554,559,101,66.3354,123.0142,NULL,0,1,31
102,554,559,102,42.9764,-82.7134,NULL,0,1,31
103,554,559,103,31.0358,-6.8257,NULL,0,1,31
