id,system,body,siteID,latitude,longitude,count,verified,visible,discoveredBy
79,151,80,79,1.4409,-57.4692,NULL,0,1,146
80,151,80,80,-4.7885,-109.6641,NULL,0,1,146
81,527,534,81,26.4409,32.2934,NULL,0,1,47
82,1545,1375,82,60.6979,-63.91,NULL,0,1,74
83,526,532,83,4.5512,134.9256,NULL,0,1,47
84,526,533,84,-63.2305,124.8885,NULL,0,1,47
85,526,533,85,-4.0162,75.5957,NULL,0,1,47
86,173,109,86,-42.7632,-170.3476,NULL,0,1,199
87,546,555,87,-14.0999,-118.796,NULL,0,1,199
88,555,565,88,2.1302,-151.9498,NULL,0,1,146
89,196,135,89,8.3276,78.5431,NULL,0,1,146
90,196,135,90,-4.4724,144.9877,NULL,0,1,146
91,657,633,91,-62.4191,-91.1052,NULL,0,1,14
92,727,712,92,55.113,133.1936,NULL,0,1,47
93,1343,1154,93,-27.6844,-167.5612,NULL,0,1,47
94,732,719,94,-31.7253,-141.3446,NULL,0,1,31
95,135,58,95,-30.0218,90.3067,NULL,0,1,11
96,145,73,96,-64.5114,-141.8469,NULL,0,1,178
97,969,896,97,-2.3394,72.591,NULL,0,1,47
98,1344,1155,98,37.9275,-69.219,NULL,0,1,47
99,805,752,99,19.0704,-40.2641,NULL,0,1,47
100,1274,1083,100,-42.7127,4.77333,NULL,0,1,81
101,695,661,101,-32.3126,-95.9821,NULL,0,1,41
102,949,875,102,2.5466,130.8567,NULL,0,1,40
103,952,878,103,61.3471,8.1776,NULL,0,1,31
104,822,771,104,19.7327,98.5563,NULL,0,1,163
105,545,554,105,-23.0644,174.8761,NULL,0,1,81
