id,system,bodyName
423,1819,A 2 C
424,1819,A 3 A
425,1819,A 3 C
426,1820,14 B
427,1821,CD 1 A
428,1821,CD 2
429,1821,CD 4
430,1821,CD 5
431,1822,B 4
432,1822,B 5
433,1824,6 A
434,1831,4 C A
435,1832,A 1 A
436,1845,3 A
437,1848,A 1
438,1855,1 A
439,1856,5 F A
440,1857,AB 1 A
441,1858,A 3 B
442,1859,5 B A
443,1860,ABC 1 A
444,1862,C 2 A
445,1865,C 1
446,1865,C 1 B
447,1866,AB 3 B
448,1866,AB 4 A
449,1867,2 A
450,1867,2 B
451,1870,1 A
452,1872,5 C
453,1874,1 A
454,1885,FBody
455,1929,A 1 B
456,1930,HOPE
457,1974,B 6 A
458,1974,C 1 A
459,1975,A 2 B
460,1975,A 4 D
461,1976,3 A
462,1977,1 E A
463,1978,ABCD 1 B A
464,1979,A 1 A
465,1979,A 3 A
466,1980,ABC 1 A A
467,1982,B 1 A
468,1983,2 A
469,1984,A 2
470,1989,7 B A
471,1989,7 E A
472,2003,BIRMINGHAM
473,2030,2 F A
474,2030,3 C A
475,2031,A 7 A A
476,2031,A 7 A B
477,2032,7 A A
478,2032,7 B A
479,2033,10 B
480,2034,B 3 A
481,2035,9 A A
482,2036,1 A
483,2037,5 A
484,2038,3 A
485,2039,6 A A
486,2040,ABC 3 C A
487,2049,ABC 1 A A
488,2072,5
489,2082,4 A
490,2083,8 H
491,2117,B 9 B
492,2135,1 C
493,2144,1 A
494,2152,A 5 A
495,2164,4 A
496,2165,1 A
497,2187,B 4
498,2194,1 C
499,2195,6 A
500,2196,2 E
501,2199,A 2 A
502,2200,2 A
503,2201,CD 2 A
504,2209,3 B
505,2223,AB 4 B
506,2231,AB 1 B
507,2234,11 B
508,2241,C 1
509,2241,C 2
510,2241,C 3
511,2253,1 E
512,2262,A 4 E
513,2267,4 C
514,2268,5 A
515,2273,A 10 F
516,2282,A 4 E
517,2287,1 B
518,2289,A 3
519,2292,A 1
520,2292,A 2
521,2304,B 5
522,2304,B 6
523,2316,A 3
524,2317,A 1 A
525,2317,B 7 F
526,2323,A 4 B
527,2324,11 E
528,2332,6 C
529,2334,5 D
530,2346,2 H
531,2354,3 G A
532,2356,A 2 A
533,2363,A 4 E A
534,2366,B 1 C
535,2377,6 A
536,2383,A 2 C
537,2386,8 B
538,2405,3 A
539,2405,6 C A
540,2410,A 3 A
541,2418,A 2 D
542,2419,6 B
543,2421,A 8 F
544,2423,A 1 A
545,2427,3 B
546,2428,3 C
547,2434,A 8 C
548,2437,A 2 B
549,2439,2 F
550,2442,A 1 F
551,2452,B 3 A
552,2456,1 D
553,2457,4 A
554,2458,3 A
555,2459,5 E
556,2463,B 1 A
557,2466,7 A
558,2470,B 2 A
559,2475,A 1 C
560,2478,8 D A
561,2478,9 A
562,2479,1 B
563,2486,A 3 A
564,2488,8 A
565,2503,1 A
566,2503,1 B
567,2504,1 A
568,2504,3 E
569,2504,4 A
570,2504,5 A
571,2518,A 4
572,2525,A 2 A
573,2526,14 B A
574,2530,5 A
575,2531,A 6 A
576,2534,2 B
577,2534,2 D
578,2534,2 E
579,2537,7 A
580,2538,3 A
581,2538,4 A
582,2538,4 B
583,2538,4 C
584,2538,5 A
585,2538,5 B
586,2539,1 C A
587,2541,8 A
588,2542,A 6 C A
589,2543,12 B A
590,2545,1 C A
591,2547,A 14 D A
592,2547,A 14 F
593,2550,AB 1 C A
594,2551,3 D A
595,2564,ABC 1 A
596,2565,7 A
597,2565,8 B
598,2588,ABCD 1 A
599,2623,11 CA
600,2650,1 B
601,2662,2 C A
602,2691,A 4
603,2707,BC 1 A A
604,2707,BC 4 F A
605,2711,1 C A
606,2713,B 3 A
607,2717,3 A
608,2717,3 D
609,2717,3 E
610,2717,4 A
611,2773,AB 3 C
612,2773,C 2
613,2774,2 B
614,2806,8 C
615,2810,3 A
616,2906,2 A
617,2950,2 A
618,2973,6 B
619,2977,2 A
620,2981,C 1
621,2982,6 B
622,2986,3 B
623,2987,ABC 9 A
624,2989,1 D
625,2991,AB 2 B A
626,2992,ABC 1A
627,3001,12 A
628,3005,A 3
629,3006,A 2
630,3006,A 3
631,3007,B 1
632,3008,4
633,3009,C 2
634,3011,A 1
635,3013,B 1
636,3014,C 3
637,3014,C 3 A
638,3015,A 2 C
639,3018,1
640,3019,AB 1 A
641,3019,AB 3 A
642,3023,A 1 A
643,3092,AB 8 A A
644,3093,6 C A
645,3135,3 A
646,3136,B 1
647,3238,4
648,3240,2 A
649,3246,3 A
650,3249,A 6 C
651,3250,7 C
652,3251,2 A
653,3252,2 A
654,3257,1 B
655,3259,1 A
656,3260,3 A
657,3264,A 8 A
658,3265,2 A
659,3267,A 1 A
660,3269,A 3 A
661,3270,2 A
662,3271,AB 1 A
663,3272,1 B
664,3273,1 A
665,3274,ABC 2 B
666,3275,A 4 A
667,3276,ABC 1 A
668,3277,4 B
669,3278,A 16 B
670,3279,A 1 A
671,3280,6 A
672,3282,1 C
673,3283,5 A
674,3284,ABC 1 C
675,3286,BC 1 B
676,3288,AB 1 A
677,3290,8 A
678,3292,5 A
679,3293,3 A
680,3295,7 B
681,3296,1 A
682,3297,2 A
683,3299,2
684,3303,3 A
685,3304,A 2
686,3305,1 A
687,3306,5 C
688,3309,AB 5 A
689,3310,B 3
690,3311,4 A
691,3313,2 A
692,3313,2 A 
693,3313,5 C
694,3315,C 1
695,3316,B 3 A
696,3317,B 3
697,3318,3 C A
698,3319,4 C A
699,3321,6 A
700,3326,A 2
701,3327,1 A
702,3328,AB 1 A
703,3329,1 C
704,3329,1 C A
705,3329,1 D A
706,3330,3
707,3331,E 1
708,3332,C 1
709,3333,B 5
710,3334,B 1
711,3335,A 4 C A
712,3336,2 A
713,3337,B 1
714,3338,C 1
715,3339,1 A
716,3340,8 A
717,3341,B 3
718,3341,B 4
719,3341,C 3
720,3342,B 2 A
721,3343,A 5
722,3345,3 A
723,3346,AB 1 A
724,3347,2 B
725,3348,C 2 A
726,3350,C 4
727,3351,7 D A
728,3352,3 A
729,3353,1 A A
730,3354,ABC 1 A
731,3355,B 1
732,3360,3 B A
733,3363,2
734,3365,3 A
735,3367,B 2 C
736,3367,B 3 C
737,3369,AB 2 A
738,3370,1 A
739,3371,A 2 A
740,3372,1
741,3372,4
742,3373,A 1 C A
743,3374,6 A
744,3375,A 6 A
745,3376,6 F A
746,3377,A 2 A
747,3380,1 C
748,3390,1 B
749,3396,14 A
750,3397,5 D
751,3400,A 1
752,3404,A 5
753,3408,B 2
754,3408,C 1
755,3413,A 3 A
756,3414,AB 1 A
757,3428,6 A
758,3433,ABC 3 C
759,3435,4 A
760,3436,A 3
761,3436,C 1
762,3436,C 2
763,3437,ABCD 1 A
764,3439,A 6
765,3439,B 2
766,3439,B 4
767,3439,B 5
768,3447,B 1
769,3447,B 2
770,3450,2 A
771,3452,3 A
772,3453,A 6
773,3453,A 7
774,3453,A 8
775,3453,B 1
776,3453,C 2
777,3462,11
778,3467,2 C
779,3468,10 F
780,3470,A 1 C
781,3471,2 A
782,3473,A 6
783,3474,A 7
784,3474,BC 1
785,3477,C 2
786,3477,D 4
787,3477,E 3
788,3477,E 4
789,3477,E 5
790,3485,A 5
791,3488,A 3
792,3488,B 3
793,3488,B 4
794,3488,B 5
795,3499,C 4
796,3499,D 2
797,3499,D 3
798,3500,1 B
799,3501,1 A
800,3506,ABC 2 A
801,3512,ABCD 1 A
802,3518,1
803,3518,2 B
804,3518,4 A
805,3518,5 A
806,3521,BC 1 A
807,3522,B 3 A
808,3524,10 A
809,3525,A 6
810,3525,A 7
811,3525,A 8
812,3525,B 1
813,3525,B 2
814,3525,B 3
815,3526,1
816,3526,2
817,3528,1 A
818,3534,2 A
819,3537,1 A
820,3551,2 A
821,3552,3 A
822,3553,7 F
823,3555,B 10 A
824,3557,A 6
825,3560,5 A
826,3568,B 3
827,3568,B 4
828,3568,C 2
829,3568,C 3
830,3569,9 A
831,3573,5 A
832,3577,AB 4 A
833,3579,A 2
834,3579,A 3
835,3580,1 A
836,3582,B 4 A
837,3583,8 B
838,3587,1 B
839,3600,A 2
840,3601,4 E
841,3602,1 A
842,3612,A 3
843,3612,A 4
844,3612,A 5
845,3619,2 A
846,3622,A 6
847,3622,B 3
848,3622,B 4
849,3622,B 8
850,3627,A 5 B
851,3628,4 A
852,3630,A 3 A
853,3636,A 2
854,3636,A 3
855,3636,A 4
856,3636,B 1
857,3637,A 6
858,3637,B 3
859,3637,B 4
860,3637,B 5
861,3637,B 6
862,3638,A 5
863,3638,A 6
864,3638,A 7
865,3638,B 2
866,3638,B 3
867,3638,B 4
868,3646,B 3
869,3656,4
870,3664,C 3
871,3664,C 4
872,3664,D 1
873,3664,D 2
874,3664,D 3
875,3672,B 2
876,3685,A 5
877,3690,A 1 C
878,3692,B 1
879,3692,B 2
880,3694,C 1
881,3706,1 A
882,3716,C 3
883,3716,C 4
884,3716,C 5
885,3716,C 6
886,3721,A 1
887,3721,B 4
888,3725,A 3
889,3744,A 1 A
890,3745,11 A
891,3746,4 C
892,3746,6 B A
893,3747,5 A
894,3748,C 1
895,3749,A 1 A
896,3750,6 A
897,3751,3 A
898,3752,6 B
899,3753,B 2 A
900,3754,B 2
901,3754,B 5
902,3755,B 4
903,3756,B 6 A
904,3757,1 A
905,3758,A 5
906,3759,4 A
907,3760,3 B
908,3761,1 C A
909,3762,2 A
910,3763,3
911,3763,4 A
912,3764,A 3 A
913,3765,AB 2 A
914,3766,A 2 B A
915,3767,2
916,3768,1 A
917,3769,4 A
918,3770,AB 2
919,3771,A 4 A
920,3772,5 C
921,3773,10 A
922,3774,A 2 A
923,3775,AB 1 A
924,3776,3 B
925,3777,AB 1 A
926,3777,AB 1 D
927,3778,3 A A
928,3779,B 4 C
929,3780,7 D
930,3781,6 B
931,3782,BCD 2 A
932,3783,3 C A
933,3784,A 1 A
934,3785,8 D A
935,3786,A 5 A A
936,3787,B 7 A
937,3788,B 3 A
938,3789,BC 1 A
939,3790,A 4 B
940,3791,A 4
941,3792,C 6
942,3792,D 1
943,3793,8 C A
944,3794,C 2
945,3794,C 3
946,3795,4 D
947,3795,4 F
948,3796,7 A
949,3796,8 A
950,3797,7 A
951,3798,4 E A
952,3799,AB 1 A
953,3800,5 D A
954,3802,AB 1 A A
955,3805,B 1 A
956,3807,2 A
957,3807,2 B
958,3815,B 1
959,3816,10 B
960,3816,10 D
961,3817,6 D A
962,3818,A 2 A
963,3819,1 A
964,3820,1 A A
965,3821,9 A
966,3822,5 B A
967,3823,2 B
968,3824,ABC 1 A
969,3825,3 C
970,3825,3 D
971,3826,A 2 B
972,3827,AB 2 B
973,3828,2 C A
974,3829,D 2
975,3831,A 7 E A
976,3832,A 1 A
977,3833,A 1 A
978,3834,6 C D
979,3834,7 A A
980,3835,A 5 B A
981,3838,AB 7 A
982,3839,7 A
983,3840,3 A
984,3841,BA 8
985,3842,A 2
986,3842,A 4 A
987,3843,B 1
988,3844,A 4 B A
989,3845,2 D A
990,3847,B 1 A
991,3849,C 4
992,3850,B 1 A
993,3854,ABCD 1 A
994,3855,1 C
995,3856,2 B
996,3860,5 B
997,3863,A 1
998,3863,A 2
999,3863,A 3 A
1000,3864,AB 2 A
1001,3867,4
1002,3868,A 1 A
1003,3869,7 A
1004,3870,B 1 A
1005,3871,2 B
1006,3873,1 A
1007,3874,3 A
1008,3878,B 1
1009,3879,A 3
1010,3880,C 1
1011,3881,B 1
1012,3882,A 3 A
1013,3884,B 2 A
1014,3885,E 2
1015,3886,3 A
1016,3886,6 A
1017,3888,C 1
1018,3889,B 1 A
1019,3890,B 5
1020,3891,C 1
1021,3892,A 2 B
1022,3893,A 1
1023,3893,A 2
1024,3894,3
1025,3895,4 B
1026,3896,A 3 A
1027,3900,A 5
1028,3901,C 3
1029,3901,C 4
1030,3901,C 5
1031,3901,C 6
1032,3902,10 A
1033,3903,D 1
1034,3904,C 4
1035,3905,A 2
1036,3906,1 A
1037,3907,8 B
1038,3908,6 B
1039,3909,4 E
1040,3910,7 A
1041,3911,A 3
1042,3912,3 B A
1043,3913,2 A
1044,3914,E 1
1045,3915,A 1
1046,3916,AB 2 A
1047,3917,A 2 A
1048,3918,3 C
1049,3919,A 3 A
1050,3920,B 3
1051,3921,C 4
1052,3922,B 2
1053,3924,D 3
1054,3925,B 7 F
1055,3926,A 4
1056,3927,A 4 A
1057,3929,2 A
1058,3930,B 2 A
1059,3931,C 1
1060,3932,A 2
1061,3932,A 3
1062,3933,A 8 E A
1063,3934,C 1
1064,3935,5 A
1065,3936,2
1066,3936,3
1067,3937,6 A
1068,3938,C 1
1069,3940,A 1
1070,3942,B 1 C
1071,3943,AB 2 F
1072,3944,13 A
1073,3945,AB 1 A
1074,3946,C 2
1075,3947,A 2 A
1076,3948,A 1 A
1077,3948,A 1 B
1078,3948,A 2 A
1079,3948,A 2 C A
1080,3948,A 3 A
1081,3948,A 4 A
1082,3949,A 2 A
1083,3950,B 7 A A
1084,3951,B 2
1085,3952,B 1
1086,3952,C 1
1087,3953,2 A
1088,3953,3 A
1089,3954,ABCD 2 A
1090,3954,ABCD 2 B
1091,3955,1 A
1092,3956,B 3
1093,3957,7 A
1094,3958,B 1
1095,3959,D 2 A
1096,3962,1 A
1097,3963,1 B
1098,3965,B 2
1099,3966,9 C
1100,3967,A 1
1101,3967,A 2 A
1102,3970,B 2
1103,3971,3
1104,3973,3
1105,3974,2
1106,3975,2
1107,3975,3
1108,3976,1
1109,3977,1 A A
1110,3978,1 A
1111,3978,1 F A
1112,3979,C 5
1113,3979,C 6
1114,3980,A 1 D A
1115,3981,AB 1 A
1116,3981,AB 5 A
1117,3982,A 1 A
1118,3982,A 1 B
1119,3982,A 2 A
1120,3982,A 2 B
1121,3983,3
1122,3985,2
1123,3986,A 2
1124,3987,1 A
1125,3989,B 1
1126,3990,C 1
1127,3991,B 1
1128,3991,B 2
1129,3992,C 5 A
1130,3993,CD 1
1131,3994,A 4 A
1132,3995,C 2
1133,3997,A 4
1134,3998,4
1135,3999,B 3 A
1136,4000,1
1137,4002,1 B
1138,4003,AB 2 A
1139,4005,B 1
1140,4006,A 2
1141,4007,2 A
1142,4008,4
1143,4008,5
1144,4009,5 B
1145,4011,D 3
1146,4012,2 A
1147,4014,BC 2
1148,4015,1
1149,4016,C 1
1150,4016,C 3 A
1151,4016,D 3
1152,4017,1 B
1153,4018,A 1 A
1154,4019,2 A
1155,4020,5 C
1156,4021,2 A
1157,4022,A 3 A
1158,4023,A 1
1159,4024,2 A
1160,4026,2 A
1161,4027,B 1
1162,4028,E 2 A
1163,4028,E 3
1164,4029,7 A
1165,4029,9 B
1166,4031,B 2 A
1167,4031,D 2
1168,4032,3 B
1169,4033,2 A
1170,4034,1
1171,4035,C 1
1172,4036,E 1
1173,4037,A 1 A
1174,4037,A 1 B
1175,4037,A 2 A
1176,4039,2 A
1177,4040,8 A
1178,4041,A 4
1179,4042,3 C
1180,4043,7 A
1181,4044,6 E A
1182,4045,ABC 1 C
1183,4047,1 A
1184,4053,A 3 A
1185,4054,AB 1 A
1186,4057,1 B
1187,4060,4 B
1188,4065,1 B
1189,4066,B 2 A
1190,4069,1 D A
1191,4071,1 C A
1192,4074,1 C
1193,4078,B 4 A
1194,4079,TBody
1195,4080,AB 12 A
1196,4080,AB 3 B
1197,4080,AB 3 C
1198,4080,AB 6 A
1199,4080,AB 8 A
1200,4080,AB 8 B
1201,4080,AB 9 A
1202,4080,AB 9 B
1203,4081,3 D A
1204,4083,3 A
1205,4083,3 B
1206,4085,D 3 B A
1207,4085,D 4 E
1208,4086,3 C
1209,4087,10 A
1210,4088,9 B
1211,4089,1 A
1212,4090,1 B
1213,4091,5 A
1214,4092,A 1
1215,4093,B 1
1216,4094,1
1217,4095,A 5
1218,4095,B 1
1219,4096,E 2
1220,4096,E 3
1221,4097,B 1
1222,4098,A 3
1223,4099,7 A
1224,4099,7 B
1225,4099,7 C
1226,4099,7 D
1227,4100,C 3
1228,4100,C 4
1229,4101,A 1
1230,4102,B 6
1231,4102,C 5
1232,4103,B 1
1233,4103,B 2
1234,4104,B 4
1235,4104,D 2
1236,4105,6 B
1237,4107,6
1238,4108,A 1 A
1239,4109,4 C A
1240,4112,A 1
1241,4113,B 2
1242,4113,B 3
1243,4113,B 4
1244,4113,B 5
1245,4114,A 4
1246,4115,C 2
1247,4115,C 3
1248,4115,C 4
1249,4116,A 4
1250,4117,4
1251,4118,A 3 A
1252,4119,A 2
1253,4119,A 3
1254,4119,A 4
1255,4119,A 5
1256,4119,A 6
1257,4119,B 1
1258,4119,B 2
1259,4119,B 3
1260,4120,A 1
1261,4125,4 A
1262,4132,1 A
1263,4133,5 F
1264,4134,B 7 A
1265,4135,4 A
1266,4136,A 2 A
1267,4137,1 B
1268,4138,1 A
1269,4139,2 B
1270,4140,1 A
1271,4141,B 1
1272,4142,3
1273,4143,B 2
1274,4144,B 6 A
1275,4145,2 A
1276,4146,2 A
1277,4147,C 1
1278,4148,4 B A
1279,4149,A 2 A
1280,4150,1 B
1281,4151,A 3
1282,4152,1 A
1283,4153,AB 2
1284,4154,ABC 1 A
1285,4155,A 1 A
1286,4156,3 B
1287,4157,1 D A
1288,4158,1 A
1289,4159,1 B
1290,4160,4 A
1291,4161,AB 1 C
1292,4162,A 3 A
1293,4163,5 A
1294,4164,3 E A
1295,4165,D 2
1296,4166,A 3 A
1297,4167,3 E A
1298,4168,B 3
1299,4168,B 4
1300,4169,A 1 A
1301,4170,A 1 A
1302,4171,AB 1 A
1303,4172,3
1304,4173,4 A
1305,4174,C 1
1306,4175,AB 1 A
1307,4176,2 A
1308,4177,A 5
1309,4178,1 A
1310,4178,2 C A
1311,4179,B 1
1312,4179,B 2
1313,4180,B 3 A
1314,4181,BC 5 A
1315,4182,B 1
1316,4183,1 A
1317,4184,9 A
1318,4185,3
1319,4186,3
1320,4187,C 1
1321,4189,5 C A
1322,4190,3 D A
1323,4192,A 11
1324,4193,1
