id,systemName
770,HIP 48720
771,HIP 49394
772,HIP 52116
773,HIP 52132
774,HIP 61997
775,HIP 64131
776,HIP 64951
777,HIP 65529
778,HIP 80804
779,HIP 93783
780,HIP 9599
781,HIPPARCHUS
782,HR 1089
783,HR 1172
784,HR 1183
785,HR 1185
786,HR 1406
787,HR 1918
788,HR 2923
789,HR 3020
790,HR 4220
791,HR 4221
792,HR 5934
793,HYADES SECTOR AB-W B2-1
794,HYADES SECTOR AB-W B2-2
795,HYADES SECTOR AF-Z B0
796,HYADES SECTOR AF-Z B4
797,HYADES SECTOR AQ-Y D68
798,HYADES SECTOR AQ-Y D81
799,HYADES SECTOR AQ-Y D93
800,HYADES SECTOR AV-Y C10
801,HYADES SECTOR AV-Y C5
802,HYADES SECTOR BG-X C1-6
803,HYADES SECTOR BV-Y C11
804,HYADES SECTOR CL-X B1-3
805,HYADES SECTOR CQ-X B1-5
806,HYADES SECTOR DB-X C1-19
807,HYADES SECTOR DB-X C1-8
808,HYADES SECTOR DR-V C2-23
809,HYADES SECTOR EB-X C1-12
810,HYADES SECTOR EB-X C1-17
811,HYADES SECTOR GB-X C1-12
812,HYADES SECTOR GM-M B7-3
813,HYADES SECTOR GW-V B2-2
814,HYADES SECTOR HB-W B2-3
815,HYADES SECTOR HR-V B2-0
816,HYADES SECTOR HW-V B2-5
817,HYADES SECTOR HW-W C1-4
818,HYADES SECTOR IR-W C1-12
819,HYADES SECTOR JR-V B2-0
820,HYADES SECTOR LC-U B3-6
821,HYADES SECTOR LX-T B3-0
