id,grSite,activeGroup
434,50,3
435,50,4
436,50,6
437,50,9
438,50,11
439,50,12
440,50,13
441,50,16
442,51,1
443,51,2
444,51,5
445,51,8
446,51,9
447,51,13
448,51,14
449,51,15
450,51,16
451,51,17
452,52,2
453,52,4
454,52,5
455,52,7
456,52,8
457,52,10
458,52,12
459,52,13
460,52,15
461,52,16
462,52,17
463,53,18
464,53,27
465,53,28
466,53,30
467,53,35
468,53,36
469,53,37
470,54,2
471,54,4
472,54,5
473,54,8
474,54,10
475,54,11
476,54,13
477,54,14
478,54,15
479,54,17
480,55,1
481,55,5
482,55,7
483,55,8
484,55,12
485,55,14
486,55,15
487,55,16
488,55,17
489,56,20
490,56,21
491,56,29
492,56,30
493,56,32
494,56,34
495,56,35
496,56,38
497,57,39
498,57,42
499,57,43
500,57,44
501,57,47
502,57,49
503,57,51
504,57,52
505,57,54
506,57,55
507,57,57
508,58,19
509,58,21
510,58,26
511,58,27
512,58,28
513,58,30
514,58,37
515,59,39
516,59,42
517,59,45
518,59,46
519,59,51
520,59,53
521,59,54
522,59,55
523,59,56
524,59,57
525,60,1
526,60,2
527,60,7
528,60,8
529,60,9
530,60,11
531,60,13
532,60,14
533,60,15
534,60,17
535,61,18
536,61,21
537,61,23
538,61,29
539,61,36
540,62,39
541,62,40
542,62,41
543,62,42
544,62,45
545,62,47
546,62,48
547,62,49
548,62,50
549,62,51
550,62,52
551,62,54
552,62,55
553,62,57
554,63,1
555,63,5
556,63,7
557,63,8
558,63,9
559,63,10
560,63,12
561,63,13
562,63,14
563,63,15
564,63,16
565,63,17
566,64,40
567,64,41
568,64,42
569,64,45
570,64,48
571,64,49
572,64,53
573,65,2
574,65,3
575,65,4
576,65,5
577,65,6
578,65,7
579,65,12
580,65,13
581,65,14
582,65,17
583,66,3
584,66,4
585,66,6
586,66,7
587,66,8
588,66,9
589,66,10
590,66,13
591,66,15
592,67,21
593,67,22
594,67,23
595,67,24
596,67,26
597,67,29
598,67,31
599,67,37
600,68,18
601,68,21
602,68,23
603,68,27
604,68,37
605,69,39
606,69,41
607,69,43
608,69,44
609,69,47
610,69,50
611,69,51
612,69,53
613,69,55
614,70,19
615,70,21
616,70,23
617,70,25
618,70,29
619,70,33
620,70,35
621,70,38
622,71,39
623,71,40
624,71,42
625,71,43
626,71,44
627,71,46
628,71,49
629,71,51
630,71,52
631,71,56
632,71,57
633,72,39
634,72,42
635,72,43
636,72,44
637,72,45
638,72,46
639,72,47
640,72,48
641,72,54
642,72,56
643,72,57
644,73,3
645,73,6
646,73,9
647,73,10
648,73,12
649,73,14
650,73,15
651,73,17
652,74,20
653,74,25
654,74,26
655,74,32
656,74,34
657,75,26
658,75,27
659,75,32
660,75,35
661,75,36
662,75,37
663,75,38
664,76,42
665,76,43
666,76,44
667,76,46
668,76,47
669,76,49
670,76,50
671,76,53
672,76,54
673,76,55
674,76,56
675,76,57
676,77,19
677,77,20
678,77,26
679,77,27
680,77,28
681,77,32
682,78,21
683,78,24
684,78,25
685,78,30
686,78,35
687,79,22
688,79,25
689,79,30
690,79,31
691,79,37
692,80,41
693,80,43
694,80,44
695,80,45
696,80,46
697,80,48
698,80,50
699,80,54
700,80,55
701,80,57
702,81,39
703,81,40
704,81,41
705,81,44
706,81,45
707,81,47
708,81,48
709,81,49
710,81,50
711,81,53
712,81,54
713,81,56
714,81,57
715,82,39
716,82,41
717,82,42
718,82,43
719,82,44
720,82,45
721,82,46
722,82,48
723,82,49
724,82,50
725,82,52
726,82,53
727,82,56
728,82,57
729,83,39
730,83,41
731,83,42
732,83,44
733,83,46
734,83,47
735,83,48
736,83,50
737,83,51
738,83,53
739,83,54
740,83,55
741,84,42
742,84,44
743,84,45
744,84,47
745,84,49
746,84,50
747,84,53
748,85,40
749,85,42
750,85,43
751,85,44
752,85,45
753,85,46
754,85,47
755,85,50
756,85,51
757,85,52
758,85,53
759,85,54
760,85,55
761,86,1
762,86,5
763,86,9
764,86,10
765,86,11
766,86,12
767,86,13
768,86,14
769,86,16
770,87,39
771,87,40
772,87,41
773,87,42
774,87,43
775,87,45
776,87,46
777,87,47
778,87,50
779,87,53
780,87,54
781,87,55
782,87,56
783,88,1
784,88,4
785,88,7
786,88,11
787,88,13
788,88,15
789,88,16
790,88,17
791,89,18
792,89,24
793,89,28
794,89,32
795,89,37
796,89,38
797,90,2
798,90,6
799,90,7
800,90,9
801,90,12
802,90,13
803,90,14
804,90,17
805,91,19
806,91,26
807,91,28
808,91,32
809,91,36
810,92,41
811,92,43
812,92,44
813,92,45
814,92,46
815,92,47
816,92,54
817,92,55
818,92,56
819,92,57
820,93,39
821,93,41
822,93,42
823,93,44
824,93,45
825,93,47
826,93,48
827,93,49
828,93,50
829,93,53
830,93,54
831,93,55
832,94,21
833,94,32
834,94,34
835,94,36
836,94,37
837,94,38
838,95,20
839,95,23
840,95,27
841,95,28
842,95,29
843,95,30
844,95,35
845,96,21
846,96,22
847,96,27
848,96,28
849,96,35
850,96,38
851,97,3
852,97,4
853,97,5
854,97,6
855,97,7
856,97,10
857,97,11
858,97,12
859,97,15
860,98,1
861,98,2
862,98,4
863,98,6
864,98,8
865,98,9
866,98,10
867,98,11
868,98,12
869,98,15
870,98,16
871,98,17
872,99,20
873,99,22
874,99,25
875,99,29
876,99,30
877,99,37
878,100,20
879,100,21
880,100,25
881,100,29
882,100,33
883,100,38
884,101,1
885,101,3
886,101,4
887,101,5
888,101,7
889,101,8
890,101,10
891,101,13
892,101,16
893,101,17
894,102,20
895,102,29
896,102,30
897,102,34
898,102,35
899,102,37
900,102,38
901,103,3
902,103,4
903,103,5
904,103,7
905,103,9
906,103,11
907,103,12
908,103,13
909,103,17
910,104,2
911,104,3
912,104,4
913,104,5
914,104,8
915,104,9
916,104,10
917,104,14
918,104,16
919,105,40
920,105,42
921,105,44
922,105,45
923,105,47
924,105,48
925,105,50
926,105,51
927,105,52
928,105,54
929,105,57
930,106,3
931,106,4
932,106,7
933,106,8
934,106,9
935,106,10
936,106,15
937,106,16
938,106,17
939,107,41
940,107,42
941,107,43
942,107,44
943,107,46
944,107,49
945,107,53
946,107,54
947,107,55
948,108,1
949,108,3
950,108,4
951,108,5
952,108,6
953,108,8
954,108,9
955,108,10
956,108,11
957,108,13
958,108,14
959,108,16
960,109,1
961,109,4
962,109,5
963,109,9
964,109,10
965,109,11
966,109,13
967,109,15
968,110,40
969,110,41
970,110,43
971,110,45
972,110,46
973,110,47
974,110,48
975,110,49
976,110,52
977,110,54
978,110,55
979,110,57
980,111,1
981,111,3
982,111,5
983,111,6
984,111,7
985,111,8
986,111,9
987,111,14
988,111,16
989,111,17
990,112,1
991,112,3
992,112,4
993,112,6
994,112,7
995,112,8
996,112,9
997,112,11
998,112,12
999,112,14
1000,112,16
1001,113,26
1002,113,28
1003,113,29
1004,113,31
1005,113,36
1006,114,40
1007,114,41
1008,114,43
1009,114,44
1010,114,45
1011,114,51
1012,114,52
1013,115,19
1014,115,24
1015,115,25
1016,115,30
1017,115,31
1018,115,33
1019,115,35
1020,115,36
1021,116,40
1022,116,41
1023,116,43
1024,116,44
1025,116,48
1026,116,49
1027,116,51
1028,116,52
1029,116,54
1030,116,57
1031,117,21
1032,117,24
1033,117,26
1034,117,32
1035,117,35
1036,117,38
1037,118,18
1038,118,19
1039,118,21
1040,118,28
1041,118,29
1042,118,31
1043,118,36
1044,119,42
1045,119,43
1046,119,44
1047,119,45
1048,119,46
1049,119,47
1050,119,48
1051,119,50
1052,119,53
1053,119,54
1054,119,56
1055,120,19
1056,120,22
1057,120,27
1058,120,32
1059,120,35
1060,121,39
1061,121,40
1062,121,41
1063,121,42
1064,121,43
1065,121,44
1066,121,50
1067,121,53
1068,121,55
1069,121,56
1070,121,57
1071,122,1
1072,122,2
1073,122,4
1074,122,5
1075,122,6
1076,122,9
1077,122,10
1078,122,11
1079,122,12
1080,122,13
1081,122,15
1082,122,16
1083,123,40
1084,123,41
1085,123,42
1086,123,43
1087,123,44
1088,123,45
1089,123,46
1090,123,47
1091,123,49
1092,123,50
1093,123,52
1094,123,53
1095,123,55
1096,123,56
1097,124,39
1098,124,40
1099,124,42
1100,124,43
1101,124,45
1102,124,49
1103,124,54
1104,124,55
1105,124,57
1106,125,1
1107,125,2
1108,125,3
1109,125,4
1110,125,9
1111,125,10
1112,125,11
1113,125,12
1114,125,15
1115,125,17
1116,126,1
1117,126,3
1118,126,5
1119,126,8
1120,126,9
1121,126,10
1122,126,11
1123,126,12
1124,126,13
1125,126,15
1126,126,16
1127,127,40
1128,127,41
1129,127,42
1130,127,44
1131,127,48
1132,127,49
1133,127,52
1134,127,57
1135,128,41
1136,128,42
1137,128,44
1138,128,48
1139,128,49
1140,128,50
1141,128,53
1142,128,54
1143,128,57
1144,129,18
1145,129,27
1146,129,32
1147,129,37
1148,129,38
1149,130,23
1150,130,25
1151,130,29
1152,130,30
1153,130,33
1154,130,37
1155,131,39
1156,131,40
1157,131,41
1158,131,42
1159,131,44
1160,131,45
1161,131,46
1162,131,47
1163,131,50
1164,131,56
1165,132,18
1166,132,19
1167,132,22
1168,132,23
1169,132,25
1170,132,32
1171,132,35
1172,133,1
1173,133,6
1174,133,7
1175,133,8
1176,133,9
1177,133,12
1178,133,13
1179,133,14
1180,133,15
1181,134,22
1182,134,26
1183,134,30
1184,134,31
1185,134,32
1186,134,36
1187,134,37
1188,135,39
1189,135,40
1190,135,41
1191,135,43
1192,135,47
1193,135,48
1194,135,49
1195,135,51
1196,135,52
1197,135,55
1198,135,57
1199,136,18
1200,136,23
1201,136,28
1202,136,32
1203,136,33
1204,136,35
1205,136,37
1206,136,38
1207,137,1
1208,137,2
1209,137,3
1210,137,4
1211,137,5
1212,137,6
1213,137,9
1214,137,10
1215,137,11
1216,137,12
1217,137,16
1218,138,25
1219,138,29
1220,138,32
1221,138,33
1222,138,38
1223,139,39
1224,139,41
1225,139,43
1226,139,44
1227,139,45
1228,139,46
1229,139,47
1230,139,49
1231,139,50
1232,139,53
1233,139,54
1234,140,20
1235,140,23
1236,140,29
1237,140,34
1238,140,35
1239,140,37
1240,141,39
1241,141,40
1242,141,43
1243,141,46
1244,141,47
1245,141,51
1246,141,52
1247,142,41
1248,142,43
1249,142,45
1250,142,50
1251,142,52
1252,142,53
1253,142,55
1254,142,56
1255,142,57
1256,143,19
1257,143,22
1258,143,23
1259,143,24
1260,143,26
1261,143,33
1262,143,38
1263,144,5
1264,144,7
1265,144,9
1266,144,12
1267,144,13
1268,144,14
1269,144,15
1270,144,16
1271,144,17
1272,145,18
1273,145,19
1274,145,26
1275,145,27
1276,145,30
1277,145,31
1278,145,32
1279,145,34
1280,146,42
1281,146,44
1282,146,45
1283,146,47
1284,146,48
1285,146,50
1286,146,53
1287,146,54
1288,146,55
1289,146,56
1290,146,57
1291,147,39
1292,147,42
1293,147,43
1294,147,44
1295,147,45
1296,147,49
1297,147,51
1298,147,54
1299,147,55
1300,147,56
1301,147,57
1302,148,43
1303,148,44
1304,148,46
1305,148,50
1306,148,51
1307,148,52
1308,148,53
1309,148,54
1310,148,55
1311,148,56
1312,149,39
1313,149,41
1314,149,43
1315,149,44
1316,149,46
1317,149,47
1318,149,48
1319,149,50
1320,149,51
1321,149,54
1322,149,55
1323,149,56
1324,149,57
1325,150,21
1326,150,22
1327,150,25
1328,150,29
1329,150,30
1330,150,34
1331,150,35
1332,151,39
1333,151,40
1334,151,43
1335,151,44
1336,151,45
1337,151,47
1338,151,48
1339,151,50
1340,151,51
1341,151,52
1342,151,53
1343,151,54
1344,151,56
1345,151,57
1346,152,20
1347,152,22
1348,152,26
1349,152,30
1350,152,31
1351,152,33
1352,152,35
1353,152,36
1354,153,39
1355,153,41
1356,153,42
1357,153,43
1358,153,45
1359,153,50
1360,153,51
1361,153,52
1362,153,54
1363,154,1
1364,154,3
1365,154,4
1366,154,5
1367,154,7
1368,154,8
1369,154,13
1370,154,14
1371,154,15
1372,154,17
1373,155,42
1374,155,44
1375,155,45
1376,155,46
1377,155,50
1378,155,51
1379,155,53
1380,155,54
1381,155,55
1382,155,57
1383,156,2
1384,156,3
1385,156,7
1386,156,9
1387,156,10
1388,156,11
1389,156,12
1390,156,13
1391,156,15
1392,156,17
1393,157,39
1394,157,40
1395,157,41
1396,157,42
1397,157,44
1398,157,45
1399,157,46
1400,157,50
1401,157,51
1402,157,52
1403,157,53
1404,157,55
1405,157,56
1406,157,57
1407,158,2
1408,158,3
1409,158,4
1410,158,5
1411,158,8
1412,158,9
1413,158,10
1414,158,11
1415,158,12
1416,158,13
1417,158,14
1418,158,15
1419,159,1
1420,159,2
1421,159,4
1422,159,6
1423,159,9
1424,159,11
1425,159,12
1426,159,14
1427,159,15
1428,159,16
1429,160,21
1430,160,22
1431,160,24
1432,160,29
1433,160,32
1434,160,34
1435,160,35
1436,161,1
1437,161,5
1438,161,6
1439,161,7
1440,161,13
1441,161,14
1442,161,16
1443,161,17
1444,162,18
1445,162,22
1446,162,27
1447,162,30
1448,162,38
1449,163,19
1450,163,28
1451,163,30
1452,163,31
1453,163,32
1454,163,34
1455,163,35
1456,164,20
1457,164,25
1458,164,26
1459,164,31
1460,164,32
1461,165,3
1462,165,6
1463,165,9
1464,165,10
1465,165,11
1466,165,12
1467,165,13
1468,165,14
1469,165,16
1470,166,39
1471,166,41
1472,166,42
1473,166,44
1474,166,45
1475,166,46
1476,166,47
1477,166,48
1478,166,51
1479,166,54
1480,166,55
1481,166,56
1482,166,57
1483,167,25
1484,167,26
1485,167,27
1486,167,29
1487,167,31
1488,167,34
1489,167,37
1490,167,38
1491,168,18
1492,168,19
1493,168,29
1494,168,34
1495,168,37
1496,168,38
1497,169,39
1498,169,40
1499,169,41
1500,169,45
1501,169,47
1502,169,48
1503,169,50
1504,169,51
1505,169,53
1506,169,55
1507,169,56
1508,169,57
1509,170,25
1510,170,26
1511,170,27
1512,170,32
1513,170,34
1514,170,35
1515,170,37
1516,170,38
1517,171,39
1518,171,45
1519,171,47
1520,171,50
1521,171,51
1522,171,52
1523,171,53
1524,171,55
1525,172,2
1526,172,3
1527,172,5
1528,172,6
1529,172,10
1530,172,11
1531,172,13
1532,172,15
1533,172,16
1534,172,17
1535,173,20
1536,173,24
1537,173,25
1538,173,26
1539,173,28
1540,173,29
1541,173,31
1542,173,34
1543,174,39
1544,174,40
1545,174,42
1546,174,50
1547,174,52
1548,174,53
1549,174,56
1550,174,57
1551,175,20
1552,175,23
1553,175,30
1554,175,34
1555,175,36
1556,176,18
1557,176,21
1558,176,23
1559,176,27
1560,176,29
1561,176,33
1562,176,36
1563,177,2
1564,177,3
1565,177,4
1566,177,5
1567,177,6
1568,177,9
1569,177,12
1570,177,13
1571,177,14
1572,177,16
1573,178,1
1574,178,3
1575,178,6
1576,178,8
1577,178,9
1578,178,10
1579,178,11
1580,178,12
1581,178,13
1582,178,17
1583,179,18
1584,179,25
1585,179,26
1586,179,27
1587,179,28
1588,179,30
1589,179,32
1590,179,33
1591,180,1
1592,180,3
1593,180,5
1594,180,6
1595,180,7
1596,180,9
1597,180,11
1598,180,15
1599,180,16
1600,181,40
1601,181,43
1602,181,44
1603,181,45
1604,181,50
1605,181,51
1606,181,53
1607,181,54
1608,181,55
1609,181,57
1610,182,26
1611,182,29
1612,182,33
1613,182,35
1614,182,37
1615,182,38
1616,183,2
1617,183,3
1618,183,4
1619,183,7
1620,183,10
1621,183,14
1622,183,15
1623,183,16
1624,184,2
1625,184,3
1626,184,5
1627,184,9
1628,184,13
1629,184,14
1630,184,15
1631,184,16
1632,184,17
1633,185,40
1634,185,41
1635,185,42
1636,185,43
1637,185,44
1638,185,47
1639,185,51
1640,185,52
1641,185,54
1642,185,55
1643,186,2
1644,186,3
1645,186,4
1646,186,6
1647,186,7
1648,186,8
1649,186,10
1650,186,11
1651,186,14
1652,186,15
1653,186,17
1654,187,39
1655,187,40
1656,187,41
1657,187,42
1658,187,44
1659,187,45
1660,187,46
1661,187,47
1662,187,52
1663,187,54
1664,187,55
1665,187,57
1666,188,39
1667,188,41
1668,188,44
1669,188,49
1670,188,53
1671,188,54
1672,188,57
1673,189,40
1674,189,41
1675,189,42
1676,189,43
1677,189,45
1678,189,46
1679,189,47
1680,189,49
1681,189,50
1682,189,53
1683,189,54
1684,189,55
1685,189,56
1686,189,57
1687,190,39
1688,190,40
1689,190,44
1690,190,45
1691,190,46
1692,190,49
1693,190,50
1694,190,51
1695,190,53
1696,190,54
1697,190,56
1698,191,1
1699,191,2
1700,191,6
1701,191,7
1702,191,9
1703,191,10
1704,191,11
1705,191,13
1706,191,14
1707,191,15
1708,192,39
1709,192,40
1710,192,41
1711,192,42
1712,192,43
1713,192,44
1714,192,45
1715,192,46
1716,192,47
1717,192,48
1718,192,51
1719,192,53
1720,192,57
1721,193,29
1722,193,33
1723,193,34
1724,193,35
1725,193,37
1726,194,40
1727,194,41
1728,194,42
1729,194,44
1730,194,45
1731,194,51
1732,194,53
1733,194,55
1734,194,56
1735,195,39
1736,195,40
1737,195,41
1738,195,42
1739,195,43
1740,195,45
1741,195,46
1742,195,48
1743,195,49
1744,195,51
1745,195,54
1746,195,56
1747,196,2
1748,196,4
1749,196,5
1750,196,9
1751,196,10
1752,196,11
1753,196,13
1754,196,17
1755,197,2
1756,197,3
1757,197,4
1758,197,5
1759,197,6
1760,197,7
1761,197,8
1762,197,9
1763,197,13
1764,197,14
1765,197,15
1766,197,16
1767,198,20
1768,198,26
1769,198,27
1770,198,28
1771,198,31
1772,199,1
1773,199,2
1774,199,5
1775,199,6
1776,199,9
1777,199,10
1778,199,11
1779,199,12
1780,199,13
1781,199,14
1782,199,15
1783,200,39
1784,200,41
1785,200,45
1786,200,46
1787,200,47
1788,200,49
1789,200,52
1790,201,21
1791,201,22
1792,201,24
1793,201,30
1794,201,32
1795,201,35
1796,201,36
1797,201,38
1798,202,1
1799,202,2
1800,202,7
1801,202,8
1802,202,9
1803,202,10
1804,202,12
1805,202,13
1806,202,14
1807,202,15
1808,202,17
1809,203,18
1810,203,19
1811,203,20
1812,203,23
1813,203,29
1814,204,40
1815,204,43
1816,204,45
1817,204,46
1818,204,47
1819,204,49
1820,204,50
1821,204,51
1822,204,52
1823,204,53
1824,204,54
1825,204,55
1826,204,56
1827,204,57
1828,205,3
1829,205,5
1830,205,6
1831,205,9
1832,205,10
1833,205,11
1834,205,12
1835,205,15
1836,205,16
1837,206,1
1838,206,5
1839,206,8
1840,206,10
1841,206,11
1842,206,12
1843,206,13
1844,206,14
1845,206,15
1846,206,16
1847,207,5
1848,207,6
1849,207,7
1850,207,8
1851,207,11
1852,207,12
1853,207,13
1854,207,14
1855,207,15
1856,207,16
1857,207,17
1858,208,2
1859,208,3
1860,208,6
1861,208,7
1862,208,9
1863,208,10
1864,208,11
1865,208,12
1866,208,13
1867,208,15
1868,208,17
1869,209,21
1870,209,23
1871,209,25
1872,209,27
1873,209,33
1874,209,34
1875,209,35
1876,209,36
1877,210,18
1878,210,21
1879,210,24
1880,210,26
1881,210,27
1882,210,28
1883,210,33
1884,210,36
1885,211,39
1886,211,41
1887,211,45
1888,211,48
1889,211,49
1890,211,50
1891,211,51
1892,211,52
1893,211,53
1894,211,54
1895,211,56
1896,211,57
1897,212,39
1898,212,41
1899,212,43
1900,212,44
1901,212,51
1902,212,53
1903,212,54
1904,213,40
1905,213,41
1906,213,42
1907,213,52
1908,213,54
1909,213,55
1910,213,56
1911,213,57
1912,214,1
1913,214,2
1914,214,3
1915,214,4
1916,214,5
1917,214,6
1918,214,7
1919,214,8
1920,214,10
1921,214,11
1922,214,12
1923,215,1
1924,215,2
1925,215,3
1926,215,5
1927,215,7
1928,215,8
1929,215,9
1930,215,10
1931,215,12
1932,215,13
1933,215,14
1934,215,15
1935,216,41
1936,216,43
1937,216,49
1938,216,50
1939,216,54
1940,216,56
1941,216,57
1942,217,39
1943,217,40
1944,217,41
1945,217,44
1946,217,47
1947,217,48
1948,217,51
1949,217,52
1950,217,53
1951,217,55
1952,217,56
1953,218,39
1954,218,40
1955,218,42
1956,218,43
1957,218,48
1958,218,50
1959,218,51
1960,218,52
1961,218,53
1962,219,19
1963,219,22
1964,219,24
1965,219,26
1966,219,30
1967,219,31
1968,219,33
1969,219,37
1970,220,3
1971,220,4
1972,220,5
1973,220,9
1974,220,10
1975,220,11
1976,220,12
1977,220,13
1978,220,14
1979,220,15
1980,220,17
1981,221,39
1982,221,45
1983,221,46
1984,221,48
1985,221,50
1986,221,51
1987,221,55
1988,222,18
1989,222,19
1990,222,20
1991,222,28
1992,222,30
1993,222,35
1994,223,1
1995,223,2
1996,223,4
1997,223,9
1998,223,10
1999,223,11
2000,223,14
2001,223,17
2002,224,3
2003,224,4
2004,224,7
2005,224,8
2006,224,11
2007,224,12
2008,224,14
2009,224,16
2010,225,39
2011,225,42
2012,225,43
2013,225,46
2014,225,48
2015,225,49
2016,225,50
2017,225,51
2018,225,55
2019,225,56
2020,226,40
2021,226,42
2022,226,43
2023,226,45
2024,226,47
2025,226,48
2026,226,50
2027,226,51
2028,226,52
2029,226,56
2030,227,41
2031,227,43
2032,227,46
2033,227,47
2034,227,48
2035,227,50
2036,227,51
2037,227,52
2038,227,53
2039,227,54
2040,228,1
2041,228,2
2042,228,7
2043,228,9
2044,228,10
2045,228,11
2046,228,13
2047,228,15
2048,228,17
2049,229,42
2050,229,44
2051,229,48
2052,229,49
2053,229,50
2054,229,51
2055,229,54
2056,229,56
2057,229,57
2058,236,39
2059,236,40
2060,236,41
2061,236,42
2062,236,43
2063,236,44
2064,236,45
2065,236,48
2066,236,51
2067,236,52
2068,236,53
2069,236,55
2070,236,57
2071,237,18
2072,237,20
2073,237,23
2074,237,31
2075,237,36
2076,255,1
2077,255,2
2078,255,3
2079,255,4
2080,255,6
2081,255,7
2082,255,10
2083,255,11
2084,255,12
2085,255,13
2086,255,15
2087,255,16
2088,265,21
2089,265,23
2090,265,25
2091,265,29
2092,265,31
2093,265,32
2094,270,20
2095,270,27
2096,270,29
2097,270,36
2098,270,38
2099,271,2
2100,271,5
2101,271,6
2102,271,12
2103,271,15
2104,271,16
2105,271,17
2106,272,40
2107,272,41
2108,272,42
2109,272,44
2110,272,45
2111,272,47
2112,272,49
2113,272,51
2114,272,52
2115,272,54
2116,272,56
2117,277,39
2118,277,40
2119,277,41
2120,277,42
2121,277,46
2122,277,47
2123,277,50
2124,277,51
2125,277,52
2126,277,55
2127,277,56
2128,277,57
2129,278,39
2130,278,40
2131,278,41
2132,278,42
2133,278,44
2134,278,45
2135,278,46
2136,278,47
2137,278,48
2138,278,49
2139,278,52
