id,systemName
224,COL 173 SECTOR GS-J B25-4
225,COL 173 SECTOR HN-I B26-5
226,COL 173 SECTOR HN-J D9-52
227,COL 173 SECTOR HR-M B23-3
228,COL 173 SECTOR HS-S D4-77
229,COL 173 SECTOR HU-D C13-2
230,COL 173 SECTOR IJ-G B27-1
231,COL 173 SECTOR IL-M C8-5
232,COL 173 SECTOR IV-F B27-1
233,COL 173 SECTOR JB-F B27-1
234,COL 173 SECTOR JI-J B25-0
235,COL 173 SECTOR JX-K B24-0
236,COL 173 SECTOR KN-J B25-5
237,COL 173 SECTOR KP-T B34-8
238,COL 173 SECTOR KS-J D9-37
239,COL 173 SECTOR KT-G B40-2
240,COL 173 SECTOR KY-Q D5-13
241,COL 173 SECTOR KY-Q D5-26
242,COL 173 SECTOR KY-Q D5-47
243,COL 173 SECTOR KY-Q D5-9
244,COL 173 SECTOR LB-W B31-0
245,COL 173 SECTOR LJ-F C12-0
246,COL 173 SECTOR LN-M B23-1
247,COL 173 SECTOR LT-Q D5-82
248,COL 173 SECTOR LT-Q D5-90
249,COL 173 SECTOR LY-Q D5-13
250,COL 173 SECTOR LY-Q D5-59
251,COL 173 SECTOR ME-P D6-92
252,COL 173 SECTOR MJ-H B26-0
253,COL 173 SECTOR MN-K B24-4
254,COL 173 SECTOR OC-C B29-1
255,COL 173 SECTOR OD-J B25-2
256,COL 173 SECTOR OE-P D6-11
257,COL 173 SECTOR OG-Z C15-35
258,COL 173 SECTOR OT-Q D5-18
259,COL 173 SECTOR OZ-U B33-6
260,COL 173 SECTOR PE-P D6-110
261,COL 173 SECTOR PF-E B28-3
262,COL 173 SECTOR PN-V B18-0
263,COL 173 SECTOR PU-D C13-12
264,COL 173 SECTOR PV-B C14-1
265,COL 173 SECTOR PZ-O D6-110
266,COL 173 SECTOR PZ-O D6-116
267,COL 173 SECTOR QU-O D6-25
268,COL 173 SECTOR QU-O D6-32
269,COL 173 SECTOR RH-C B29-1
270,COL 173 SECTOR RT-I B25-1
271,COL 173 SECTOR RU-O D6-16
272,COL 173 SECTOR SI-I B26-8
273,COL 173 SECTOR SN-S D4-63
274,COL 173 SECTOR UG-B C14-0
275,COL 173 SECTOR UP-O D6-16
276,COL 173 SECTOR UT-W B19-4
277,COL 173 SECTOR UU-O D6-20
278,COL 173 SECTOR UU-O D6-30
279,COL 173 SECTOR UU-O D6-42
280,COL 173 SECTOR UV-D B28-3
281,COL 173 SECTOR UZ-R B20-3
282,COL 173 SECTOR VN-A B30-1
283,COL 173 SECTOR VP-N D7-109
284,COL 173 SECTOR WF-N D7-52
285,COL 173 SECTOR WG-J C10-16
286,COL 173 SECTOR WK-A A48-4
287,COL 173 SECTOR WN-B B29-1
288,COL 173 SECTOR WP-O B22-1
289,COL 173 SECTOR WW-H C11-15
290,COL 173 SECTOR WZ-O B22-4
291,COL 173 SECTOR XF-N D7-105
292,COL 173 SECTOR XG-J C10-17
293,COL 173 SECTOR XH-H C11-21
294,COL 173 SECTOR XL-K B25-1
295,COL 173 SECTOR XY-Y B30-1
296,COL 173 SECTOR YA-N D7-17
297,COL 173 SECTOR YF-N B23-5
298,COL 173 SECTOR YF-N B23-6
299,COL 173 SECTOR YF-N C7-5
300,COL 173 SECTOR YF-N D7-74
301,COL 173 SECTOR YG-A C15-12
302,COL 173 SECTOR YG-A C15-20
303,COL 173 SECTOR YV-M D7-23
304,COL 173 SECTOR YW-H C11-16
305,COL 173 SECTOR YX-Q A25-0
306,COL 173 SECTOR ZL-L B24-2
307,COL 173 SECTOR ZL-L B24-7
308,COL 173 SECTOR ZS-F C12-27
309,COL 173 SECTOR ZZ-N B23-1
310,COL 285 SECTOR AL-V B3-4
311,COL 285 SECTOR BQ-X C1-10
312,COL 285 SECTOR CV-Y D57
313,COL 285 SECTOR CV-Y D71
314,COL 285 SECTOR EB-X D1-39
315,COL 285 SECTOR EL-X C1-5
316,COL 285 SECTOR FP-Q B5-2
317,COL 285 SECTOR GL-V B3-3
318,COL 285 SECTOR GN-H B11-2
319,COL 285 SECTOR GW-W D1-66
320,COL 285 SECTOR IL-X C1-16
321,COL 285 SECTOR IL-X C1-4
322,COL 285 SECTOR KY-H C10-26
323,COL 285 SECTOR LX-T C3-13
324,COL 285 SECTOR OC-T B4-0
325,COL 285 SECTOR OC-T B4-1
326,COL 285 SECTOR QR-U B3-1
327,COL 285 SECTOR RI-R B5-3
328,COL 285 SECTOR RJ-O B7-4
329,COL 285 SECTOR RR-M B7-3
330,COL 285 SECTOR TM-U B3-2
331,COL 285 SECTOR VH-U B3-1
332,COL 285 SECTOR YO-Z C19
333,COL 285 SECTOR YY-X A44-0
334,COL 285 SECTOR ZZ-Y D22
335,COLONIA
336,CRUCIS SECTOR JX-T B3-4
337,DECIAT
338,DIAGUANDRI
339,DILATI
340,DROETH OD-T D3-1
341,DRYAEA AOB DR-M D7-2109
342,DRYAEA FLEE GC-D D12-2343
343,DRYAEA FLEE GC-D D12-285
344,DRYAEA FLEE GC-D D12-4611
345,DRYAU AUSMS KG-Y E3390
346,DRYEEJEAU ZX-H C23-2
347,DRYI AOC CB-O E6-329
348,DRYI AOC CH-C D13-218
349,DRYOI GRIE NI-S E4-1229
350,DRYOOE PROU HH-C D475
351,DRYOOE PROU NI-A D1-1275
352,DRYUAE CHREA JH-V E2-8239
353,EACTAINDS DH-J D10-0
354,EACTAINDS VG-A C2-0
355,EAFOTS DU-C B41-1
356,EAWRAINT RS-U D2-127
357,EBOR
358,EESHORKS CV-Y E2660
359,EESHORKS CV-Y E3683
360,EESHORKS QI-B D1411
361,EESHORKS WO-A E197
362,EESHORPS DY-G D11-1031
363,EIDAIK CI-Q D6-870
364,ELECTRA
365,ELEPHANT'S TRUNK SECTOR DL-Y D4
366,EOL PROU HU-R C4-127
367,EOL PROU PX-T D3-1732
368,EOL PROU VY-R D4-545
369,EOR AUSCS MI-S E4-331
370,EOR AUSCS NI-S E4-13
371,EOR AUSCS XV-K D9-166
372,EORD PRAU AC-B D14-628
373,EORL AUWSY AB-Y B56-28
374,EORL AUWSY CM-W B57-17
375,EORL AUWSY DH-W B57-58
376,EORL AUWSY DM-W B57-45
377,EORL AUWSY JX-Z C27-888
378,EORL AUWSY KN-Y C28-9
379,EORL AUWSY LN-Y C28-37
380,EORL AUWSY ND-Y C28-911
381,EORL AUWSY OS-B D13-1106
382,EORL AUWSY PD-Y C28-54
383,EORL AUWSY PS-B D13-1805
384,EORL AUWSY PS-B D13-2869
385,EORL AUWSY PS-B D13-3974
386,EORL AUWSY PS-B D13-4295
387,EORL AUWSY PS-B D13-4554
388,EORL AUWSY PS-B D13-5388
389,EORL AUWSY PS-B D13-5711
390,EORL AUWSY PS-B D13-5884
391,EORL AUWSY PS-B D13-6242
392,EORL AUWSY QD-A D14-255
393,EORL AUWSY QD-A D14-3169
394,EORL AUWSY QD-A D14-4541
395,EORL AUWSY QD-A D14-5136
396,EORL AUWSY QD-A D14-6193
397,EORL AUWSY QD-A D14-798
398,EORL AUWSY QZ-Y B56-45
399,EORL AUWSY RY-Z D13-1614
400,EORL AUWSY RZ-Z B55-16
401,EORL AUWSY SY-Z D13-1137
402,EORL AUWSY SY-Z D13-1139
403,EORL AUWSY SY-Z D13-1143
404,EORL AUWSY SY-Z D13-1255
405,EORL AUWSY SY-Z D13-1424
406,EORL AUWSY SY-Z D13-1499
407,EORL AUWSY SY-Z D13-1749
408,EORL AUWSY SY-Z D13-2020
409,EORL AUWSY SY-Z D13-2262
410,EORL AUWSY SY-Z D13-2352
411,EORL AUWSY SY-Z D13-2376
412,EORL AUWSY SY-Z D13-3468
413,EORL AUWSY SY-Z D13-3556
414,EORL AUWSY SY-Z D13-3743
415,EORL AUWSY SY-Z D13-3861
416,EORL AUWSY SY-Z D13-3932
417,EORL AUWSY SY-Z D13-4014
418,EORL AUWSY SY-Z D13-4137
419,EORL AUWSY SY-Z D13-4239
420,EORL AUWSY SY-Z D13-4650
421,EORL AUWSY SY-Z D13-4684
422,EORL AUWSY SY-Z D13-4770
423,EORL AUWSY SY-Z D13-4952
424,EORL AUWSY SY-Z D13-5018
425,EORL AUWSY SY-Z D13-5133
426,EORL AUWSY SY-Z D13-5358
427,EORL AUWSY SY-Z D13-5438
428,EORL AUWSY SY-Z D13-544
429,EORL AUWSY SY-Z D13-5541
430,EORL AUWSY SY-Z D13-5549
431,EORL AUWSY SY-Z D13-5758
432,EORL AUWSY SY-Z D13-5797
433,EORL AUWSY SY-Z D13-6009
434,EORL AUWSY SY-Z D13-967
435,EORL AUWSY TY-Z D13-1367
436,EORL AUWSY TY-Z D13-732
437,EORL AUWSY UT-Z D13-432
438,EORL AUWSY VZ-Z B55-41
439,EORL AUWSY XU-Z B55-3
440,EORL AUWSY YF-Y B56-16
441,EORL AUWSY ZZ-Z B55-50
442,EOWYG AOSCS XO-R D4-89
443,ETA CARINA SECTOR EL-Y D16
444,ETA CARINA SECTOR EL-Y D19
445,ETA CARINA SECTOR GW-W C1-6
446,ETA CARINA SECTOR IM-V C2-4
447,ETA CARINA SECTOR IR-W D1-10
448,ETA CARINA SECTOR IR-W D1-25
449,ETA CARINA SECTOR LC-V C2-8
450,ETA CARINA SECTOR PD-S B4-0
451,ETA CEPHEI
452,EULAIL QX-T D3-113
453,EULAIL QX-T D3-52
454,FAUST 538
455,FENGIRI
456,FF ANDROMEDAE
457,FLOALT KU-E D12-218
458,FLOANTH RZ-O D6-128
459,FLOAWNS BV-V D3-1123
460,FLOAWNS DQ-V D3-139
461,FLOAWNS DQ-V D3-142
462,FLOAWNS DQ-V D3-266
463,FLYEIA DRYOAE AS-R B34-0
464,FLYOOE DRYEIA LC-S D5-0
465,FLYOOE DRYEIA LT-O D7-0
466,FLYOOE DRYEIA UP-N D7-0
467,FLYUA DRYOAE FT-F D12-29
468,FLYUA DRYOAE MF-C D14-69
469,FLYUA DRYOAE WO-V B49-3
470,GARUDA
471,GATEWAY
472,GD 175
473,GORGONEA QUARTA
474,GORGONEA TERTIA
475,GREAE DRYOAE MU-D D13-7
476,GREAE PHIO DT-G D11-1473
477,GREAE PHIO FO-G D11-196
478,GREAE PHIO FO-G D11-3323
479,GREAE PHIO FO-G D11-632
480,GREAE PHIO FO-G D11-981
481,GREAE PHIO QE-Q E5-4021
482,GREERUA IL-O D6-7
483,GREERUA QX-U E2-1
484,GREOU PHIO HS-W B5-0
485,GRU HYPAI BF-P D6-40
486,GURNEY SLADE
487,HD 35901
488,HD 37127
489,HD 46131
490,HD 62755
491,HD 63154
492,HD 63868
493,HD 66438
494,HD 67061
495,HD 67314
496,HD 85469
497,HD 88079
498,HEGEIA AA-Q D5-4
499,HEGEIA JK-N C20-9
500,HEZ UR
501,HG 7-208
502,HIND SECTOR BQ-Y D8
503,HIND SECTOR GR-W D1-13
504,HIND SECTOR HR-W D1-15
505,HIND SECTOR MN-T C3-2
506,HIND SECTOR OT-Q B5-1
507,HIP 10056
508,HIP 107412
509,HIP 11154
510,HIP 11457
511,HIP 116907
512,HIP 11700
513,HIP 11981
514,HIP 12099
515,HIP 12916
516,HIP 12967
517,HIP 13855
518,HIP 14405
519,HIP 14610
520,HIP 14702
521,HIP 14746
522,HIP 14756
523,HIP 14805
524,HIP 14908
525,HIP 14909
526,HIP 14969
527,HIP 14971
528,HIP 15054
529,HIP 15134
530,HIP 15249
531,HIP 15278
532,HIP 15443
533,HIP 15550
534,HIP 15746
535,HIP 15889
536,HIP 15954
537,HIP 16136
538,HIP 16440
539,HIP 16469
540,HIP 16517
541,HIP 16529
542,HIP 16572
543,HIP 16613
544,HIP 16692
545,HIP 16704
546,HIP 16723
547,HIP 16753
548,HIP 16795
549,HIP 16824
550,HIP 16835
551,HIP 16985
552,HIP 16996
553,HIP 17000
554,HIP 17044
555,HIP 17091
556,HIP 17125
557,HIP 17225
558,HIP 17403
559,HIP 17481
560,HIP 17482
561,HIP 17497
562,HIP 17511
563,HIP 17692
564,HIP 17694
565,HIP 17704
566,HIP 17729
567,HIP 17837
568,HIP 17862
569,HIP 17892
570,HIP 17999
571,HIP 18007
572,HIP 18077
573,HIP 18117
574,HIP 18154
575,HIP 18244
576,HIP 18266
577,HIP 18368
578,HIP 18502
579,HIP 18625
580,HIP 18730
581,HIP 18778
582,HIP 18833
583,HIP 1885
584,HIP 18909
585,HIP 19026
586,HIP 19036
587,HIP 19266
588,HIP 19284
589,HIP 19549
590,HIP 19665
591,HIP 19847
592,HIP 19975
593,HIP 20014
594,HIP 20318
595,HIP 20350
596,HIP 20369
597,HIP 20486
598,HIP 20567
599,HIP 20644
600,HIP 20785
601,HIP 20830
602,HIP 20831
603,HIP 20859
604,HIP 20964
605,HIP 20989
606,HIP 21246
607,HIP 21251
608,HIP 21348
609,HIP 21373
610,HIP 21395
611,HIP 21478
612,HIP 21918
613,HIP 22118
614,HIP 22334
615,HIP 22347
616,HIP 22375
617,HIP 22382
618,HIP 22460
619,HIP 22743
620,HIP 22851
621,HIP 23022
622,HIP 23027
623,HIP 23269
624,HIP 23759
625,HIP 24007
626,HIP 24934
627,HIP 25274
628,HIP 25975
629,HIP 29214
630,HIP 29592
631,HIP 32278
632,HIP 33442
633,HIP 33475
634,HIP 34842
635,HIP 34906
636,HIP 35245
637,HIP 36218
638,HIP 36252
639,HIP 36777
640,HIP 37546
641,HIP 37610
642,HIP 38064
643,HIP 39111
644,HIP 39768
645,HIP 41908
646,HIP 42003
647,HIP 48720
648,HIP 49394
649,HIP 61997
650,HIP 80804
651,HIP 93783
652,HIP 9599
653,HIPPARCHUS
654,HR 1089
655,HR 1172
656,HR 1183
657,HR 1185
658,HR 1406
659,HR 1918
660,HR 2923
661,HR 3020
662,HR 4221
663,HYADES SECTOR AB-W B2-1
664,HYADES SECTOR AB-W B2-2
665,HYADES SECTOR AF-Z B0
666,HYADES SECTOR AQ-Y D68
667,HYADES SECTOR AQ-Y D81
668,HYADES SECTOR AQ-Y D93
669,HYADES SECTOR AV-Y C5
670,HYADES SECTOR BV-Y C11
671,HYADES SECTOR CL-X B1-3
672,HYADES SECTOR DB-X C1-19
673,HYADES SECTOR DB-X C1-8
674,HYADES SECTOR DR-V C2-23
675,HYADES SECTOR EB-X C1-12
676,HYADES SECTOR EB-X C1-17
677,HYADES SECTOR GB-X C1-12
678,HYADES SECTOR GM-M B7-3
679,HYADES SECTOR GW-V B2-2
680,HYADES SECTOR HR-V B2-0
681,HYADES SECTOR HW-V B2-5
682,HYADES SECTOR HW-W C1-4
683,HYADES SECTOR IR-W C1-12
684,HYADES SECTOR JR-V B2-0
685,HYADES SECTOR LC-U B3-6
686,HYADES SECTOR LX-T B3-0
687,HYADES SECTOR MX-T B3-4
688,HYADES SECTOR NS-T B3-3
689,HYADES SECTOR NX-U C2-8
690,HYADES SECTOR OX-T B3-0
691,HYADES SECTOR PC-V B2-3
692,HYADES SECTOR SD-S B4-2
693,HYADES SECTOR TD-B B4
694,HYADES SECTOR TI-B B3
695,HYADES SECTOR TJ-Y B1-1
696,HYADES SECTOR TO-Z B4
697,HYADES SECTOR WJ-Q B5-4
698,HYADES SECTOR XE-Z B2
699,HYADES SECTOR XO-A C15
700,HYADES SECTOR YU-X B1-2
701,HYADES SECTOR ZE-Z B2
702,HYADES SECTOR ZE-Z B3
703,HYADES SECTOR ZK-W B2-1
704,HYADES SECTOR ZP-X B1-0
705,HYADES SECTOR ZU-Y C16
706,HYADES SECTOR ZZ-Y C11
707,HYADUM I
708,HYEL YEH
709,HYIECHA QB-X D1-43
710,HYPIO BLOO JI-K D8-18
711,HYPIO BLOO NI-T D3-56
712,HYPOI FLYI JR-T D4-88
713,HYPUA FLYOAE UA-U D4-2373
714,HYPUA FLYOAE YG-S D5-1586
715,IC 1805 SECTOR DQ-Y E3
716,IC 2391 SECTOR CA-A D43
717,IC 2391 SECTOR FL-X B1-7
718,IC 2391 SECTOR GW-V B2-4
719,IC 2391 SECTOR HG-X B1-7
720,IC 2391 SECTOR HG-X B1-8
721,IC 2391 SECTOR MX-T B3-6
722,IC 2391 SECTOR YE-A D103
723,IC 2391 SECTOR ZE-A D101
724,IC 2602 SECTOR EB-X D1-20
725,IC 2602 SECTOR UX-T B3-5
726,IC 2602 SECTOR XU-X B1-8
727,IC 4604 SECTOR FB-X C1-16
728,IGBONIU
729,IOWHAIL VY-S E3-5339
730,IOWHAIL WY-S E3-8276
731,JATAYA
732,JELLYFISH SECTOR JH-V C2-1
733,JELLYFISH SECTOR PD-S B4-2
734,KAGUTSUCHI
735,KITAE
736,LALANDE 2966
737,LALANDE 4141
738,LASI RY-R E4-3131
739,LEI HSINI
740,LP 892-51
741,LTT 5419
742,LUYTEN 347-14
743,LYAISOO OD-T E3-3353
744,LYAISOO SP-O E6-6511
745,M47 SECTOR GM-L B8-1
746,M47 SECTOR GW-W D1-25
747,MAIA
748,MASSAGETAE
749,MEL 22 SECTOR AL-E B12-2
750,MEL 22 SECTOR AX-A B14-1
751,MEL 22 SECTOR BV-P C5-2
752,MEL 22 SECTOR CB-O C6-4
753,MEL 22 SECTOR CG-O C6-6
754,MEL 22 SECTOR DB-X D1-41
755,MEL 22 SECTOR DB-X D1-46
756,MEL 22 SECTOR DG-O C6-0
757,MEL 22 SECTOR EH-T B4-0
758,MEL 22 SECTOR FH-U C3-9
759,MEL 22 SECTOR FM-V D2-38
760,MEL 22 SECTOR FM-V D2-67
761,MEL 22 SECTOR HH-V D2-37
762,MEL 22 SECTOR HH-V D2-53
763,MEL 22 SECTOR IO-G B11-1
764,MEL 22 SECTOR IS-S C4-6
765,MEL 22 SECTOR JC-V D2-14
766,MEL 22 SECTOR JC-V D2-15
767,MEL 22 SECTOR JC-V D2-19
768,MEL 22 SECTOR JC-V D2-31
769,MEL 22 SECTOR JC-V D2-41
770,MEL 22 SECTOR JX-T C3-9
771,MEL 22 SECTOR KC-V D2-19
772,MEL 22 SECTOR KC-V D2-28
773,MEL 22 SECTOR LN-T D3-60
774,MEL 22 SECTOR LN-T D3-64
775,MEL 22 SECTOR LX-U D2-24
776,MEL 22 SECTOR MC-V D2-19
777,MEL 22 SECTOR MX-U D2-14
778,MEL 22 SECTOR ND-H B11-0
779,MEL 22 SECTOR NT-Q C5-11
780,MEL 22 SECTOR NX-U D2-27
781,MEL 22 SECTOR NX-U D2-31
782,MEL 22 SECTOR ON-T C3-3
783,MEL 22 SECTOR OO-Q C5-10
784,MEL 22 SECTOR OO-Q C5-6
785,MEL 22 SECTOR OY-R C4-5
786,MEL 22 SECTOR SK-E B12-1
787,MEL 22 SECTOR SU-N B7-0
788,MEL 22 SECTOR TT-R C4-2
789,MEL 22 SECTOR UE-G B11-0
790,MEL 22 SECTOR UT-R C4-4
791,MEL 22 SECTOR WK-O C6-1
792,MEL 22 SECTOR YK-N B7-0
793,MEL 22 SECTOR YU-F B11-1
794,MEL 22 SECTOR ZM-H B11-3
795,MEL 22 SECTOR ZU-P C5-1
796,MEL 22 SECTOR ZZ-P C5-3
797,MEROPE
798,MU CASSIOPEIA
799,MUSCA DARK REGION AA-Z C46
800,MUSCA DARK REGION LN-T C3-4
801,MYNOAW RI-T E3-130
802,MYNOAW RY-R E4-196
803,NAUNI
804,NEFERTEM
805,NEGASTA
806,NGALIA
807,NGC 1027 SECTOR UJ-Q B5-0
808,NGC 1514 SECTOR EW-W D1-11
