id,grSite,activeGroup
434,50,3
435,50,4
436,50,6
437,50,9
438,50,11
439,50,12
440,50,13
441,50,16
442,51,1
443,51,2
444,51,5
445,51,8
446,51,9
447,51,13
448,51,14
449,51,15
450,51,16
451,51,17
452,52,2
453,52,4
454,52,5
455,52,7
456,52,8
457,52,10
458,52,12
459,52,13
460,52,15
461,52,16
462,52,17
463,53,18
464,53,27
465,53,28
466,53,30
467,53,35
468,53,36
469,53,37
470,54,2
471,54,4
472,54,5
473,54,8
474,54,10
475,54,11
476,54,13
477,54,14
478,54,15
479,54,17
480,55,1
481,55,5
482,55,7
483,55,8
484,55,12
485,55,14
486,55,15
487,55,16
488,55,17
489,56,20
490,56,21
491,56,29
492,56,30
493,56,32
494,56,34
495,56,35
496,56,38
497,57,39
498,57,42
499,57,43
500,57,44
501,57,47
502,57,49
503,57,51
504,57,52
505,57,54
506,57,55
507,57,57
508,58,19
509,58,21
510,58,26
511,58,27
512,58,28
513,58,30
514,58,37
515,59,39
516,59,42
517,59,45
518,59,46
519,59,51
520,59,53
521,59,54
522,59,55
523,59,56
524,59,57
525,60,1
526,60,2
527,60,7
528,60,8
529,60,9
530,60,11
531,60,13
532,60,14
533,60,15
534,60,17
535,61,18
536,61,21
537,61,23
538,61,29
539,61,36
540,62,39
541,62,40
542,62,41
543,62,42
544,62,45
545,62,47
546,62,48
547,62,49
548,62,50
549,62,51
550,62,52
551,62,54
552,62,55
553,62,57
554,63,1
555,63,5
556,63,7
557,63,8
558,63,9
559,63,10
560,63,12
561,63,13
562,63,14
563,63,15
564,63,16
565,63,17
566,64,40
567,64,41
568,64,42
569,64,45
570,64,48
571,64,49
572,64,53
573,65,2
574,65,3
575,65,4
576,65,5
577,65,6
578,65,7
579,65,12
580,65,13
581,65,14
582,65,17
583,66,3
584,66,4
585,66,6
586,66,7
587,66,8
588,66,9
589,66,10
590,66,13
591,66,15
592,67,21
593,67,22
594,67,23
595,67,24
596,67,26
597,67,29
598,67,31
599,67,37
600,68,18
601,68,21
602,68,23
603,68,27
604,68,37
605,69,39
606,69,41
607,69,43
608,69,44
609,69,47
610,69,50
611,69,51
612,69,53
613,69,55
614,70,19
615,70,21
616,70,23
617,70,25
618,70,29
619,70,33
620,70,35
621,70,38
622,71,39
623,71,40
624,71,42
625,71,43
626,71,44
627,71,46
628,71,49
629,71,51
630,71,52
631,71,56
632,71,57
633,72,39
634,72,42
635,72,43
636,72,44
637,72,45
638,72,46
639,72,47
640,72,48
641,72,54
642,72,56
643,72,57
644,73,3
645,73,6
646,73,9
647,73,10
648,73,12
649,73,14
650,73,15
651,73,17
652,74,20
653,74,25
654,74,26
655,74,32
656,74,34
657,75,26
658,75,27
659,75,32
660,75,35
661,75,36
662,75,37
663,75,38
664,76,42
665,76,43
666,76,44
667,76,46
668,76,47
669,76,49
670,76,50
671,76,53
672,76,54
673,76,55
674,76,56
675,76,57
676,77,19
677,77,20
678,77,26
679,77,27
680,77,28
681,77,32
682,78,21
683,78,24
684,78,25
685,78,30
686,78,35
687,79,22
688,79,25
689,79,30
690,79,31
691,79,37
692,80,41
693,80,43
694,80,44
695,80,45
696,80,46
697,80,48
698,80,50
699,80,54
700,80,55
701,80,57
702,81,39
703,81,40
704,81,41
705,81,44
706,81,45
707,81,47
708,81,48
709,81,49
710,81,50
711,81,53
712,81,54
713,81,56
714,81,57
715,82,39
716,82,41
717,82,42
718,82,43
719,82,44
720,82,45
721,82,46
722,82,48
723,82,49
724,82,50
725,82,52
726,82,53
727,82,56
728,82,57
729,83,39
730,83,41
731,83,42
732,83,44
733,83,46
734,83,47
735,83,48
736,83,50
737,83,51
738,83,53
739,83,54
740,83,55
741,84,42
742,84,44
743,84,45
744,84,47
745,84,49
746,84,50
747,84,53
748,85,40
749,85,42
750,85,43
751,85,44
752,85,45
753,85,46
754,85,47
755,85,50
756,85,51
757,85,52
758,85,53
759,85,54
760,85,55
761,86,1
762,86,5
763,86,9
764,86,10
765,86,11
766,86,12
767,86,13
768,86,14
769,86,16
770,87,39
771,87,40
772,87,41
773,87,42
774,87,43
775,87,45
776,87,46
777,87,47
778,87,50
779,87,53
780,87,54
781,87,55
782,87,56
783,88,1
784,88,4
785,88,7
786,88,11
787,88,13
788,88,15
789,88,16
790,88,17
791,89,18
792,89,24
793,89,28
794,89,32
795,89,37
796,89,38
797,90,2
798,90,6
799,90,7
800,90,9
801,90,12
802,90,13
803,90,14
804,90,17
805,91,19
806,91,26
807,91,28
808,91,32
809,91,36
810,92,41
811,92,43
812,92,44
813,92,45
814,92,46
815,92,47
816,92,54
817,92,55
818,92,56
819,92,57
820,93,39
821,93,41
822,93,42
823,93,44
824,93,45
825,93,47
826,93,48
827,93,49
828,93,50
829,93,53
830,93,54
831,93,55
832,94,21
833,94,32
834,94,34
835,94,36
836,94,37
837,94,38
838,95,20
839,95,23
840,95,27
841,95,28
842,95,29
843,95,30
844,100,20
845,100,21
846,100,25
847,100,29
848,100,33
849,100,38
850,101,1
851,101,3
852,101,4
853,101,5
854,101,7
855,101,8
856,101,10
857,101,13
858,101,16
859,101,17
860,102,20
861,102,29
862,102,30
863,102,34
864,102,35
865,102,37
866,102,38
867,103,3
868,103,4
869,103,5
870,103,7
871,103,9
872,103,11
873,103,12
874,103,13
875,103,17
876,104,2
877,104,3
878,104,4
879,104,5
880,104,8
881,104,9
882,104,10
883,104,14
884,104,16
885,105,40
886,105,42
887,105,44
888,105,45
889,105,47
890,105,48
891,105,50
892,105,51
893,105,52
894,105,54
895,105,57
896,106,3
897,106,4
898,106,7
899,106,8
900,106,9
901,106,10
902,106,15
903,106,16
904,106,17
905,107,41
906,107,42
907,107,43
908,107,44
909,107,46
910,107,49
911,107,53
912,107,54
913,107,55
914,108,1
915,108,3
916,108,4
917,108,5
918,108,6
919,108,8
920,108,9
921,108,10
922,108,11
923,108,13
924,108,14
925,108,16
926,109,1
927,109,4
928,109,5
929,109,9
930,109,10
931,109,11
932,109,13
933,109,15
934,110,40
935,110,41
936,110,43
937,110,45
938,110,46
939,110,47
940,110,48
941,110,49
942,110,52
943,110,54
944,110,55
945,110,57
946,111,1
947,111,3
948,111,5
949,111,6
950,111,7
951,111,8
952,111,9
953,111,14
954,111,16
955,111,17
956,112,1
957,112,3
958,112,4
959,112,6
960,112,7
961,112,8
962,112,9
963,112,11
964,112,12
965,112,14
966,112,16
967,113,26
968,113,28
969,113,29
970,113,31
971,113,36
972,114,40
973,114,41
974,114,43
975,114,44
976,114,45
977,114,51
978,114,52
979,115,19
980,115,24
981,115,25
982,115,30
983,115,31
984,115,33
985,115,35
986,115,36
987,116,40
988,116,41
989,116,43
990,116,44
991,116,48
992,116,49
993,116,51
994,116,52
995,116,54
996,116,57
997,117,21
998,117,24
999,117,26
1000,117,32
1001,117,35
1002,117,38
1003,118,18
1004,118,19
1005,118,21
1006,118,28
1007,118,29
1008,118,31
1009,118,36
1010,119,42
1011,119,43
1012,119,44
1013,119,45
1014,119,46
1015,119,47
1016,119,48
1017,119,50
1018,119,53
1019,119,54
1020,119,56
1021,120,19
1022,120,22
1023,120,27
1024,120,32
1025,120,35
1026,121,39
1027,121,40
1028,121,41
1029,121,42
1030,121,43
1031,121,44
1032,121,50
1033,121,53
1034,121,55
1035,121,56
1036,121,57
1037,122,1
1038,122,2
1039,122,4
1040,122,5
1041,122,6
1042,122,9
1043,122,10
1044,122,11
1045,122,12
1046,122,13
1047,122,15
1048,122,16
1049,123,40
1050,123,41
1051,123,42
1052,123,43
1053,123,44
1054,123,45
1055,123,46
1056,123,47
1057,123,49
1058,123,50
1059,123,52
1060,123,53
1061,123,55
1062,123,56
1063,124,39
1064,124,40
1065,124,42
1066,124,43
1067,124,45
1068,124,49
1069,124,54
1070,124,55
1071,124,57
1072,125,1
1073,125,2
1074,125,3
1075,125,4
1076,125,9
1077,125,10
1078,125,11
1079,125,12
1080,125,15
1081,125,17
1082,126,1
1083,126,3
1084,126,5
1085,126,8
1086,126,9
1087,126,10
1088,126,11
1089,126,12
1090,126,13
1091,126,15
1092,126,16
1093,127,40
1094,127,41
1095,127,42
1096,127,44
1097,127,48
1098,127,49
1099,127,52
1100,127,57
1101,128,41
1102,128,42
1103,128,44
1104,128,48
1105,128,49
1106,128,50
1107,128,53
1108,128,54
1109,128,57
1110,129,18
1111,129,27
1112,129,32
1113,129,37
1114,129,38
1115,130,23
1116,130,25
1117,130,29
1118,130,30
1119,130,33
1120,130,37
1121,131,39
1122,131,40
1123,131,41
1124,131,42
1125,131,44
1126,131,45
1127,131,46
1128,131,47
1129,131,50
1130,131,56
1131,132,18
1132,132,19
1133,132,22
1134,132,23
1135,132,25
1136,132,32
1137,132,35
1138,133,1
1139,133,6
1140,133,7
1141,133,8
1142,133,9
1143,133,12
1144,133,13
1145,133,14
1146,133,15
1147,134,22
1148,134,26
1149,134,30
1150,134,31
1151,134,32
1152,134,36
1153,134,37
1154,135,39
1155,135,40
1156,135,41
1157,135,43
1158,135,47
1159,135,48
1160,135,49
1161,135,51
1162,135,52
1163,135,55
1164,135,57
1165,136,18
1166,136,23
1167,136,28
1168,136,32
1169,136,33
1170,136,35
1171,136,37
1172,136,38
1173,137,1
1174,137,2
1175,137,3
1176,137,4
1177,137,5
1178,137,6
1179,137,9
1180,137,10
1181,137,11
1182,137,12
1183,137,16
1184,138,25
1185,138,29
1186,138,32
1187,138,33
1188,138,38
1189,139,39
1190,139,41
1191,139,43
1192,139,44
1193,139,45
1194,139,46
1195,139,47
1196,139,49
1197,139,50
1198,139,53
1199,139,54
1200,140,20
1201,140,23
1202,140,29
1203,140,34
1204,140,35
1205,140,37
1206,141,39
1207,141,40
1208,141,43
1209,141,46
1210,141,47
1211,141,51
1212,141,52
1213,142,41
1214,142,43
1215,142,45
1216,142,50
1217,142,52
1218,142,53
1219,142,55
1220,142,56
1221,142,57
1222,143,19
1223,143,22
1224,143,23
1225,143,24
1226,143,26
1227,143,33
1228,143,38
1229,144,5
1230,144,7
1231,144,9
1232,144,12
1233,144,13
1234,144,14
1235,144,15
1236,144,16
1237,144,17
1238,145,18
1239,145,19
1240,145,26
1241,145,27
1242,145,30
1243,145,31
1244,145,32
1245,145,34
1246,146,42
1247,146,44
1248,146,45
1249,146,47
1250,146,48
1251,146,50
1252,146,53
1253,146,54
1254,146,55
1255,146,56
1256,146,57
1257,147,39
1258,147,42
1259,147,43
1260,147,44
1261,147,45
1262,147,49
1263,147,51
1264,147,54
1265,147,55
1266,147,56
1267,147,57
1268,148,43
1269,148,44
1270,148,46
1271,148,50
1272,148,51
1273,148,52
1274,148,53
1275,148,54
1276,148,55
1277,148,56
1278,149,39
1279,149,41
1280,149,43
1281,149,44
1282,149,46
1283,149,47
1284,149,48
1285,149,50
1286,149,51
1287,149,54
1288,149,55
1289,149,56
1290,149,57
1291,150,21
1292,150,22
1293,150,25
1294,150,29
1295,150,30
1296,150,34
1297,150,35
1298,151,39
1299,151,40
1300,151,43
1301,151,44
1302,151,45
1303,151,47
1304,151,48
1305,151,50
1306,151,51
1307,151,52
1308,151,53
1309,151,54
1310,151,56
1311,151,57
1312,152,20
1313,152,22
1314,152,26
1315,152,30
1316,152,31
1317,152,33
1318,152,35
1319,152,36
1320,153,39
1321,153,41
1322,153,42
1323,153,43
1324,153,45
1325,153,50
1326,153,51
1327,153,52
1328,153,54
1329,154,1
1330,154,3
1331,154,4
1332,154,5
1333,154,7
1334,154,8
1335,154,13
1336,154,14
1337,154,15
1338,154,17
1339,155,42
1340,155,44
1341,155,45
1342,155,46
1343,155,50
1344,155,51
1345,155,53
1346,155,54
1347,155,55
1348,155,57
1349,156,2
1350,156,3
1351,156,7
1352,156,9
1353,156,10
1354,156,11
1355,156,12
1356,156,13
1357,156,15
1358,156,17
1359,157,39
1360,157,40
1361,157,41
1362,157,42
1363,157,44
1364,157,45
1365,157,46
1366,157,50
1367,157,51
1368,157,52
1369,157,53
1370,157,55
1371,157,56
1372,157,57
1373,158,2
1374,158,3
1375,158,4
1376,158,5
1377,158,8
1378,158,9
1379,158,10
1380,158,11
1381,158,12
1382,158,13
1383,158,14
1384,158,15
1385,159,1
1386,159,2
1387,159,4
1388,159,6
1389,159,9
1390,159,11
1391,159,12
1392,159,14
1393,159,15
1394,159,16
1395,160,21
1396,160,22
1397,160,24
1398,160,29
1399,160,32
1400,160,34
1401,160,35
1402,161,1
1403,161,5
1404,161,6
1405,161,7
1406,161,13
1407,161,14
1408,161,16
1409,161,17
1410,162,18
1411,162,22
1412,162,27
1413,162,30
1414,162,38
1415,163,19
1416,163,28
1417,163,30
1418,163,31
1419,163,32
1420,163,34
1421,163,35
1422,164,20
1423,164,25
1424,164,26
1425,164,31
1426,164,32
1427,165,3
1428,165,6
1429,165,9
1430,165,10
1431,165,11
1432,165,12
1433,165,13
1434,165,14
1435,165,16
1436,166,39
1437,166,41
1438,166,42
1439,166,44
1440,166,45
1441,166,46
1442,166,47
1443,166,48
1444,166,51
1445,166,54
1446,166,55
1447,166,56
1448,166,57
1449,167,25
1450,167,26
1451,167,27
1452,167,29
1453,167,31
1454,167,34
1455,167,37
1456,167,38
1457,168,18
1458,168,19
1459,168,29
1460,168,34
1461,168,37
1462,168,38
1463,169,39
1464,169,40
1465,169,41
1466,169,45
1467,169,47
1468,169,48
1469,169,50
1470,169,51
1471,169,53
1472,169,55
1473,169,56
1474,169,57
1475,170,25
1476,170,26
1477,170,27
1478,170,32
1479,170,34
1480,170,35
1481,170,37
1482,170,38
1483,171,39
1484,171,45
1485,171,47
1486,171,50
1487,171,51
1488,171,52
1489,171,53
1490,171,55
1491,172,2
1492,172,3
1493,172,5
1494,172,6
1495,172,10
1496,172,11
1497,172,13
1498,172,15
1499,172,16
1500,172,17
1501,173,20
1502,173,24
1503,173,25
1504,173,26
1505,173,28
1506,173,29
1507,173,31
1508,173,34
1509,174,39
1510,174,40
1511,174,42
1512,174,50
1513,174,52
1514,174,53
1515,174,56
1516,174,57
1517,175,20
1518,175,23
1519,175,30
1520,175,34
1521,175,36
1522,176,18
1523,176,21
1524,176,23
1525,176,27
1526,176,29
1527,176,33
1528,176,36
1529,177,2
1530,177,3
1531,177,4
1532,177,5
1533,177,6
1534,177,9
1535,177,12
1536,177,13
1537,177,14
1538,177,16
1539,178,1
1540,178,3
1541,178,6
1542,178,8
1543,178,9
1544,178,10
1545,178,11
1546,178,12
1547,178,13
1548,178,17
1549,179,18
1550,179,25
1551,179,26
1552,179,27
1553,179,28
1554,179,30
1555,179,32
1556,179,33
1557,180,1
1558,180,3
1559,180,5
1560,180,6
1561,180,7
1562,180,9
1563,180,11
1564,180,15
1565,180,16
1566,181,40
1567,181,43
1568,181,44
1569,181,45
1570,181,50
1571,181,51
1572,181,53
1573,181,54
1574,181,55
1575,181,57
1576,182,26
1577,182,29
1578,182,33
1579,182,35
1580,182,37
1581,182,38
1582,183,2
1583,183,3
1584,183,4
1585,183,7
1586,183,10
1587,183,14
1588,183,15
1589,183,16
1590,184,2
1591,184,3
1592,184,5
1593,184,9
1594,184,13
1595,184,14
1596,184,15
1597,184,16
1598,184,17
1599,185,40
1600,185,41
1601,185,42
1602,185,43
1603,185,44
1604,185,47
1605,185,51
1606,185,52
1607,185,54
1608,185,55
1609,186,2
1610,186,3
1611,186,4
1612,186,6
1613,186,7
1614,186,8
1615,186,10
1616,186,11
1617,186,14
1618,186,15
1619,186,17
1620,187,39
1621,187,40
1622,187,41
1623,187,42
1624,187,44
1625,187,45
1626,187,46
1627,187,47
1628,187,52
1629,187,54
1630,187,55
1631,187,57
1632,188,39
1633,188,41
1634,188,44
1635,188,49
1636,188,53
1637,188,54
1638,188,57
1639,189,40
1640,189,41
1641,189,42
1642,189,43
1643,189,45
1644,189,46
1645,189,47
1646,189,49
1647,189,50
1648,189,53
1649,189,54
1650,189,55
1651,189,56
1652,189,57
1653,190,39
1654,190,40
1655,190,44
1656,190,45
1657,190,46
1658,190,49
1659,190,50
1660,190,51
1661,190,53
1662,190,54
1663,190,56
1664,191,1
1665,191,2
1666,191,6
1667,191,7
1668,191,9
1669,191,10
1670,191,11
1671,191,13
1672,191,14
1673,191,15
1674,192,39
1675,192,40
1676,192,41
1677,192,42
1678,192,43
1679,192,44
1680,192,45
1681,192,46
1682,192,47
1683,192,48
1684,192,51
1685,192,53
1686,192,57
1687,193,29
1688,193,33
1689,193,34
1690,193,35
1691,193,37
1692,194,40
1693,194,41
1694,194,42
1695,194,44
1696,194,45
1697,194,51
1698,194,53
1699,194,55
1700,194,56
1701,195,39
1702,195,40
1703,195,41
1704,195,42
1705,195,43
1706,195,45
1707,195,46
1708,195,48
1709,195,49
1710,195,51
1711,195,54
1712,195,56
1713,196,2
1714,196,4
1715,196,5
1716,196,9
1717,196,10
1718,196,11
1719,196,13
1720,196,17
1721,197,2
1722,197,3
1723,197,4
1724,197,5
1725,197,6
1726,197,7
1727,197,8
1728,197,9
1729,197,13
1730,197,14
1731,197,15
1732,197,16
1733,198,20
1734,198,26
1735,198,27
1736,198,28
1737,198,31
1738,199,1
1739,199,2
1740,199,5
1741,199,6
1742,199,9
1743,199,10
1744,199,11
1745,199,12
1746,199,13
1747,199,14
1748,199,15
1749,200,39
1750,200,41
1751,200,45
1752,200,46
1753,200,47
1754,200,49
1755,200,52
1756,201,21
1757,201,22
1758,201,24
1759,201,30
1760,201,32
1761,201,35
1762,201,36
1763,201,38
1764,202,1
1765,202,2
1766,202,7
1767,202,8
1768,202,9
1769,202,10
1770,202,12
1771,202,13
1772,202,14
1773,202,15
1774,202,17
1775,203,18
1776,203,19
1777,203,20
1778,203,23
1779,203,29
1780,204,40
1781,204,43
1782,204,45
1783,204,46
1784,204,47
1785,204,49
1786,204,50
1787,204,51
1788,204,52
1789,204,53
1790,204,54
1791,204,55
1792,204,56
1793,204,57
1794,205,3
1795,205,5
1796,205,6
1797,205,9
1798,205,10
1799,205,11
1800,205,12
1801,205,15
1802,205,16
1803,206,1
1804,206,5
1805,206,8
1806,206,10
1807,206,11
1808,206,12
1809,206,13
1810,206,14
1811,206,15
1812,206,16
1813,207,5
1814,207,6
1815,207,7
1816,207,8
1817,207,11
1818,207,12
1819,207,13
1820,207,14
1821,207,15
1822,207,16
1823,207,17
1824,208,2
1825,208,3
1826,208,6
1827,208,7
1828,208,9
1829,208,10
1830,208,11
1831,208,12
1832,208,13
1833,208,15
1834,208,17
1835,209,21
1836,209,23
1837,209,25
1838,209,27
1839,209,33
1840,209,34
1841,209,35
1842,209,36
1843,210,18
1844,210,21
1845,210,24
1846,210,26
1847,210,27
1848,210,28
1849,210,33
1850,210,36
1851,211,39
1852,211,41
1853,211,45
1854,211,48
1855,211,49
1856,211,50
1857,211,51
1858,211,52
1859,211,53
1860,211,54
1861,211,56
1862,211,57
1863,212,39
1864,212,41
1865,212,43
1866,212,44
1867,212,51
1868,212,53
1869,212,54
1870,213,40
1871,213,41
1872,213,42
1873,213,52
1874,213,54
1875,213,55
1876,213,56
1877,213,57
1878,214,1
1879,214,2
1880,214,3
1881,214,4
1882,214,5
1883,214,6
1884,214,7
1885,214,8
1886,214,10
1887,214,11
1888,214,12
1889,215,1
1890,215,2
1891,215,3
1892,215,5
1893,215,7
1894,215,8
1895,215,9
1896,215,10
1897,215,12
1898,215,13
1899,215,14
1900,215,15
1901,216,41
1902,216,43
1903,216,49
1904,216,50
1905,216,54
1906,216,56
1907,216,57
1908,217,39
1909,217,40
1910,217,41
1911,217,44
1912,217,47
1913,217,48
1914,217,51
1915,217,52
1916,217,53
1917,217,55
1918,217,56
1919,218,39
1920,218,40
1921,218,42
1922,218,43
1923,218,48
1924,218,50
1925,218,51
1926,218,52
1927,218,53
1928,219,19
1929,219,22
1930,219,24
1931,219,26
1932,219,30
1933,219,31
1934,219,33
1935,219,37
1936,220,3
1937,220,4
1938,220,5
1939,220,9
1940,220,10
1941,220,11
1942,220,12
1943,220,13
1944,220,14
1945,220,15
1946,220,17
1947,221,39
1948,221,45
1949,221,46
1950,221,48
1951,221,50
1952,221,51
1953,221,55
1954,222,18
1955,222,19
1956,222,20
1957,222,28
1958,222,30
1959,222,35
1960,223,1
1961,223,2
1962,223,4
1963,223,9
1964,223,10
1965,223,11
1966,223,14
1967,223,17
1968,224,3
1969,224,4
1970,224,7
1971,224,8
1972,224,11
1973,224,12
1974,224,14
1975,224,16
1976,225,39
1977,225,42
1978,225,43
1979,225,46
1980,225,48
1981,225,49
1982,225,50
1983,225,51
1984,225,55
1985,225,56
1986,226,40
1987,226,42
1988,226,43
1989,226,45
1990,226,47
1991,226,48
1992,226,50
1993,226,51
1994,226,52
1995,226,56
1996,227,41
1997,227,43
1998,227,46
1999,227,47
2000,227,48
2001,227,50
2002,227,51
2003,227,52
2004,227,53
2005,227,54
2006,228,1
2007,228,2
2008,228,7
2009,228,9
2010,228,10
2011,228,11
2012,228,13
2013,228,15
2014,228,17
2015,229,42
2016,229,44
2017,229,48
2018,229,49
2019,229,50
2020,229,51
2021,229,54
2022,229,56
2023,229,57
2024,236,39
2025,236,40
2026,236,41
2027,236,42
2028,236,43
2029,236,44
2030,236,45
2031,236,48
2032,236,51
2033,236,52
2034,236,53
2035,236,55
2036,236,57
2037,237,18
2038,237,20
2039,237,23
2040,237,31
2041,237,36
2042,255,1
2043,255,2
2044,255,3
2045,255,4
2046,255,6
2047,255,7
2048,255,10
2049,255,11
2050,255,12
2051,255,13
2052,255,15
2053,255,16
2054,260,40
2055,260,41
2056,260,42
2057,260,44
2058,260,45
2059,260,46
2060,260,48
2061,260,50
2062,260,53
2063,260,54
2064,260,56
2065,261,1
2066,261,2
2067,261,3
2068,261,4
2069,261,7
2070,261,8
2071,261,9
2072,261,12
2073,261,13
2074,261,14
2075,261,16
2076,261,17
2077,262,39
2078,262,40
2079,262,41
2080,262,43
2081,262,46
2082,262,47
2083,262,49
2084,265,21
2085,265,23
2086,265,25
2087,265,29
2088,265,31
2089,265,32
2090,267,1
2091,267,3
2092,267,4
2093,267,5
2094,267,7
2095,267,8
2096,267,9
2097,267,10
2098,267,15
2099,267,16
2100,267,17
2101,268,1
2102,268,4
2103,268,9
2104,268,10
2105,268,13
2106,268,14
2107,268,15
2108,268,16
2109,269,42
2110,269,43
2111,269,44
2112,269,45
2113,269,49
2114,269,50
2115,269,52
2116,269,53
2117,269,54
2118,270,20
2119,270,27
2120,270,29
2121,270,36
2122,270,38
2123,271,2
2124,271,5
2125,271,6
2126,271,12
2127,271,15
2128,271,16
2129,271,17
2130,272,40
2131,272,41
2132,272,42
2133,272,44
2134,272,45
2135,272,47
2136,272,49
2137,272,51
2138,272,52
2139,272,54
