"id","systemName","edsmID","edsmID64","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","created_at","updated_at"
25,ARIES DARK REGION AQ-Y D14,182059,491480123723,-159.53125,-144.25,-268.90625,1,2018-09-12 08:05:04,2018-09-13 00:10:17
26,ARIES DARK REGION DB-X C1-2,8684716,633339777690,-182.78125,-172.84375,-293.375,1,2018-09-12 08:05:04,2018-09-13 00:10:21
27,ARIES DARK REGION DB-X C1-7,6135704,2007729312410,-168.125,-173.90625,-281.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:21
28,ARIES DARK REGION DB-X D1-63,1264484,2175124097363,-119.625,-90.84375,-247.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:21
29,ARIES DARK REGION DB-X D1-64,1264483,2209483835731,-107.5625,-99.90625,-239.25,1,2018-09-12 08:05:04,2018-09-13 00:10:21
30,ARIES DARK REGION FW-W D1-59,2802744,2037685127507,-108.65625,-128.28125,-223.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:21
31,ARIES DARK REGION FW-W D1-76,4395317,2621800679763,-136.75,-130.34375,-207.90625,1,2018-09-12 08:05:04,2018-09-13 00:10:21
32,ARIES DARK REGION GR-V C2-7,23539,2007930704546,-58.96875,-96.15625,-254.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:21
33,ARIES DARK REGION GW-W D1-37,1891155,1281787660627,-57.28125,-170.71875,-242.28125,1,2018-09-12 08:05:04,2018-09-13 00:10:21
34,ARIES DARK REGION GW-W D1-40,77781,1384866875731,-47.375,-166.84375,-242.90625,1,2018-09-12 08:05:04,2018-09-13 00:10:21
35,ARIES DARK REGION GW-W D1-48,283327,1659744782675,-35.25,-124.3125,-249.5,1,2018-09-12 08:05:04,2018-09-13 00:10:21
36,ARIES DARK REGION GW-W D1-52,102852,1797183736147,-55.96875,-112.34375,-208.375,1,2018-09-12 08:05:04,2018-09-13 00:10:21
37,ARIES DARK REGION GW-W D1-81,283066,2793616148819,-40.75,-122.6875,-226.625,1,2018-09-12 08:05:04,2018-09-13 00:10:21
38,ARIES DARK REGION GW-W D1-86,311536,2965414840659,-21.25,-129.75,-227.875,1,2018-09-12 08:05:04,2018-09-13 00:10:21
39,ARIES DARK REGION GX-S B4-1,2954879,2868366812481,-120.21875,-101.59375,-257.84375,1,2018-09-12 08:05:04,2018-09-13 00:10:21
40,ARIES DARK REGION HR-W C1-1,7861082,358461805210,-169.46875,-231.34375,-298.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:21
41,ARIES DARK REGION HR-W D1-34,3049888,1178691651923,-69.34375,-197.6875,-253.875,1,2018-09-12 08:05:04,2018-09-13 00:10:21
42,ARIES DARK REGION HR-W D1-44,1603711,1522289035603,-135.71875,-194.6875,-236.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:21
43,ARIES DARK REGION HR-W D1-53,8554268,1831526680915,-140.25,-213.25,-253.0625,1,2018-09-12 08:05:04,2018-09-13 00:10:21
44,ARIES DARK REGION HR-W D1-54,5255099,1865886419283,-143.78125,-229.1875,-260.1875,1,2018-09-12 08:05:04,2018-09-13 00:10:21
45,ARIES DARK REGION IH-V C2-9,3196709,2557552235170,-105.59375,-172.65625,-233.375,1,2018-09-12 08:05:04,2018-09-13 00:10:21
46,ARIES DARK REGION IM-V C2-13,223817,3657198113442,-40.1875,-142.0625,-236.75,1,2018-09-12 08:05:04,2018-09-13 00:10:21
47,ARIES DARK REGION IM-V C2-5,214900,1458174857890,-27.03125,-115.21875,-262.625,1,2018-09-12 08:05:04,2018-09-13 00:10:21
48,ARIES DARK REGION IN-S B4-1,5314199,2867829810497,-158.96875,-141.03125,-254.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:21
49,ARIES DARK REGION IX-S B4-0,228758,669880427841,-75.4375,-103.53125,-251.1875,1,2018-09-12 08:05:04,2018-09-13 00:10:21
50,ARIES DARK REGION JC-V C2-6,3052391,1732851372706,-154.65625,-222.375,-241.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:21
51,ARIES DARK REGION JS-T C3-1,5314200,358461903530,-166.125,-139.375,-224.875,1,2018-09-12 08:05:04,2018-09-13 00:10:25
52,ARIES DARK REGION JW-W C1-4,8508448,1183363994266,-6.21875,-195.53125,-269.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:25
53,ARIES DARK REGION KH-V C2-4,77773,1183296918178,-33.21875,-180.25,-245,1,2018-09-12 08:05:04,2018-09-13 00:10:25
54,ARIES DARK REGION LN-T C3-9,1064466,2557485126314,-166.21875,-162.625,-211.3125,1,2018-09-12 08:05:04,2018-09-13 00:10:25
55,ARIES DARK REGION MS-S B4-3,374151,7267486999873,-28.75,-122.71875,-257.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:25
56,ARIES DARK REGION MS-T C3-10,181999,2832564392618,-34.84375,-135.71875,-203.46875,1,2018-09-12 08:05:04,2018-09-13 00:10:25
57,ARIES DARK REGION MS-T C3-11,69728,3107442299562,-61.40625,-113.1875,-222.3125,1,2018-09-12 08:05:04,2018-09-13 00:10:25
58,ARIES DARK REGION MS-T C3-15,203314,4206953927338,-57.21875,-134.28125,-215.34375,1,2018-09-12 08:05:04,2018-09-13 00:10:25
59,ARIES DARK REGION MS-T C3-2,307762,633541137066,-29.3125,-138.25,-221.90625,1,2018-09-12 08:05:04,2018-09-13 00:10:25
60,ARIES DARK REGION MS-T C3-3,308125,908419044010,-27.46875,-134.6875,-219.65625,1,2018-09-12 08:05:04,2018-09-13 00:10:25
61,ARIES DARK REGION MX-U C2-10,105429,2832430076578,-105.5,-235.875,-229.25,1,2018-09-12 08:05:04,2018-09-13 00:10:25
62,ARIES DARK REGION MX-U C2-8,686631,2282674262690,-142,-251.84375,-259.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:25
63,ARIES DARK REGION ND-R B5-0,57745,670148863305,-62.4375,-99.03125,-240.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:25
64,ARIES DARK REGION NN-T C3-12,8524323,3382253064874,-83.375,-179.125,-223.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:25
65,ARIES DARK REGION NS-S B4-2,1209764,5068732179777,-21.75,-118.125,-258.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:25
66,ARIES DARK REGION NY-Q B5-0,1188369,669611926857,-104.5625,-119.21875,-241.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:25
67,ARIES DARK REGION NY-Q B5-3,133119,7266681693513,-86.15625,-117.375,-236.40625,1,2018-09-12 08:05:04,2018-09-13 00:10:25
68,ARIES DARK REGION NY-Q B5-4,133120,9465704949065,-85.75,-120.5625,-240.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:25
69,ARIES DARK REGION OD-S B4-1,3472305,2868366550337,-109.46875,-174.8125,-249.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:25
70,ARIES DARK REGION OI-T C3-8,182004,2282674295466,-114.53125,-210.25,-208.25,1,2018-09-12 08:05:04,2018-09-13 00:10:25
71,ARIES DARK REGION OY-Q B5-3,206404,7266950128969,-73.28125,-117.21875,-238.34375,1,2018-09-12 08:05:04,2018-09-13 00:10:25
72,ARIES DARK REGION PY-Q B5-1,393349,2869172053321,-56.78125,-115.5,-231.5,1,2018-09-12 08:05:04,2018-09-13 00:10:25
73,ARIES DARK REGION PY-Q B5-2,283282,5068195308873,-58.53125,-114.875,-237.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:25
74,ARIES DARK REGION PY-Q B5-3,261253,7267218564425,-59.3125,-117.6875,-238.65625,1,2018-09-12 08:05:04,2018-09-13 00:10:25
75,ARIES DARK REGION PY-R B4-1,5364714,2868098049345,-142.875,-198.15625,-257.1875,1,2018-09-12 08:05:04,2018-09-13 00:10:25
76,ARIES DARK REGION QI-S B4-2,417274,5068463613249,-36.0625,-149.6875,-251.28125,1,2018-09-12 08:05:04,2018-09-13 00:10:28
77,ARIES DARK REGION QT-Q B5-2,248298,5067926807881,-81.65625,-135.71875,-234.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:28
78,ARIES DARK REGION QY-Q B5-0,128243,670417233225,-40.28125,-121.03125,-240.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:28
79,ARIES DARK REGION QY-Q B5-2,266207,5068463744329,-34.71875,-110.90625,-228.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:28
80,ARIES DARK REGION SE-P B6-3,31557,7266950128977,-71.625,-108.875,-218.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:28
81,ARIES DARK REGION TZ-O B6-2,20249,5067658372433,-86.9375,-129.3125,-215.9375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
82,ARIES DARK REGION UZ-O B6-0,186296,669880296785,-79.5,-139.65625,-220.875,1,2018-09-12 08:05:04,2018-09-13 00:10:28
83,ARIES DARK REGION VT-R B4-0,4962657,670148470081,-61.375,-220.8125,-261.46875,1,2018-09-12 08:05:04,2018-09-13 00:10:28
84,ARIES DARK REGION XA-N B7-0,3737655,669074924889,-139.1875,-160.5625,-199.875,1,2018-09-12 08:05:04,2018-09-13 00:10:28
85,ARIES DARK REGION YF-N B7-3,20250,7266950063449,-82.875,-125.15625,-199.40625,1,2018-09-12 08:05:04,2018-09-13 00:10:28
86,ARIETIS SECTOR AF-Z B3,405528,7267487196505,-42.0625,-52.6875,-192.21875,1,2018-09-12 08:05:04,2018-09-13 00:10:28
87,ARIETIS SECTOR AK-A C4,233590,1183364092586,-22,-81.9375,-197.125,1,2018-09-12 08:05:04,2018-09-13 00:10:28
88,ARIETIS SECTOR AV-X B1-4,61272,9466510583137,-43.53125,-16.875,-171.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:28
89,ARIETIS SECTOR BA-Z B1,445042,2869172184409,-59.3125,-84.96875,-201.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
90,ARIETIS SECTOR CL-X B1-6,325007,13864020092257,-80.6875,-53.84375,-177.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:28
91,ARIETIS SECTOR CQ-Y C18,228495,5031520572082,-99.9375,-83.4375,-168.125,1,2018-09-12 08:05:04,2018-09-13 00:10:28
92,ARIETIS SECTOR DL-Y D73,20258,2518721481051,-101.0625,-87.90625,-147.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
93,ARIETIS SECTOR DQ-Y C11,83015,3107442332338,-49.4375,-92.21875,-171.34375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
94,ARIETIS SECTOR DV-Y B1,303534,2869172118873,-63.34375,-101.25,-202.125,1,2018-09-12 08:05:04,2018-09-13 00:10:28
95,ARIETIS SECTOR EL-X B1-5,37436,11665533707617,-31.375,-55.46875,-172.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
96,ARIETIS SECTOR EL-Y C13,186304,3657131004594,-72.3125,-126.65625,-179.78125,1,2018-09-12 08:05:04,2018-09-13 00:10:28
97,ARIETIS SECTOR FG-X B1-4,172635,9466241951073,-50.34375,-71.75,-167.125,1,2018-09-12 08:05:04,2018-09-13 00:10:28
98,ARIETIS SECTOR GG-X B1-4,181903,9466510386529,-37.46875,-68.6875,-166.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
99,ARIETIS SECTOR GS-R A5-3,206407,58133992721104,-90.3125,-39.5625,-163.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
100,ARIETIS SECTOR HS-R A5-1,166879,22950694374096,-83.375,-44.78125,-161.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:28
101,ARIETIS SECTOR HW-W C1-7,283834,2007930704570,-52.125,-77.0625,-109.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
102,ARIETIS SECTOR IH-U B3-3,1124941,7267487327601,-35.90625,-18.40625,-143.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:32
103,ARIETIS SECTOR JR-W C1-8,1087736,2282808578746,-57.46875,-136.46875,-142.5,1,2018-09-12 08:05:04,2018-09-13 00:10:32
104,ARIETIS SECTOR KH-V B2-3,125832,7266950194537,-68.34375,-92.28125,-158.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:32
105,ARIETIS SECTOR KS-R A5-1,28228,22953915599568,-51.34375,-43.8125,-156.875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
106,ARIETIS SECTOR LS-T B3-1,690205,2868635313521,-96.9375,-72.96875,-132.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:32
107,ARIETIS SECTOR MH-V B2-4,223242,9466510321001,-32.40625,-96.6875,-148.6875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
108,ARIETIS SECTOR NN-T B3-4,422683,9465705014641,-102.46875,-104.8125,-141.875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
109,ARIETIS SECTOR PX-U B2-2,105609,5068195243369,-47.71875,-126.78125,-164.125,1,2018-09-12 08:05:04,2018-09-13 00:10:32
110,ARIETIS SECTOR TD-T B3-1,101378,2869171987825,-49.78125,-126.53125,-129.75,1,2018-09-12 08:05:04,2018-09-13 00:10:32
111,ARIETIS SECTOR WE-X A2-0,233742,5361729686200,-53.90625,-34,-193,1,2018-09-12 08:05:04,2018-09-13 00:10:32
112,ARIETIS SECTOR WT-A B1,157707,2868903748945,-73.4375,-69.34375,-212.46875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
113,ARIETIS SECTOR XE-Z B4,782252,9465705145689,-98.78125,-54.03125,-199.6875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
114,ARIETIS SECTOR YL-T A4-5,340119,93314069842632,-127.5,-43.90625,-165.5,1,2018-09-12 08:05:04,2018-09-13 00:10:32
115,ARIETIS SECTOR YZ-W A2-4,28248,75730473732792,-52.09375,-39.1875,-187.875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
116,ARIETIS SECTOR ZE-A D49,1148891,1694087760211,-101.25,-54.75,-205.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
117,ARIETIS SECTOR ZJ-A C15,261251,4206953960106,-46.03125,-90.40625,-203.78125,1,2018-09-12 08:05:04,2018-09-13 00:10:32
118,ARIETIS SECTOR ZJ-A C3,181904,908419076778,-35.875,-86.34375,-201.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:32
119,ARIETIS SECTOR ZJ-A C8,538030,2282808611498,-51.09375,-70.5625,-192.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:32
120,ARIETIS SECTOR ZO-A B4,283323,9466241885521,-48.125,-95.03125,-205.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:32
121,ASSAIPY LD-K D8-71,19907828,2454062110539,19221.5,4.28125,35514.4375,0,2018-09-12 08:05:04,2018-09-13 00:10:32
122,ASSINDA,18391,5067926873465,-70.3125,-118.90625,-112.125,1,2018-09-12 08:05:04,2018-09-13 00:10:32
123,ASTEROPE,23591,216054883492,-80.15625,-144.09375,-333.375,1,2018-09-12 08:05:04,2018-09-13 00:10:32
124,ATHAIR YO-I D9-272,24549013,9357869470291,7371.6875,-1219.375,22782.78125,0,2018-09-12 08:05:04,2018-09-13 00:10:32
125,ATLAS,23595,254709589156,-76.71875,-147.34375,-344.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:32
126,BARNARD'S STAR,13212,18263140541865,-3.03125,1.375,4.9375,1,2018-09-12 08:05:04,2018-09-13 00:10:36
127,BAULOO LX-U E2-17,19758564,74832685660,19299.8125,213.125,28938.25,0,2018-09-12 08:05:04,2018-09-13 00:10:36
128,BD+37 2416,16092,670686389673,-22.96875,103.25,3.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:36
129,BLAA EAEC NL-L C9-136,24237505,37454228233810,-7761.09375,-660.78125,14724.375,0,2018-09-12 08:05:04,2018-09-13 00:10:36
130,BLAA HYPAI CZ-D C13-0,442438,85932317810,1229.28125,-711.4375,12309.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:36
131,BLAA HYPAI DD-I B26-0,343230,687595141345,1242.8125,-709.15625,12311.28125,1,2018-09-12 08:05:04,2018-09-13 00:10:36
132,BLAA HYPAI DZ-D C13-1,4984186,360877333618,1255.4375,-738.53125,12322.6875,1,2018-09-12 08:05:04,2018-09-13 00:10:36
133,BLAA HYPAI EU-D C13-0,797929,85932285042,1244.25,-752.1875,12307,1,2018-09-12 08:05:04,2018-09-13 00:10:36
134,BLAA HYPAI LZ-F B27-0,12355394,687595010281,1251.4375,-752.71875,12330.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:36
135,BLAA HYPAI OZ-O D6-0,2363876,10745663035,1218.90625,-738.6875,12299.125,1,2018-09-12 08:05:04,2018-09-13 00:10:36
136,BLAA HYPAI OZ-O D6-16,17875231,560501476923,1285.5,-731.65625,12309.34375,1,2018-09-12 08:05:04,2018-09-13 00:10:36
137,BLAA HYPAI XR-I B26-0,343225,687595337953,1238.59375,-663.0625,12299.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:36
138,BLAE EORK IF-G C27-13,13853604,3671827813610,8668.1875,-172.03125,2656.125,1,2018-09-12 08:05:04,2018-09-13 00:10:36
139,BLAE EORK QU-D D13-3,12029022,115368479347,8602.75,-219.8125,2641.9375,1,2018-09-12 08:05:04,2018-09-13 00:10:36
140,BLAE EORK RK-C D14-15,18763158,527702149755,8708.0625,-104.3125,2718.125,0,2018-09-12 08:05:04,2018-09-13 00:10:36
141,BLAE EORK RU-D D13-17,14710973,596421593715,8675.5,-238.5,2655.625,1,2018-09-12 08:05:04,2018-09-13 00:10:36
142,BLAE EORK RU-D D13-20,15416241,699500808819,8675.25,-185.65625,2687.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:36
143,BLAE EORK UL-J B56-1,18752114,2986746784225,8710.15625,-113.9375,2702,1,2018-09-12 08:05:04,2018-09-13 00:10:36
144,BLAE HYPUE SW-E B28-1,747932,2885813156081,1182.0625,-698.78125,12337.375,1,2018-09-12 08:05:04,2018-09-13 00:10:36
145,BLAU AED GW-T D4-9,24113304,320755437099,4971.6875,1142.25,12195.15625,0,2018-09-12 08:05:04,2018-09-13 00:10:36
146,BLEETHOAE CM-C D13-208,25529314,7156933695603,-1816.125,-765.6875,38466.15625,0,2018-09-12 08:05:04,2018-09-13 00:10:36
147,BLO AESCS UL-L B41-1,23911764,2776297519457,-6983.125,1140.4375,12622.96875,0,2018-09-12 08:05:04,2018-09-13 00:10:36
148,BLO AESCS YY-A D80,4618338,2757780131331,-7103.21875,411.9375,11758.1875,1,2018-09-12 08:05:04,2018-09-13 00:10:36
149,BLU EUQ BM-C D13-24,23444293,835262188403,660.46875,503.09375,5202.5625,0,2018-09-12 08:05:04,2018-09-13 00:10:36
150,BOEPP ZK-O E6-226,25516618,971960715260,-426.46875,-587.09375,16712.90625,0,2018-09-12 08:05:04,2018-09-13 00:10:36
151,BOEWNST HN-S E4-325,24966273,1397011507180,-6172.15625,-118.09375,16505.875,1,2018-09-12 08:05:04,2018-09-13 00:10:39
152,BOEWNST MD-H B43-18,26942527,40170425827185,-6165.84375,-213.21875,16498.8125,0,2018-09-12 08:05:04,2018-09-13 00:10:39
153,BOEWNST TG-J D10-1066,10417398,36636666597339,-6200.46875,-142.1875,16464.5,1,2018-09-12 08:05:04,2018-09-13 00:10:39
154,BOTEIN,23663,18490582188,-42.03125,-88.875,-138.34375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
155,BRESTLA,13827,673101653409,159.46875,-103.75,-19.6875,1,2018-09-12 08:05:04,2018-09-13 00:10:39
156,BUBBLE SECTOR LX-T B3-1,67029,2781662552433,-6568.375,24.6875,-2687.28125,1,2018-09-12 08:05:04,2018-09-13 00:10:39
157,BUKURNABAL,10138,4206954123994,-46.5625,100.78125,32.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:39
158,BYAA FLEE MT-N C21-0,25107655,20837709242,-37583.5625,459.53125,44656.75,0,2018-09-12 08:05:04,2018-09-13 00:10:39
159,BYAE AOWSY GR-N D6-52,20968424,1800203672251,14407.625,17.5,44312.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
160,BYOI THUA BU-R D4-32,24418573,1108864977579,-5391.03125,267.8125,3253.90625,0,2018-09-12 08:05:04,2018-09-13 00:10:39
161,BYOI THUA FY-F D12-0,24231159,9286437611,-5739.65625,1181.09375,3824.0625,0,2018-09-12 08:05:04,2018-09-13 00:10:39
162,BYOI THUA JI-J D9-9,23914316,318456810195,-6025.28125,417.625,3592.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:39
163,BYOO BRE KS-S D4-0,25856014,14067834795,17068.9375,620.9375,56945.8125,0,2018-09-12 08:05:04,2018-09-13 00:10:39
164,BYOOE CHRAEA JL-P D5-1,23504261,39116086963,-27310.96875,24.25,54511.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
165,BYUA AIM HY-F D12-1322,25916033,45433430986731,-2963.21875,1177.1875,16635.1875,0,2018-09-12 08:05:04,2018-09-13 00:10:39
166,BYUA AIM MX-K D8-4056,25791727,139372938727371,-3102.9375,345.625,16333.8125,0,2018-09-12 08:05:04,2018-09-13 00:10:39
167,BYUA AIM TE-W C16-130,18081856,35812746272658,-3139.09375,381.9375,16323.375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
168,CALIFORNIA SECTOR BA-A E6,87417,27072119940,-319.8125,-216.75,-913.46875,1,2018-09-12 08:05:04,2018-09-13 00:10:39
169,CALIFORNIA SECTOR BV-Y C7,1314476,2007460844050,-342.3125,-219.28125,-952.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:39
170,CALIFORNIA SECTOR DL-Y D4,1266177,147849169163,-336.40625,-256.15625,-917.90625,1,2018-09-12 08:05:04,2018-09-13 00:10:39
171,CALIFORNIA SECTOR JH-V C2-12,494615,3381850378786,-314.34375,-221.71875,-890.34375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
172,CAVE SECTOR FB-X C1-3,322406,904728252970,-2261.34375,108.4375,-839.25,1,2018-09-12 08:05:04,2018-09-13 00:10:39
173,CAVE SECTOR JH-V C2-8,134142,2279117787698,-2254,111.5,-817.34375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
174,CD-41 11037,25940,61309103,1152.625,82.34375,3880.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
175,CELAENO,23684,198875014308,-81.09375,-148.3125,-337.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:39
176,CETI SECTOR CL-Y D55,558354,1900246174059,-70.65625,-113.90625,-20.875,1,2018-09-12 08:05:04,2018-09-13 00:10:43
177,CHAEA THAA EV-G D10-0,25944325,13396631643,13894.5625,72.21875,58754.75,0,2018-09-12 08:05:04,2018-09-13 00:10:43
178,CHAEA THUA ZP-F C11-1,25881464,385171472482,15773.53125,170.09375,58300.03125,0,2018-09-12 08:05:04,2018-09-13 00:10:43
179,CHARICK DRIFT,23801,2999774611819,8.1875,26.71875,-6.0625,1,2018-09-12 08:05:04,2018-09-13 00:10:43
180,CHAUALKYRJA,15187,5069806773681,71.21875,150.71875,16.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:43
181,CHO EUR OM-W D1-15,26060501,527853166867,9447.5,15.84375,60576.40625,0,2018-09-12 08:05:04,2018-09-13 00:10:43
182,CHRAISAO FF-A D12,23038589,423984911747,5672.59375,-2442.59375,30937,0,2018-09-12 08:05:04,2018-09-13 00:10:43
183,CHRAISOAE HC-M D7-14,22807668,491563537859,233.8125,-2441.4375,31580.34375,0,2018-09-12 08:05:04,2018-09-13 00:10:43
184,CHRAISOU AK-R D4-41,22943742,1419628795307,1931.0625,-2427.375,31396.78125,0,2018-09-12 08:05:04,2018-09-13 00:10:43
185,CHRAISUAE NF-Q C5-1,23024622,364499839794,3420.96875,-2422.25,31195.65625,0,2018-09-12 08:05:04,2018-09-13 00:10:43
186,CHRAISUAE UD-T D3-1,22999207,45474141603,2978.1875,-2434.28125,31274.21875,0,2018-09-12 08:05:04,2018-09-13 00:10:43
187,CHU THUA HS-J B36-0,25914859,876039274809,15280,21.53125,58599.21875,0,2018-09-12 08:05:04,2018-09-13 00:10:43
188,CLOOKUIA MI-K D8-2,13740133,79800585803,2855.125,-1157.09375,12470.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:43
189,CLOOKUIA OI-K D8-8,23508894,285992570443,2977.5625,-1162.84375,12457.46875,0,2018-09-12 08:05:04,2018-09-13 00:10:43
190,COALSACK DARK REGION YJ-A D57,12451131,1969099901307,522.6875,6.15625,211.125,1,2018-09-12 08:05:04,2018-09-13 00:10:43
