id,system,bodyName
148,211,D 1
149,212,4
150,213,A 1
151,214,1 D A
152,215,B 3
153,216,B 1
154,217,A 8
155,217,B 4
156,218,B 4
157,219,A 2
158,220,B 3
159,221,B 5 A
160,222,A 3 A
161,223,A 3
162,224,6 A
163,225,B 2
164,225,B 3
165,226,A 5
166,227,A 4
167,227,A 5
168,228,D 1
169,228,D 3
170,229,B 6 A
171,230,A 2
172,230,B 1
173,230,B 2
174,230,B 3
175,230,B 4
176,231,A 2 A
177,231,B 5
178,231,B 6
179,232,A 5
180,232,A 7
181,233,A 2
182,233,A 3
183,234,A 2 A
184,235,A 1
185,236,12 A
186,237,6
187,238,1 C
188,239,B 2 A
189,240,14 C
190,241,B 4
191,242,A 1 A
192,243,D 2
193,244,A 3
194,244,A 4
195,245,A 1
196,246,1 A
197,246,1 C A
198,246,2 A
199,246,2 B
200,247,B 7
201,247,C 1
202,247,C 2
203,247,C 5
204,248,BC 4 A
205,249,A 1
206,250,A 1
207,251,4 A
208,252,A 1 A
209,253,A 4
210,253,BC 3
211,254,AB 2
212,255,B 2
213,255,B 4
214,255,B 4 A
215,256,C 3
216,257,B 2
217,258,A 5 A
218,258,A 5 B
219,259,A 3
220,260,14 A
221,260,14 B
222,261,6 A
223,262,8 C
224,262,9 A
225,262,9 D
226,263,1 A
227,264,C 1
228,265,A 3
229,265,B 6
230,265,B 7
231,266,A 2
232,267,A 3
233,268,D 1
234,269,AB 9 A
235,269,AB 9 B
236,270,8 A
237,270,8 B
238,270,8 G
239,271,B 5
240,272,B 1
241,273,A 4 A
242,273,B 3 A
243,274,A 4
244,275,B 1
245,276,B 3
246,276,C 2
247,277,B 1
248,278,D 2
249,279,A 1
250,280,A 2
251,281,B 1
252,282,B 4
253,283,B 2 A
254,284,D 2
255,285,5 A
256,286,6 D
257,287,5 B
258,288,3 A
259,288,3 B
260,288,3 E
261,288,3 F
262,289,6
263,290,B 3
264,291,B 1
265,292,A 2 A
266,293,A 3 A
267,294,1 A
268,295,B 1
269,296,A 2 A
270,297,2
271,298,6 C A
272,299,C 1
273,300,11 A
274,301,2
275,302,6 C
276,302,6 D
277,303,4 D
278,303,4 F
279,304,A 1 C
280,305,AB 2 A
281,305,AB 3
282,305,C 1
283,306,3 A
284,307,C 3
285,308,A 1 A
286,309,B 2
287,310,B 1
288,311,A 3
289,312,AB 5 A
290,313,D 1
291,314,A 3
292,315,5
293,316,C 5
294,316,C 6
295,317,A 4 A
296,318,A 2
297,318,B 4
298,319,B 1
299,320,B 1
300,321,5 A
301,322,B 2
302,323,A 2
303,323,B 2
304,324,A 1 A
305,324,A 5
306,325,A 3
307,326,B 2
308,326,B 3
309,327,C 4
310,328,B 1
311,329,A 1
312,330,1
313,330,2
314,331,A 7 A
315,332,B 5 A
316,333,1
317,334,B 1
318,335,C 4
319,336,B 3
320,337,1 C A
321,338,B 1
322,340,1 A
323,341,AB 4 A
324,342,5 D
325,343,4 A
326,348,A 3
327,349,A 4 A
328,350,A 2 C
329,351,1 A
330,354,AB 1 C
331,356,1
332,356,8 B
333,361,B 2 A
334,362,2 A
335,363,3 A
336,363,3 A C
337,363,7 A A
338,364,B 1 D A
339,366,B 1
340,366,B 2
341,367,7 E A
342,368,5 D
343,369,2 F A
344,370,A 4 E A
345,371,2 D A
346,372,AB 2 A
347,373,1 D A
348,374,6 B A
349,375,2 C A
350,376,3 A
351,377,3 B
352,378,1 A
353,379,A 5 C
354,380,C 1
355,381,A 3 A
356,382,10 A
357,383,3 B A
358,385,10 C A
359,386,7 A A
360,387,5 A A
361,387,6 C A
362,388,8 A A
363,389,8 B A
364,390,C 1 A
365,391,2 A
366,392,6
367,393,2 A A
368,394,2 A
369,394,3 C
370,395,A 2 A
371,396,B 3 A
372,397,1
373,398,1 A
374,399,10 B A
375,400,B 2 A
376,401,A 3 A
377,401,A 3 C A
378,401,BC 5 C A
379,402,4 A
380,403,8 A E
381,404,13 E
382,405,D 1
383,406,D 1
384,407,B 2 A
385,408,2 A
386,409,A 1 A
387,410,A 3
388,411,A 4 A
389,412,A 1 A
390,413,1 A
391,414,4 A
392,415,7 B
393,416,B 1 A
394,417,A 1 A
395,418,A 3 A
396,419,4 A
397,420,A 2 B A
398,421,A 3 D
399,422,AB 3 A
400,423,6 A
401,424,4
402,425,A 1
403,426,1 B A
404,427,1 A
405,428,1 C A
406,429,A 3 A
407,430,1 A
408,431,1
409,432,B 2
410,433,2 C A
411,434,A 6 A
412,435,B 4 A
413,436,2 A
414,437,A 1 B A
415,438,AB 1 A
416,439,4
417,440,7 A
418,441,6 D
419,442,A 1 C A
420,443,2
421,444,ABCD 1 B A
422,445,A 2 A
423,446,2 B A
424,447,A 3
425,448,4 E A
426,449,A 3 B A
427,450,ABCD 1 E A
428,451,1 B
429,452,4 C A
430,453,A 4 C
431,454,2 C
432,455,5 B A
433,456,3 C A
434,457,AB 1 A A
435,458,A 1 A
436,459,1 A
437,460,A 1 A
438,460,A 1 B
439,461,ABC 1 A
440,461,ABC 1 H
441,461,ABC 3 C
442,462,AB 1 A
443,463,1 B
444,464,1 B A
445,465,3 C
446,465,4 C
447,465,4B
448,466,1 B
449,467,B 7 A
450,468,5 A
451,468,5 B
452,469,2 B A
453,470,BC 1 B A
454,471,6 D A
455,472,4 D A
456,473,2 C A
457,474,1 A
458,475,6 B
459,476,3 D A
460,477,1 B
461,478,8 B
462,479,2 A A
463,479,A 1 B A
464,480,3 C
465,480,3 E A
466,480,5 D
467,481,A 3 C A
468,482,A 1 E A
469,483,2
470,484,3 B
471,484,4 B
472,484,5 B
473,484,6 B
474,484,7 B
475,484,8 B
476,484,9 B
477,485,1 A A
478,486,1
479,487,A 4 D A
480,488,A 7 A
481,489,A 4 A
482,490,2 B
483,491,AB 3 A
484,492,A 1 A
485,493,A 1 A
486,494,A 3 A
487,495,A 1 A A
488,496,A 3 A
489,497,5 A
490,498,4 A
491,499,B 3
492,499,C 3
493,500,B 1
494,501,A 2 D
495,502,AB 4 B
496,503,ABC 2 A
497,503,ABC 3 E A
498,503,ABC 4 A
499,503,ABC 6 A
500,504,3 A
501,505,A 1
502,505,A 2
503,506,A 2
504,507,A 1 D A
505,507,A 2 C
506,507,A 3 A
507,507,A 3 C
508,508,14 B
509,509,CD 1 A
510,509,CD 2
511,509,CD 4
512,509,CD 5
513,510,B 4
514,510,B 5
515,511,6 A
516,512,4 C A
517,513,A 1 A
518,514,7 E A
519,515,3 A
520,516,A 1
521,518,1 A
522,519,5 F A
523,520,AB 1 A
524,521,A 3 B
525,522,5 B A
526,523,ABC 1 A
527,524,4 A
528,525,4 A
529,526,C 2 A
530,528,C 1
531,528,C 1 B
532,529,AB 3 B
533,529,AB 4 A
534,530,2 A
535,530,2 B
536,531,1 A
537,532,5 C
538,533,1 A
539,534,A 1 B
540,535,HOPE
541,536,2 A
542,539,B 6 A
543,539,C 1 A
544,540,A 2 B
545,540,A 4 D
546,541,3 A
547,542,1 E A
548,543,ABCD 1 B A
549,544,A 1 A
550,544,A 3 A
551,545,ABC 1 A A
552,546,B 1 A
553,547,2 A
554,548,B 2 A
555,549,A 2
556,550,7 B A
557,550,7 E A
558,551,BIRMINGHAM
559,554,6 B A
560,555,2 F A
561,555,3 C A
562,556,A 7 A A
563,556,A 7 A B
564,557,8 A A
565,558,7 A A
566,558,7 B A
567,559,10 B
568,560,B 2 A
569,560,B 3 A
570,560,B 4 D A
571,561,9 A A
572,562,1 A
573,563,5 A
574,564,3 A
575,565,A 9 E
576,566,1 D A
577,567,10 C A
578,568,6 A A
579,569,ABC 3 C A
580,570,5 B
581,571,ABC 2 B
582,572,3 A
583,573,ABC 1 A A
584,574,5
585,576,4 A
586,577,8 H
587,582,B 9 B
588,583,1 C
589,585,1 A
590,586,A 5 A
591,588,4 A
592,589,1 A
593,591,B 4
594,593,1 C
595,594,6 A
596,595,2 E
597,597,A 2 A
598,598,2 A
599,599,CD 2 A
600,602,3 B
601,605,A 9 C A
602,606,AB 4 B
603,608,AB 1 B
604,609,11 B
605,612,C 1
606,612,C 2
607,612,C 3
608,613,1 E
609,617,A 4 E
610,619,4 C
611,620,5 A
612,623,A 10 F
613,626,A 4 E
614,629,1 B
615,631,A 3
616,632,A 1
617,632,A 2
618,636,B 5
619,636,B 6
620,638,A 3
621,639,A 1 A
622,639,B 10 C
623,639,B 7 F
624,642,A 4 B
625,643,11 E
626,647,6 C
627,648,5 D
628,652,2 H
629,655,3 G A
630,656,A 2 A
631,658,A 4 E A
632,659,B 1 C
633,660,2 D A
634,661,6 A
635,663,A 2 C
636,664,8 B
637,668,3 A
638,668,6 C A
639,671,A 3 A
640,673,A 2 D
641,674,6 B
642,675,A 8 F
643,677,A 1 A
644,678,3 B
645,679,3 C
646,681,A 8 C
647,682,A 2 B
648,683,2 F
649,685,A 1 F
650,686,B 3 A
651,687,1 D
652,688,4 A
653,689,3 A
654,690,5 E
655,692,A 5 A
656,693,B 1 A
657,694,7 A
658,695,B 2 A
659,697,A 1 C
660,698,8 D A
661,698,9 A
662,699,1 B
663,700,A 3 A
664,701,8 A
665,703,1 A
666,703,1 B
667,704,1 A
668,704,3 E
669,704,4 A
670,704,5 A
671,705,A 4
672,706,A 2 A
673,707,14 B A
674,708,1 C
675,708,1 H
676,709,5 A
677,710,A 6 A
678,711,A 4 A
679,712,2 B
680,712,2 D
681,712,2 E
682,713,2 A
683,714,7 A
684,715,3 A
685,715,4 A
686,715,4 B
687,715,4 C
688,715,5 A
689,715,5 B
690,716,1 C A
691,717,8 A
692,718,A 6 C A
693,719,12 B A
694,720,6 A
695,721,1 C A
696,722,A 14 D A
697,722,A 14 F
698,723,11 A A
699,724,1 A A
700,725,A 4 C
701,726,AB 1 C A
702,727,3 D A
703,727,5 C A
704,728,5 B
705,728,7 A
706,728,7 B
707,728,7 C
708,728,7 E A
709,728,8 D A
710,729,16 A A
711,730,ABC 1 A
712,730,ABC 1 B
713,731,7 A
714,731,8 B
715,732,6 A
716,732,8 A
717,733,7 E
718,734,ABCD 1 A
719,735,10 C A
720,736,2 C A
721,737,11 C A
722,738,1 B
723,740,2 C A
724,744,A 4
725,746,BC 1 A A
726,746,BC 4 F A
727,747,1 C A
728,748,B 3 A
729,749,9 A A
730,750,3 A
731,750,3 D
732,750,3 E
733,750,4 A
734,751,3 C A
735,756,AB 3 C
736,756,C 2
737,757,2 B
738,763,8 C
739,764,3 A
740,783,2 A
741,792,2 A
742,798,6 B
743,800,2 A
744,801,C 1
745,802,6 B
746,803,B 1 A
747,804,B 1 A
748,804,B 2 A
749,805,A 1 A
750,806,3 B
751,807,ABC 9 A
752,808,2 H A
753,809,1 D
754,810,AB 2 B A
755,811,ABC 1A
756,813,12 A
757,814,A 2
758,814,A 3
759,815,B 1
760,816,4
761,817,C 2
762,818,A 1
763,819,B 1
764,820,C 3
765,820,C 3 A
766,821,A 2 C
767,822,1
768,823,AB 1 A
769,823,AB 3 A
770,824,A 1 A
771,825,A 13 A
772,826,AB 8 A A
773,827,6 C A
774,829,3 A
775,830,B 1
776,832,B 4 A
777,835,4
778,837,2 A
779,840,3 A
780,842,A 6 C
781,843,7 C
782,844,3 A
783,845,2 A
784,846,2 A
785,850,1 B
786,851,1 A
787,852,3 A
788,855,A 8 A
789,856,2 A
790,858,A 1 A
791,859,A 3 A
792,860,2 A
793,861,AB 1 A
794,862,1 B
795,863,1 A
796,864,ABC 2 B
797,865,A 4 A
798,866,ABC 1 A
799,867,4 B
800,868,A 16 B
801,869,A 1 A
802,870,6 A
803,872,1 C
804,873,5 A
805,874,ABC 1 C
806,876,BC 1 B
807,877,AB 1 A
808,879,8 A
809,880,5 A
810,881,3 A
811,883,7 B
812,884,1 A
813,885,2 A
814,886,2
815,888,3 A
816,889,A 2
817,890,1 A
818,891,5 C
819,893,AB 5 A
820,894,B 3
821,895,4 A
822,897,2 A
823,897,5 C
824,898,2
825,900,C 1
826,901,B 3 A
827,902,B 3
828,903,3 C A
829,904,4 C A
830,906,6 A
831,908,D 2
832,909,A 2
833,910,2 E A
834,911,1 A
835,912,AB 1 A
836,913,1 C
837,913,1 C A
838,913,1 D A
839,914,3
840,915,E 1
841,916,4
842,917,A 3 A
843,918,2
844,919,B 1
845,920,3
846,921,C 1
847,922,B 5
848,923,A 1
849,924,B 1
850,925,A 4 C A
851,926,2 A
852,927,B 1
853,928,C 1
854,929,1 A
855,930,8 A
856,931,B 3
857,931,B 4
858,931,C 3
859,932,B 2 A
860,933,A 5
861,934,B 1 A
862,936,3 A
863,937,AB 1 A
864,938,2 B
865,939,C 2 A
866,941,C 4
867,942,7 D A
868,943,3 A
869,944,1 A A
870,945,ABC 1 A
871,946,B 1
872,948,3 B A
873,949,A 2 A
874,951,2
875,952,A 3
876,953,ABC 2 B A
877,954,B 2
878,955,B 3 B
879,956,2 A
880,956,A 8
881,957,C 2
882,958,2
883,959,3 A
884,961,B 2 C
885,961,B 3 C
886,962,AB 2 A
887,963,1 A
888,964,A 2 A
889,965,1
890,965,4
891,966,A 1 C A
892,967,6 A
893,969,A 6 A
894,970,6 F A
895,971,A 3 A
896,972,6 C A
897,973,A 2 A
898,974,B 1
899,975,1 C
900,984,1 B
901,986,14 A
902,987,5 D
903,990,A 1
904,993,A 5
905,996,B 2
906,996,C 1
907,999,A 3 A
908,1000,AB 1 A
909,1009,6 A
910,1014,ABC 3 C
911,1017,4 A
912,1019,A 3
913,1019,C 1
914,1019,C 2
915,1020,ABCD 1 A
916,1022,A 6
917,1022,B 2
918,1022,B 4
919,1022,B 5
920,1027,B 1
921,1027,B 2
922,1029,2 A
923,1030,3 A
924,1031,A 6
925,1031,A 7
926,1031,A 8
927,1031,B 1
928,1031,C 2
929,1038,11
930,1040,2 C
931,1041,10 F
932,1042,A 1 C
933,1043,2 A
934,1044,A 6
935,1045,A 7
936,1045,BC 1
937,1047,C 2
938,1047,D 4
939,1047,E 3
940,1047,E 4
941,1047,E 5
942,1051,A 5
943,1053,A 3
944,1053,B 3
945,1053,B 4
946,1053,B 5
947,1061,C 4
948,1061,D 2
949,1061,D 3
950,1062,1 B
951,1063,1 A
952,1067,ABC 2 A
953,1070,ABCD 1 A
954,1074,1
955,1074,2 B
956,1074,4 A
957,1074,5 A
958,1075,BC 1 A
959,1076,B 3 A
960,1077,10 A
961,1078,A 6
962,1078,A 7
963,1078,A 8
964,1078,B 1
965,1078,B 2
966,1078,B 3
967,1079,1
968,1079,2
969,1081,1 A
970,1084,2 A
971,1086,1 A
972,1096,2 A
973,1097,3 A
974,1098,7 F
975,1099,B 10 A
976,1101,A 6
977,1103,5 A
978,1109,B 3
979,1109,B 4
980,1109,C 2
981,1109,C 3
982,1110,9 A
983,1114,5 A
984,1119,AB 4 A
985,1120,A 2
986,1120,A 3
987,1121,1 A
988,1122,B 4 A
989,1123,8 B
990,1125,1 B
991,1134,A 2
992,1135,4 E
993,1136,1 A
994,1142,A 3
995,1142,A 4
996,1142,A 5
997,1149,2 A
998,1151,A 6
999,1151,B 3
1000,1151,B 4
1001,1151,B 8
1002,1153,A 5 B
1003,1154,4 A
1004,1156,A 3 A
1005,1160,A 2
1006,1160,A 3
1007,1160,A 4
1008,1160,B 1
1009,1161,A 6
1010,1161,B 3
1011,1161,B 4
1012,1161,B 5
1013,1161,B 6
1014,1162,A 5
1015,1162,A 6
1016,1162,A 7
1017,1162,B 2
1018,1162,B 3
1019,1162,B 4
1020,1169,B 3
1021,1174,4
1022,1179,C 3
1023,1179,C 4
1024,1179,D 1
1025,1179,D 2
1026,1179,D 3
1027,1185,B 2
1028,1197,A 5
1029,1201,A 1 C
1030,1202,B 1
1031,1202,B 2
1032,1204,C 1
1033,1211,1 A
1034,1220,C 3
1035,1220,C 4
1036,1220,C 5
1037,1220,C 6
1038,1223,A 1
1039,1223,B 4
1040,1225,A 3
1041,1238,A 1 A
1042,1239,11 A
1043,1240,4 C
1044,1240,6 B A
1045,1241,5 A
1046,1242,C 1
1047,1243,A 1 A
1048,1245,6 A
1049,1246,3 A
1050,1247,6 B
1051,1248,B 2 A
1052,1249,B 2
1053,1249,B 5
1054,1250,B 4
1055,1251,B 6 A
1056,1252,1 A
1057,1253,A 5
1058,1254,4 A
1059,1255,6 A
1060,1256,3 B
1061,1257,1 C A
1062,1258,2 A
1063,1259,3
1064,1259,4 A
1065,1260,A 3 A
1066,1261,AB 2 A
1067,1262,A 2 B A
1068,1263,2
1069,1264,1 A
1070,1265,4 A
1071,1266,AB 2
1072,1267,A 4 A
1073,1268,5 C
1074,1269,10 A
1075,1270,A 2 A
1076,1271,AB 1 A
1077,1272,3 B
1078,1273,A 5 A
1079,1274,AB 1 A
1080,1274,AB 1 D
1081,1275,3 A A
1082,1276,B 4 C
1083,1277,A 3
1084,1278,7 D
1085,1279,6 B
1086,1280,BCD 2 A
1087,1281,3 C A
1088,1282,A 1 A
1089,1283,8 D A
1090,1284,A 5 A A
1091,1285,B 7 A
1092,1286,B 3 A
1093,1288,BC 1 A
1094,1289,A 4 B
1095,1290,A 1 A
1096,1291,A 4
1097,1292,C 6
1098,1292,D 1
1099,1293,4 A
1100,1294,BCD 2 A
1101,1295,8 C A
1102,1296,C 2
1103,1296,C 3
1104,1297,3 A
1105,1298,4 D
1106,1298,4 F
1107,1299,7 A
1108,1299,8 A
1109,1300,7 A
1110,1301,4 E A
1111,1302,AB 1 A
1112,1303,5 D A
1113,1305,B 1
1114,1306,AB 1 A A
1115,1308,B 1 A
1116,1309,2 A
1117,1309,2 B
1118,1311,B 1
1119,1312,10 B
1120,1312,10 D
1121,1313,6 D A
1122,1314,A 2 A
1123,1315,1 A
1124,1316,BC 1 A
1125,1317,1 A A
1126,1318,9 A
1127,1319,5 B A
1128,1320,2 B
1129,1321,ABC 1 A
1130,1322,3 C
1131,1322,3 D
1132,1323,A 2 B
1133,1324,AB 2 B
1134,1325,2 C A
1135,1326,AB 1 C A
1136,1329,1 B
1137,1330,A 7 E A
1138,1331,A 5 B
1139,1332,A 1 A
1140,1333,A 1 A
1141,1334,6 C D
1142,1334,7 A A
1143,1335,A 5 B A
1144,1337,AB 7 A
1145,1338,7 A
1146,1339,5 A
1147,1340,3 A
1148,1341,BA 8
1149,1342,B 2
1150,1343,A 2
1151,1343,A 4 A
1152,1344,B 1
1153,1345,1
1154,1346,D 2 A
1155,1347,B 1 D A
1156,1347,C 3 C
1157,1347,C 3 D
1158,1347,C 4 B
1159,1348,A 5 E A
1160,1349,A 4 B A
1161,1350,2 D A
1162,1352,5 A
1163,1353,B 1 A
1164,1355,C 4
1165,1356,B 1 A
1166,1359,ABCD 1 A
1167,1360,1 C
1168,1361,2 B
1169,1363,5 B
1170,1365,A 1
1171,1365,A 2
1172,1365,A 3 A
1173,1366,AB 2 A
1174,1367,2 B
1175,1368,1 D A
1176,1369,AB 1 A A
1177,1369,AB 1 C A
1178,1372,4
1179,1373,A 1 A
1180,1374,7 A
1181,1375,B 1 A
1182,1376,2 B
1183,1378,1 A
1184,1379,3 A
1185,1382,B 1
1186,1383,A 3
1187,1384,C 1
1188,1385,B 1
1189,1386,A 3 A
1190,1388,B 2 A
1191,1389,E 2
1192,1390,3 A
1193,1390,6 A
1194,1391,C 1
1195,1392,1 A
1196,1393,B 1 A
1197,1394,B 5
1198,1395,C 1
1199,1395,C 4 A
1200,1396,A 2 B
1201,1397,A 1
1202,1397,A 2
1203,1398,3
1204,1399,4 B
1205,1400,A 3 A
1206,1402,A 5
1207,1403,2
1208,1404,C 1
1209,1405,C 3
1210,1405,C 4
1211,1405,C 5
1212,1405,C 6
1213,1406,10 A
1214,1407,D 1
1215,1408,C 4
1216,1409,A 2
1217,1410,1 A
1218,1411,6 A
1219,1412,8 B
1220,1413,6 B
1221,1414,4 E
1222,1415,7 A
1223,1416,A 3
1224,1417,A 1
1225,1418,3 B A
1226,1419,2 A
1227,1419,2 B
1228,1420,E 1
1229,1421,A 1
1230,1422,AB 2 A
1231,1423,A 3
1232,1424,A 2 A
1233,1425,3 C
1234,1426,A 3 A
1235,1427,B 3
1236,1428,C 3
1237,1428,C 4
1238,1429,B 2
1239,1430,B 1
1240,1431,D 3
1241,1432,4
1242,1433,D 3
1243,1434,B 7 F
1244,1435,A 4
1245,1436,A 4 A
1246,1437,2 A
1247,1438,B 2
1248,1439,B 2 A
1249,1440,C 1
1250,1441,2 B
1251,1442,A 2
1252,1443,A 2
1253,1443,A 3
1254,1444,A 8 E A
1255,1445,C 1
1256,1446,5 A
1257,1447,2
1258,1447,3
1259,1448,6 A
1260,1449,C 1
1261,1451,4
1262,1452,2 A
1263,1453,A 1
1264,1455,B 1 C
1265,1456,AB 2 F
1266,1457,13 A
1267,1458,AB 1 A
1268,1459,C 2
1269,1460,A 2 A
1270,1461,A 1 A
1271,1461,A 1 B
1272,1461,A 2 A
1273,1461,A 2 C A
1274,1461,A 3 A
1275,1461,A 4 A
1276,1462,A 2 A
1277,1463,B 7 A A
1278,1464,B 2
1279,1465,B 1
1280,1465,C 1
1281,1466,2 A
1282,1466,3 A
1283,1467,ABCD 2 A
1284,1467,ABCD 2 B
1285,1468,1 A
1286,1469,B 3
1287,1470,7 A
1288,1471,B 1
1289,1472,A 2 A
1290,1473,D 2 A
1291,1476,1 A
1292,1477,1 B
1293,1478,B 2
1294,1479,9 C
1295,1480,A 1
1296,1480,A 2 A
1297,1481,B 2
1298,1482,3
1299,1484,3
1300,1485,A 3 A
1301,1486,1 A
1302,1487,2
1303,1488,2
1304,1488,3
1305,1489,1
1306,1490,1 A A
1307,1491,1 A
1308,1491,1 F A
1309,1492,C 5
1310,1492,C 6
1311,1493,A 1 D A
1312,1494,AB 1 A
1313,1494,AB 5 A
1314,1495,A 1 A
1315,1495,A 1 B
1316,1495,A 2 A
1317,1495,A 2 B
1318,1496,3
1319,1497,2
1320,1498,A 2
1321,1499,2 B
1322,1500,1 A
1323,1502,B 1
1324,1503,B 5
1325,1503,C 1
1326,1504,B 1
1327,1504,B 2
1328,1505,C 5 A
1329,1506,CD 1
1330,1507,A 4 A
1331,1508,C 2
1332,1510,A 4
1333,1511,4
1334,1512,B 3 A
1335,1513,1
1336,1514,1 B
1337,1515,AB 2 A
1338,1517,B 1
1339,1518,A 2
1340,1519,2 A
1341,1520,4
1342,1520,5
1343,1521,5 B
1344,1522,C 1
1345,1524,2
1346,1525,D 3
1347,1526,2 A
1348,1527,BC 2
1349,1528,1
1350,1529,C 1
1351,1529,C 3 A
1352,1529,D 3
1353,1530,1 B
1354,1531,A 1 A
1355,1532,2 A
1356,1533,5 C
1357,1534,2 A
1358,1535,A 3 A
1359,1536,A 1
1360,1537,2 A
1361,1537,2 B A
1362,1537,2 E A
1363,1537,3 A
1364,1538,2
1365,1540,B 2 A
1366,1541,2 A
1367,1542,B 1
1368,1543,E 2 A
1369,1543,E 3
1370,1544,7 A
1371,1544,9 B
1372,1546,B 2 A
1373,1546,D 2
1374,1547,3 B
1375,1548,2 A
1376,1549,1
1377,1550,C 1
1378,1551,E 1
1379,1552,C 1
1380,1553,A 1 A
1381,1553,A 1 B
1382,1553,A 2 A
1383,1556,2 A
1384,1557,8 A
1385,1558,A 4
1386,1559,3 C
1387,1560,7 A
1388,1561,6 E A
1389,1562,ABC 1 C
1390,1564,1 A
1391,1566,A 3 A
1392,1567,AB 1 A
1393,1569,1 B
1394,1570,4 B
1395,1573,1 B
1396,1574,B 2 A
1397,1578,1 D A
1398,1579,1 C A
1399,1582,1 C
1400,1584,B 4 A
1401,1585,AB 12 A
1402,1585,AB 3 B
1403,1585,AB 3 C
1404,1585,AB 6 A
1405,1585,AB 8 A
1406,1585,AB 8 B
1407,1585,AB 9 A
1408,1585,AB 9 B
1409,1586,3 D A
1410,1587,3 A
1411,1587,3 B
1412,1588,2 A
1413,1589,5
1414,1590,D 3 B A
1415,1590,D 4 E
1416,1591,3 C
1417,1592,10 A
1418,1593,9 B
1419,1594,1 A
1420,1595,1 B
1421,1596,5 A
1422,1597,A 1
1423,1598,B 1
1424,1599,1
1425,1600,A 5
1426,1600,B 1
1427,1601,E 2
1428,1601,E 3
1429,1602,B 1
1430,1603,A 3
1431,1604,7 A
1432,1604,7 B
1433,1604,7 C
1434,1604,7 D
1435,1605,C 3
1436,1605,C 4
1437,1606,A 1
1438,1607,B 3 A
1439,1607,B 6
1440,1607,C 5
1441,1608,B 1
1442,1608,B 2
1443,1609,B 4
1444,1609,D 2
1445,1610,6 B
1446,1611,6
1447,1612,A 1 A
1448,1613,4 C A
1449,1614,1
1450,1614,2
1451,1615,A 1
1452,1616,B 2
1453,1616,B 3
1454,1616,B 4
1455,1616,B 5
1456,1617,A 4
1457,1618,C 2
1458,1618,C 3
1459,1618,C 4
1460,1619,A 4
1461,1620,4
1462,1621,A 3 A
1463,1622,A 2
1464,1622,A 3
1465,1622,A 4
1466,1622,A 5
1467,1622,A 6
1468,1622,B 1
1469,1622,B 2
1470,1622,B 3
1471,1623,A 1
1472,1625,4 A
1473,1627,AB 1 C A
1474,1630,1 A
1475,1631,5 F
1476,1632,B 7 A
1477,1633,4 A
1478,1634,A 2 A
1479,1635,1 B
1480,1636,1 A
1481,1637,B 2 A
1482,1638,2 B
1483,1639,1 A
1484,1640,B 1
1485,1641,3
1486,1642,C 1
1487,1643,C 1 A
