id,cmdrName,systemName,bodyName,coordX,coordY,coordZ,latitude,longitude,entryId,codexName,codexNameLocalised,category,categoryLocalised,subCategory,subCategoryLocalised,regionName,regionLocalised,systemAddress,voucherAmount
25,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.469238,-65.501915,3101000,$Codex_Ent_TG_DataScan_Name;,Thargoid Uplink Device,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
26,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.480923,-65.555504,2100103,$Codex_Ent_Thargoid_Barnacle_Spikes_Name;,Thargoid Barnacle Barbs,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
27,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.45911,-65.538971,3101100,$Codex_Ent_TG_Pod_Name;,Thargoid Pod,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
28,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.467358,-65.532753,3101200,$Codex_Ent_TG_Transmitter_Name;,Thargoid Device,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
29,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.467358,-65.532753,3101200,$Codex_Ent_TG_Transmitter_Name;,Thargoid Device,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
30,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.467358,-65.532753,3100700,$Codex_Ent_Scavengers_Name;,Thargoid Scavengers,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
31,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.465775,-65.534302,3101200,$Codex_Ent_TG_Transmitter_Name;,Thargoid Device,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
32,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.467686,-65.533821,3101000,$Codex_Ent_TG_DataScan_Name;,Thargoid Uplink Device,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
33,LCU No Fool Like One,Pleiades Sector JM-W d1-52,Pleiades Sector JM-W d1-52 2 a,-93.78125,-198.84375,-332.5625,-32.464512,-65.528694,3101000,$Codex_Ent_TG_DataScan_Name;,Thargoid Uplink Device,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,
34,LCU No Fool Like One,HIP 17225,,-86.15625,-165.59375,-356.8125,,,3100401,$Codex_Ent_Cyclops_Name;,Thargoid Interceptor Cyclops,$Codex_SubCategory_Thargoid;,Thargoid objects,$Codex_Category_Civilisations;,Xenological,$Codex_RegionName_18;,Inner Orion Spur,1,50000
35,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 2 f a,55.71875,17.59375,27.15625,-4.270222,64.091438,1400258,$Codex_Ent_IceGeysers_WaterGeysers_Name;,Water Ice Geyser,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,2500
36,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 2 f a,55.71875,17.59375,27.15625,-4.320064,64.075172,1400258,$Codex_Ent_IceGeysers_WaterGeysers_Name;,Water Ice Geyser,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
37,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 2 f a,55.71875,17.59375,27.15625,-14.000127,60.862854,1400258,$Codex_Ent_IceGeysers_WaterGeysers_Name;,Water Ice Geyser,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
38,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-25.890017,-78.53717,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
39,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-25.887999,-78.513145,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
40,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-25.883316,-78.499321,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
41,Unknown-Entity,HIP 41529,,129.40625,3.09375,-31.5625,,,1300701,$Codex_Ent_Standard_Rocky_Ice_No_Atmos_Name;,Non Terraformable,$Codex_SubCategory_Terrestrials;,Terrestrial planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_18;,Inner Orion Spur,1,
42,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-34.410187,-96.894676,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
43,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-34.411453,-96.892731,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
44,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-34.411243,-96.893089,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
45,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-34.412025,-96.886597,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
46,Mordagen,Shinrarta Dezhra,Shinrarta Dezhra AB 3 b,55.71875,17.59375,27.15625,-34.409706,-96.880447,1400158,$Codex_Ent_IceFumarole_WaterGeysers_Name;,Water Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
47,Valcor_,Witch Head Sector HH-V c2-3,Witch Head Sector HH-V c2-3 D 2,296.59375,-385,-680,-35.789974,27.619764,2100301,$Codex_Ent_Cone_Name;,Bark Mounds,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,2500
48,Valcor_,Witch Head Sector HH-V c2-3,Witch Head Sector HH-V c2-3 D 2,296.59375,-385,-680,-35.789974,27.619764,2100301,$Codex_Ent_Cone_Name;,Bark Mounds,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
49,Valcor_,Witch Head Sector HH-V c2-3,Witch Head Sector HH-V c2-3 D 2,296.59375,-385,-680,-35.786072,27.64094,2100301,$Codex_Ent_Cone_Name;,Bark Mounds,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
50,Valcor_,Witch Head Sector HH-V c2-3,Witch Head Sector HH-V c2-3 D 2,296.59375,-385,-680,-35.798733,27.656521,2100301,$Codex_Ent_Cone_Name;,Bark Mounds,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
51,Starry,Omega Sector UJ-Q b5-4,Omega Sector UJ-Q b5-4 B 1,-1409.0625,-67.625,5326.46875,33.99683,35.22963,1400114,$Codex_Ent_Fumarole_SilicateVapourGeysers_Name;,Silicate Vapour Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,2500
52,Criddles,HD 63154,,979.46875,-207.40625,-131.59375,,,1301401,$Codex_Ent_Standard_Ter_Metal_Rich_Name;,Non Terraformable,$Codex_SubCategory_Terrestrials;,Terrestrial planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_18;,Inner Orion Spur,1,
53,Criddles,Pencil Sector EL-Y d5,,816.3125,2,-44.03125,,,1300502,$Codex_Ent_TRF_High_Metal_Content_No_Atmos_Name;,Terraformable,$Codex_SubCategory_Terrestrials;,Terrestrial planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_18;,Inner Orion Spur,1,
54,Criddles,HD 63154,HD 63154 B 3 a,979.46875,-207.40625,-131.59375,-20.756174,-177.18808,2100201,$Codex_Ent_Seed_Name;,Roseus Brain Tree,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,50000
55,Criddles,HD 63154,HD 63154 B 3 a,979.46875,-207.40625,-131.59375,-30.764908,153.564117,1400307,$Codex_Ent_Lava_Spouts_IronMagma_Name;,Iron Magma Lava Spout,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
56,Anonymous,Eolls Hypai XK-N c23-1,,21980.0625,-128.8125,-12825.90625,,,1101201,$Codex_Ent_Y_Type_Name;,Y Type Star,$Codex_SubCategory_Stars;,Stars,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_37;,Xibalba,1,
57,Anonymous,Eolls Hypai XK-N c23-1,,21980.0625,-128.8125,-12825.90625,,,1200301,$Codex_Ent_Standard_Giant_With_Water_Life_Name;,Standard gas giant,$Codex_SubCategory_Gas_Giants;,Gas giant planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_37;,Xibalba,1,
58,Anonymous,Eolls Hypai XK-N c23-1,Eolls Hypai XK-N c23-1 3 a,21980.0625,-128.8125,-12825.90625,75.587593,74.136337,1400160,$Codex_Ent_IceFumarole_AmmoniaGeysers_Name;,Ammonia Ice Fumarole,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_37;,Xibalba,1,50000
59,Anonymous,Tigs JZ-M d8-4,Tigs JZ-M d8-4 AB 7 a,23280.96875,-65.25,-11844.1875,28.725723,122.124275,1400258,$Codex_Ent_IceGeysers_WaterGeysers_Name;,Water Ice Geyser,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_37;,Xibalba,1,50000
60,Anonymous,Eocs Aip BL-E c25-0,,25180.875,-21.84375,-10220.875,,,1300701,$Codex_Ent_Standard_Rocky_Ice_No_Atmos_Name;,Non Terraformable,$Codex_SubCategory_Terrestrials;,Terrestrial planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_37;,Xibalba,1,
61,Hudiny,Veil West Sector NS-T b3-1,Veil West Sector NS-T b3-1 1 a,-1393.28125,-210.40625,406,22.218971,103.971916,1400258,$Codex_Ent_IceGeysers_WaterGeysers_Name;,Wasser-Eis-Geysir,$Codex_SubCategory_Geology_and_Anomalies;,Geologie und Anomalien,$Codex_Category_Biology;,Biologisch und geologisch,$Codex_RegionName_18;,Inner Orion Spur,1,2500
62,Varigor,IC 2391 Sector CQ-Y c26,,570.75,-94.59375,-55.875,,,1200401,$Codex_Ent_Standard_Giant_With_Ammonia_Life_Name;,Standard gas giant,$Codex_SubCategory_Gas_Giants;,Gas giant planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_18;,Inner Orion Spur,1,
63,Anonymous,Jongoae MA-A d1,Jongoae MA-A d1 4,25220.0625,-7.53125,-10021.4375,23.026136,110.369774,1400307,$Codex_Ent_Lava_Spouts_IronMagma_Name;,Iron Magma Lava Spout,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_37;,Xibalba,1,50000
64,Varigor,IC 2391 Sector HG-X b1-8,IC 2391 Sector HG-X b1-8 C 2,603.9375,-104.15625,-61.5625,74.856819,-40.579849,2100201,$Codex_Ent_Seed_Name;,Roseus Brain Tree,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,50000
65,Varigor,IC 2391 Sector HG-X b1-8,IC 2391 Sector HG-X b1-8 C 2,603.9375,-104.15625,-61.5625,74.853561,-40.581196,2100201,$Codex_Ent_Seed_Name;,Roseus Brain Tree,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_18;,Inner Orion Spur,1,
66,OneRik,Eord Ploe GN-A d1-2,,5055.90625,-328.625,17012.09375,,,1200301,$Codex_Ent_Standard_Giant_With_Water_Life_Name;,Standard gas giant,$Codex_SubCategory_Gas_Giants;,Gas giant planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_5;,Norma Arm,1,
67,OneRik,Eeshorps MV-C c1-57,,4977.34375,-333.875,16933.09375,,,1200501,$Codex_Ent_Standard_Sudarsky_Class_I_Name;,Standard gas giant,$Codex_SubCategory_Gas_Giants;,Gas giant planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_5;,Norma Arm,1,
68,OneRik,Eeshorps MV-C c1-57,,4977.34375,-333.875,16933.09375,,,1200601,$Codex_Ent_Standard_Sudarsky_Class_II_Name;,Standard gas giant,$Codex_SubCategory_Gas_Giants;,Gas giant planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_5;,Norma Arm,1,
69,Anonymous,Jongoae SX-L d7-0,,25222.78125,9.53125,-9345.4375,,,1200801,$Codex_Ent_Standard_Sudarsky_Class_IV_Name;,Standard gas giant,$Codex_SubCategory_Gas_Giants;,Gas giant planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_37;,Xibalba,1,
70,OneRik,Eeshorps ZE-A g3,,4974.40625,-330.84375,16932.4375,,,1200801,$Codex_Ent_Standard_Sudarsky_Class_IV_Name;,Standard gas giant,$Codex_SubCategory_Gas_Giants;,Gas giant planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_5;,Norma Arm,1,
71,Necer,Dumbooe GV-X c17-258,,427.78125,1132.5,22765.03125,,,1300701,$Codex_Ent_Standard_Rocky_Ice_No_Atmos_Name;,Non Terraformable,$Codex_SubCategory_Terrestrials;,Terrestrial planets,$Codex_Category_StellarBodies;,Astronomical Bodies,$Codex_RegionName_2;,Empyrean Straits,1,
72,Anonymous,Jongoae SX-L d7-0,,25222.78125,9.53125,-9345.4375,,,1401300,$Codex_Ent_Gas_Clds_Light_Name;,Proto-Lagrange Cloud,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_37;,Xibalba,1,50000
73,Anonymous,Jongoae SX-L d7-0,,25222.78125,9.53125,-9345.4375,,,1401300,$Codex_Ent_Gas_Clds_Light_Name;,Proto-Lagrange Cloud,$Codex_SubCategory_Geology_and_Anomalies;,Geology and anomalies,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_37;,Xibalba,1,
74,Anonymous,Jongoae SX-L d7-0,,25222.78125,9.53125,-9345.4375,,,2210001,$Codex_Ent_SPOI_SeedPolyp01_V1_Name;,Viridis Gyre Tree,$Codex_SubCategory_Organic_Structures;,Organic structures,$Codex_Category_Biology;,Biological and Geological,$Codex_RegionName_37;,Xibalba,1,
75,Hudiny,Veil West Sector GW-W c1-1,Veil West Sector GW-W c1-1 2,-1388.6875,-195.78125,378.875,-12.271126,38.791817,1400307,$Codex_Ent_Lava_Spouts_IronMagma_Name;,Eisen-Magma-Lavafeld,$Codex_SubCategory_Geology_and_Anomalies;,Geologie und Anomalien,$Codex_Category_Biology;,Biologisch und geologisch,$Codex_RegionName_18;,Inner Orion Spur,1,2500
