"id","key","value","type","environment","tag"
12,db_model_gbmessages,"{""gbsite"":{""model"":""gbsite"",""via"":""gbmessage""},""messageSystem"":{""model"":""system""},""messageBody"":{""model"":""body""},""latitude"":{""default"":"""",""type"":""float"",""required"":true},""longitude"":{""default"":"""",""type"":""float"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
13,db_model_gbsites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""default"":"""",""unique"":true,""min"":1,""type"":""integer"",""required"":true},""gssite"":{""model"":""gssite""},""verified"":{""default"":false,""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""gbmessage"":{""model"":""gbmessage"",""via"":""gbsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
14,db_model_gractivegroups,"{""grSite"":{""model"":""grsite"",""via"":""activeGroups""},""activeGroup"":{""model"":""grobeliskgroup"",""dominant"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
15,db_model_gractiveobelisks,"{""grSite"":{""model"":""grsite"",""via"":""activeObelisks""},""activeObelisk"":{""model"":""grobelisk""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
16,db_model_grobelisks,"{""grType"":{""model"":""grtype""},""grObeliskGroup"":{""model"":""grobeliskgroup""},""obeliskNumber"":{""min"":1,""type"":""integer"",""required"":true},""broken"":{""type"":""boolean""},""grCodexData"":{""model"":""grcodexdata""},""verified"":{""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
17,db_model_grobeliskgroupreports,"{""grreport"":{""model"":""grreport"",""via"":""grobeliskgroupreport""},""grobeliskgroup"":{""model"":""grobeliskgroup""}}",object,"",""
18,db_model_grobeliskreports,"{""grreport"":{""model"":""grreport"",""via"":""grobeliskreport""},""grobelisk"":{""model"":""grobelisk""}}",object,"",""
19,db_model_grsites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""grtype""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""activeGroups"":{""collection"":""gractivegroup"",""via"":""grSite"",""isVirtual"":true},""activeObelisks"":{""collection"":""gractiveobelisk"",""via"":""grSite"",""isVirtual"":true},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
20,db_model_gsactivegroups,"{""gsSite"":{""model"":""gssite"",""via"":""activeGroups""},""activeGroup"":{""model"":""gsobeliskgroup""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
21,db_model_gsactiveobelisks,"{""gsSite"":{""model"":""gssite"",""via"":""activeObelisks""},""activeObelisk"":{""model"":""gsobelisk""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
22,db_model_gsobelisks,"{""gsType"":{""model"":""gstype""},""gsObeliskGroup"":{""model"":""gsobeliskgroup""},""obeliskNumber"":{""min"":1,""type"":""integer"",""required"":true},""broken"":{""type"":""boolean""},""gsCodexData"":{""model"":""gscodexdata""},""verified"":{""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
23,db_model_gsobeliskgroupreports,"{""gsreport"":{""model"":""gsreport"",""via"":""gsobeliskgroupreport""},""gsobeliskgroup"":{""model"":""gsobeliskgroup""}}",object,"",""
24,db_model_gsobeliskreports,"{""gsreport"":{""model"":""gsreport"",""via"":""gsobeliskreport""},""gsobelisk"":{""model"":""gsobelisk""}}",object,"",""
25,db_model_gssites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""gstype""},""hasDatabank"":{""type"":""boolean""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""activeGroups"":{""collection"":""gsactivegroup"",""via"":""gsSite"",""isVirtual"":true},""activeObelisks"":{""collection"":""gsactiveobelisk"",""via"":""gsSite"",""isVirtual"":true},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
26,db_model_gysites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""min"":1,""type"":""integer""},""type"":{""model"":""gytype""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
27,db_model_hdsites,"{""system"":{""model"":""system""},""solDistance"":{""default"":"""",""type"":""float""},""meropeDistance"":{""default"":"""",""type"":""float""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
28,db_model_lssites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""min"":1,""type"":""integer""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
29,db_model_tssites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""status"":{""model"":""tsstatus""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""msg1Site"":{""model"":""tssite""},""msg2Site"":{""model"":""tssite""},""msg3Site"":{""model"":""tssite""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
30,db_model_twsites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""extoolID"":{""unique"":true,""min"":1,""type"":""integer""},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""type"":""integer""},""verified"":{""type"":""boolean"",""required"":true},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
31,db_model_usssites,"{""system"":{""model"":""system""},""type"":{""model"":""usstype""},""threatLevel"":{""min"":1,""max"":10,""type"":""integer""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
32,db_model_bmreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""bmsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
33,db_model_bodies,"{""system"":{""model"":""system"",""via"":""bodies""},""bodyName"":{""type"":""string"",""required"":true},""edsmID"":{""type"":""float""},""edsmID64"":{""type"":""float""},""edsmBodyID"":{""type"":""integer""},""edsmType"":{""type"":""string""},""edsmSubtype"":{""type"":""string""},""edsmOffset"":{""type"":""integer""},""edsmDistanceToArrival"":{""type"":""float""},""edsmIsMainStar"":{""type"":""boolean""},""edsmIsScoopable"":{""type"":""boolean""},""edsmIsLandable"":{""type"":""boolean""},""edsmAge"":{""type"":""integer""},""edsmLuminosity"":{""type"":""string""},""edsmAbsoluteMagnitude"":{""type"":""float""},""edsmSolarMasses"":{""type"":""float""},""edsmSolarRadius"":{""type"":""float""},""edsmGravity"":{""type"":""float""},""edsmEarthMasses"":{""type"":""float""},""edsmRadius"":{""type"":""float""},""edsmSurfaceTemperature"":{""type"":""float""},""edsmSurfacePressure"":{""type"":""float""},""edsmVolcanismType"":{""type"":""string""},""edsmAtmosphereType"":{""type"":""string""},""edsmTerraformingState"":{""type"":""string""},""edsmOrbitalPeriod"":{""type"":""float""},""edsmSemiMajorAxis"":{""type"":""float""},""edsmOrbitalEccentricity"":{""type"":""float""},""edsmOrbitalInclination"":{""type"":""float""},""edsmArgOfPeriapsis"":{""type"":""float""},""edsmRotationalPeriod"":{""type"":""float""},""edsmRotationalPeriodTidallyLocked"":{""type"":""boolean""},""edsmAxialTilt"":{""type"":""float""},""edsmSolidComposition"":{""type"":""json""},""edsmAtmosphere"":{""type"":""json""},""edsmMaterial"":{""type"":""json""},""missingSkipCount"":{""default"":0,""type"":""integer""},""rings"":{""collection"":""ring"",""via"":""body"",""dominant"":true,""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
34,db_model_btreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""btsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
35,db_model_cmdrs,"{""cmdrName"":{""unique"":true,""type"":""string"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
36,db_model_factionkillreports,"{""systemName"":{""type"":""string""},""edTimestamp"":{""type"":""date""},""cmdrName"":{""type"":""string""},""reward"":{""type"":""integer""},""rewardingFaction"":{""type"":""string""},""victimFaction"":{""type"":""string""},""rawEvent"":{""type"":""json""},""isbeta"":{""type"":""boolean""}}",object,"",""
37,db_model_fgreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""fgsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
38,db_model_fmreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""fmsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
39,db_model_fmtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,"",""
40,db_model_gbreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""default"":"""",""type"":""string""},""messageSystem"":{""default"":"""",""type"":""string"",""required"":true},""messageBody"":{""default"":"""",""type"":""string"",""required"":true},""messageLatitude"":{""default"":"""",""max"":90,""min"":-90,""type"":""float"",""required"":true},""messageLongitude"":{""default"":"""",""max"":180,""min"":-180,""type"":""float"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""default"":"""",""type"":""text""},""voteCount"":{""default"":"""",""min"":1,""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gbsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
41,db_model_gensites,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""shipName"":{""unique"":true,""type"":""string"",""required"":true},""directionSystem"":{""model"":""system""},""distance"":{""type"":""float""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
42,db_model_grartifacts,"{""artifactName"":{""unique"":true,""type"":""string"",""required"":true}}",object,"",""
43,db_model_grcodexcategories,"{""categoryName"":{""type"":""string""}}",object,"",""
44,db_model_genreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""orbitBody"":{""type"":""string""},""shipName"":{""type"":""string"",""required"":true},""directionSystem"":{""type"":""string""},""distance"":{""type"":""float""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gensite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
45,db_model_grcodexdata,"{""grCodexCategory"":{""model"":""grcodexcategory""},""grPrimaryArtifact"":{""model"":""grartifact""},""grSecondaryArtifact"":{""model"":""grartifact""},""codexNumber"":{""min"":1,""type"":""integer"",""required"":true},""text"":{""unique"":true,""type"":""text"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
46,db_model_grobeliskgroups,"{""grType"":{""model"":""grtype""},""groupName"":{""type"":""string"",""required"":true},""amount"":{""min"":1,""type"":""integer"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
47,db_model_grtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,"",""
48,db_model_gsartifacts,"{""artifactName"":{""unique"":true,""type"":""string"",""required"":true}}",object,"",""
49,db_model_grreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""enum"":[""Alpha"",""Beta"",""Gamma""],""type"":""enumeration"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""grsite""},""grobeliskgroupreport"":{""collection"":""grobeliskgroupreport"",""via"":""grreport"",""isVirtual"":true},""grobeliskreport"":{""collection"":""grobeliskreport"",""via"":""grreport"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
50,db_model_gscodexcategories,"{""categoryName"":{""unique"":true,""type"":""string"",""required"":true}}",object,"",""
51,db_model_gscodexdata,"{""gsCodexCategory"":{""model"":""gscodexcategory""},""gsPrimaryArtifact"":{""model"":""gsartifact""},""gsSecondaryArtifact"":{""model"":""gsartifact""},""codexNumber"":{""min"":1,""type"":""integer"",""required"":true},""text"":{""unique"":true,""type"":""text"",""required"":true},""audio"":{""model"":""file"",""via"":""related"",""plugin"":""upload"",""required"":false},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
52,db_model_gsobeliskgroups,"{""gsType"":{""model"":""gstype""},""groupName"":{""type"":""string"",""required"":true},""amount"":{""min"":1,""type"":""integer"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
53,db_model_gstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""unique"":true,""type"":""string"",""required"":true}}",object,"",""
54,db_model_gsreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""float""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""enum"":[""Lacrosse"",""Crossroads"",""Fistbump"",""Hammerbot"",""Bear"",""Bowl"",""Turtle""],""type"":""enumeration"",""required"":true},""hasDatabank"":{""type"":""boolean""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gssite""},""gsobeliskgroupreport"":{""collection"":""gsobeliskgroupreport"",""via"":""gsreport"",""isVirtual"":true},""gsobeliskreport"":{""collection"":""gsobeliskreport"",""via"":""gsreport"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,"",""
55,db_model_gytypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,"",""
