id,system,body,siteID,extoolID,type,latitude,longitude,verified,visable,discoveredBy
144,1380,1763,144,\N,2,-49.0293,74.7259,1,1,134
145,1047,1319,145,\N,3,3.6309,20.0605,1,1,134
146,400,520,146,\N,3,18.2215,176.1171,1,1,201
147,938,1192,147,\N,3,43.4253,40.3953,1,1,248
148,938,1191,148,\N,2,67.7837,31.7306,1,1,248
149,658,835,149,\N,3,-16.2387,141.5313,1,1,146
150,422,545,150,\N,3,-13.3078,-101.4879,1,1,297
151,1771,2269,151,\N,3,-28.7178,145.1883,1,1,142
152,580,741,152,\N,2,-7.1374,-105.9712,1,1,84
153,867,1107,153,\N,2,-48.7242,114.0513,1,1,1
154,956,1211,154,\N,3,18.7658,131.3858,1,1,201
155,867,1107,155,\N,2,-41.6484,103.7568,1,1,1
156,631,799,156,\N,3,31.232,85.0859,1,1,182
157,631,799,157,\N,3,-52.1275,-36.7779,1,1,182
158,631,798,158,\N,2,-26.1666,-61.4441,1,1,182
159,439,564,159,\N,2,-1.4984,68.6499,1,1,296
160,1628,2066,160,\N,2,7.8665,47.7528,1,1,306
161,356,468,161,\N,3,-55.0262,-20.788,1,1,186
162,1066,1338,162,\N,3,72.4585,-38.7525,1,1,297
163,1308,1676,163,\N,3,9.3425,-48.0014,1,1,296
164,798,1023,164,\N,2,-71.3647,-9.5844,1,1,12
165,1186,1524,165,\N,3,17.8451,174.0734,1,1,273
166,648,818,166,\N,2,40.0443,-112.7293,1,1,108
167,1374,1757,167,\N,2,23.8838,112.0957,1,1,205
168,104,137,168,\N,3,-3.5448,74.3384,1,1,249
169,1193,1533,169,\N,3,14.8502,10.03,1,1,297
170,1193,1534,170,\N,2,-33.9128,111.4718,1,1,297
171,630,796,171,\N,2,0.1353,169.0986,1,1,271
172,656,832,172,\N,3,18.1459,101.3013,1,1,61
173,994,1254,173,\N,2,75.1964,134.4374,1,1,342
174,232,306,174,\N,3,44.3652,66.1764,1,1,105
175,232,307,175,\N,2,-79.275,-144.7348,1,1,105
176,107,140,176,\N,2,-20.5576,141.9214,1,1,101
177,107,140,177,\N,2,-19.7239,90.992,1,1,101
178,1378,1761,178,\N,2,-1.2325,-132.3256,1,1,61
179,135,170,179,\N,2,-24.9645,17.4197,1,1,296
180,1366,1746,180,\N,3,-11.303,173.8533,1,1,1
181,93,120,181,\N,2,-52.2522,66.061,1,1,297
182,1184,1521,182,\N,2,43.5609,-60.8407,1,1,214
183,83,107,183,\N,2,-1.8205,-97.7306,1,1,173
184,262,352,184,\N,3,-22.9947,-114.711,1,1,105
185,380,499,185,\N,3,-39.5402,-24.7416,1,1,297
186,380,500,186,\N,2,-13.3357,144.7377,1,1,297
187,106,139,187,\N,2,74.1416,-133.788,1,1,12
188,147,193,188,\N,2,35.837,134.9413,1,1,342
189,1182,1519,189,\N,2,-0.2876,-54.9136,1,1,68
190,1281,1640,190,\N,2,30.1896,121.7979,1,1,61
191,1618,2055,191,\N,2,-23.6623,163.0246,1,1,54
192,98,129,192,\N,2,56.1554,-79.5284,1,1,214
193,111,145,193,\N,3,19.3339,109.0684,1,1,68
194,1603,2036,194,\N,2,-12.9533,175.1793,1,1,326
195,893,1141,195,\N,3,-76.9537,-62.501,1,1,165
196,942,1197,196,\N,2,62.066,120.3564,1,1,248
197,878,1124,197,\N,2,-0.667,-22.1723,1,1,63
198,1009,1269,198,\N,3,4.5702,-151.4844,1,1,165
199,1026,1287,199,\N,3,49.7722,-155.6058,1,1,277
200,1026,1290,200,\N,2,-81.5735,-179.1905,1,1,277
201,625,791,201,\N,2,-13.4043,121.3351,1,1,142
202,1022,1282,202,\N,2,-44.6429,-170.2771,1,1,54
203,1022,1282,203,\N,2,-22.4894,179.3748,1,1,54
204,1022,1282,204,\N,2,23.1303,-145.5283,1,1,54
