id,system,body,siteID,extoolID,type,latitude,longitude,cycle,comment,verified,visable,discoveredBy
124,1119,1417,124,\N,1,46.2899,-173.3714,1,,0,1,252
125,1119,1417,125,\N,1,46.1893,-172.5251,1,,0,1,252
126,1119,1417,126,\N,1,30.3348,144.2878,1,,0,1,252
127,710,897,127,\N,3,-32.491,141.312,2,,0,1,252
128,1128,1432,128,\N,1,-22.4192,-85.0385,1,,0,1,252
129,1128,1432,129,\N,1,-23.1972,-94.0191,1,,0,1,252
130,1128,1432,130,\N,1,-24.6396,-94.3886,1,,0,1,252
131,1119,1418,131,\N,1,12.0723,-77.4303,1,,0,1,252
132,1119,1418,132,\N,1,10.0397,-76.2438,1,,0,1,252
133,1119,1418,133,\N,3,13.5968,-35.2585,3,,0,1,252
134,1119,1418,134,\N,1,25.4089,-3.8057,1,,0,1,252
135,1119,1418,135,\N,1,28.2638,-1.5745,1,,0,1,252
136,1119,1418,136,\N,1,33.2,-10.5777,1,,0,1,252
137,1119,1418,137,\N,1,37.3644,-13.8866,1,,0,1,252
138,1697,2183,138,\N,3,-1.0726,129.1251,2,,0,1,204
139,1697,2183,139,\N,3,-6.7142,118.9982,3,,0,1,204
140,1697,2187,140,\N,6,-4.3289,-159.6406,2,,0,1,204
141,1689,2170,141,\N,3,-34.6822,-35.1035,4,,0,1,204
142,1689,2169,142,\N,3,22.8394,-18.6425,4,,0,1,204
143,146,188,143,\N,3,6.9426,43.2432,4,,0,1,262
144,146,188,144,\N,6,-32.6969,71.4594,3,,0,1,262
145,1128,1433,145,\N,1,-24.5217,57.0263,1,,0,1,83
146,142,179,146,\N,3,33.9303,-61.2215,2,,0,1,252
147,143,181,147,\N,6,48.4571,11.7493,4,,0,1,252
148,146,192,148,\N,3,-68.5409,-179.8289,2,,0,1,252
149,936,1186,149,\N,4,9.748,134.2303,2,,0,1,252
150,936,1186,150,\N,6,2.6866,143.0324,2,,0,1,252
151,1119,1417,151,\N,1,46.4393,-172.7334,1,,0,1,103
152,146,189,152,\N,3,-19.91,-7.52,4,,0,1,252
153,1695,2179,153,\N,3,13.9001,126.7439,4,,0,1,360
154,1695,2179,154,\N,6,-21.4056,112.6514,4,,0,1,360
155,1695,2179,155,\N,6,-23.7929,115.8528,3,,0,1,360
156,1695,2179,156,\N,4,19.5547,134.4431,2,,0,1,360
157,1695,2179,157,\N,7,17.535,130.9314,3,,0,1,360
158,1694,2178,158,\N,3,1.7506,171.5026,2,,0,1,360
159,1694,2178,159,\N,3,1.5933,171.149,2,,0,1,360
160,1694,2178,160,\N,3,3.6526,163.0878,4,,0,1,360
161,1694,2178,161,\N,4,-3.2671,136.3393,2,,0,1,360
162,1119,1418,162,\N,1,13.3009,-40.3557,1,,0,1,252
163,146,187,163,\N,4,8.4108,15.0591,3,,0,1,252
164,146,192,164,\N,4,52.1942,157.62,2,,0,1,252
165,1689,2168,165,\N,4,19.9735,-87.832,2,,0,1,252
166,1688,2167,166,\N,7,-38.9083,-176.2855,4,,0,1,252
167,1688,2167,167,\N,7,7.1037,-173.8253,2,,0,1,252
168,1119,1417,168,\N,4,36.1227,-158.9696,4,,0,1,145
169,1688,2167,169,\N,3,29.642,86.9916,3,,0,1,252
170,1689,2168,170,\N,4,-29.6222,-98.2775,2,,0,1,145
171,1688,2167,171,\N,4,-45.747299,105.370308,2,,0,1,125
172,1152,1463,172,\N,3,-47.4533,-18.4075,5,,0,1,252
173,1152,1463,173,\N,7,-42.7785,-21.7142,5,,0,1,252
174,1152,1464,174,\N,3,-41.3795,67.1302,5,,0,1,252
175,1152,1465,175,\N,7,-30.6692,-36.3747,5,,0,1,252
176,1152,1465,176,\N,3,-20.7668,-175.1816,5,,0,1,199
177,1152,1465,177,\N,6,34.7848,179.2113,5,,0,1,162
178,1152,1465,178,\N,4,35.3987,-178.5251,5,,0,1,190
179,1152,1465,179,\N,7,-19.6535,-165.4662,5,,0,1,190
180,1152,1464,180,\N,7,-14.7078,140.6005,5,,0,1,252
181,1688,2167,181,\N,7,-51.228111,104.541199,3,,0,1,125
182,1688,2167,182,\N,3,-39.871983,96.781685,4,,0,1,125
183,1688,2167,183,\N,3,-34.959667,91.613739,3,,0,1,125
184,1688,2167,184,\N,4,19.702206,93.107475,4,,0,1,125
185,142,179,185,\N,6,-27.7107,45.385,2,,0,1,252
186,1152,1464,186,\N,6,-22.1825,90.9471,5,,0,1,252
187,1152,1464,187,\N,4,-25.991,89.2176,5,,0,1,252
188,1693,2176,188,\N,1,8.32636,18.810936,2,,0,1,125
189,1693,2176,189,\N,4,25.255402,-5.682159,3,,0,1,125
190,1693,2175,190,\N,6,-39.902142,-65.974014,4,,0,1,125
191,1693,2175,191,\N,3,41.9804,-112.2412,3,,0,1,144
192,1693,2175,192,\N,4,-25.6059,-166.836,3,,0,1,144
193,1693,2177,193,\N,6,-35.158333,-26.877186,3,,0,1,125
194,1693,2177,194,\N,3,-11.193197,-56.67981,4,,0,1,125
195,1693,2177,195,\N,1,-8.77,103.1274,2,,0,1,252
196,143,182,196,\N,3,23.2293,33.6618,2,,0,1,144
197,1697,2186,197,\N,3,-18.964655,-70.320999,4,,0,1,125
198,1697,2183,198,\N,7,0.078167,72.318115,4,,0,1,125
199,1127,1429,199,\N,3,-40.4635,25.8099,5,,0,1,360
200,1689,2171,200,\N,1,6.344975,66.142769,2,,0,1,125
201,1127,1426,201,\N,6,12.3016,71.5827,5,,0,1,252
202,1127,1429,202,\N,6,-23.9181,88.1463,5,,0,1,252
203,1127,1427,203,\N,6,16.5483,-107.4797,5,,0,1,258
204,1689,2171,204,\N,4,-34.200191,71.3442,4,,0,1,125
205,1689,2171,205,\N,7,8.482067,82.072815,4,,0,1,125
206,1127,1429,206,\N,7,-25.52,31.43,5,,0,1,236
207,1127,1429,207,\N,6,-2.14,25.24,5,,0,1,190
208,1138,1445,208,\N,4,-29.8096,-4.2618,5,,0,1,145
209,1138,1445,209,\N,4,15.2088,-45.2712,5,,0,1,252
210,1138,1446,210,\N,6,-21.005,-88.7599,5,,0,1,252
211,1138,1446,211,\N,7,-13.1651,-54.358,5,,0,1,145
212,1138,1443,212,\N,3,-13.9421,-46.4597,5,,0,1,145
213,1138,1444,213,\N,6,25.7177,-1.6153,5,,0,1,145
214,1138,1446,214,\N,3,-7.11,-45.74,5,,0,1,288
215,1138,1445,215,\N,7,36.5769,-42.4067,5,,0,1,252
216,1138,1445,216,\N,6,32.4949,-51.126,5,,0,1,252
217,1689,2171,217,\N,1,15.443384,110.782776,1,,0,1,125
218,1138,1443,218,\N,6,-39.136917,24.273895,5,,0,1,125
219,1138,1443,219,\N,4,6.764772,-36.089458,5,,0,1,125
220,1118,1414,220,\N,4,-9.914108,-40.68626,5,,0,1,125
221,1118,1413,221,\N,7,10.0852,167.6335,5,,0,1,252
222,1118,1413,222,\N,6,13.3545,131.8813,5,,0,1,252
223,1128,1433,223,\N,1,46.686771,-61.950241,1,,0,1,125
224,1128,1433,224,\N,1,-23.7951,57.0969,2,,0,1,125
225,1118,1413,225,\N,3,21.3418,144.2497,5,,0,1,252
226,1118,1413,226,\N,7,21.9716,144.1244,5,,0,1,252
227,1136,1441,227,\N,7,30.936,53.8083,5,,0,1,1
228,1136,1441,228,\N,3,27.2445,65.7356,5,,0,1,252
229,1138,1443,229,\N,4,-48.2301,3.2941,5,,0,1,252
230,1138,1444,230,\N,6,-74.969,48.4407,5,,0,1,252
231,142,179,231,\N,1,-31.1085,45.35,1,,0,1,1
232,1127,1427,232,\N,4,11.6919,-170.1519,5,,0,1,125
233,1127,1430,233,\N,4,-20.2260,-97.9429,5,,0,1,125
234,1127,1430,234,\N,3,-13.373994,-115.12986,5,,0,1,125
235,1127,1427,235,\N,4,46.3852,-130.0746,5,,0,1,125
236,1127,1426,236,\N,6,-44.3297,93.9267,5,,0,1,125
237,1127,1426,237,\N,7,21.0044,72.5935,5,,0,1,125
238,1136,1441,238,\N,7,-32.5879,75.0231,5,,0,1,125
239,1127,1431,239,\N,4,35.8587,64.3404,5,,0,1,125
240,1697,2188,240,\N,1,-13.8924,99.4376,1,,0,1,125
241,1127,1430,241,\N,6,-19.5722,-99.8317,5,,0,1,252
242,1138,1446,242,\N,7,-2.478,-110.8873,5,,0,1,259
243,1156,1469,243,\N,6,11.2107,-144.2938,5,,0,1,125
244,1156,1470,244,\N,7,-36.5242,165.4726,5,,0,1,252
245,1156,1471,245,\N,7,-29.6271,10.0355,5,,0,1,160
246,1156,1470,246,\N,3,-29.4924,173.2256,5,,0,1,252
247,1110,1395,247,\N,4,-4.1823,-159.1976,5,,0,1,125
248,1110,1399,248,\N,4,7.7768,-75.4291,5,,0,1,252
249,1110,1399,249,\N,6,30.078,-94.7521,5,,0,1,252
250,1110,1399,250,\N,6,-2.9057,-120.0469,5,,0,1,252
251,1110,1399,251,\N,4,37.4628,-161.1595,5,,0,1,252
252,1110,1395,252,\N,7,-29.0538,-176.0698,5,,0,1,252
253,1118,1413,253,\N,4,10.0334,134.3038,5,,0,1,125
254,702,887,254,\N,3,21.9683,4.0998,5,,0,1,125
255,1110,1399,255,\N,3,-2.4109,-63.4993,5,,0,1,252
256,702,887,256,\N,7,0.5617,-37.5362,5,,0,1,252
257,702,887,257,\N,6,-9.8058,-48.6179,5,,0,1,252
258,702,888,258,\N,6,25.1771,125.9744,5,,0,1,252
259,702,888,259,\N,7,20.8356,106.2174,5,,0,1,252
260,702,887,260,\N,4,-3.5113,-75.3682,5,,0,1,125
261,702,889,261,\N,7,25.7664,90.2486,5,,0,1,252
262,702,887,262,\N,4,-22.5232,-89.4039,5,,0,1,252
263,1110,1398,263,\N,6,3.6266,62.894,5,,0,1,125
264,1127,1428,264,\N,7,-8.9994,-48.4632,5,,0,1,252
265,816,1047,265,\N,4,8.4895,-32.6384,5,,0,1,167
266,816,1047,266,\N,2,9.2924,-153.9186,5,,0,1,167
267,1172,1507,267,\N,3,-57.5045,-98.7233,3,,0,1,77
268,1110,1395,268,\N,6,-40.7096,-150.4434,5,,0,1,234
269,1110,1395,269,\N,7,11.9925,177.0452,5,,0,1,234
270,1110,1395,270,\N,3,11.3058,168.6456,5,,0,1,234
271,1110,1396,271,\N,6,-42.1026,-21.8752,5,,0,1,234
272,1110,1397,272,\N,6,-3.7977,-151.9287,5,,0,1,234
273,1110,1397,273,\N,3,31.0788,125.0003,5,,0,1,118
274,1156,1469,274,\N,1,-16.3615,-70.9038,5,,0,1,118
275,1156,1472,275,\N,1,-23.74,-156.2297,5,,0,1,118
276,1156,1472,276,\N,1,-12.4202,-119.2942,5,,0,1,118
277,1156,1472,277,\N,1,-1.9137,-117.9485,5,,0,1,118
278,1156,1469,278,\N,7,-3.535,-154.4564,5,,0,1,118
279,1156,1469,279,\N,1,-21.5297,-149.5396,5,,0,1,118
280,1156,1469,280,\N,1,22.5975,161.694,5,,0,1,118
281,1156,1472,281,\N,1,-29.0256,-171.2617,5,,0,1,118
282,816,1047,282,\N,1,14.3738,-151.7665,5,,0,1,247
283,1152,1463,283,\N,4,-47.101,25.4678,5,,0,1,153
284,1152,1463,284,\N,6,-46.9866,30.8517,5,,0,1,153
285,1152,1465,285,\N,1,-11.0853,-12.4684,5,,0,1,252
286,146,192,286,\N,1,-41.3838,118.2001,1,,0,1,252
287,146,192,287,\N,6,-27.0431,-117.7679,2,,0,1,252
288,146,192,288,\N,1,33.1618,-168.081,1,,0,1,252
289,146,191,289,\N,1,-35.1251,-170.217,1,,0,1,163
290,146,191,290,\N,7,-18.842,-175.3425,2,,0,1,163
291,146,191,291,\N,3,29.5172,144.2521,2,,0,1,252
292,146,191,292,\N,3,-34.724,121.0089,2,,0,1,252
293,146,191,293,\N,1,-17.1109,135.4123,1,,0,1,252
294,146,191,294,\N,1,-42.3405,114.4266,1,,0,1,252
295,146,192,295,\N,3,-2.1569,-150.1207,4,,1,1,252
296,146,191,296,\N,1,-2.2737,-176.3177,1,,0,1,252
297,146,191,297,\N,1,-7.4033,-175.8724,1,,0,1,252
298,146,190,298,\N,1,7.6398,-33.3014,1,,0,1,252
299,1697,2183,299,\N,3,-26.1989,-163.9463,2,,0,1,356
300,1697,2183,300,\N,3,-26.1745,-164.0041,2,,0,1,356
301,1697,2183,301,\N,3,-21.3803,175.5019,3,,0,1,356
302,1697,2181,302,\N,3,24.3257,-65.3146,3,,0,1,356
303,1697,2181,303,\N,1,27.486,-60.4177,4,,0,1,356
304,1697,2181,304,\N,4,7.027,-43.568,2,,0,1,356
305,1697,2181,305,\N,6,6.6427,-42.4178,3,,0,1,356
306,1697,2181,306,\N,1,-37.1061,1.5222,3,,0,1,356
307,1697,2181,307,\N,3,0.8328,25.2289,2,,0,1,356
308,1697,2181,308,\N,6,24.3149,27.5883,2,,0,1,356
309,1697,2181,309,\N,1,24.5167,26.035,4,,0,1,356
310,1697,2181,310,\N,1,24.1364,23.5438,4,,0,1,356
311,146,190,311,\N,3,6.3418,27.9524,2,,0,1,252
312,146,190,312,\N,1,-16.067,45.1604,1,,0,1,252
313,146,190,313,\N,7,28.6814,82.4823,2,,0,1,252
314,146,190,314,\N,1,19.6242,91.5534,1,,0,1,252
315,146,190,315,\N,1,61.0055,72.9185,1,,0,1,252
316,146,190,316,\N,1,-2.5465,45.0905,1,,0,1,252
317,146,189,317,\N,1,16.9494,21.8354,1,,0,1,252
318,146,189,318,\N,6,12.4513,18.1673,2,,0,1,252
319,146,189,319,\N,1,4.3463,-8.8267,1,,0,1,252
320,146,189,320,\N,1,-34.7148,1.8351,1,,0,1,252
321,146,189,321,\N,1,-43.786,-28.9474,1,,0,1,252
322,146,189,322,\N,4,7.2985,-75.0633,2,,0,1,252
323,1697,2182,323,\N,1,-14.847,-172.3047,4,,0,1,356
324,1697,2182,324,\N,6,-15.563,-173.5123,3,,0,1,356
325,1697,2182,325,\N,6,-21.533,178.1467,2,,0,1,356
326,1697,2182,326,\N,1,-24.6955,179.3156,4,,0,1,356
327,1697,2182,327,\N,7,-52.3946,-140.2005,3,,0,1,356
328,1697,2182,328,\N,4,-60.2777,-150.3504,2,,0,1,356
329,1697,2182,329,\N,1,-47.342,100.3219,4,,0,1,356
330,1697,2182,330,\N,1,-42.7713,99.478,3,,0,1,356
331,146,188,331,\N,3,17.1835,134.1889,2,,0,1,252
332,146,188,332,\N,1,16.4167,117.2996,1,,0,1,252
333,146,188,333,\N,3,-43.7392,83.9161,2,,0,1,252
334,146,188,334,\N,1,7.1506,43.3079,1,,0,1,252
335,146,187,335,\N,3,14.2427,9.9741,2,,0,1,252
336,1697,2184,336,\N,1,-9.2392,-104.7918,1,,0,1,356
337,1697,2184,337,\N,4,-8.0082,-104.6207,3,,0,1,356
338,1697,2184,338,\N,1,-5.7714,-105.9496,1,,0,1,356
339,1697,2184,339,\N,3,-68.6564,-94.7628,2,,0,1,356
340,1697,2184,340,\N,6,-67.3768,-43.0866,3,,0,1,356
341,1697,2184,341,\N,3,-67.0238,5.1413,2,,0,1,356
342,1697,2184,342,\N,1,-69.2475,8.9549,4,,0,1,356
343,1697,2184,343,\N,1,-36.7089,38.3648,4,,0,1,356
344,1697,2184,344,\N,3,-33.4331,15.8306,2,,0,1,356
345,146,187,345,\N,1,21.7845,90.1803,1,,0,1,252
346,143,180,346,\N,3,77.01,138.07,3,,0,1,163
347,143,180,347,\N,4,40.6880,177.4577,4,,0,1,163
348,143,180,348,\N,3,28.7510,-169.5665,2,,0,1,163
349,143,181,349,\N,1,2.26,-54.58,2,,0,1,163
350,143,181,350,\N,1,6.52,-36.1,1,,0,1,163
351,143,181,351,\N,1,-10.15,-9.99,1,,0,1,163
352,143,181,352,\N,1,-45.3,-79.85,1,,0,1,163
353,143,181,353,\N,1,4.77,18.67,2,,0,1,163
354,143,181,354,\N,1,-12.28,11.61,1,,0,1,163
355,143,181,355,\N,1,48.45,11.75,1,,0,1,163
356,143,182,356,\N,1,-12.29,99.46,1,,0,1,163
357,143,182,357,\N,1,0.76,70.89,2,,0,1,163
358,143,182,358,\N,1,63.6,15.72,1,,0,1,163
359,143,182,359,\N,1,-45.56,-5.53,1,,0,1,163
360,143,182,360,\N,1,-24.33,3.5,1,,0,1,163
361,143,182,361,\N,1,61.15,58.73,1,,0,1,163
362,143,183,362,\N,1,38.77,-154.91,1,,0,1,163
363,143,183,363,\N,1,23.65,-115.66,2,,0,1,163
364,143,183,364,\N,1,20.6,-112.85,1,,0,1,163
365,143,183,365,\N,1,9.34,-98.77,1,,0,1,163
366,143,184,366,\N,1,-35.78,-2.17,1,,0,1,163
367,143,184,367,\N,1,-47.12,-21.08,2,,0,1,163
368,143,184,368,\N,1,-32.16,-128.57,1,,0,1,163
369,143,184,369,\N,1,-29.75,-54.33,1,,0,1,163
370,143,184,370,\N,1,-24.75,-64.04,2,,0,1,163
371,143,184,371,\N,1,-16.14,-95.42,1,,0,1,163
372,143,184,372,\N,1,9.91,-81.66,1,,0,1,163
373,143,184,373,\N,1,-25.03,-115.39,2,,0,1,163
374,1110,1396,374,\N,3,13.2042,-34.7447,5,,0,1,125
375,1110,1396,375,\N,4,-18.3157,-40.9142,5,,0,1,125
376,1110,1396,376,\N,7,24.7016,-72.501,5,,0,1,125
377,1110,1397,377,\N,1,51.6484,-179.5194,5,,0,1,125
378,1110,1397,378,\N,1,1.2248,117.4872,5,,0,1,125
379,1110,1398,379,\N,1,-0.4889,49.5748,5,,0,1,125
380,1110,1398,380,\N,1,71.5158,-4.9843,5,,0,1,125
381,1110,1398,381,\N,1,52.2733,51.5612,5,,0,1,125
382,1110,1398,382,\N,1,-36.3914,11.5551,5,,0,1,125
383,1110,1398,383,\N,7,-17.5916,-24.2264,5,,0,1,125
384,1110,1399,384,\N,1,-34.4247,-76.8445,5,,0,1,125
385,1110,1399,385,\N,1,-41.7664,-66.169,5,,0,1,125
386,1118,1414,386,\N,6,15.2162,-31.8203,5,,0,1,196
387,1118,1414,387,\N,3,-13.7828,-6.9118,5,,0,1,196
388,1118,1415,388,\N,6,14.1165,-30.1464,5,,0,1,252
389,1118,1415,389,\N,3,7.7236,-30.3388,5,,0,1,252
390,1118,1415,390,\N,4,2.7347,-23.5291,5,,0,1,252
391,1118,1415,391,\N,7,-6.2173,-39.4712,5,,0,1,252
392,1118,1415,392,\N,6,-11.9026,-54.6821,5,,0,1,252
393,1118,1415,393,\N,3,-66.7738,-104.2762,5,,0,1,252
394,1118,1415,394,\N,4,-71.9269,45.2294,5,,0,1,252
395,1118,1415,395,\N,6,-31.8243,13.7997,5,,0,1,252
396,1118,1415,396,\N,7,10.9063,-61.2944,5,,0,1,252
397,1118,1412,397,\N,7,11.8709,-79.3125,5,,0,1,252
398,1118,1412,398,\N,4,40.6923,-67.8523,5,,0,1,252
399,1118,1412,399,\N,6,35.8146,-65.0837,5,,0,1,252
400,1118,1412,400,\N,7,14.3189,-34.1781,5,,0,1,252
401,1118,1412,401,\N,3,29.7595,-26.6644,5,,0,1,252
402,1118,1412,402,\N,3,56.7874,-75.8513,5,,0,1,252
403,1118,1414,403,\N,4,-5.1999,21.5048,5,,0,1,252
404,1118,1414,404,\N,6,15.5063,12.8533,5,,0,1,252
405,1118,1414,405,\N,6,32.3491,9.8881,5,,0,1,252
406,1118,1414,406,\N,7,32.5921,10.0386,5,,0,1,252
407,1118,1414,407,\N,4,-41.9321,18.9252,5,,0,1,252
408,1118,1414,408,\N,7,-54.0034,-10.2792,5,,0,1,252
