id,system,body,siteID,extoolID,latitude,longitude,status,verified,visible,msg1Site,msg2Site,msg3Site,discoveredBy
26,1522,1942,26,\N,-50.1277,44.2171,2,1,1,34,28,31,350
27,1557,1982,27,\N,48.3769,-53.768,2,1,1,24,25,37,350
28,750,943,28,\N,-68.884,-137.8088,3,1,1,\N,\N,\N,350
29,1143,1452,29,\N,22.4386,121.0789,2,1,1,40,33,41,350
30,720,911,30,\N,-21.5287,-27.1165,2,1,1,32,45,33,350
31,1144,1453,31,\N,25.7177,27.4909,2,1,1,29,33,34,350
32,37,45,32,\N,50.3331,-124.31,3,1,1,\N,\N,\N,350
33,1145,1454,33,\N,-31.861,-5.36,2,1,1,29,30,35,350
34,1465,1867,34,\N,-37.8668,-66.3934,2,1,1,36,31,26,350
35,1537,1959,35,\N,39.897,-59.4823,3,1,1,\N,\N,\N,350
36,731,924,36,\N,-33.7172,-125.1209,2,1,1,37,27,38,350
37,1529,1951,37,\N,-1.6378,124.6736,2,1,1,26,27,23,350
38,1547,1970,38,\N,35.4633,131.5834,3,1,1,\N,\N,\N,350
39,704,891,39,\N,39.1994,-29.609,3,1,1,\N,\N,\N,350
40,733,926,40,\N,-39.3011,-58.6453,2,1,1,42,43,44,350
41,1536,1958,41,\N,31.7211,17.2641,3,1,1,\N,\N,\N,350
42,703,890,42,\N,-35.0118,-157.9024,2,1,1,4,54,53,350
43,1132,1437,43,\N,11.4432,7.5901,3,1,1,\N,\N,\N,350
44,1133,1438,44,\N,68.9625,92.9837,2,1,1,47,40,46,350
45,726,918,45,\N,7.8987,147.2701,2,1,1,17,48,49,350
46,1125,1424,46,\N,-64.438,166.8112,2,1,1,52,56,44,350
47,755,949,47,\N,43.0054,-162.8492,2,1,1,50,57,51,350
48,734,927,48,\N,42.7052,-162.4037,2,1,1,62,61,59,350
49,920,1168,49,\N,-41.9785,-166.2575,2,1,1,45,17,55,350
50,746,939,50,\N,16.9899,-32.5445,2,1,1,82,4,75,350
51,1473,1877,51,\N,-71.1251,66.0517,2,1,1,57,63,60,350
52,367,481,52,\N,-36.5491,-143.6091,2,1,1,64,46,58,350
53,39,47,53,\N,-10.1076,92.2843,3,1,1,\N,\N,\N,350
54,24,32,54,\N,-34.6857,-54.7454,3,1,1,\N,\N,\N,350
55,722,914,55,\N,-0.6282,140.4103,2,1,1,77,59,78,350
56,349,458,56,\N,-76.007,-96.1867,3,1,1,\N,\N,\N,350
57,1474,1878,57,\N,3.1594,24.6321,2,1,1,68,67,51,350
58,1167,1498,58,\N,49.0882,-159.7362,2,1,1,66,39,65,350
59,730,922,59,\N,31.254,-87.6853,2,1,1,61,62,48,350
60,757,951,60,\N,66.3918,6.9695,3,1,1,\N,\N,\N,350
61,1358,1736,61,\N,27.3204,134.839,2,1,1,74,48,79,350
62,1359,1737,62,\N,-53.2853,130.7533,2,1,1,74,59,61,350
63,350,459,63,\N,24.0676,-175.1989,3,1,1,\N,\N,\N,350
64,715,905,64,\N,17.9523,-96.769,3,1,1,\N,\N,\N,350
65,1123,1422,65,\N,-14.9126,-108.3329,3,1,1,\N,\N,\N,350
66,1124,1423,66,\N,16.2778,156.3799,3,1,1,\N,\N,\N,350
67,742,935,67,\N,-55.0941,155.6531,2,1,1,70,73,72,350
68,1121,1420,68,\N,3.2208,11.7039,3,1,1,\N,\N,\N,350
69,1587,2021,69,\N,-29.1297,-64.9776,2,1,1,62,74,71,350
70,1112,1401,70,\N,-1.952,105.5397,3,1,1,\N,\N,\N,350
71,738,931,71,\N,-4.3562,117.895,2,1,1,69,74,62,350
72,1134,1439,72,\N,10.2451,-57.1205,3,1,1,\N,\N,\N,350
73,709,896,73,\N,-25.2169,19.5864,2,1,1,92,88,86,350
74,1590,2024,74,\N,-8.9625,151.9945,2,1,1,71,69,61,350
75,751,944,75,\N,27.9425,-129.5034,2,1,1,57,51,76,350
76,359,472,76,\N,46.8135,-120.6927,3,1,1,\N,\N,\N,350
77,719,910,77,\N,-27.0405,-51.5551,2,1,1,78,77,55,350
78,1360,1738,78,\N,10.4805,1.7204,2,1,1,80,77,81,350
79,729,921,79,\N,-15.8376,-106.2342,2,1,1,81,83,84,350
80,1109,1394,80,\N,-1.0307,-155.0255,2,1,1,91,93,78,350
81,1099,1378,81,\N,-11.3492,21.792,2,1,1,80,79,85,350
82,345,454,82,\N,-40.069,-149.5349,3,1,1,\N,\N,\N,350
83,732,925,83,\N,45.9043,-46.3383,2,1,1,87,89,84,350
84,1591,2025,84,\N,36.0025,136.0272,2,1,1,83,79,87,350
85,728,920,85,\N,16.8664,7.3309,2,1,1,81,93,91,350
86,38,46,86,\N,53.5298,-15.1728,2,1,1,106,32,90,350
87,1580,2014,87,\N,-34.9228,124.9054,2,1,1,83,84,94,350
88,716,906,88,\N,73.9072,176.1945,2,1,1,97,73,100,350
89,677,856,89,\N,24.5778,-129.9434,3,1,1,\N,\N,\N,350
90,29,37,90,\N,-42.187,72.608,2,1,1,95,121,122,350
91,1146,1455,91,\N,34.0179,-179.0716,2,1,1,80,85,93,350
92,685,870,92,\N,-31.0007,-54.2341,2,1,1,120,117,111,350
93,721,912,93,\N,15.2412,-45.352,2,1,1,91,55,85,350
94,1582,2016,94,\N,-45.3895,46.9644,2,1,1,96,98,87,350
95,48,59,95,\N,-22.6271,-15.8986,2,1,1,106,20,109,350
96,1171,1506,96,\N,13.0667,-27.9931,2,1,1,102,101,99,350
97,40,48,97,\N,-4.198,-48.9098,3,1,1,\N,\N,\N,350
98,745,938,98,\N,65.9622,32.9774,2,1,1,110,94,104,350
99,1090,1368,99,\N,-9.4777,-95.4254,2,1,1,103,104,107,350
100,23,31,100,\N,-17.2871,137.3867,3,1,1,\N,\N,\N,350
101,1126,1425,101,\N,-2.1361,-50.3902,2,1,1,75,114,50,350
102,1588,2022,102,\N,61.2111,47.3937,2,1,1,107,96,105,350
103,1103,1384,103,\N,-53.1279,79.7963,2,1,1,115,101,99,350
104,1592,2026,104,\N,-32.2019,24.7648,2,1,1,99,98,126,350
105,749,942,105,\N,16.9399,-53.3368,2,1,1,108,102,70,350
106,1149,1458,106,\N,-43.8597,85.8209,3,1,1,\N,\N,\N,350
107,1583,2017,107,\N,73.2347,168.6743,2,1,1,105,94,96,350
108,743,936,108,\N,-54.513,-32.504,2,1,1,105,102,112,350
109,1148,1457,109,\N,-37.9907,140.6388,2,1,1,118,88,42,350
110,740,933,110,\N,-11.2222,-80.0124,2,1,1,113,98,119,350
111,348,457,111,\N,-29.0123,-153.8312,3,1,1,\N,\N,\N,350
112,739,932,112,\N,50.3117,11.1931,2,1,1,115,108,114,350
113,1585,2019,113,\N,-20.9913,-31.436,2,1,1,119,123,110,350
114,1098,1377,114,\N,-32.6965,-169.7781,2,1,1,108,125,112,350
115,735,928,115,\N,32.5462,153.0528,2,1,1,112,103,116,350
116,1100,1379,116,\N,34.7054,43.2882,2,1,1,124,99,115,350
117,688,873,117,\N,-33.6164,-95.5121,3,1,1,\N,\N,\N,350
118,26,34,118,\N,-75.7543,-148.2469,3,1,1,\N,\N,\N,350
119,737,930,119,\N,27.8121,-69.1259,2,1,1,110,113,123,350
120,36,44,120,\N,-4.9532,44.6363,3,1,1,\N,\N,\N,350
121,823,1058,121,\N,-7.0555,144.1756,3,1,1,\N,\N,\N,350
122,44,55,122,\N,13.3934,-78.7487,3,1,1,\N,\N,\N,350
123,1579,2013,123,\N,57.7906,67.3644,2,1,1,110,119,113,350
124,717,907,124,\N,41.7995,108.2899,3,1,1,\N,\N,\N,350
125,756,950,125,\N,29.6993,131.1824,3,1,1,\N,\N,\N,350
126,1586,2020,126,\N,-45.764,138.682,2,1,1,127,128,113,350
127,910,1158,127,\N,-46.9797,111.2209,2,1,1,134,133,131,350
128,1589,2023,128,\N,2.954,39.8759,2,1,1,130,129,132,350
129,904,1152,129,\N,39.8038,141.1577,2,1,1,128,130,132,350
130,908,1156,130,\N,63.2875,124.5319,2,1,1,128,136,132,350
131,1704,2195,131,\N,68.5898,-22.5722,2,1,1,140,147,144,350
132,1581,2015,132,\N,23.2563,179.6454,2,1,1,135,128,129,350
133,1092,1370,133,\N,-51.4581,158.1264,2,1,1,142,138,145,350
134,1703,2194,134,\N,-29.1609,148.2092,2,1,1,131,133,127,350
135,707,894,135,\N,-25.8016,30.8571,2,1,1,137,139,132,350
136,916,1164,136,\N,58.1601,53.4055,2,1,1,137,139,130,350
137,902,1150,137,\N,18.6182,18.6466,2,1,1,136,139,135,350
138,905,1153,138,\N,-49.2856,-159.0749,2,1,1,151,150,149,350
139,701,886,139,\N,-18.8713,84.8981,2,1,1,141,136,143,350
140,1584,2018,140,\N,-62.2121,-9.8656,2,1,1,146,131,147,350
141,706,893,141,\N,72.5156,-130.2906,2,1,1,148,143,172,350
142,1091,1369,142,\N,52.6056,-151.842,2,1,1,126,133,151,350
143,907,1155,143,\N,16.1504,128.5936,2,1,1,139,135,137,350
144,360,473,144,\N,-8.4004,31.8891,3,1,1,\N,\N,\N,350
145,1164,1494,145,\N,-36.8524,101.0743,3,1,1,\N,\N,\N,350
146,1749,2243,146,\N,-13.3533,-104.0368,2,1,1,\N,147,47,350
147,752,945,147,\N,-48.1767,-13.3551,2,1,1,140,131,146,350
148,700,885,148,\N,0.8018,-144.8607,2,1,1,152,141,153,350
149,906,1154,149,\N,-74.1521,-82.2954,2,1,1,138,162,150,350
150,922,1170,150,\N,-74.7376,-152.5656,2,1,1,151,138,169,350
151,934,1182,151,\N,25.7074,-21.7008,2,1,1,150,138,149,350
152,1139,1447,152,\N,-72.1508,135.5127,3,1,1,\N,\N,\N,350
153,1101,1380,153,\N,29.0335,153.3848,2,1,1,155,157,150,350
154,1155,1468,154,\N,31.5542,141.0143,2,1,1,156,159,158,350
155,926,1174,155,\N,12.4032,-87.639,2,1,1,142,161,162,350
156,1166,1497,156,\N,-23.3712,-160.8387,3,1,1,\N,\N,\N,350
157,1137,1442,157,\N,0.5056,-32.957,2,1,1,1,153,160,350
158,355,467,158,\N,12.8468,-41.1254,3,1,1,\N,\N,\N,350
159,816,1046,159,\N,-53.5029,106.5668,2,1,1,165,167,168,350
160,824,1059,160,\N,38.6733,139.1832,3,1,1,\N,\N,\N,350
161,919,1167,161,\N,-17.8016,-54.3772,2,1,1,155,163,162,350
162,925,1173,162,\N,4.3611,-124.1767,2,1,1,149,161,155,350
163,1381,1764,163,\N,-31.2941,-77.4125,2,1,1,164,161,166,350
164,1383,1766,164,\N,5.441,43.5772,2,1,1,182,157,174,350
165,825,1060,165,\N,-29.9773,-152.3166,3,1,1,\N,\N,\N,350
166,32,40,166,\N,-63.0211,-76.8831,2,1,1,175,171,170,350
167,817,1048,167,\N,-46.2852,45.5708,3,1,1,\N,\N,\N,350
168,821,1052,168,\N,-39.8101,36.0883,3,1,1,\N,\N,\N,350
169,693,878,169,\N,32.0728,51.8755,3,1,1,\N,\N,\N,350
170,43,54,170,\N,25.224,-123.7181,2,1,1,176,180,122,350
171,35,43,171,\N,-66.7152,-150.6992,2,1,1,175,192,173,350
172,1129,1434,172,\N,-13.3105,-15.3081,2,1,1,148,177,189,350
173,47,58,173,\N,-44.6778,-96.0452,2,1,1,175,179,171,350
174,1385,1768,174,\N,-35.3379,-127.4803,2,1,1,182,163,181,350
175,31,39,175,\N,-52.0494,7.952,2,1,1,173,2,171,350
176,684,869,176,\N,22.1347,96.5976,2,1,1,170,202,166,350
177,1114,1403,177,\N,50.3267,143.9451,2,1,1,178,183,172,350
178,1120,1419,178,\N,34.0093,63.7517,2,1,1,177,52,64,350
179,30,38,179,\N,-18.4545,-4.6061,2,1,1,184,186,171,350
180,42,53,180,\N,11.4778,81.5976,2,1,1,95,187,185,350
181,20,28,181,\N,33.3162,89.9169,2,1,1,194,190,191,350
182,1384,1767,182,\N,-34.85,52.573,2,1,1,164,174,179,350
183,1141,1449,183,\N,8.6513,78.215,2,1,1,188,197,190,350
184,686,871,184,\N,47.3301,-142.8403,3,1,1,\N,\N,\N,350
185,680,864,185,\N,2.1539,65.5808,3,1,1,\N,\N,\N,350
186,25,33,186,\N,-61.213,0.2473,3,1,1,\N,\N,\N,350
187,46,57,187,\N,66.8546,-149.872,3,1,1,\N,\N,\N,350
188,1130,1435,188,\N,-32.4659,-65.5308,2,1,1,193,3,195,350
189,1113,1402,189,\N,-35.6606,-38.1952,2,1,1,172,177,153,350
190,918,1166,190,\N,41.5369,7.7036,2,1,1,181,182,164,350
191,932,1180,191,\N,33.9557,16.7738,2,1,1,200,199,208,350
192,33,41,192,\N,30.7249,-175.8981,3,1,1,\N,\N,\N,350
193,1151,1462,193,\N,62.8175,137.8808,2,1,1,64,116,188,350
194,21,29,194,\N,-29.4982,-169.2346,2,1,1,181,196,190,350
195,1153,1466,195,\N,34.5205,-87.6166,2,1,1,21,5,198,350
196,19,27,196,\N,-43.779,-72.0815,3,1,1,\N,\N,\N,350
197,1131,1436,197,\N,-29.0631,73.5608,3,1,1,\N,\N,\N,350
198,901,1149,198,\N,46.0061,-77.1934,2,1,1,195,5,199,350
199,928,1176,199,\N,40.8408,-104.0889,2,1,1,198,203,201,350
200,915,1163,200,\N,44.6542,39.6236,2,1,1,206,203,207,350
201,912,1160,201,\N,38.6711,-86.7048,2,1,1,203,200,204,350
202,683,868,202,\N,-34.7251,-78.8895,3,1,1,\N,\N,\N,350
203,911,1159,203,\N,22.3928,-135.0533,2,1,1,183,204,200,350
204,909,1157,204,\N,-18.0788,42.2722,2,1,1,205,148,206,350
205,927,1175,205,\N,34.9502,136.1186,2,1,1,204,201,203,350
206,913,1161,206,\N,9.4863,-108.1907,2,1,1,191,200,204,350
207,914,1162,207,\N,40.0326,164.0504,2,1,1,201,199,205,350
208,28,36,208,\N,21.0004,75.8452,2,1,1,209,191,174,350
209,899,1147,209,\N,-8.1745,65.0438,3,1,1,\N,\N,\N,350
210,820,1051,210,\N,27.1036,-128.5733,3,1,1,\N,\N,\N,350
211,34,42,211,\N,16.5321,-8.3025,3,1,1,\N,\N,\N,350
212,697,882,212,\N,-14.3252,-67.3716,3,1,1,\N,\N,\N,350
213,736,929,213,\N,19.4297,-146.9173,3,1,1,\N,\N,\N,350
214,1108,1393,214,\N,37.6546,39.9261,2,1,1,216,215,213,350
215,723,915,215,\N,60.0704,150.5113,2,1,1,211,212,217,350
216,694,879,216,\N,70.8429,19.5973,3,1,1,\N,\N,\N,350
217,27,35,217,\N,-28.2303,99.013,3,1,1,\N,\N,\N,350
218,1140,1448,218,\N,10.0272,45.0325,2,1,1,214,219,210,350
219,1111,1400,219,\N,76.9958,-139.547,2,1,1,154,218,220,350
220,744,937,220,\N,17.9813,140.8444,3,1,1,\N,\N,\N,350
221,342,451,221,\N,37.1876,-149.1016,3,1,1,\N,\N,\N,350
222,1379,1762,222,\N,47.3339,-16.4177,2,1,1,223,224,169,350
223,696,881,223,\N,-3.7118,89.4021,2,1,1,222,221,225,350
224,705,892,224,\N,-20.2772,152.5539,3,1,1,\N,\N,\N,350
225,1382,1765,225,\N,-53.0775,46.9689,2,1,1,226,221,111,350
226,346,455,226,\N,-1.2455,-139.3824,3,1,1,\N,\N,\N,350
227,1097,1376,227,\N,-3.2977,-131.8149,3,1,1,\N,\N,\N,350
228,1451,1852,228,\N,6.4332,-124.9072,2,1,1,\N,\N,\N,350
229,748,941,229,\N,16.3571,-135.0391,2,1,1,227,\N,\N,309
