id,system,body,siteID,extoolID,type,latitude,longitude,verified,visable,discoveredBy
106,380,498,106,\N,2,31.8366,147.4962,1,1,285
107,1032,1298,107,\N,2,42.6663,-179.6181,1,1,156
108,1184,1522,108,\N,5,71.5229,66.7396,1,1,203
109,1189,1527,109,\N,2,54.0018,5.1912,1,1,220
110,1189,1527,110,\N,2,40.4103,-109.6741,1,1,220
111,635,803,111,\N,5,42.5311,-66.5638,1,1,140
112,374,489,112,\N,2,61.8004,-62.1118,1,1,285
113,633,801,113,\N,2,32.905,-43.9908,1,1,140
114,633,801,114,\N,2,24.5106,-104.9467,1,1,140
115,1032,1298,115,\N,2,17.5114,92.5208,1,1,156
116,636,804,116,\N,2,77.1852,-14.8809,1,1,140
117,209,271,117,\N,5,-45.4276,43.8031,1,1,97
118,209,272,118,\N,5,1.4812,121.891,1,1,97
119,1032,1298,119,\N,2,6.8221,-114.8583,1,1,156
120,1631,2087,120,\N,2,-51.6778,-169.4274,1,1,33
121,1618,2055,121,\N,5,-30.7021,-36.5012,1,1,50
122,1343,1719,122,\N,2,-14.6967,-178.7883,1,1,10
123,1602,2035,123,\N,3,-1.8967,-60.7624,1,1,248
124,666,845,124,\N,5,-72.5026,6.1604,1,1,97
125,1004,1264,125,\N,5,22.8133,-14.36,1,1,171
126,1004,1264,126,\N,5,-18.8437,40.4305,1,1,171
127,1375,1758,127,\N,2,16.332,-19.8474,1,1,57
128,126,161,128,\N,2,-3.24,0.9696,1,1,112
129,1056,1328,129,\N,5,72.9681,171.1606,1,1,6
130,366,480,130,\N,2,73.1153,-146.1758,1,1,213
131,894,1142,131,\N,5,-51.1144,-93.9346,1,1,81
132,1025,1286,132,\N,5,3.7772,58.9923,1,1,330
133,1606,2039,133,\N,5,-44.2513,68.9451,1,1,203
134,1274,1630,134,\N,2,35.4521,-159.2611,1,1,203
135,1274,1630,135,\N,2,64.1444,-117.1525,1,1,203
136,1027,1291,136,\N,2,-68.1954,-109.4137,1,1,350
137,1057,1329,137,\N,2,17.4674,-30.1737,1,1,295
138,1025,1286,138,\N,5,13.1103,-158.9165,1,1,50
139,1602,2035,139,\N,3,-2.0237,-141.7931,1,1,178
140,1350,1728,140,\N,5,30.0529,-22.2022,1,1,133
141,365,479,141,\N,5,-44.3155,-164.7273,1,1,213
142,1026,1287,142,\N,2,-13.1475,-147.631,1,1,265
143,1026,1287,143,\N,2,67.0099,132.3613,1,1,265
144,819,1050,144,\N,2,14.4174,-47.953,1,1,107
145,1026,1290,145,\N,5,7.9807,-35.4672,1,1,265
146,1022,1282,146,\N,5,25.7261,176.7434,1,1,50
