"id","gsType","gsObeliskGroup","obeliskNumber","broken","gsCodexData","verified","created_at","updated_at"
89,3,9,11,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
90,3,9,12,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
91,3,10,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
92,3,10,2,0,25,0,2018-07-26 03:26:47,2018-07-26 03:26:47
93,3,10,3,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
94,3,10,4,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
95,3,10,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
96,3,10,6,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
97,3,10,7,0,16,0,2018-07-26 03:26:47,2018-07-26 03:26:47
98,3,10,8,0,23,0,2018-07-26 03:26:47,2018-07-26 03:26:47
99,3,10,9,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
100,3,10,10,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
101,3,11,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
102,3,11,2,0,28,0,2018-07-26 03:26:47,2018-07-26 03:26:47
103,3,11,3,0,16,0,2018-07-26 03:26:47,2018-07-26 03:26:47
104,3,11,4,0,20,0,2018-07-26 03:26:47,2018-07-26 03:26:47
105,3,11,5,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
106,3,11,6,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
107,3,11,7,0,23,0,2018-07-26 03:26:47,2018-07-26 03:26:47
108,3,11,8,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
109,3,11,9,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
110,3,11,10,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
111,4,12,1,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
112,4,12,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
113,4,12,3,0,1,0,2018-07-26 03:26:47,2018-07-26 03:26:47
114,4,12,4,0,28,0,2018-07-26 03:26:47,2018-07-26 03:26:47
115,4,12,5,0,26,0,2018-07-26 03:26:47,2018-07-26 03:26:47
116,4,12,6,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
117,4,12,7,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
118,4,12,8,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
119,4,12,9,0,20,0,2018-07-26 03:26:47,2018-07-26 03:26:47
120,4,12,10,0,19,0,2018-07-26 03:26:47,2018-07-26 03:26:47
121,4,13,1,0,26,0,2018-07-26 03:26:47,2018-07-26 03:26:47
122,4,13,2,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
123,4,13,3,0,20,0,2018-07-26 03:26:47,2018-07-26 03:26:47
124,4,13,4,0,19,0,2018-07-26 03:26:47,2018-07-26 03:26:47
125,4,13,5,0,19,0,2018-07-26 03:26:47,2018-07-26 03:26:47
126,4,13,6,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
127,4,13,7,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
128,4,13,8,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
129,4,13,9,0,12,0,2018-07-26 03:26:47,2018-07-26 03:26:47
130,4,13,10,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
131,4,13,11,0,1,0,2018-07-26 03:26:47,2018-07-26 03:26:47
132,4,13,12,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
133,4,14,1,0,28,0,2018-07-26 03:26:47,2018-07-26 03:26:47
134,4,14,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
135,4,14,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
136,4,14,4,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
137,4,14,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
138,4,14,6,0,6,0,2018-07-26 03:26:47,2018-07-26 03:26:47
139,4,14,7,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
140,4,14,8,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
141,4,14,9,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
142,4,14,10,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
143,4,14,11,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
144,4,14,12,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
145,4,14,13,0,16,0,2018-07-26 03:26:47,2018-07-26 03:26:47
146,4,14,14,0,15,0,2018-07-26 03:26:47,2018-07-26 03:26:47
147,5,15,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
148,5,15,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
149,5,15,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
150,5,15,4,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
151,5,15,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
152,5,15,6,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
153,5,16,1,0,22,0,2018-07-26 03:26:47,2018-07-26 03:26:47
154,5,16,2,0,25,0,2018-07-26 03:26:47,2018-07-26 03:26:47
155,5,16,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
156,5,16,4,0,18,0,2018-07-26 03:26:47,2018-07-26 03:26:47
157,5,17,1,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
158,5,17,2,0,20,0,2018-07-26 03:26:47,2018-07-26 03:26:47
159,5,17,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
160,5,17,4,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
161,5,17,5,0,11,0,2018-07-26 03:26:47,2018-07-26 03:26:47
162,5,17,6,0,16,0,2018-07-26 03:26:47,2018-07-26 03:26:47
163,5,17,7,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
164,5,17,8,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
165,5,17,9,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
166,5,17,10,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
167,5,18,1,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
168,5,18,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
169,5,18,3,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
170,5,18,4,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
171,5,18,5,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
172,5,18,6,0,16,0,2018-07-26 03:26:47,2018-07-26 03:26:47
173,5,18,7,0,20,0,2018-07-26 03:26:47,2018-07-26 03:26:47
174,5,18,8,0,20,0,2018-07-26 03:26:47,2018-07-26 03:26:47
175,5,18,9,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
176,5,18,10,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
177,5,19,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
178,5,19,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
179,5,19,3,0,7,0,2018-07-26 03:26:47,2018-07-26 03:26:47
180,5,19,4,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
181,5,19,5,0,18,0,2018-07-26 03:26:47,2018-07-26 03:26:47
182,5,19,6,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
183,5,19,7,0,25,0,2018-07-26 03:26:47,2018-07-26 03:26:47
184,5,19,8,0,4,0,2018-07-26 03:26:47,2018-07-26 03:26:47
185,5,19,9,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
186,5,19,10,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
187,5,19,11,0,11,0,2018-07-26 03:26:47,2018-07-26 03:26:47
188,5,19,12,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
189,5,19,13,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
190,5,19,14,0,12,0,2018-07-26 03:26:47,2018-07-26 03:26:47
191,5,19,15,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
192,5,19,16,0,22,0,2018-07-26 03:26:47,2018-07-26 03:26:47
193,6,20,1,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
194,6,20,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
195,6,20,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
196,6,20,4,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
197,6,20,5,0,15,0,2018-07-26 03:26:47,2018-07-26 03:26:47
198,6,20,6,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
199,6,20,7,0,16,0,2018-07-26 03:26:47,2018-07-26 03:26:47
200,6,20,8,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
201,6,21,1,0,13,0,2018-07-26 03:26:47,2018-07-26 03:26:47
202,6,21,2,0,20,0,2018-07-26 03:26:47,2018-07-26 03:26:47
203,6,21,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
204,6,21,4,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
205,6,21,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
206,6,21,6,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
207,6,21,7,0,11,0,2018-07-26 03:26:47,2018-07-26 03:26:47
208,6,21,8,0,11,0,2018-07-26 03:26:47,2018-07-26 03:26:47
209,6,22,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
210,6,22,2,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
211,6,22,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
212,6,22,4,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
213,6,22,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
214,6,22,6,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
215,6,22,7,0,18,0,2018-07-26 03:26:47,2018-07-26 03:26:47
216,6,22,8,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
217,6,23,1,0,5,0,2018-07-26 03:26:47,2018-07-26 03:26:47
218,6,23,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
219,6,23,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
220,6,23,4,0,22,0,2018-07-26 03:26:47,2018-07-26 03:26:47
221,6,23,5,0,8,0,2018-07-26 03:26:47,2018-07-26 03:26:47
222,7,24,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
223,7,24,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
224,7,24,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
225,7,24,4,0,13,0,2018-07-26 03:26:47,2018-07-26 03:26:47
226,7,24,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
227,7,24,6,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
228,7,24,7,0,21,0,2018-07-26 03:26:47,2018-07-26 03:26:47
229,7,24,8,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
230,7,24,9,0,21,0,2018-07-26 03:26:47,2018-07-26 03:26:47
231,7,24,10,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
232,7,24,11,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
233,7,24,12,0,24,0,2018-07-26 03:26:47,2018-07-26 03:26:47
234,7,24,13,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
235,7,25,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
236,7,25,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
237,7,25,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
238,7,25,4,0,16,0,2018-07-26 03:26:47,2018-07-26 03:26:47
239,7,25,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
240,7,25,6,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
241,7,25,7,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
242,7,25,8,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
243,7,25,9,0,13,0,2018-07-26 03:26:47,2018-07-26 03:26:47
244,7,25,10,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
245,7,25,11,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
246,7,25,12,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
247,7,25,13,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
248,7,25,14,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
249,7,26,1,0,2,0,2018-07-26 03:26:47,2018-07-26 03:26:47
250,7,26,2,0,9,0,2018-07-26 03:26:47,2018-07-26 03:26:47
251,7,26,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
252,7,26,4,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
253,7,26,5,0,15,0,2018-07-26 03:26:47,2018-07-26 03:26:47
254,7,26,6,0,17,0,2018-07-26 03:26:47,2018-07-26 03:26:47
255,7,26,7,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
256,7,26,8,0,14,0,2018-07-26 03:26:47,2018-07-26 03:26:47
257,7,26,9,0,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
258,7,26,10,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
259,7,27,1,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
260,7,27,2,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
261,7,27,3,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
262,7,27,4,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
263,7,27,5,1,,0,2018-07-26 03:26:47,2018-07-26 03:26:47
264,7,27,6,0,24,0,2018-07-26 03:26:47,2018-07-26 03:26:47
265,7,27,7,0,27,0,2018-07-26 03:26:47,2018-07-26 03:26:47
266,8,28,1,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
267,8,28,2,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
268,8,28,3,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
269,8,28,4,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
270,8,28,5,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
271,8,28,6,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
272,8,28,7,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
273,8,28,8,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
274,8,28,9,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
275,8,28,10,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
276,8,28,11,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
277,8,28,12,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
278,8,28,13,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
279,8,28,14,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
280,8,28,15,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
281,8,28,16,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
282,8,28,17,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
283,8,28,18,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
284,8,29,1,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
285,8,29,2,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
286,8,29,3,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
287,8,29,4,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
288,8,29,5,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
289,8,29,6,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
290,8,29,7,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
291,8,29,8,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
292,8,29,9,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
293,8,29,10,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
294,8,29,11,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
295,8,29,12,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
296,8,29,13,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
297,8,30,1,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
298,8,30,2,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
299,8,30,3,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
300,8,30,4,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
301,8,30,5,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
302,8,30,6,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
303,8,30,7,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
304,8,30,8,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
305,8,30,9,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
306,8,30,10,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
307,8,30,11,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
308,8,30,12,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
309,8,30,13,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
310,8,30,14,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
311,8,30,15,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
312,8,31,1,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
313,8,31,2,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
314,8,31,3,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
315,8,31,4,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
316,8,31,5,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
317,8,31,6,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
318,8,31,7,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
319,8,31,8,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
320,8,31,9,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
321,8,31,10,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
322,8,31,11,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
323,8,31,12,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
324,9,32,1,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
325,9,32,2,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
326,9,32,3,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
327,9,32,4,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
328,9,32,5,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
329,9,32,6,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
330,9,32,7,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
331,9,32,8,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
332,9,32,9,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
333,9,32,10,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
334,9,32,11,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
335,9,32,12,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
336,9,32,13,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
337,9,32,14,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
338,9,32,15,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
339,9,32,16,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
340,9,32,17,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
341,9,33,18,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
342,9,33,1,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
343,9,33,2,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
344,9,33,3,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
345,9,33,4,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
346,9,33,5,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
347,9,33,6,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
348,9,33,7,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
349,9,33,8,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
350,9,33,9,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
351,9,33,10,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
352,9,33,11,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
353,9,33,12,0,,0,2018-10-06 23:38:49,2018-10-06 23:38:49
