id,system,body,siteID,extoolID,latitude,longitude,type,verified,visible,discoveredBy
100,685,987,100,\N,-21.6772,4.0535,3,1,1,600
101,685,987,101,\N,-41.8041,-43.9197,2,1,1,600
102,900,1245,102,\N,-49.0267,5.4130,3,1,1,600
103,900,1245,103,\N,-28.4965,-72.4370,2,1,1,600
104,805,1132,104,\N,-49.9900,-129.9900,2,1,1,600
105,805,1132,105,\N,-5.8800,-119.6600,4,1,1,600
106,805,1132,106,\N,-15.4300,-175.0800,2,1,1,600
107,880,1220,107,\N,-10.1700,-136.9900,4,1,1,600
108,880,1219,108,\N,46.1400,57.7400,2,1,1,600
109,880,1219,109,\N,-13.1500,146.2600,2,1,1,600
110,880,1219,110,\N,-16.3000,145.0700,4,1,1,600
111,719,1027,111,\N,-22.2036,-26.8074,2,1,1,600
112,719,1027,112,\N,20.6142,73.4632,2,1,1,600
113,719,1030,113,\N,48.8147,113.5548,3,1,1,382
114,761,1078,114,\N,-24.7914,-161.4396,4,1,1,7
115,761,1078,115,\N,-2.9252,38.6011,3,1,1,7
116,769,1090,116,\N,14.2484,-139.8112,4,1,1,409
117,769,1090,117,\N,-27.6442,-85.9520,3,1,1,409
118,769,1090,118,\N,-27.5077,-85.9615,3,1,1,409
119,801,1127,119,\N,21.1100,54.5800,4,1,1,13
120,801,1127,120,\N,21.0700,54.5000,3,1,1,13
121,801,1127,121,\N,-15.5900,15.5700,4,1,1,13
122,859,1194,122,\N,-72.5800,120.7700,2,1,1,99
123,859,1194,123,\N,24.7300,-133.2100,4,1,1,99
124,859,1196,124,\N,-16.7200,106.7000,4,1,1,99
125,811,1139,125,\N,34.7380,17.8180,2,1,1,594
126,811,1139,126,\N,25.6330,21.5750,2,1,1,594
127,811,1139,127,\N,16.9200,69.2290,4,1,1,594
128,747,1059,128,\N,30.2243,164.1044,4,1,1,592
129,747,1059,129,\N,10.943,-170.7839,3,1,1,592
130,747,1060,130,\N,7.5661,128.8135,3,1,1,592
131,896,1240,131,\N,69.1866,-63.9558,4,1,1,592
132,896,1240,132,\N,-70.9961,169.8454,3,1,1,592
133,874,1213,133,\N,21.0057,-173.5362,2,1,1,285
134,874,1213,134,\N,-0.2629,-133.1227,3,1,1,285
135,874,1213,135,\N,29.8529,-123.8482,4,1,1,285
136,4271,5823,136,\N,21.3200,-179.6900,3,1,1,177
137,4271,5823,137,\N,20.5000,-125.8600,2,1,1,177
138,4271,5824,138,\N,47.6500,20.6700,3,1,1,177
139,4271,5824,139,\N,39.2300,-44.3400,4,1,1,177
140,4034,5491,140,\N,21.9079,-39.8234,3,1,1,37
141,2176,2953,141,\N,-54.5877,25.0838,4,1,1,475
142,4281,5841,142,\N,4.1674,164.4197,4,1,1,391
143,4281,5841,143,\N,-31.8168,137.5363,3,1,1,391
144,4281,5842,144,\N,-7.5576,-68.1405,2,1,1,391
145,182,249,145,\N,25.6366,76.1155,3,1,1,588
146,182,249,146,\N,1.2283,50.7668,4,1,1,588
147,182,249,147,\N,11.8447,-56.0513,4,1,1,588
148,4282,5843,148,\N,-32.3041,-69.7833,4,1,1,234
149,4282,5844,149,\N,27.5997,-105.8709,4,1,1,234
150,4282,5844,150,\N,27.5059,-105.9309,3,1,1,234
151,1388,1851,151,\N,-19.4900,68.9800,4,1,1,176
152,1388,1851,152,\N,25.3400,85.4100,3,1,1,176
153,1388,1851,153,\N,25.3600,85.3600,4,1,1,176
154,1393,1859,154,\N,-36.4100,48.8200,2,1,1,176
155,1393,1859,155,\N,14.1000,39.6700,4,1,1,176
156,1393,1859,156,\N,30.9400,35.7800,2,1,1,176
157,10,16,157,\N,23.9400,-82.0900,4,1,1,176
158,10,16,158,\N,-28.5200,-156.7000,2,1,1,176
159,858,1192,159,\N,-17.3900,-104.8500,2,1,1,176
160,858,1191,160,\N,-5.4900,138.4600,3,1,1,176
161,858,1191,161,\N,43.5100,-8.9400,2,1,1,176
162,773,1094,162,\N,8.2400,101.9700,3,1,1,117
163,773,1094,163,\N,26.7000,142.7800,3,1,1,117
164,773,1094,164,\N,27.3200,144.5000,3,1,1,117
165,773,1095,165,\N,3.8700,63.3100,2,1,1,117
166,773,1095,166,\N,-39.9100,-115.5600,4,1,1,117
167,180,247,167,\N,16.4272,-142.7126,3,1,1,95
168,180,247,168,\N,23.9717,-67.5760,3,1,1,95
169,180,247,169,\N,-15.9883,-9.8821,4,1,1,95
170,753,1068,170,\N,-15.3243,6.5224,3,1,1,415
171,753,1067,171,\N,8.1724,82.8748,4,1,1,415
172,753,1067,172,\N,8.2760,82.7896,2,1,1,415
173,3267,4399,173,\N,-19.5093,23.1325,3,1,1,176
174,3267,4400,174,\N,35.1875,39.6072,4,1,1,176
175,3267,4400,175,\N,-31.7785,48.6732,3,1,1,176
176,3267,4400,176,\N,-37.9990,56.6387,3,1,1,176
177,894,1238,177,\N,33.9682,-166.4725,2,1,1,134
178,894,1238,178,\N,-22.4726,-130.1142,2,1,1,134
179,894,1238,179,\N,-31.3098,-132.8548,3,1,1,134
180,3285,4435,180,\N,-22.7866,56.0351,2,1,1,176
181,3285,4435,181,\N,-1.1687,49.3558,4,1,1,176
182,3285,4435,182,\N,35.3033,-43.5051,3,1,1,176
183,3285,4436,183,\N,-16.1344,66.2188,2,1,1,176
184,3285,4436,184,\N,-43.4257,79.7927,2,1,1,176
185,3284,4433,185,\N,-40.1400,-143.1200,4,1,1,176
186,3284,4434,186,\N,75.5500,172.6300,2,1,1,176
187,3284,4434,187,\N,59.6200,-18.8300,4,1,1,176
188,3284,4434,188,\N,46.6200,-4.3300,4,1,1,176
189,866,1205,189,\N,8.0827,-48.3564,4,1,1,47
190,866,1205,190,\N,7.2480,-51.3449,4,1,1,47
191,866,1205,191,\N,25.9078,-59.5057,2,1,1,47
192,3272,4416,192,\N,-52.3600,167.9500,4,1,1,176
193,3272,4416,193,\N,-27.1700,66.3000,3,1,1,176
194,3272,4416,194,\N,-6.6500,-27.1400,4,1,1,176
195,3272,4417,195,\N,-19.8600,-47.8600,4,1,1,176
196,3272,4417,196,\N,-52.5100,154.9900,2,1,1,176
197,184,252,197,\N,9.6033,-136.8460,2,1,1,95
198,184,252,198,\N,-0.8165,-54.5193,3,1,1,95
199,184,252,199,\N,18.7041,1.6921,2,1,1,95
200,854,1187,200,\N,38.3239,-35.7182,4,1,1,111
201,854,1187,201,\N,-24.9349,-101.7066,3,1,1,111
202,185,254,202,\N,-17.9222,-113.4043,2,1,1,124
203,185,254,203,\N,-17.959,-113.3587,3,1,1,124
204,185,254,204,\N,4.6233,27.6454,4,1,1,124
205,763,1081,205,\N,12.8145,-92.3022,2,1,1,39
206,763,1081,206,\N,-0.2667,1.1391,2,1,1,600
207,763,1081,207,\N,-49.4746,-73.9273,2,1,1,600
208,837,1169,208,\N,30.5089,171.0621,2,1,1,359
209,837,1169,209,\N,-14.8578,-133.0822,3,1,1,359
210,837,1169,210,\N,-3.0358,-117.0636,3,1,1,359
211,3097,4174,211,\N,-27.281,31.641,4,1,1,47
212,3097,4174,212,\N,-31.1279,-124.0304,4,1,1,47
213,3097,4174,213,\N,-23.7853,-110.4353,4,1,1,47
214,1325,1767,214,\N,-20.5504,-33.1485,2,1,1,39
215,882,1223,215,\N,32.0548,-128.1269,2,1,1,600
216,882,1223,216,\N,52.2356,-35.9148,4,1,1,359
217,882,1223,217,\N,-14.4906,51.1395,4,1,1,359
218,1329,1773,218,\N,-2.4792,101.1338,4,1,1,39
219,1329,1773,219,\N,28.1137,89.0494,3,1,1,39
220,1329,1775,220,\N,-20.3236,21.6789,2,1,1,176
221,1325,1769,221,\N,8.2654,176.7908,4,1,1,176
222,1325,1769,222,\N,40.9457,68.9466,3,1,1,176
223,3105,4182,223,\N,-39.7614,-147.8094,2,1,1,47
224,3105,4182,224,\N,-42.2723,-149.5279,2,1,1,47
225,895,1239,225,\N,16.1146,-102.013,4,1,1,359
226,895,1239,226,\N,36.3636,-66.5507,4,1,1,359
227,143,183,227,\N,11.5108,70.5161,4,1,1,31
228,143,183,228,\N,16.1158,76.6291,2,1,1,31
229,143,183,229,\N,-9.2328,31.9282,4,1,1,31
230,144,184,230,\N,-36.7758,56.7133,4,1,1,47
231,144,184,231,\N,-36.8606,56.6697,4,1,1,47
232,144,184,232,\N,16.4682,123.4558,3,1,1,47
233,2490,3350,233,\N,0.9332,149.3166,2,1,1,39
234,2490,3349,234,\N,36.1199,111.9273,3,1,1,39
235,2490,3349,235,\N,34.7991,126.9586,3,1,1,39
236,635,922,236,\N,-54.1744,49.6475,4,1,1,108
237,635,922,237,\N,27.0059,130.9395,3,1,1,108
238,2492,3353,238,\N,-10.9626,-152.5711,3,1,1,39
239,2492,3353,239,\N,58.5705,-35.7282,2,1,1,39
240,186,257,240,\N,-40.8841,-40.4988,3,1,1,124
241,186,257,241,\N,-48.9705,-42.3525,2,1,1,124
242,186,257,242,\N,28.7903,77.3108,2,1,1,124
243,2488,3346,243,\N,45.2426,-20.2129,3,1,1,47
244,2488,3346,244,\N,33.5973,-151.1266,2,1,1,47
245,2486,3344,245,\N,-36.6735,-134.0059,4,1,1,47
246,2486,3344,246,\N,1.7411,105.3944,4,1,1,47
247,146,186,247,\N,4.2886,-56.4991,2,1,1,453
248,146,186,248,\N,-25.4097,-68.7673,2,1,1,453
249,146,186,249,\N,-39.6367,-101.7005,3,1,1,453
250,889,1231,250,\N,10.5771,166.1236,2,1,1,47
251,889,1231,251,\N,16.8053,124.8031,4,1,1,47
252,138,177,252,\N,-0.3668,130.5414,4,1,1,47
253,138,177,253,\N,-24.0638,-27.5575,4,1,1,47
254,138,177,254,\N,9.4425,-57.1938,2,1,1,47
255,827,1155,255,\N,-36.6274,-158.173,2,1,1,518
256,3116,4194,256,\N,-36.6468,-86.1073,2,1,1,37
257,3116,4194,257,\N,-37.5488,-86.1685,2,1,1,37
258,3116,4194,258,\N,-42.587,-22.5244,3,1,1,37
259,3115,4193,259,\N,-31.2882,-151.7043,4,1,1,97
260,1362,1817,260,\N,20.2644,-117.1336,4,1,1,47
261,1362,1815,261,\N,-36.879,140.0764,2,1,1,47
262,1362,1815,262,\N,27.8203,143.7759,4,1,1,47
263,4284,5846,263,\N,34.785,-80.5431,3,1,1,237
264,4284,5846,264,\N,16.5507,-3.4556,4,1,1,237
265,827,1155,265,\N,19.4628,-126.7246,3,1,1,8
266,4284,5847,266,\N,28.6482,-127.7992,4,1,1,176
267,890,1232,267,\N,6.2991,166.445,2,1,1,481
268,890,1232,268,\N,-1.2459,39.9643,2,1,1,440
269,890,1233,269,\N,-50.21,-125.0965,4,1,1,176
270,815,1143,270,\N,-47.1423,-138.5505,3,1,1,261
271,815,1143,271,\N,-38.7705,17.2915,2,1,1,261
272,3836,5242,272,\N,24.1346,172.0412,4,1,1,220
273,893,1236,273,\N,-44.5991,135.1922,2,1,1,316
274,893,1236,274,\N,-30.2362,2.9298,2,1,1,316
275,893,1237,275,\N,-15.0367,-178.6987,2,1,1,316
276,893,1237,276,\N,33.9366,119.1534,3,1,1,316
277,873,1212,277,\N,-29.15,136.4509,4,1,1,424
278,873,1212,278,\N,-29.118,137.7482,4,1,1,424
279,873,1212,279,\N,-44.9313,-61.7014,3,1,1,424
280,653,944,280,\N,12.9376,14.7975,4,1,1,21
281,653,944,281,\N,21.6727,0.8096,2,1,1,21
282,653,945,282,\N,36.6647,3.46,2,1,1,21
283,647,935,283,\N,-5.0246,-26.9995,2,1,1,75
284,647,935,284,\N,-2.9745,-128.4154,3,1,1,75
285,647,935,285,\N,-2.9767,-128.4826,4,1,1,75
286,647,936,286,\N,46.7761,-150.4471,4,1,1,75
287,647,936,287,\N,38.0487,-48.8509,4,1,1,75
288,632,918,288,\N,-31.5935,141.3556,4,1,1,481
289,632,918,289,\N,-31.6153,141.2318,2,1,1,481
290,632,918,290,\N,14.9202,146.093,4,1,1,481
291,3845,5253,291,\N,-26.6131,-3.46,3,1,1,221
292,711,1015,292,\N,-55.0103,52.2778,4,1,1,481
293,711,1014,293,\N,17.1971,-176.7106,4,1,1,481
294,711,1014,294,\N,-1.6159,126.8244,2,1,1,481
295,3102,4179,295,\N,7.9511,72.1408,4,1,1,396
296,3102,4179,296,\N,18.2978,-116.3407,4,1,1,396
297,3102,4179,297,\N,-36.1052,-132.9204,4,1,1,396
298,181,248,298,\N,-9.8239,-116.6017,2,0,1,460
299,677,979,299,\N,0.898,152.4757,2,1,1,186
300,677,979,300,\N,-38.9178,140.4488,4,1,1,186
301,676,978,301,\N,12.0326,0.1634,2,1,1,75
302,676,978,302,\N,42.4089,-15.9852,4,1,1,75
303,758,1075,303,\N,-42.7637,37.9126,3,1,1,239
304,758,1075,304,\N,-14.0212,66.0641,2,1,1,239
305,723,1034,305,\N,-9.9469,99.4733,2,1,1,239
306,723,1034,306,\N,37.6535,66.6442,2,1,1,239
