id,type,controller,action,enabled,policy,role
208,application,fmreport,count,1,,4
209,application,fmsite,count,1,,4
210,application,fmtype,count,1,,4
211,application,genreport,count,1,,4
212,application,gensite,count,1,,4
213,application,gractivegroup,count,1,,4
214,application,gractiveobelisk,count,1,,4
215,application,grartifact,count,1,,4
216,application,grcodexcategory,count,1,,4
217,application,grcodexdata,count,1,,4
218,application,grobelisk,count,1,,4
219,application,grobeliskgroup,count,1,,4
220,application,grobeliskgroupreport,count,1,,4
221,application,grobeliskreport,count,1,,4
222,application,grreport,count,1,,4
223,application,grsite,count,1,,4
224,application,grtype,count,1,,4
225,application,gsactivegroup,count,1,,4
226,application,gsactiveobelisk,count,1,,4
227,application,gsartifact,count,1,,4
228,application,gscodexcategory,count,1,,4
229,application,gscodexdata,count,1,,4
230,application,gsobelisk,count,1,,4
231,application,gsobeliskgroup,count,1,,4
232,application,gsobeliskgroupreport,count,1,,4
233,application,gsobeliskreport,count,1,,4
234,application,gsreport,count,1,,4
235,application,gssite,count,1,,4
236,application,gstype,count,1,,4
237,application,gyreport,count,1,,4
238,application,gysite,count,1,,4
239,application,gytype,count,1,,4
240,application,hdreport,count,1,,4
241,application,hdsite,count,1,,4
242,application,journaldata,count,1,,4
243,application,lsreport,count,1,,4
244,application,lssite,count,1,,4
245,application,msreport,count,1,,4
246,application,mssite,count,1,,4
247,application,mstype,count,1,,4
248,application,nhsstopcmdrsbykill,count,1,,4
249,application,ring,count,1,,4
250,application,ringtype,count,1,,4
251,application,system,count,1,,4
252,application,tbcycle,count,1,,4
253,application,tbdefense,count,1,,4
254,application,tbreport,count,1,,4
255,application,tbsite,count,1,,4
256,application,tbtype,count,1,,4
257,application,tsreport,count,1,,4
258,application,tssite,count,1,,4
259,application,tsstatus,count,1,,4
260,application,twreport,count,1,,4
261,application,twsite,count,1,,4
262,application,ussreport,count,1,,4
263,application,usssite,count,1,,4
264,application,usstype,count,1,,4
265,application,bmreport,create,1,,1
266,application,bmsite,create,1,,1
267,application,body,create,1,,1
268,application,btreport,create,1,,1
269,application,btsite,create,1,,1
270,application,cmdr,create,1,,1
271,application,factionkillreport,create,1,,1
272,application,fgreport,create,1,,1
273,application,fgsite,create,1,,1
274,application,fmreport,create,1,,1
275,application,fmsite,create,1,,1
276,application,fmtype,create,1,,1
277,application,genreport,create,1,,1
278,application,gensite,create,1,,1
279,application,gractivegroup,create,1,,1
280,application,gractiveobelisk,create,1,,1
281,application,grartifact,create,1,,1
282,application,grcodexcategory,create,1,,1
283,application,grcodexdata,create,1,,1
284,application,grobelisk,create,1,,1
285,application,grobeliskgroup,create,1,,1
286,application,grobeliskgroupreport,create,1,,1
287,application,grobeliskreport,create,1,,1
288,application,grreport,create,1,,1
289,application,grsite,create,1,,1
290,application,grtype,create,1,,1
291,application,gsactivegroup,create,1,,1
292,application,gsactiveobelisk,create,1,,1
293,application,gsartifact,create,1,,1
294,application,gscodexcategory,create,1,,1
295,application,gscodexdata,create,1,,1
296,application,gsobelisk,create,1,,1
297,application,gsobeliskgroup,create,1,,1
298,application,gsobeliskgroupreport,create,1,,1
299,application,gsobeliskreport,create,1,,1
300,application,gsreport,create,1,,1
301,application,gssite,create,1,,1
302,application,gstype,create,1,,1
303,application,gyreport,create,1,,1
304,application,gysite,create,1,,1
305,application,gytype,create,1,,1
306,application,hdreport,create,1,,1
307,application,hdsite,create,1,,1
308,application,journaldata,create,1,,1
309,application,lsreport,create,1,,1
310,application,lssite,create,1,,1
311,application,msreport,create,1,,1
312,application,mssite,create,1,,1
313,application,mstype,create,1,,1
314,application,nhsstopcmdrsbykill,create,1,,1
315,application,ring,create,1,,1
316,application,ringtype,create,1,,1
317,application,system,create,1,,1
318,application,tbcycle,create,1,,1
319,application,tbdefense,create,1,,1
320,application,tbreport,create,1,,1
321,application,tbsite,create,1,,1
322,application,tbtype,create,1,,1
323,application,tsreport,create,1,,1
324,application,tssite,create,1,,1
325,application,tsstatus,create,1,,1
326,application,twreport,create,1,,1
327,application,twsite,create,1,,1
328,application,ussreport,create,1,,1
329,application,usssite,create,1,,1
330,application,usstype,create,1,,1
331,application,bmreport,create,1,,2
332,application,bmsite,create,0,,2
333,application,body,create,0,,2
334,application,btreport,create,1,,2
335,application,btsite,create,0,,2
336,application,cmdr,create,1,,2
337,application,factionkillreport,create,1,,2
338,application,fgreport,create,1,,2
339,application,fgsite,create,0,,2
340,application,fmreport,create,1,,2
341,application,fmsite,create,0,,2
342,application,fmtype,create,0,,2
343,application,genreport,create,1,,2
344,application,gensite,create,0,,2
345,application,gractivegroup,create,0,,2
346,application,gractiveobelisk,create,0,,2
347,application,grartifact,create,0,,2
348,application,grcodexcategory,create,0,,2
349,application,grcodexdata,create,0,,2
350,application,grobelisk,create,0,,2
351,application,grobeliskgroup,create,0,,2
352,application,grobeliskgroupreport,create,1,,2
353,application,grobeliskreport,create,1,,2
354,application,grreport,create,1,,2
355,application,grsite,create,0,,2
356,application,grtype,create,0,,2
357,application,gsactivegroup,create,0,,2
358,application,gsactiveobelisk,create,0,,2
359,application,gsartifact,create,0,,2
360,application,gscodexcategory,create,0,,2
361,application,gscodexdata,create,0,,2
362,application,gsobelisk,create,0,,2
363,application,gsobeliskgroup,create,0,,2
364,application,gsobeliskgroupreport,create,1,,2
365,application,gsobeliskreport,create,1,,2
366,application,gsreport,create,1,,2
367,application,gssite,create,0,,2
368,application,gstype,create,0,,2
369,application,gyreport,create,1,,2
370,application,gysite,create,0,,2
371,application,gytype,create,0,,2
372,application,hdreport,create,1,,2
373,application,hdsite,create,0,,2
374,application,journaldata,create,1,,2
375,application,lsreport,create,1,,2
376,application,lssite,create,0,,2
377,application,msreport,create,1,,2
378,application,mssite,create,0,,2
379,application,mstype,create,0,,2
380,application,nhsstopcmdrsbykill,create,0,,2
381,application,ring,create,0,,2
382,application,ringtype,create,0,,2
383,application,system,create,0,,2
384,application,tbcycle,create,0,,2
385,application,tbdefense,create,0,,2
386,application,tbreport,create,1,,2
387,application,tbsite,create,0,,2
388,application,tbtype,create,0,,2
389,application,tsreport,create,1,,2
390,application,tssite,create,0,,2
391,application,tsstatus,create,0,,2
392,application,twreport,create,1,,2
393,application,twsite,create,0,,2
394,application,ussreport,create,1,,2
395,application,usssite,create,0,,2
396,application,usstype,create,0,,2
397,application,bmreport,create,1,,3
398,application,bmsite,create,0,,3
399,application,body,create,0,,3
400,application,btreport,create,1,,3
401,application,btsite,create,0,,3
402,application,cmdr,create,1,,3
403,application,factionkillreport,create,1,,3
404,application,fgreport,create,1,,3
405,application,fgsite,create,0,,3
406,application,fmreport,create,1,,3
407,application,fmsite,create,0,,3
408,application,fmtype,create,0,,3
409,application,genreport,create,1,,3
410,application,gensite,create,0,,3
411,application,gractivegroup,create,0,,3
412,application,gractiveobelisk,create,0,,3
413,application,grartifact,create,0,,3
414,application,grcodexcategory,create,0,,3
415,application,grcodexdata,create,0,,3
416,application,grobelisk,create,0,,3
417,application,grobeliskgroup,create,0,,3
418,application,grobeliskgroupreport,create,1,,3
419,application,grobeliskreport,create,1,,3
420,application,grreport,create,1,,3
421,application,grsite,create,0,,3
422,application,grtype,create,0,,3
423,application,gsactivegroup,create,0,,3
424,application,gsactiveobelisk,create,0,,3
425,application,gsartifact,create,0,,3
426,application,gscodexcategory,create,0,,3
427,application,gscodexdata,create,0,,3
428,application,gsobelisk,create,0,,3
429,application,gsobeliskgroup,create,0,,3
430,application,gsobeliskgroupreport,create,1,,3
431,application,gsobeliskreport,create,1,,3
432,application,gsreport,create,1,,3
433,application,gssite,create,0,,3
434,application,gstype,create,0,,3
435,application,gyreport,create,1,,3
436,application,gysite,create,0,,3
437,application,gytype,create,0,,3
438,application,hdreport,create,1,,3
439,application,hdsite,create,0,,3
440,application,journaldata,create,1,,3
441,application,lsreport,create,1,,3
442,application,lssite,create,0,,3
443,application,msreport,create,1,,3
444,application,mssite,create,0,,3
445,application,mstype,create,0,,3
446,application,nhsstopcmdrsbykill,create,0,,3
447,application,ring,create,0,,3
448,application,ringtype,create,0,,3
449,application,system,create,0,,3
450,application,tbcycle,create,0,,3
451,application,tbdefense,create,0,,3
452,application,tbreport,create,1,,3
453,application,tbsite,create,0,,3
454,application,tbtype,create,0,,3
455,application,tsreport,create,1,,3
456,application,tssite,create,0,,3
457,application,tsstatus,create,0,,3
458,application,twreport,create,1,,3
459,application,twsite,create,0,,3
460,application,ussreport,create,1,,3
461,application,usssite,create,0,,3
462,application,usstype,create,0,,3
463,application,bmreport,create,1,,4
464,application,bmsite,create,0,,4
465,application,body,create,0,,4
466,application,btreport,create,1,,4
467,application,btsite,create,0,,4
468,application,cmdr,create,1,,4
469,application,factionkillreport,create,1,,4
470,application,fgreport,create,1,,4
471,application,fgsite,create,0,,4
472,application,fmreport,create,1,,4
473,application,fmsite,create,0,,4
474,application,fmtype,create,0,,4
475,application,genreport,create,1,,4
476,application,gensite,create,0,,4
477,application,gractivegroup,create,0,,4
478,application,gractiveobelisk,create,0,,4
479,application,grartifact,create,0,,4
480,application,grcodexcategory,create,0,,4
481,application,grcodexdata,create,0,,4
482,application,grobelisk,create,0,,4
483,application,grobeliskgroup,create,0,,4
484,application,grobeliskgroupreport,create,1,,4
485,application,grobeliskreport,create,1,,4
486,application,grreport,create,1,,4
487,application,grsite,create,0,,4
488,application,grtype,create,0,,4
489,application,gsactivegroup,create,0,,4
490,application,gsactiveobelisk,create,0,,4
491,application,gsartifact,create,0,,4
492,application,gscodexcategory,create,0,,4
493,application,gscodexdata,create,0,,4
494,application,gsobelisk,create,0,,4
495,application,gsobeliskgroup,create,0,,4
496,application,gsobeliskgroupreport,create,1,,4
497,application,gsobeliskreport,create,1,,4
498,application,gsreport,create,1,,4
499,application,gssite,create,0,,4
500,application,gstype,create,0,,4
501,application,gyreport,create,1,,4
502,application,gysite,create,0,,4
503,application,gytype,create,0,,4
504,application,hdreport,create,1,,4
505,application,hdsite,create,0,,4
506,application,journaldata,create,1,,4
507,application,lsreport,create,1,,4
508,application,lssite,create,0,,4
509,application,msreport,create,1,,4
510,application,mssite,create,0,,4
511,application,mstype,create,0,,4
512,application,nhsstopcmdrsbykill,create,0,,4
513,application,ring,create,0,,4
514,application,ringtype,create,0,,4
515,application,system,create,0,,4
516,application,tbcycle,create,0,,4
517,application,tbdefense,create,0,,4
518,application,tbreport,create,1,,4
519,application,tbsite,create,0,,4
520,application,tbtype,create,0,,4
521,application,tsreport,create,1,,4
522,application,tssite,create,0,,4
523,application,tsstatus,create,0,,4
524,application,twreport,create,1,,4
525,application,twsite,create,0,,4
526,application,ussreport,create,1,,4
527,application,usssite,create,0,,4
528,application,usstype,create,0,,4
529,application,bmreport,createrelation,1,,1
530,application,bmsite,createrelation,1,,1
531,application,body,createrelation,1,,1
532,application,btreport,createrelation,1,,1
533,application,btsite,createrelation,1,,1
534,application,cmdr,createrelation,1,,1
535,application,factionkillreport,createrelation,1,,1
536,application,fgreport,createrelation,1,,1
537,application,fgsite,createrelation,1,,1
538,application,fmreport,createrelation,1,,1
539,application,fmsite,createrelation,1,,1
540,application,fmtype,createrelation,1,,1
541,application,genreport,createrelation,1,,1
542,application,gensite,createrelation,1,,1
543,application,gractivegroup,createrelation,1,,1
544,application,gractiveobelisk,createrelation,1,,1
545,application,grartifact,createrelation,1,,1
546,application,grcodexcategory,createrelation,1,,1
547,application,grcodexdata,createrelation,1,,1
548,application,grobelisk,createrelation,1,,1
549,application,grobeliskgroup,createrelation,1,,1
550,application,grobeliskgroupreport,createrelation,1,,1
551,application,grobeliskreport,createrelation,1,,1
552,application,grreport,createrelation,1,,1
553,application,grsite,createrelation,1,,1
554,application,grtype,createrelation,1,,1
555,application,gsactivegroup,createrelation,1,,1
556,application,gsactiveobelisk,createrelation,1,,1
557,application,gsartifact,createrelation,1,,1
558,application,gscodexcategory,createrelation,1,,1
559,application,gscodexdata,createrelation,1,,1
560,application,gsobelisk,createrelation,1,,1
561,application,gsobeliskgroup,createrelation,1,,1
562,application,gsobeliskgroupreport,createrelation,1,,1
563,application,gsobeliskreport,createrelation,1,,1
564,application,gsreport,createrelation,1,,1
565,application,gssite,createrelation,1,,1
566,application,gstype,createrelation,1,,1
567,application,gyreport,createrelation,1,,1
568,application,gysite,createrelation,1,,1
569,application,gytype,createrelation,1,,1
570,application,hdreport,createrelation,1,,1
571,application,hdsite,createrelation,1,,1
572,application,journaldata,createrelation,1,,1
573,application,lsreport,createrelation,1,,1
574,application,lssite,createrelation,1,,1
575,application,msreport,createrelation,1,,1
576,application,mssite,createrelation,1,,1
577,application,mstype,createrelation,1,,1
578,application,nhsstopcmdrsbykill,createrelation,1,,1
579,application,ring,createrelation,1,,1
580,application,ringtype,createrelation,1,,1
581,application,system,createrelation,1,,1
582,application,tbcycle,createrelation,1,,1
583,application,tbdefense,createrelation,1,,1
584,application,tbreport,createrelation,1,,1
585,application,tbsite,createrelation,1,,1
586,application,tbtype,createrelation,1,,1
587,application,tsreport,createrelation,1,,1
588,application,tssite,createrelation,1,,1
589,application,tsstatus,createrelation,1,,1
590,application,twreport,createrelation,1,,1
591,application,twsite,createrelation,1,,1
592,application,ussreport,createrelation,1,,1
593,application,usssite,createrelation,1,,1
594,application,usstype,createrelation,1,,1
595,application,bmreport,createrelation,1,,2
596,application,bmsite,createrelation,0,,2
597,application,body,createrelation,0,,2
598,application,btreport,createrelation,1,,2
599,application,btsite,createrelation,0,,2
600,application,cmdr,createrelation,1,,2
601,application,factionkillreport,createrelation,1,,2
602,application,fgreport,createrelation,1,,2
603,application,fgsite,createrelation,0,,2
604,application,fmreport,createrelation,1,,2
605,application,fmsite,createrelation,0,,2
606,application,fmtype,createrelation,0,,2
607,application,genreport,createrelation,1,,2
608,application,gensite,createrelation,0,,2
609,application,gractivegroup,createrelation,0,,2
610,application,gractiveobelisk,createrelation,0,,2
611,application,grartifact,createrelation,0,,2
612,application,grcodexcategory,createrelation,0,,2
613,application,grcodexdata,createrelation,0,,2
614,application,grobelisk,createrelation,0,,2
615,application,grobeliskgroup,createrelation,0,,2
616,application,grobeliskgroupreport,createrelation,1,,2
617,application,grobeliskreport,createrelation,1,,2
618,application,grreport,createrelation,1,,2
619,application,grsite,createrelation,0,,2
620,application,grtype,createrelation,0,,2
621,application,gsactivegroup,createrelation,0,,2
622,application,gsactiveobelisk,createrelation,0,,2
623,application,gsartifact,createrelation,0,,2
624,application,gscodexcategory,createrelation,0,,2
625,application,gscodexdata,createrelation,0,,2
626,application,gsobelisk,createrelation,0,,2
627,application,gsobeliskgroup,createrelation,0,,2
628,application,gsobeliskgroupreport,createrelation,1,,2
629,application,gsobeliskreport,createrelation,1,,2
630,application,gsreport,createrelation,1,,2
631,application,gssite,createrelation,0,,2
632,application,gstype,createrelation,0,,2
633,application,gyreport,createrelation,1,,2
634,application,gysite,createrelation,0,,2
635,application,gytype,createrelation,0,,2
636,application,hdreport,createrelation,1,,2
637,application,hdsite,createrelation,0,,2
638,application,journaldata,createrelation,1,,2
639,application,lsreport,createrelation,1,,2
640,application,lssite,createrelation,0,,2
641,application,msreport,createrelation,1,,2
642,application,mssite,createrelation,0,,2
643,application,mstype,createrelation,0,,2
644,application,nhsstopcmdrsbykill,createrelation,0,,2
645,application,ring,createrelation,0,,2
646,application,ringtype,createrelation,0,,2
647,application,system,createrelation,0,,2
648,application,tbcycle,createrelation,0,,2
649,application,tbdefense,createrelation,0,,2
650,application,tbreport,createrelation,1,,2
651,application,tbsite,createrelation,0,,2
652,application,tbtype,createrelation,0,,2
653,application,tsreport,createrelation,1,,2
654,application,tssite,createrelation,0,,2
655,application,tsstatus,createrelation,0,,2
656,application,twreport,createrelation,1,,2
657,application,twsite,createrelation,0,,2
658,application,ussreport,createrelation,1,,2
659,application,usssite,createrelation,0,,2
660,application,usstype,createrelation,0,,2
661,application,bmreport,createrelation,1,,3
662,application,bmsite,createrelation,0,,3
663,application,body,createrelation,0,,3
664,application,btreport,createrelation,1,,3
665,application,btsite,createrelation,0,,3
666,application,cmdr,createrelation,1,,3
667,application,factionkillreport,createrelation,1,,3
668,application,fgreport,createrelation,1,,3
669,application,fgsite,createrelation,0,,3
670,application,fmreport,createrelation,1,,3
671,application,fmsite,createrelation,0,,3
672,application,fmtype,createrelation,0,,3
673,application,genreport,createrelation,1,,3
674,application,gensite,createrelation,0,,3
675,application,gractivegroup,createrelation,0,,3
676,application,gractiveobelisk,createrelation,0,,3
677,application,grartifact,createrelation,0,,3
678,application,grcodexcategory,createrelation,0,,3
679,application,grcodexdata,createrelation,0,,3
680,application,grobelisk,createrelation,0,,3
681,application,grobeliskgroup,createrelation,0,,3
682,application,grobeliskgroupreport,createrelation,1,,3
683,application,grobeliskreport,createrelation,1,,3
684,application,grreport,createrelation,1,,3
685,application,grsite,createrelation,0,,3
686,application,grtype,createrelation,0,,3
687,application,gsactivegroup,createrelation,0,,3
688,application,gsactiveobelisk,createrelation,0,,3
689,application,gsartifact,createrelation,0,,3
690,application,gscodexcategory,createrelation,0,,3
691,application,gscodexdata,createrelation,0,,3
692,application,gsobelisk,createrelation,0,,3
693,application,gsobeliskgroup,createrelation,0,,3
694,application,gsobeliskgroupreport,createrelation,1,,3
695,application,gsobeliskreport,createrelation,1,,3
696,application,gsreport,createrelation,1,,3
697,application,gssite,createrelation,0,,3
698,application,gstype,createrelation,0,,3
699,application,gyreport,createrelation,1,,3
700,application,gysite,createrelation,0,,3
701,application,gytype,createrelation,0,,3
702,application,hdreport,createrelation,1,,3
703,application,hdsite,createrelation,0,,3
704,application,journaldata,createrelation,1,,3
705,application,lsreport,createrelation,1,,3
706,application,lssite,createrelation,0,,3
707,application,msreport,createrelation,1,,3
708,application,mssite,createrelation,0,,3
709,application,mstype,createrelation,0,,3
710,application,nhsstopcmdrsbykill,createrelation,0,,3
711,application,ring,createrelation,0,,3
712,application,ringtype,createrelation,0,,3
713,application,system,createrelation,0,,3
714,application,tbcycle,createrelation,0,,3
715,application,tbdefense,createrelation,0,,3
716,application,tbreport,createrelation,1,,3
717,application,tbsite,createrelation,0,,3
718,application,tbtype,createrelation,0,,3
719,application,tsreport,createrelation,1,,3
720,application,tssite,createrelation,0,,3
721,application,tsstatus,createrelation,0,,3
722,application,twreport,createrelation,1,,3
723,application,twsite,createrelation,0,,3
724,application,ussreport,createrelation,1,,3
725,application,usssite,createrelation,0,,3
726,application,usstype,createrelation,0,,3
727,application,bmreport,createrelation,1,,4
728,application,bmsite,createrelation,0,,4
729,application,body,createrelation,0,,4
730,application,btreport,createrelation,1,,4
731,application,btsite,createrelation,0,,4
732,application,cmdr,createrelation,1,,4
733,application,factionkillreport,createrelation,1,,4
734,application,fgreport,createrelation,1,,4
735,application,fgsite,createrelation,0,,4
736,application,fmreport,createrelation,1,,4
737,application,fmsite,createrelation,0,,4
738,application,fmtype,createrelation,0,,4
739,application,genreport,createrelation,1,,4
740,application,gensite,createrelation,0,,4
741,application,gractivegroup,createrelation,0,,4
742,application,gractiveobelisk,createrelation,0,,4
743,application,grartifact,createrelation,0,,4
744,application,grcodexcategory,createrelation,0,,4
745,application,grcodexdata,createrelation,0,,4
746,application,grobelisk,createrelation,0,,4
747,application,grobeliskgroup,createrelation,0,,4
748,application,grobeliskgroupreport,createrelation,1,,4
749,application,grobeliskreport,createrelation,1,,4
750,application,grreport,createrelation,1,,4
751,application,grsite,createrelation,0,,4
752,application,grtype,createrelation,0,,4
753,application,gsactivegroup,createrelation,0,,4
754,application,gsactiveobelisk,createrelation,0,,4
755,application,gsartifact,createrelation,0,,4
756,application,gscodexcategory,createrelation,0,,4
757,application,gscodexdata,createrelation,0,,4
758,application,gsobelisk,createrelation,0,,4
759,application,gsobeliskgroup,createrelation,0,,4
760,application,gsobeliskgroupreport,createrelation,1,,4
761,application,gsobeliskreport,createrelation,1,,4
762,application,gsreport,createrelation,1,,4
763,application,gssite,createrelation,0,,4
764,application,gstype,createrelation,0,,4
765,application,gyreport,createrelation,1,,4
766,application,gysite,createrelation,0,,4
767,application,gytype,createrelation,0,,4
768,application,hdreport,createrelation,1,,4
769,application,hdsite,createrelation,0,,4
770,application,journaldata,createrelation,1,,4
771,application,lsreport,createrelation,1,,4
772,application,lssite,createrelation,0,,4
773,application,msreport,createrelation,1,,4
774,application,mssite,createrelation,0,,4
775,application,mstype,createrelation,0,,4
776,application,nhsstopcmdrsbykill,createrelation,0,,4
777,application,ring,createrelation,0,,4
778,application,ringtype,createrelation,0,,4
779,application,system,createrelation,0,,4
780,application,tbcycle,createrelation,0,,4
781,application,tbdefense,createrelation,0,,4
782,application,tbreport,createrelation,1,,4
783,application,tbsite,createrelation,0,,4
784,application,tbtype,createrelation,0,,4
785,application,tsreport,createrelation,1,,4
786,application,tssite,createrelation,0,,4
787,application,tsstatus,createrelation,0,,4
788,application,twreport,createrelation,1,,4
789,application,twsite,createrelation,0,,4
790,application,ussreport,createrelation,1,,4
791,application,usssite,createrelation,0,,4
