id,gsType,gsObeliskGroup,obeliskNumber,broken,gsCodexData,verified
239,8,25,05,1,\N,1
240,8,25,06,0,17,0
241,8,25,07,0,\N,
242,8,25,08,0,14,0
243,8,25,09,0,13,0
244,8,25,10,1,\N,1
245,8,25,11,1,\N,1
246,8,25,12,0,\N,
247,8,25,13,0,\N,
248,8,25,14,1,\N,1
249,8,26,01,0,2,0
250,8,26,02,0,9,0
251,8,26,03,1,\N,1
252,8,26,04,1,\N,1
253,8,26,05,0,15,0
254,8,26,06,0,17,0
255,8,26,07,0,\N,
256,8,26,08,0,14,0
257,8,26,09,0,\N,
258,8,26,10,1,\N,1
259,8,27,01,1,\N,1
260,8,27,02,1,\N,1
261,8,27,03,1,\N,1
262,8,27,04,1,\N,1
263,8,27,05,1,\N,1
264,8,27,06,0,24,0
265,8,27,07,0,27,0
266,9,28,01,0,1,0
267,9,28,02,0,28,0
268,9,28,03,1,\N,1
269,9,28,04,0,21,0
270,9,28,05,1,\N,1
271,9,28,06,1,\N,1
272,9,28,07,0,13,0
273,9,28,08,0,\N,
274,9,28,09,1,\N,1
275,9,28,10,1,\N,1
276,9,28,11,1,\N,1
277,9,28,12,1,\N,1
278,9,28,13,1,\N,1
279,9,28,14,1,\N,1
280,9,28,15,1,\N,1
281,9,28,16,0,\N,
282,9,28,17,1,\N,1
283,9,28,18,0,\N,
284,9,29,01,0,26,0
285,9,29,02,0,21,0
286,9,29,03,0,20,0
287,9,29,04,0,19,0
288,9,29,05,1,\N,1
289,9,29,06,1,\N,1
290,9,29,07,0,\N,
291,9,29,08,0,12,0
292,9,29,09,0,6,0
293,9,29,10,0,15,0
294,9,29,11,0,\N,
295,9,29,12,0,17,0
296,9,29,13,0,\N,
297,9,30,01,0,1,0
298,9,30,02,1,\N,1
299,9,30,03,0,\N,
300,9,30,04,1,\N,1
301,9,30,05,0,\N,
302,9,30,06,0,16,0
303,9,30,07,0,14,0
304,9,30,08,1,\N,1
305,9,30,09,1,\N,1
306,9,30,10,1,\N,1
307,9,30,11,0,\N,
308,9,30,12,1,\N,1
309,9,30,13,1,\N,1
310,9,30,14,0,\N,
311,9,30,15,1,\N,1
312,9,31,01,1,\N,1
313,9,31,02,1,\N,1
314,9,31,03,1,\N,1
315,9,31,04,1,\N,1
316,9,31,05,1,\N,1
317,9,31,06,1,\N,1
318,9,31,07,1,\N,1
319,9,31,08,1,\N,1
320,9,31,09,1,\N,1
321,9,31,10,1,\N,1
322,9,31,11,1,\N,1
323,9,31,12,1,\N,1
324,10,32,01,1,\N,1
325,10,32,02,1,\N,1
326,10,32,03,0,\N,
327,10,32,04,0,\N,
328,10,32,05,0,\N,
329,10,32,06,1,\N,1
330,10,32,07,1,\N,1
331,10,32,08,1,\N,1
332,10,32,09,1,\N,1
333,10,32,10,0,17,0
334,10,32,11,0,26,0
335,10,32,12,1,\N,1
336,10,32,13,1,\N,1
337,10,32,14,1,\N,1
338,10,32,15,0,20,0
339,10,32,16,1,\N,1
340,10,32,17,1,\N,1
341,10,32,18,0,19,0
342,10,33,01,1,\N,1
343,10,33,02,1,\N,1
344,10,33,03,0,17,0
345,10,33,04,0,\N,
346,10,33,05,0,14,0
347,10,33,06,1,\N,1
348,10,33,07,1,\N,1
349,10,33,08,1,\N,1
350,10,33,09,0,\N,
351,10,33,10,0,\N,
352,10,33,11,0,\N,
353,10,33,12,1,\N,1
354,10,33,13,0,19,0
355,10,33,14,1,\N,1
356,10,33,15,1,\N,1
357,10,33,16,0,1,0
358,10,33,17,0,12,0
359,10,33,18,1,\N,1
360,10,33,19,0,\N,
361,10,33,20,0,15,0
362,10,34,01,0,19,0
363,10,34,02,1,\N,1
364,10,34,03,0,\N,
365,10,34,04,0,\N,
366,10,34,05,1,\N,1
367,10,34,06,0,\N,
368,10,34,07,0,\N,
369,10,34,08,0,15,0
370,10,34,09,1,\N,1
371,10,34,10,0,1,0
372,10,34,11,0,12,0
373,10,34,12,0,17,0
374,10,34,13,1,\N,1
375,10,34,14,0,\N,
376,10,34,15,0,\N,
377,10,34,16,1,\N,1
378,10,34,17,0,\N,
379,10,34,18,1,\N,1
380,10,34,19,1,\N,1
381,10,34,20,1,\N,1
382,10,34,21,1,\N,1
383,10,34,22,0,\N,
384,10,34,23,0,\N,
385,10,34,24,0,14,0
386,10,34,25,1,\N,1
387,10,34,26,1,\N,1
388,10,35,01,1,\N,1
389,10,35,02,0,15,0
390,10,35,03,0,\N,
391,10,35,04,0,\N,
392,10,35,05,1,\N,1
393,10,35,06,0,6,0
394,10,35,07,0,28,0
395,10,35,08,0,1,0
396,10,35,09,0,1,0
397,10,35,10,1,\N,1
398,10,36,01,1,\N,1
399,10,36,02,1,\N,1
400,10,36,03,1,\N,1
401,10,36,04,1,\N,1
402,10,36,05,1,\N,1
403,10,36,06,1,\N,1
404,10,36,07,1,\N,1
405,10,36,08,1,\N,1
406,10,36,09,1,\N,1
407,10,36,10,1,\N,1
408,10,36,11,1,\N,1
409,10,37,01,1,\N,1
410,10,37,02,1,\N,1
411,10,37,03,1,\N,1
412,10,37,04,1,\N,1
413,10,37,05,1,\N,1
414,10,37,06,1,\N,1
415,10,37,07,1,\N,1
416,10,37,08,1,\N,1
417,10,37,09,1,\N,1
418,11,38,01,0,\N,
419,11,38,02,0,26,0
420,11,38,03,0,\N,
421,11,38,04,0,\N,
422,11,38,05,0,21,0
423,11,38,06,0,\N,
424,11,38,07,0,\N,
425,11,38,08,0,\N,
426,11,38,09,1,\N,1
427,11,38,10,0,\N,
428,11,38,11,0,12,0
429,11,38,12,0,17,0
430,11,39,01,0,16,0
431,11,39,02,1,\N,1
432,11,39,03,0,6,0
433,11,39,04,1,\N,1
434,11,39,05,1,\N,1
435,11,39,06,0,15,0
436,11,39,07,0,\N,
437,11,39,08,0,1,0
438,11,39,09,1,\N,1
439,11,39,10,1,\N,1
440,11,39,11,0,14,0
441,11,39,12,0,\N,
442,11,40,01,1,\N,1
443,11,40,02,1,\N,1
444,11,40,03,1,\N,1
445,11,40,04,1,\N,1
446,11,40,05,1,\N,1
447,11,40,06,1,\N,1
448,11,40,07,1,\N,1
449,11,40,08,1,\N,1
450,11,40,09,1,\N,1
451,11,40,10,1,\N,1
452,11,40,11,1,\N,1
453,11,40,12,1,\N,1
454,11,41,01,1,\N,1
455,11,41,02,0,19,0
456,11,41,03,0,28,0
457,11,41,04,1,\N,1
458,11,41,05,1,\N,1
459,11,41,06,0,20,0
460,11,41,07,0,\N,
461,11,42,01,1,\N,1
462,11,42,02,1,\N,1
463,11,42,03,1,\N,1
464,11,42,04,1,\N,1
465,11,42,05,0,1,0
466,11,42,06,0,1,0
467,11,42,07,0,26,0
468,11,43,01,1,\N,1
469,11,43,02,1,\N,1
470,11,43,03,1,\N,1
471,11,43,04,1,\N,1
472,11,43,05,1,\N,1
473,11,43,06,1,\N,1
474,11,43,07,1,\N,1
475,11,44,01,0,15,0
476,11,44,02,1,\N,1
477,11,44,03,1,\N,1
478,11,44,04,0,\N,
479,11,44,05,1,\N,1
480,11,44,06,0,12,0
481,11,44,07,0,\N,
482,11,45,01,0,\N,
483,11,45,02,0,21,0
484,11,45,03,0,\N,
485,11,45,04,0,26,0
486,11,45,05,0,17,0
487,11,45,06,0,\N,
488,11,45,07,0,\N,
