id,grSite,activeGroup
434,50,3
435,50,4
436,50,6
437,50,9
438,50,11
439,50,12
440,50,13
441,50,16
442,51,1
443,51,2
444,51,5
445,51,8
446,51,9
447,51,13
448,51,14
449,51,15
450,51,16
451,51,17
452,52,2
453,52,4
454,52,5
455,52,7
456,52,8
457,52,10
458,52,12
459,52,13
460,52,15
461,52,16
462,52,17
463,53,18
464,53,27
465,53,28
466,53,30
467,53,35
468,53,36
469,53,37
470,54,2
471,54,4
472,54,5
473,54,8
474,54,10
475,54,11
476,54,13
477,54,14
478,54,15
479,54,17
480,55,1
481,55,5
482,55,7
483,55,8
484,55,12
485,55,14
486,55,15
487,55,16
488,55,17
489,56,20
490,56,21
491,56,29
492,56,30
493,56,32
494,56,34
495,56,35
496,56,38
497,57,39
498,57,42
499,57,43
500,57,44
501,57,47
502,57,49
503,57,51
504,57,52
505,57,54
506,57,55
507,57,57
508,58,19
509,58,21
510,58,26
511,58,27
512,58,28
513,58,30
514,58,37
515,59,39
516,59,42
517,59,45
518,59,46
519,59,51
520,59,53
521,59,54
522,59,55
523,59,56
524,59,57
525,60,1
526,60,2
527,60,7
528,60,8
529,60,9
530,60,11
531,60,13
532,60,14
533,60,15
534,60,17
535,61,18
536,61,21
537,61,23
538,61,29
539,61,36
540,62,39
541,62,40
542,62,41
543,62,42
544,62,45
545,62,47
546,62,48
547,62,49
548,62,50
549,62,51
550,62,52
551,62,54
552,62,55
553,62,57
554,63,1
555,63,5
556,63,7
557,63,8
558,63,9
559,63,10
560,63,12
561,63,13
562,63,14
563,63,15
564,63,16
565,63,17
566,64,40
567,64,41
568,64,42
569,64,45
570,64,48
571,64,49
572,64,53
573,65,2
574,65,3
575,65,4
576,65,5
577,65,6
578,65,7
579,65,12
580,65,13
581,65,14
582,65,17
583,66,3
584,66,4
585,66,6
586,66,7
587,66,8
588,66,9
589,66,10
590,66,13
591,66,15
592,67,21
593,67,22
594,67,23
595,67,24
596,67,26
597,67,29
598,67,31
599,67,37
600,68,18
601,68,21
602,68,23
603,68,27
604,68,37
605,69,39
606,69,41
607,69,43
608,69,44
609,69,47
610,69,50
611,69,51
612,69,53
613,69,55
614,70,19
615,70,21
616,70,23
617,70,25
618,70,29
619,70,33
620,70,35
621,70,38
622,71,39
623,71,40
624,71,42
625,71,43
626,71,44
627,71,46
628,71,49
629,71,51
630,71,52
631,71,56
632,71,57
633,72,39
634,72,42
635,72,43
636,72,44
637,72,45
638,72,46
639,72,47
640,72,48
641,72,54
642,72,56
643,72,57
644,73,3
645,73,6
646,73,9
647,73,10
648,73,12
649,73,14
650,73,15
651,73,17
652,74,20
653,74,25
654,74,26
655,74,32
656,74,34
657,75,26
658,75,27
659,75,32
660,75,35
661,75,36
662,75,37
663,75,38
664,76,42
665,76,43
666,76,44
667,76,46
668,76,47
669,76,49
670,76,50
671,76,53
672,76,54
673,76,55
674,76,56
675,76,57
676,77,19
677,77,20
678,77,26
679,77,27
680,77,28
681,77,32
682,78,21
683,78,24
684,78,25
685,78,30
686,78,35
687,79,22
688,79,25
689,79,30
690,79,31
691,79,37
692,80,41
693,80,43
694,80,44
695,80,45
696,80,46
697,80,48
698,80,50
699,80,54
700,80,55
701,80,57
702,81,39
703,81,40
704,81,41
705,81,44
706,81,45
707,81,47
708,81,48
709,81,49
710,81,50
711,81,53
712,81,54
713,81,56
714,81,57
715,82,39
716,82,41
717,82,42
718,82,43
719,82,44
720,82,45
721,82,46
722,82,48
723,82,49
724,82,50
725,82,52
726,82,53
727,82,56
728,82,57
729,83,39
730,83,41
731,83,42
732,83,44
733,83,46
734,83,47
735,83,48
736,83,50
737,83,51
738,83,53
739,83,54
740,83,55
741,84,42
742,84,44
743,84,45
744,84,47
745,84,49
746,84,50
747,84,53
748,85,40
749,85,42
750,85,43
751,85,44
752,85,45
753,85,46
754,85,47
755,85,50
756,85,51
757,85,52
758,85,53
759,85,54
760,85,55
761,86,1
762,86,5
763,86,9
764,86,10
765,86,11
766,86,12
767,86,13
768,86,14
769,86,16
770,87,39
771,87,40
772,87,41
773,87,42
774,87,43
775,87,45
776,87,46
777,87,47
778,87,50
779,87,53
780,87,54
781,87,55
782,87,56
783,88,1
784,88,4
785,88,7
786,88,11
787,88,13
788,88,15
789,88,16
790,88,17
791,89,18
792,89,24
793,89,28
794,89,32
795,89,37
796,89,38
797,90,2
798,90,6
799,90,7
800,90,9
801,90,12
802,90,13
803,90,14
804,90,17
805,91,19
806,91,26
807,91,28
808,91,32
809,100,20
810,100,21
811,100,25
812,100,29
813,100,33
814,100,38
815,101,1
816,101,3
817,101,4
818,101,5
819,101,7
820,101,8
821,101,10
822,101,13
823,101,16
824,101,17
825,102,20
826,102,29
827,102,30
828,102,34
829,102,35
830,102,37
831,102,38
832,103,3
833,103,4
834,103,5
835,103,7
836,103,9
837,103,11
838,103,12
839,103,13
840,103,17
841,104,2
842,104,3
843,104,4
844,104,5
845,104,8
846,104,9
847,104,10
848,104,14
849,104,16
850,105,40
851,105,42
852,105,44
853,105,45
854,105,47
855,105,48
856,105,50
857,105,51
858,105,52
859,105,54
860,105,57
861,106,3
862,106,4
863,106,7
864,106,8
865,106,9
866,106,10
867,106,15
868,106,16
869,106,17
870,107,41
871,107,42
872,107,43
873,107,44
874,107,46
875,107,49
876,107,53
877,107,54
878,107,55
879,108,1
880,108,3
881,108,4
882,108,5
883,108,6
884,108,8
885,108,9
886,108,10
887,108,11
888,108,13
889,108,14
890,108,16
891,109,1
892,109,4
893,109,5
894,109,9
895,109,10
896,109,11
897,109,13
898,109,15
899,110,40
900,110,41
901,110,43
902,110,45
903,110,46
904,110,47
905,110,48
906,110,49
907,110,52
908,110,54
909,110,55
910,110,57
911,111,1
912,111,3
913,111,5
914,111,6
915,111,7
916,111,8
917,111,9
918,111,14
919,111,16
920,111,17
921,112,1
922,112,3
923,112,4
924,112,6
925,112,7
926,112,8
927,112,9
928,112,11
929,112,12
930,112,14
931,112,16
932,113,26
933,113,28
934,113,29
935,113,31
936,113,36
937,114,40
938,114,41
939,114,43
940,114,44
941,114,45
942,114,51
943,114,52
944,115,19
945,115,24
946,115,25
947,115,30
948,115,31
949,115,33
950,115,35
951,115,36
952,116,40
953,116,41
954,116,43
955,116,44
956,116,48
957,116,49
958,116,51
959,116,52
960,116,54
961,116,57
962,117,21
963,117,24
964,117,26
965,117,32
966,117,35
967,117,38
968,118,18
969,118,19
970,118,21
971,118,28
972,118,29
973,118,31
974,118,36
975,119,42
976,119,43
977,119,44
978,119,45
979,119,46
980,119,47
981,119,48
982,119,50
983,119,53
984,119,54
985,119,56
986,120,19
987,120,22
988,120,27
989,120,32
990,120,35
991,121,39
992,121,40
993,121,41
994,121,42
995,121,43
996,121,44
997,121,50
998,121,53
999,121,55
1000,121,56
1001,121,57
1002,122,1
1003,122,2
1004,122,4
1005,122,5
1006,122,6
1007,122,9
1008,122,10
1009,122,11
1010,122,12
1011,122,13
1012,122,15
1013,122,16
1014,123,40
1015,123,41
1016,123,42
1017,123,43
1018,123,44
1019,123,45
1020,123,46
1021,123,47
1022,123,49
1023,123,50
1024,123,52
1025,123,53
1026,123,55
1027,123,56
1028,124,39
1029,124,40
1030,124,42
1031,124,43
1032,124,45
1033,124,49
1034,124,54
1035,124,55
1036,124,57
1037,125,1
1038,125,2
1039,125,3
1040,125,4
1041,125,9
1042,125,10
1043,125,11
1044,125,12
1045,125,15
1046,125,17
1047,126,1
1048,126,3
1049,126,5
1050,126,8
1051,126,9
1052,126,10
1053,126,11
1054,126,12
1055,126,13
1056,126,15
1057,126,16
1058,127,40
1059,127,41
1060,127,42
1061,127,44
1062,127,48
1063,127,49
1064,127,52
1065,127,57
1066,128,41
1067,128,42
1068,128,44
1069,128,48
1070,128,49
1071,128,50
1072,128,53
1073,128,54
1074,128,57
1075,129,18
1076,129,27
1077,129,32
1078,129,37
1079,129,38
1080,130,23
1081,130,25
1082,130,29
1083,130,30
1084,130,33
1085,130,37
1086,131,39
1087,131,40
1088,131,41
1089,131,42
1090,131,44
1091,131,45
1092,131,46
1093,131,47
1094,131,50
1095,131,56
1096,132,18
1097,132,19
1098,132,22
1099,132,23
1100,132,25
1101,132,32
1102,132,35
1103,133,1
1104,133,6
1105,133,7
1106,133,8
1107,133,9
1108,133,12
1109,133,13
1110,133,14
1111,133,15
1112,134,22
1113,134,26
1114,134,30
1115,134,31
1116,134,32
1117,134,36
1118,134,37
1119,135,39
1120,135,40
1121,135,41
1122,135,43
1123,135,47
1124,135,48
1125,135,49
1126,135,51
1127,135,52
1128,135,55
1129,135,57
1130,136,18
1131,136,23
1132,136,28
1133,136,32
1134,136,33
1135,136,35
1136,136,37
1137,136,38
1138,137,1
1139,137,2
1140,137,3
1141,137,4
1142,137,5
1143,137,6
1144,137,9
1145,137,10
1146,137,11
1147,137,12
1148,137,16
1149,138,25
1150,138,29
1151,138,32
1152,138,33
1153,138,38
1154,139,39
1155,139,41
1156,139,43
1157,139,44
1158,139,45
1159,139,46
1160,139,47
1161,139,49
1162,139,50
1163,139,53
1164,139,54
1165,140,20
1166,140,23
1167,140,29
1168,140,34
1169,140,35
1170,140,37
1171,141,39
1172,141,40
1173,141,43
1174,141,46
1175,141,47
1176,141,51
1177,141,52
1178,142,41
1179,142,43
1180,142,45
1181,142,50
1182,142,52
1183,142,53
1184,142,55
1185,142,56
1186,142,57
1187,143,19
1188,143,22
1189,143,23
1190,143,24
1191,143,26
1192,143,33
1193,143,38
1194,144,5
1195,144,7
1196,144,9
1197,144,12
1198,144,13
1199,144,14
1200,144,15
1201,144,16
1202,144,17
1203,145,18
1204,145,19
1205,145,26
1206,145,27
1207,145,30
1208,145,31
1209,145,32
1210,145,34
1211,146,42
1212,146,44
1213,146,45
1214,146,47
1215,146,48
1216,146,50
1217,146,53
1218,146,54
1219,146,55
1220,146,56
1221,146,57
1222,147,39
1223,147,42
1224,147,43
1225,147,44
1226,147,45
1227,147,49
1228,147,51
1229,147,54
1230,147,55
1231,147,56
1232,147,57
1233,148,43
1234,148,44
1235,148,46
1236,148,50
1237,148,51
1238,148,52
1239,148,53
1240,148,54
1241,148,55
1242,148,56
1243,149,39
1244,149,41
1245,149,43
1246,149,44
1247,149,46
1248,149,47
1249,149,48
1250,149,50
1251,149,51
1252,149,54
1253,149,55
1254,149,56
1255,149,57
1256,150,21
1257,150,22
1258,150,25
1259,150,29
1260,150,30
1261,150,34
1262,150,35
1263,151,39
1264,151,40
1265,151,43
1266,151,44
1267,151,45
1268,151,47
1269,151,48
1270,151,50
1271,151,51
1272,151,52
1273,151,53
1274,151,54
1275,151,56
1276,151,57
1277,152,20
1278,152,22
1279,152,26
1280,152,30
1281,152,31
1282,152,33
1283,152,35
1284,152,36
1285,153,39
1286,153,41
1287,153,42
1288,153,43
1289,153,45
1290,153,50
1291,153,51
1292,153,52
1293,153,54
1294,154,1
1295,154,3
1296,154,4
1297,154,5
1298,154,7
1299,154,8
1300,154,13
1301,154,14
1302,154,15
1303,154,17
1304,155,42
1305,155,44
1306,155,45
1307,155,46
1308,155,50
1309,155,51
1310,155,53
1311,155,54
1312,155,55
1313,155,57
1314,156,2
1315,156,3
1316,156,7
1317,156,9
1318,156,10
1319,156,11
1320,156,12
1321,156,13
1322,156,15
1323,156,17
1324,157,39
1325,157,40
1326,157,41
1327,157,42
1328,157,44
1329,157,45
1330,157,46
1331,157,50
1332,157,51
1333,157,52
1334,157,53
1335,157,55
1336,157,56
1337,157,57
1338,158,2
1339,158,3
1340,158,4
1341,158,5
1342,158,8
1343,158,9
1344,158,10
1345,158,11
1346,158,12
1347,158,13
1348,158,14
1349,158,15
1350,159,1
1351,159,2
1352,159,4
1353,159,6
1354,159,9
1355,159,11
1356,159,12
1357,159,14
1358,159,15
1359,159,16
1360,160,21
1361,160,22
1362,160,24
1363,160,29
1364,160,32
1365,160,34
1366,160,35
1367,161,1
1368,161,5
1369,161,6
1370,161,7
1371,161,13
1372,161,14
1373,161,16
1374,161,17
1375,162,18
1376,162,22
1377,162,27
1378,162,30
1379,162,38
1380,163,19
1381,163,28
1382,163,30
1383,163,31
1384,163,32
1385,163,34
1386,163,35
1387,164,20
1388,164,25
1389,164,26
1390,164,31
1391,164,32
1392,165,3
1393,165,6
1394,165,9
1395,165,10
1396,165,11
1397,165,12
1398,165,13
1399,165,14
1400,165,16
1401,166,39
1402,166,41
1403,166,42
1404,166,44
1405,166,45
1406,166,46
1407,166,47
1408,166,48
1409,166,51
1410,166,54
1411,166,55
1412,166,56
1413,166,57
1414,167,25
1415,167,26
1416,167,27
1417,167,29
1418,167,31
1419,167,34
1420,167,37
1421,167,38
1422,168,18
1423,168,19
1424,168,29
1425,168,34
1426,168,37
1427,168,38
1428,169,39
1429,169,40
1430,169,41
1431,169,45
1432,169,47
1433,169,48
1434,169,50
1435,169,51
1436,169,53
1437,169,55
1438,169,56
1439,169,57
1440,170,25
1441,170,26
1442,170,27
1443,170,32
1444,170,34
1445,170,35
1446,170,37
1447,170,38
1448,171,39
1449,171,45
1450,171,47
1451,171,50
1452,171,51
1453,171,52
1454,171,53
1455,171,55
1456,172,2
1457,172,3
1458,172,5
1459,172,6
1460,172,10
1461,172,11
1462,172,13
1463,172,15
1464,172,16
1465,172,17
1466,173,20
1467,173,24
1468,173,25
1469,173,26
1470,173,28
1471,173,29
1472,173,31
1473,173,34
1474,174,39
1475,174,40
1476,174,42
1477,174,50
1478,174,52
1479,174,53
1480,174,56
1481,174,57
1482,175,20
1483,175,23
1484,175,30
1485,175,34
1486,175,36
1487,176,18
1488,176,21
1489,176,23
1490,176,27
1491,176,29
1492,176,33
1493,176,36
1494,177,2
1495,177,3
1496,177,4
1497,177,5
1498,177,6
1499,177,9
1500,177,12
1501,177,13
1502,177,14
1503,177,16
1504,178,1
1505,178,3
1506,178,6
1507,178,8
1508,178,9
1509,178,10
1510,178,11
1511,178,12
1512,178,13
1513,178,17
1514,179,18
1515,179,25
1516,179,26
1517,179,27
1518,179,28
1519,179,30
1520,179,32
1521,179,33
1522,180,1
1523,180,3
1524,180,5
1525,180,6
1526,180,7
1527,180,9
1528,180,11
1529,180,15
1530,180,16
1531,181,40
1532,181,43
1533,181,44
1534,181,45
1535,181,50
1536,181,51
1537,181,53
1538,181,54
1539,181,55
1540,181,57
1541,182,26
1542,182,29
1543,182,33
1544,182,35
1545,182,37
1546,182,38
1547,183,2
1548,183,3
1549,183,4
1550,183,7
1551,183,10
1552,183,14
1553,183,15
1554,183,16
1555,184,2
1556,184,3
1557,184,5
1558,184,9
1559,184,13
1560,184,14
1561,184,15
1562,184,16
1563,184,17
1564,185,40
1565,185,41
1566,185,42
1567,185,43
1568,185,44
1569,185,47
1570,185,51
1571,185,52
1572,185,54
1573,185,55
1574,186,2
1575,186,3
1576,186,4
1577,186,6
1578,186,7
1579,186,8
1580,186,10
1581,186,11
1582,186,14
1583,186,15
1584,186,17
1585,187,39
1586,187,40
1587,187,41
1588,187,42
1589,187,44
1590,187,45
1591,187,46
1592,187,47
1593,187,52
1594,187,54
1595,187,55
1596,187,57
1597,188,39
1598,188,41
1599,188,44
1600,188,49
1601,188,53
1602,188,54
1603,188,57
1604,189,40
1605,189,41
1606,189,42
1607,189,43
1608,189,45
1609,189,46
1610,189,47
1611,189,49
1612,189,50
1613,189,53
1614,189,54
1615,189,55
1616,189,56
1617,189,57
1618,190,39
1619,190,40
1620,190,44
1621,190,45
1622,190,46
1623,190,49
1624,190,50
1625,190,51
1626,190,53
1627,190,54
1628,190,56
1629,191,1
1630,191,2
1631,191,6
1632,191,7
1633,191,9
1634,191,10
1635,191,11
1636,191,13
1637,191,14
1638,191,15
1639,192,39
1640,192,40
1641,192,41
1642,192,42
1643,192,43
1644,192,44
1645,192,45
1646,192,46
1647,192,47
1648,192,48
1649,192,51
1650,192,53
1651,192,57
1652,193,29
1653,193,33
1654,193,34
1655,193,35
1656,193,37
1657,194,40
1658,194,41
1659,194,42
1660,194,44
1661,194,45
1662,194,51
1663,194,53
1664,194,55
1665,194,56
1666,195,39
1667,195,40
1668,195,41
1669,195,42
1670,195,43
1671,195,45
1672,195,46
1673,195,48
1674,195,49
1675,195,51
1676,195,54
1677,195,56
1678,196,2
1679,196,4
1680,196,5
1681,196,9
1682,196,10
1683,196,11
1684,196,13
1685,196,17
1686,197,2
1687,197,3
1688,197,4
1689,197,5
1690,197,6
1691,197,7
1692,197,8
1693,197,9
1694,197,13
1695,197,14
1696,197,15
1697,197,16
1698,198,20
1699,198,26
1700,198,27
1701,198,28
1702,198,31
1703,199,1
1704,199,2
1705,199,5
1706,199,6
1707,199,9
1708,199,10
1709,199,11
1710,199,12
1711,199,13
1712,199,14
1713,199,15
1714,200,39
1715,200,41
1716,200,45
1717,200,46
1718,200,47
1719,200,49
1720,200,52
1721,201,21
1722,201,22
1723,201,24
1724,201,30
1725,201,32
1726,201,35
1727,201,36
1728,201,38
1729,202,1
1730,202,2
1731,202,7
1732,202,8
1733,202,9
1734,202,10
1735,202,12
1736,202,13
1737,202,14
1738,202,15
1739,202,17
1740,203,18
1741,203,19
1742,203,20
1743,203,23
1744,203,29
1745,204,40
1746,204,43
1747,204,45
1748,204,46
1749,204,47
1750,204,49
1751,204,50
1752,204,51
1753,204,52
1754,204,53
1755,204,54
1756,204,55
1757,204,56
1758,204,57
1759,205,3
1760,205,5
1761,205,6
1762,205,9
1763,205,10
1764,205,11
1765,205,12
1766,205,15
1767,205,16
1768,206,1
1769,206,5
1770,206,8
1771,206,10
1772,206,11
1773,206,12
1774,206,13
1775,206,14
1776,206,15
1777,206,16
1778,207,5
1779,207,6
1780,207,7
1781,207,8
1782,207,11
1783,207,12
1784,207,13
1785,207,14
1786,207,15
1787,207,16
1788,207,17
1789,208,2
1790,208,3
1791,208,6
1792,208,7
1793,208,9
1794,208,10
1795,208,11
1796,208,12
1797,208,13
1798,208,15
1799,208,17
1800,209,21
1801,209,23
1802,209,25
1803,209,27
1804,209,33
1805,209,34
1806,209,35
1807,209,36
1808,210,18
1809,210,21
1810,210,24
1811,210,26
1812,210,27
1813,210,28
1814,210,33
1815,210,36
1816,211,39
1817,211,41
1818,211,45
1819,211,48
1820,211,49
1821,211,50
1822,211,51
1823,211,52
1824,211,53
1825,211,54
1826,211,56
1827,211,57
1828,212,39
1829,212,41
1830,212,43
1831,212,44
1832,212,51
1833,212,53
1834,212,54
1835,213,40
1836,213,41
1837,213,42
1838,213,52
1839,213,54
1840,213,55
1841,213,56
1842,213,57
1843,214,1
1844,214,2
1845,214,3
1846,214,4
1847,214,5
1848,214,6
1849,214,7
1850,214,8
1851,214,10
1852,214,11
1853,214,12
1854,215,1
1855,215,2
1856,215,3
1857,215,5
1858,215,7
1859,215,8
1860,215,9
1861,215,10
1862,215,12
1863,215,13
1864,215,14
1865,215,15
1866,216,41
1867,216,43
1868,216,49
1869,216,50
1870,216,54
1871,216,56
1872,216,57
1873,217,39
1874,217,40
1875,217,41
1876,217,44
1877,217,47
1878,217,48
1879,217,51
1880,217,52
1881,217,53
1882,217,55
1883,217,56
1884,218,39
1885,218,40
1886,218,42
1887,218,43
1888,218,48
1889,218,50
1890,218,51
1891,218,52
1892,218,53
1893,219,19
1894,219,22
1895,219,24
1896,219,26
1897,219,30
1898,219,31
1899,219,33
1900,219,37
1901,220,3
1902,220,4
1903,220,5
1904,220,9
1905,220,10
1906,220,11
1907,220,12
1908,220,13
1909,220,14
1910,220,15
1911,220,17
1912,221,39
1913,221,45
1914,221,46
1915,221,48
1916,221,50
1917,221,51
1918,221,55
1919,222,18
1920,222,19
1921,222,20
1922,222,28
1923,222,30
1924,222,35
1925,223,1
1926,223,2
1927,223,4
1928,223,9
1929,223,10
1930,223,11
1931,223,14
1932,223,17
1933,224,3
1934,224,4
1935,224,7
1936,224,8
1937,224,11
1938,224,12
1939,224,14
1940,224,16
1941,225,39
1942,225,42
1943,225,43
1944,225,46
1945,225,48
1946,225,49
1947,225,50
1948,225,51
1949,225,55
1950,225,56
1951,226,40
1952,226,42
1953,226,43
1954,226,45
1955,226,47
1956,226,48
1957,226,50
1958,226,51
1959,226,52
1960,226,56
1961,227,41
1962,227,43
1963,227,46
1964,227,47
1965,227,48
1966,227,50
1967,227,51
1968,227,52
1969,227,53
1970,227,54
1971,228,1
1972,228,2
1973,228,7
1974,228,9
1975,228,10
1976,228,11
1977,228,13
1978,228,15
1979,228,17
1980,229,42
1981,229,44
1982,229,48
1983,229,49
1984,229,50
1985,229,51
1986,229,54
1987,229,56
1988,229,57
1989,236,39
1990,236,40
1991,236,41
1992,236,42
1993,236,43
1994,236,44
1995,236,45
1996,236,48
1997,236,51
1998,236,52
1999,236,53
2000,236,55
2001,236,57
2002,237,18
2003,237,20
2004,237,23
2005,237,31
2006,237,36
2007,255,1
2008,255,2
2009,255,3
2010,255,4
2011,255,6
2012,255,7
2013,255,10
2014,255,11
2015,255,12
2016,255,13
2017,255,15
2018,255,16
2019,260,40
2020,260,41
2021,260,42
2022,260,44
2023,260,45
2024,260,46
2025,260,48
2026,260,50
2027,260,53
2028,260,54
2029,260,56
2030,261,1
2031,261,2
2032,261,3
2033,261,4
2034,261,7
2035,261,8
2036,261,9
2037,261,12
2038,261,13
2039,261,14
2040,261,16
2041,261,17
2042,262,39
2043,262,40
2044,262,41
2045,262,43
2046,262,46
2047,262,47
2048,262,49
2049,265,21
2050,265,23
2051,265,25
2052,265,29
2053,265,31
2054,265,32
2055,267,1
2056,267,3
2057,267,4
2058,267,5
2059,267,7
2060,267,8
2061,267,9
2062,267,10
2063,267,15
2064,267,16
2065,267,17
2066,268,1
2067,268,4
2068,268,9
2069,268,10
2070,268,13
2071,268,14
2072,268,15
2073,268,16
2074,269,42
2075,269,43
2076,269,44
2077,269,45
2078,269,49
2079,269,50
2080,269,52
2081,269,53
2082,269,54
2083,270,20
2084,270,27
2085,270,29
2086,270,36
2087,270,38
2088,271,2
2089,271,5
2090,271,6
2091,271,12
2092,271,15
2093,271,16
2094,271,17
2095,272,40
2096,272,41
2097,272,42
2098,272,44
2099,272,45
2100,272,47
2101,272,49
2102,272,51
2103,272,52
2104,272,54
2105,272,56
2106,277,39
2107,277,40
2108,277,41
2109,277,42
2110,277,46
2111,277,47
2112,277,50
2113,277,51
2114,277,52
2115,277,55
2116,277,56
2117,277,57
2118,278,39
2119,278,40
2120,278,41
2121,278,42
2122,278,44
2123,278,45
2124,278,46
2125,278,47
2126,278,48
2127,278,49
2128,278,52
2129,278,55
2130,278,56
2131,279,18
2132,279,19
2133,279,20
2134,279,21
2135,279,33
2136,279,35
2137,283,2
2138,283,7
2139,283,8
