id,system,body,siteID,extoolID,latitude,longitude,type,verified,visible,discoveredBy
73,435,615,73,\N,83.6478,-102.6522,2,1,1,460
74,4023,5483,74,\N,-27.3359,-168.0797,2,1,1,376
75,1170,1591,75,\N,8.3285,68.0708,2,1,1,382
76,1170,1591,76,\N,11.0526,-170.7735,2,1,1,382
77,976,1344,77,\N,8.2407,-96.0592,2,1,1,382
78,306,415,78,\N,9.1079,88.2455,2,1,1,382
79,306,415,79,\N,7.9014,-172.4354,2,1,1,382
80,306,415,80,\N,1.2863,-43.5617,2,1,1,382
81,306,415,81,\N,20.7736,77.8444,2,1,1,382
82,306,415,82,\N,-11.0148,15.9302,2,1,1,382
83,2064,2817,83,\N,6.8876,53.5052,2,1,1,382
84,2064,2817,84,\N,3.614,89.2502,2,1,1,382
85,1901,2610,85,\N,2.2175,-160.7892,2,1,1,146
86,1901,2610,86,\N,4.4279,-6.7368,2,1,1,146
87,2064,2817,87,\N,-5.3697,-163.383,2,1,1,382
88,420,596,88,\N,20.7961,66.4898,2,1,1,382
89,421,597,89,\N,9.6052,140.0072,2,1,1,382
90,419,595,90,\N,1.9271,-102.9887,2,1,1,382
91,322,444,91,\N,6.3825,165.1069,2,1,1,382
92,1659,2238,92,\N,-0.4561,111.4275,2,1,1,382
93,1917,2627,93,\N,8.5066,101.8355,2,1,1,382
94,1917,2627,94,\N,-4.5114,179.1629,2,1,1,382
95,1113,1513,95,\N,-1.1828,111.0286,2,0,1,146
96,1901,2610,96,\N,-37.1983,9.1229,2,1,1,85
97,1113,1513,97,\N,-6.3153,142.2379,2,0,1,146
98,2934,3964,98,\N,-69.8789,10.2234,2,1,1,209
99,1655,2233,99,\N,18.9746,89.8771,2,1,1,85
100,1655,2233,100,\N,66.3354,123.0142,2,1,1,85
101,1655,2233,101,\N,42.9764,-82.7134,2,1,1,85
102,1655,2233,102,\N,31.0358,-6.8257,2,1,1,85
103,1838,2495,103,\N,46.1536,164.5884,2,1,1,85
104,1838,2495,104,\N,-36.8407,-169.6971,2,1,1,85
105,1825,2475,105,\N,17.6665,42,2,0,1,85
106,2584,3497,106,\N,-20.3547,-149.5565,2,1,1,85
107,1764,2383,107,\N,8.7061,-33.1501,2,1,1,85
108,4021,5481,108,\N,39.4727,110.1346,2,0,1,342
109,3228,4413,109,\N,61.517,140.5581,2,0,1,122
110,2599,3519,110,\N,-42.6636,-27.7421,2,0,1,351
111,2599,3519,111,\N,42.2128,-135.7698,2,0,1,351
112,2599,3519,112,\N,-46.3897,-74.1152,2,0,1,351
113,2599,3519,113,\N,7.8554,107.8801,2,0,1,351
114,2599,3520,114,\N,-23.1593,-172.1332,2,0,1,351
115,2599,3520,115,\N,-14.2068,86.4651,2,0,1,351
116,2599,3520,116,\N,-42.129,-10.765,2,0,1,351
117,2599,3520,117,\N,21.4791,45.9401,2,0,1,351
118,3286,4494,118,\N,-0.0613,-9.571,2,0,1,512
119,3286,4494,119,\N,-61.0614,40.9267,2,0,1,512
120,2598,3518,120,\N,4.9694,34.6613,2,0,1,351
121,2598,3518,121,\N,8.2025,114.1104,2,0,1,351
122,2598,3518,122,\N,13.4662,-121.8567,2,0,1,351
123,2598,3518,123,\N,54.1047,-110.9424,2,0,1,351
124,3286,4494,124,\N,26.3316,-99.2527,2,0,1,512
125,3286,4494,125,\N,34.1448,-108.726,2,0,1,512
126,3286,4494,126,\N,-42.7758,117.224,2,0,1,512
127,3286,4495,127,\N,-7.9595,-144.7068,2,0,1,512
128,3286,4495,128,\N,-81.4841,-56.5188,2,0,1,512
129,3286,4495,129,\N,-18.0639,-118.3653,2,0,1,512
130,3286,4495,130,\N,-36.196,52.747,2,0,1,512
131,3286,4495,131,\N,-14.1621,172.8241,2,0,1,512
132,3286,4497,132,\N,9.1911,43.2561,2,0,1,512
133,3286,4497,133,\N,51.5982,-9.1604,2,0,1,512
134,3286,4497,134,\N,32.084,-118.0139,2,0,1,512
135,3286,4497,135,\N,-12.7536,-78.2992,2,0,1,512
136,3286,4497,136,\N,23.0921,-177.8132,2,0,1,512
137,3286,4496,137,\N,40.2933,-62.8785,2,0,1,512
138,2235,3019,138,\N,-54.6899,95.4565,2,0,1,367
139,2236,3020,139,\N,8.9663,-4.7549,2,0,1,367
140,3286,4496,140,\N,41.1472,-2.5507,2,0,1,512
141,3286,4496,141,\N,0.475,75.0499,2,0,1,512
142,3286,4496,142,\N,-21.9955,171.5839,2,0,1,512
143,3286,4496,143,\N,72.1404,-40.3139,2,0,1,512
144,3288,4499,144,\N,-39.825,18.3826,2,0,1,512
145,3288,4499,145,\N,-0.1418,-42.4218,2,0,1,512
146,3288,4499,146,\N,3.1893,-123.3623,2,0,1,512
147,3288,4499,147,\N,24.7956,72.4667,2,0,1,512
148,2243,3027,148,\N,-15.0826,118.4232,2,0,1,268
149,2243,3027,149,\N,15.6683,172.5991,2,0,1,268
150,3288,4500,150,\N,-25.0421,-119.8276,2,0,1,512
151,3288,4500,151,\N,29.7794,89.3894,2,0,1,512
152,3288,4500,152,\N,15.2497,53.6829,2,0,1,512
153,3288,4500,153,\N,-14.2175,-16.4767,2,0,1,512
154,1303,1749,154,\N,-50.2232,173.7147,2,0,1,72
155,1303,1749,155,\N,72.5835,-153.6969,2,0,1,72
156,2242,3026,156,\N,28.9825,-0.0832,2,0,1,268
157,4022,5482,157,\N,-35.7861,27.6409,2,1,1,514
158,1563,2099,158,\N,-33.5574,60.0278,2,1,1,368
159,1562,2098,159,\N,34.895,135.6498,2,1,1,368
160,1634,2208,160,\N,28.2852,-49.67,2,1,1,368
161,134,170,161,\N,-22.4831,57.585,2,1,1,368
162,133,169,162,\N,46.6749,-160.7376,2,1,1,368
163,2491,3373,163,\N,-53.5298,127.2222,2,1,1,458
164,1778,2411,164,\N,4.8077,-29.3252,2,1,1,327
165,2806,3795,165,\N,31.3433,16.058,2,1,1,424
166,1765,2384,166,\N,10.6771,-173.4818,2,1,1,271
167,1765,2384,167,\N,2.2534,145.7716,2,1,1,271
168,1765,2384,168,\N,75.6544,-86.3605,2,1,1,271
169,1765,2384,169,\N,15.9713,-12.043,2,1,1,271
170,3915,5331,170,\N,-68.9394,-59.7815,2,1,1,137
171,3915,5335,171,\N,39.7298,-94.8054,2,1,1,137
172,3450,4728,172,\N,-59.3771,-5.9244,2,1,1,448
173,3915,5336,173,\N,46.3785,-120.3781,2,1,1,137
174,3920,5341,174,\N,-19.5566,-10.8849,2,1,1,137
175,3918,5339,175,\N,-11.7505,-149.3995,2,1,1,137
176,3916,5337,176,\N,-30.898,17.5354,2,1,1,137
177,1307,1758,177,\N,-71.5587,-10.8589,2,1,1,448
178,138,175,178,\N,-28.4166,146.5462,2,1,1,448
179,138,175,179,\N,-20.1951,-45.4463,2,1,1,448
180,129,165,180,\N,-40.1361,89.0964,2,1,1,448
181,129,165,181,\N,7.0377,-18.3615,2,1,1,448
182,1622,2188,182,\N,-44.7193,-15.1777,2,1,1,568
183,2246,3030,183,\N,8.2876,-167.714,2,1,1,121
184,2246,3030,184,\N,50.9681,140.9795,2,1,1,121
185,3841,5217,185,\N,-20.0058,-127.774,2,1,1,226
186,1309,1760,186,\N,-12.2272,143.9257,2,1,1,114
187,9,15,187,\N,43.8541,-53.4306,2,1,1,114
188,176,242,188,\N,-60.0621,91.8656,2,1,1,114
189,1550,2079,189,\N,-6.3604,175.5279,2,1,1,364
190,1787,2426,190,\N,-66.2781,47.6547,2,1,1,264
191,2908,3933,191,\N,16.6843,116.1768,2,1,1,210
192,3390,4648,192,\N,22.9903,-10.9008,2,1,1,137
193,304,413,193,\N,2.6147,55.1979,2,1,1,364
194,304,413,194,\N,-3.3368,-6.7559,2,1,1,364
195,305,414,195,\N,-9.2225,-146.7819,2,1,1,364
196,3913,5328,196,\N,-39.0386,150.0547,2,1,1,137
197,2581,3493,197,\N,-20.339,61.2289,2,1,1,111
198,3074,4166,198,\N,-29.8629,44.4496,2,1,1,96
199,3087,4185,199,\N,-0.2342,57.0346,2,1,1,96
200,3919,5340,200,\N,30.3052,29.8017,2,1,1,137
201,3917,5338,201,\N,-56.8857,4.3724,2,1,1,137
202,1178,1599,202,\N,19.729,11.8849,2,1,1,448
203,1731,2341,203,\N,-73.2428,132.1021,2,1,1,473
204,3900,5299,204,\N,64.072,-80.1245,2,1,1,467
205,3900,5297,205,\N,81.3756,170.1736,2,1,1,467
206,3900,5298,206,\N,-15.0156,-122.831,2,1,1,467
207,1179,1603,207,\N,-39.4852,-124.6219,2,1,1,448
208,1180,1604,208,\N,37.1514,-132.2274,2,1,1,448
209,3899,5296,209,\N,7.0694,-157.6528,2,1,1,467
210,3430,4704,210,\N,64.6556,-131.3679,2,1,1,418
211,3430,4705,211,\N,4.1919,48.5828,2,1,1,418
212,2244,3028,212,\N,-50.5701,24.2451,2,1,1,372
213,3871,5255,213,\N,18.1588,-116.2102,2,1,1,28
214,3877,5264,214,\N,1.1743,-117.9852,2,1,1,28
215,3877,5263,215,\N,11.6845,-81.7866,2,1,1,28
216,3873,5258,216,\N,-42.0835,-157.1873,2,1,1,179
217,2487,3366,217,\N,20.521,-57.6883,2,1,1,409
218,2487,3366,218,\N,0.2287,-69.9478,2,1,1,409
219,2487,3366,219,\N,44.6982,-80.276,2,1,1,409
220,3948,5382,220,\N,3.3875,-171.8758,2,1,1,207
221,2457,3323,221,\N,-10.724,-124.2849,2,1,1,409
222,2457,3323,222,\N,39.9443,132.9688,2,1,1,409
223,2457,3324,223,\N,-6.5342,-26.0447,2,1,1,409
224,2457,3324,224,\N,15.6738,-14.8735,2,1,1,409
225,3876,5261,225,\N,-11.1262,50.7913,2,1,1,525
226,3897,5294,226,\N,9.5192,-79.6616,2,1,1,467
227,2458,3325,227,\N,-54.0988,179.4769,2,1,1,409
228,3891,5288,228,\N,1.8214,104.7801,2,1,1,265
229,2458,3325,229,\N,30.2158,-70.8016,2,1,1,409
230,2458,3326,230,\N,-57.5216,-30.9716,2,1,1,409
231,2068,2821,231,\N,-52.3668,-146.8552,2,1,1,406
232,161,221,232,\N,3.102,-19.944,2,1,1,568
233,161,221,233,\N,50.8964,68.2971,2,1,1,568
234,161,220,234,\N,84.5584,-78.2271,2,1,1,568
235,3890,5286,235,\N,-78.1446,179.8465,2,1,1,269
236,2111,2874,236,\N,64.6636,-160.0634,2,1,1,81
237,2109,2871,237,\N,42.0729,-103.8076,2,1,1,81
238,3922,5343,238,\N,-4.3582,-176.5916,2,1,1,568
239,3871,5256,239,\N,-14.5877,-69.2432,2,1,1,3
240,1765,2384,240,\N,24.8628,-61.5204,2,1,1,368
241,2106,2868,241,\N,71.2887,-172.6975,2,1,1,491
242,3876,5262,242,\N,35.8791,62.9794,2,1,1,422
243,3876,5262,243,\N,11.8423,-119.8045,2,1,1,422
244,2439,3296,244,\N,-8.997,-87.5369,2,1,1,227
245,1905,2614,245,\N,8.8709,116.5325,2,1,1,488
246,3927,5352,246,\N,16.8824,146.1538,2,1,1,491
247,2492,3374,247,\N,-0.5568,-50.7296,2,1,1,565
248,2446,3303,248,\N,1.8665,52.4945,2,1,1,418
249,2452,3311,249,\N,14.3722,-11.7066,2,1,1,45
250,2037,2782,250,\N,-47.745,158.6338,2,1,1,422
251,2037,2782,251,\N,-89.8144,-13.0396,2,1,1,422
252,2489,3369,252,\N,-39.5875,-120.7492,2,1,1,409
253,2489,3371,253,\N,42.7599,108.0205,2,1,1,409
254,2441,3298,254,\N,-41.9529,-84.0076,2,1,1,409
255,2114,2877,255,\N,-43.5851,-164.7765,2,1,1,268
256,2937,3967,256,\N,66.3754,-85.4485,2,1,1,457
257,2110,2872,257,\N,33.0384,69.5095,2,1,1,293
258,2114,2878,258,\N,43.8349,151.4251,2,1,1,268
259,2110,2873,259,\N,-26.2809,-37.4926,2,1,1,293
260,2460,3328,260,\N,-15.1764,-93.3547,2,1,1,243
261,2107,2869,261,\N,37.4511,-66.0994,2,1,1,496
262,2492,3374,262,\N,-30.0186,31.8102,2,1,1,224
263,2492,3374,263,\N,-25.5317,-24.0933,2,1,1,224
264,166,228,264,\N,16.7518,20.3247,2,1,1,537
265,166,228,265,\N,-10.2134,117.3066,2,1,1,537
266,3929,5354,266,\N,-73.3555,-107.9874,2,1,1,248
267,166,229,267,\N,-19.4234,-103.7508,2,1,1,537
268,166,230,268,\N,41.1891,130.8935,2,1,1,537
269,166,230,269,\N,-10.472,-22.8321,2,1,1,537
270,3431,4706,270,\N,-81.7634,-94.998,2,1,1,95
271,2108,2870,271,\N,16.4622,50.7179,2,1,1,328
272,2113,2876,272,\N,44.1874,125.9125,2,1,1,328
273,2472,3349,273,\N,-42.9237,-63.5751,2,1,1,243
274,2472,3348,274,\N,59.4084,35.8826,2,1,1,243
275,1994,2734,275,\N,-23.8955,-174.7861,2,1,1,406
276,3879,5268,276,\N,46.8386,14.9415,2,1,1,81
277,3879,5269,277,\N,81.9452,89.5839,2,1,1,81
278,3879,5269,278,\N,42.1054,113.805,2,1,1,81
279,3879,5269,279,\N,5.2401,10.8337,2,1,1,81
280,3879,5269,280,\N,9.8196,-46.3522,2,1,1,81
281,2573,3481,281,\N,-58.2173,81.1934,2,1,1,452
282,2573,3483,282,\N,55.7481,-146.7693,2,1,1,452
283,2573,3482,283,\N,-13.6073,-174.6169,2,1,1,452
284,2486,3365,284,\N,7.4511,-45.0861,2,1,1,328
285,2453,3312,285,\N,4.6037,-1.5788,2,1,1,281
286,2448,3305,286,\N,-13.3717,32.8171,2,1,1,281
287,2478,3355,287,\N,54.2521,-169.977,2,1,1,124
288,2478,3356,288,\N,59.6411,-72.722,2,1,1,124
289,2447,3304,289,\N,-6.4775,-19.0014,2,1,1,409
290,1108,1506,290,\N,-40.6924,-99.2334,2,1,1,96
291,2475,3352,291,\N,-48.7795,-167.2652,2,1,1,251
292,2494,3380,292,\N,1.634,-91.2759,2,1,1,491
293,2455,3318,293,\N,37.8941,-71.5822,2,1,1,418
294,2455,3318,294,\N,22.4506,-18.8488,2,1,1,418
295,2440,3297,295,\N,-3.4199,-112.4579,2,1,1,248
296,2449,3306,296,\N,-38.8072,-106.2989,2,1,1,478
297,2455,3321,297,\N,8.2803,-67.9822,2,1,1,418
298,2455,3321,298,\N,-30.5387,176.4072,2,1,1,418
299,2455,3320,299,\N,-8.4786,-32.6487,2,1,1,418
300,2455,3320,300,\N,-5.9638,-69.9267,2,1,1,418
301,224,315,301,\N,76.4547,-65.2713,2,1,1,568
302,2450,3307,302,\N,-52.003,115.8909,2,1,1,568
303,2450,3307,303,\N,6.7825,-140.9808,2,1,1,568
304,2471,3347,304,\N,-54.7998,58.9522,2,1,1,81
305,2452,3309,305,\N,-38.4377,148.0658,2,1,1,568
306,2444,3301,306,\N,23.3847,116.6814,2,1,1,394
307,2471,3347,307,\N,35.6384,-92.8643,2,1,1,81
308,23,37,308,\N,-79.0316,101.6918,2,1,1,268
309,223,307,309,\N,-5.2075,-100.1154,2,1,1,418
310,223,307,310,\N,-35.8567,-178.2208,2,1,1,418
311,223,306,311,\N,2.8418,150.3991,2,1,1,418
312,223,306,312,\N,35.7839,-28.0754,2,1,1,418
313,223,308,313,\N,-17.3779,-171.2656,2,1,1,418
314,223,308,314,\N,47.5773,-125.5321,2,1,1,418
315,223,309,315,\N,63.2772,47.6586,2,1,1,418
316,223,309,316,\N,-27.6809,-58.9509,2,1,1,418
317,223,312,317,\N,-12.5624,156.0565,2,1,1,418
318,223,311,318,\N,4.6952,-104.7961,2,1,1,418
319,223,311,319,\N,-3.4499,-163.2533,2,1,1,418
320,223,313,320,\N,62.7758,21.7487,2,1,1,418
321,223,313,321,\N,-8.0979,72.9002,2,1,1,418
322,1695,2296,322,\N,-26.8766,178.2798,2,1,1,151
323,223,310,323,\N,35.5236,24.5843,2,1,1,418
324,223,310,324,\N,-12.6965,2.6299,2,1,1,418
325,223,314,325,\N,52.4157,-63.9184,2,1,1,418
326,1695,2296,326,\N,-20.1092,98.278,2,1,1,151
327,2424,3278,327,\N,-64.2248,60.3069,2,1,1,448
328,2420,3272,328,\N,1.0712,13.5733,2,1,1,448
329,2421,3274,329,\N,-27.4248,-81.4753,2,1,1,448
330,2421,3273,330,\N,8.1536,68.0552,2,1,1,448
331,2421,3273,331,\N,13.442,107.4164,2,1,1,448
332,2422,3275,332,\N,22.766,59.1196,2,1,1,448
333,1695,2296,333,\N,20.7878,-32.794,2,1,1,151
334,2481,3360,334,\N,-64.2459,1.9718,2,1,1,478
335,2481,3360,335,\N,9.8328,58.6071,2,1,1,478
336,2481,3360,336,\N,4.5963,-98.8524,2,1,1,478
337,2465,3333,337,\N,25.3516,50.7024,2,1,1,418
338,2481,3360,338,\N,-11.3827,95.1286,2,1,1,478
339,2481,3360,339,\N,4.3175,125.9841,2,1,1,478
340,2465,3334,340,\N,48.3443,15.2699,2,1,1,418
341,3109,4210,341,\N,66.9792,-20.1402,2,1,1,81
342,3109,4210,342,\N,-4.047,32.497,2,1,1,81
343,236,327,343,\N,-33.5441,34.9313,2,1,1,81
344,236,328,344,\N,16.5358,6.5528,2,1,1,81
345,236,329,345,\N,-30.0508,-35.5551,2,1,1,81
346,1054,1439,346,\N,-8.455,-59.5408,2,1,1,568
347,1692,2292,347,\N,23.3111,-90.8777,2,1,1,568
348,2062,2815,348,\N,56.8038,-143.1287,2,1,1,448
349,1694,2294,349,\N,-22.2283,-134.8325,2,1,1,406
350,1694,2295,350,\N,-5.5241,33.9225,2,1,1,406
351,1053,1438,351,\N,-61.4445,-147.4428,2,1,1,406
352,1998,2739,352,\N,-46.3664,150.7329,2,1,1,406
353,2480,3359,353,\N,63.2783,-115.6211,2,1,1,418
354,2299,3107,354,\N,-52.0778,107.1406,2,1,1,351
355,2455,3316,355,\N,-35.5518,-175.8875,2,1,1,568
356,3203,4368,356,\N,-27.4896,8.2234,2,1,1,302
357,2455,3316,357,\N,13.4691,-161.2894,2,1,1,568
358,2455,3316,358,\N,79.7283,-39.376,2,1,1,568
359,2436,3292,359,\N,-3.6499,-99.9554,2,1,1,496
360,2455,3316,360,\N,-41.7336,-5.8013,2,1,1,568
361,2455,3316,361,\N,4.5656,-7.044,2,1,1,568
362,2455,3317,362,\N,-11.557,-138.1903,2,1,1,568
363,2455,3317,363,\N,43.3325,112.1685,2,1,1,568
364,2455,3317,364,\N,54.6166,46.9546,2,1,1,568
365,2455,3317,365,\N,-0.7489,92.6602,2,1,1,568
366,2455,3317,366,\N,-31.1736,62.5006,2,1,1,568
367,2469,3341,367,\N,-55.6654,-104.5292,2,1,1,418
368,2469,3342,368,\N,-57.3942,92.7145,2,1,1,418
369,2469,3342,369,\N,-43.5003,44.8138,2,1,1,418
370,2469,3343,370,\N,56.474,70.7839,2,1,1,418
371,2469,3343,371,\N,59.2034,150.1092,2,1,1,418
372,2469,3344,372,\N,35.0785,106.2423,2,1,1,418
373,2469,3344,373,\N,-66.5336,129.2432,2,1,1,418
374,2469,3345,374,\N,23.0124,-142.5965,2,1,1,418
375,3080,4174,375,\N,-27.7007,-145.9716,2,1,1,568
376,3909,5324,376,\N,-20.3156,-125.7724,2,1,1,293
377,3335,4567,377,\N,-18.195,62.4949,2,1,1,568
378,190,261,378,\N,-36.6193,135.5472,2,1,1,531
379,991,1361,379,\N,23.4644,10.7678,2,1,1,448
380,991,1360,380,\N,43.0599,111.8016,2,1,1,448
381,1000,1372,381,\N,18.5657,-127.2086,2,1,1,448
382,999,1371,382,\N,55.2417,-114.6237,2,1,1,448
383,992,1364,383,\N,1.847,108.7116,2,1,1,448
384,993,1365,384,\N,16.1167,-165.8522,2,1,1,448
385,998,1370,385,\N,20.5669,-48.8193,2,1,1,448
386,188,259,386,\N,-42.3042,-78.6261,2,1,1,207
387,2442,3299,387,\N,66.5904,156.7524,2,1,1,496
388,3906,5321,388,\N,31.94,-43.5065,2,1,1,496
389,1955,2686,389,\N,-8.2656,129.7176,2,1,1,364
390,228,319,390,\N,42.5773,-63.8201,2,1,1,237
391,228,319,391,\N,-15.3748,-26.7717,2,1,1,237
392,2474,3351,392,\N,17.7025,66.6566,2,1,1,496
393,437,617,393,\N,31.8846,55.851,2,1,1,121
394,2884,3904,394,\N,58.5851,-160.5304,2,1,1,554
395,2806,3790,395,\N,16.1657,-32.2723,2,1,1,264
396,3819,5192,396,\N,-10.2692,-59.8254,2,1,1,264
397,2463,3331,397,\N,81.7635,-88.2483,2,1,1,496
398,381,543,398,\N,-50.1293,83.8479,2,1,1,496
399,2438,3295,399,\N,-34.6617,157.9321,2,1,1,478
400,2588,3504,400,\N,-51.3506,45.3038,2,1,1,150
401,2588,3505,401,\N,63.2891,-159.7688,2,1,1,150
402,1654,2232,402,\N,45.8727,176.9438,2,1,1,401
403,1654,2232,403,\N,9.6755,68.716,2,1,1,401
404,2464,3332,404,\N,52.4825,-165.1408,2,1,1,499
405,1880,2575,405,\N,23.9407,-147.7336,2,1,1,473
406,1880,2575,406,\N,36.769,15.4352,2,1,1,473
407,1996,2736,407,\N,7.1696,51.2116,2,1,1,9
408,1996,2737,408,\N,-22.7457,138.1922,2,1,1,9
409,2479,3357,409,\N,43.3037,-100.3719,2,1,1,522
410,2479,3357,410,\N,48.9739,-51.3996,2,1,1,522
411,2479,3358,411,\N,2.7658,-98.9133,2,1,1,522
412,2485,3364,412,\N,-81.3144,20.3482,2,1,1,514
413,2485,3364,413,\N,-59.9868,164.5131,2,1,1,514
414,2485,3364,414,\N,4.0701,-118.329,2,1,1,514
415,3927,5350,415,\N,7.6031,112.2004,2,1,1,352
416,2467,3339,416,\N,-1.3037,-177.5267,2,1,1,514
417,3927,5350,417,\N,-24.8913,-160.9092,2,1,1,352
418,3331,4562,418,\N,20.2419,74.8507,2,1,1,568
419,163,223,419,\N,41.7702,-86.0519,2,1,1,496
420,1884,2582,420,\N,-21.8075,42.3207,2,1,1,473
421,1884,2582,421,\N,23.2872,-147.1245,2,1,1,473
422,1884,2581,422,\N,-33.5284,28.577,2,1,1,473
423,1884,2581,423,\N,71.5773,99.0921,2,1,1,473
424,3890,5287,424,\N,30.5858,-158.3534,2,1,1,352
425,3890,5287,425,\N,26.8524,-20.2826,2,1,1,352
426,2359,3181,426,\N,37.9158,-110.7347,2,1,1,406
427,1884,2586,427,\N,12.3714,129.5092,2,1,1,473
428,1884,2583,428,\N,66.8119,50.2117,2,1,1,473
429,1884,2584,429,\N,-5.9998,138.6741,2,1,1,473
430,165,227,430,\N,4.4885,176.3187,2,1,1,496
431,1884,2590,431,\N,51.9007,-95.33,2,1,1,473
432,1884,2589,432,\N,77.5778,-35.0406,2,1,1,473
433,2452,3310,433,\N,7.9721,-64.9877,2,1,1,478
434,2452,3310,434,\N,-19.8564,107.6385,2,1,1,478
435,2455,3319,435,\N,39.7491,-1.1239,2,1,1,568
436,2455,3319,436,\N,72.4387,-66.3923,2,1,1,568
437,2455,3319,437,\N,22.0258,105.1485,2,1,1,568
438,3927,5348,438,\N,-34.6173,126.1191,2,1,1,81
439,3927,5349,439,\N,1.3063,-41.6066,2,1,1,81
440,3890,5285,440,\N,74.0076,44.4214,2,1,1,352
441,3890,5284,441,\N,-46.362,174.857,2,1,1,352
442,902,1259,442,\N,4.9707,-150.4739,2,1,1,243
443,3068,4146,443,\N,2.8821,-42.1679,2,1,1,243
