id,system,body,siteID,extoolID,latitude,longitude,type,hasDatabank,verified,visible,discoveredBy
41,2859,3983,41,\N,23.1817,51.5521,3,0,1,1,227
42,2849,3966,42,\N,-14.6799,51.6902,6,1,1,1,227
43,562,843,43,\N,-23.8931,-58.4678,5,1,1,1,227
44,492,746,44,\N,5.5275,144.351,8,1,1,1,370
45,518,786,45,\N,61.2262,53.4023,7,1,1,1,227
46,479,732,46,\N,15.887,-18.7158,4,0,1,1,349
47,463,703,47,\N,46.7568,131.9607,3,0,1,1,46
48,496,752,48,\N,-35.5002,-126.2597,7,1,1,1,266
49,2621,3655,49,\N,-34.8383,132.8863,8,1,1,1,415
50,554,831,50,\N,18.5719,14.3325,7,1,1,1,46
51,555,832,51,\N,-42.1308,-98.7161,3,0,1,1,46
52,1685,2328,52,\N,62.753,43.22,5,1,1,1,108
53,2863,3991,53,\N,-59.3564,14.9096,5,1,1,1,349
54,2840,3957,54,\N,-46.7879,-46.1474,2,0,1,1,342
55,613,903,55,\N,48.3529,90.8586,5,1,1,1,349
56,2524,3538,56,\N,-15.3128,53.2152,7,1,1,1,87
57,596,883,57,\N,-68.5234,66.2561,4,0,1,1,116
58,611,901,58,\N,11.2991,-113.3043,2,0,1,1,266
59,480,733,59,\N,-40.0571,-20.0045,3,0,1,1,87
60,1682,2325,60,\N,70.0007,-38.5384,8,1,1,1,32
61,1690,2336,61,\N,52.0385,110.8552,7,1,1,1,32
62,1696,2342,62,\N,-23.7554,36.7087,4,0,1,1,32
63,1687,2330,63,\N,54.0972,-52.0658,2,0,1,1,146
64,508,771,64,\N,-43.1448,163.005,3,0,1,1,449
65,449,688,65,\N,-11.389,-149.2682,3,0,1,1,266
66,528,799,66,\N,-33.9519,-12.5171,7,1,1,1,124
67,549,826,67,\N,-59.2133,-132.9053,7,1,1,1,183
68,595,882,68,\N,-11.5445,63.4959,6,1,1,1,124
69,589,874,69,\N,42.1358,177.2873,2,0,1,1,124
70,1699,2345,70,\N,-20.4225,34.3141,6,1,1,1,32
71,2671,3717,71,\N,-39.0538,-65.4311,5,1,1,1,247
72,2628,3664,72,\N,30.3997,-127.24,3,0,1,1,247
73,2552,3572,73,\N,58.9512,88.5083,2,0,1,1,362
74,454,693,74,\N,-57.9996,-7.8974,4,0,0,1,362
75,2633,3670,75,\N,3.348,9.5881,11,1,1,1,25
76,2516,3521,76,\N,-52.2766,98.4334,11,1,1,1,428
77,2553,3573,77,\N,-3.4755,-115.258,11,1,1,1,69
78,2515,3520,78,\N,-46.7966,-132.27,10,1,0,1,69
79,2569,3590,79,\N,-4.8314,-65.7558,11,1,1,1,124
80,2551,3571,80,\N,-37.5625,-125.6039,9,1,1,1,14
81,2703,3756,81,\N,2.5833,126.6176,10,1,0,1,151
82,2528,3542,82,\N,-2.0147,54.393,9,1,0,1,151
83,2582,3604,83,\N,56.7166,121.6597,9,1,0,1,151
84,2594,3617,84,\N,50.6153,-35.0532,11,1,0,1,151
85,2547,3566,85,\N,-23.99,174.22,10,1,0,1,151
86,2623,3657,86,\N,59.518,-23.376,11,1,1,1,69
87,2550,3570,87,\N,64.2973,163.6847,9,1,1,1,14
88,2543,3562,88,\N,-45.4807,152.4102,10,1,0,1,151
89,2602,3627,89,\N,38.2725,-48.5607,11,1,1,1,69
90,1697,2343,90,\N,-49.5373,-81.8963,4,0,0,1,151
91,1489,2084,91,\N,-0.8641,-38.1784,11,1,0,1,14
92,2522,3535,92,\N,-16.1024,-5.7274,9,1,0,1,151
93,2579,3601,93,\N,-42.5076,-155.6324,11,1,1,1,223
94,2517,3522,94,\N,43.6624,174.2231,9,1,1,1,362
95,2616,3646,95,\N,-44.9067,89.4301,9,1,0,1,151
96,1495,2091,96,\N,-44.5212,34.3159,9,1,1,1,62
97,1492,2088,97,\N,25.4582,-132.8993,10,1,1,1,49
98,2538,3555,98,\N,-14.0603,-31.1756,9,1,0,1,151
99,2574,3596,99,\N,47.409,80.6103,10,1,0,1,124
100,1698,2344,100,\N,-1.1806,25.3779,11,1,1,1,362
101,2555,3575,101,\N,37.809,-111.6051,10,1,1,1,362
102,2586,3608,102,\N,12.1763,44.3155,10,1,1,1,151
103,2576,3598,103,\N,-40.9175,-156.144,6,1,1,1,151
104,2549,3568,104,\N,-25.6606,169.9389,6,1,1,1,362
105,1694,2340,105,\N,80.2978,113.4324,9,1,1,1,151
106,2540,3557,106,\N,-49.1889,-23.327,10,1,1,1,151
107,537,812,107,\N,-7.4777,-28.521,5,1,1,1,228
108,484,737,108,\N,57.5534,41.955,4,0,1,1,151
109,2841,3958,109,\N,-30.6587,-66.4213,7,1,1,1,151
110,488,741,110,\N,43.3372,-18.6274,5,1,1,1,151
111,2545,3564,111,\N,25.3202,-59.4835,4,0,0,1,62
112,2580,3602,112,\N,33.2173,-53.9565,3,0,1,1,62
113,2606,3631,113,\N,-3.0135,-37.8314,8,1,1,1,62
114,2635,3672,114,\N,-18.3636,56.0348,6,1,1,1,62
115,459,699,115,\N,-43.3221,163.7282,2,0,1,1,228
116,2572,3594,116,\N,-47.7719,-54.599,6,1,1,1,57
117,2839,3956,117,\N,-17.459,-102.9318,4,0,1,1,54
118,1383,1939,118,\N,6.2901,11.8959,3,0,1,1,62
119,2636,3673,119,\N,45.6477,102.8309,8,1,1,1,62
120,510,774,120,\N,-50.8065,54.6819,3,0,1,1,362
121,1370,1915,121,\N,19.5553,-132.6691,11,1,1,1,62
122,2844,3961,122,\N,-74.6051,-117.9979,8,1,1,1,62
