id,system,body,siteID,extoolID,type,latitude,longitude,verified,visible,discoveredBy
71,726,936,71,\N,2,63.7921,-13.3004,1,1,188
72,525,687,72,\N,5,-25.821,-168.6756,1,1,306
73,525,688,73,\N,5,-23.3954,-90.0296,1,1,306
74,1237,1593,74,\N,2,-58.5421,0.4521,1,1,307
75,415,555,75,\N,2,69.3239,78.2076,1,1,192
76,645,837,76,\N,2,-65.1259,160.4707,1,1,257
77,1556,2031,77,\N,5,28.4633,89.1807,1,1,29
78,646,838,78,\N,5,2.8233,-43.7068,1,1,174
79,1357,1780,79,\N,5,-68.0309,-48.9987,1,1,222
80,752,968,80,\N,5,72.0173,117.2055,1,1,106
81,432,575,81,\N,2,33.0029,54.7205,1,1,347
82,138,194,82,\N,2,-3.7876,-47.5737,1,1,174
83,941,1234,83,\N,2,-56.6516,-156.5589,1,1,118
84,941,1234,84,\N,2,-56.691,-156.494,1,1,118
85,1136,1464,85,\N,2,28.9248,4.2576,1,1,123
86,1136,1464,86,\N,2,46.3802,-38.5359,1,1,123
87,733,946,87,\N,2,4.3782,165.8235,1,1,280
88,764,984,88,\N,5,-3.7158,-130.3393,1,1,61
89,764,985,89,\N,2,7.0649,160.4174,1,1,61
90,764,986,90,\N,2,37.5466,-66.6192,1,1,61
91,1183,1523,91,\N,5,16.8888,118.8017,1,1,280
92,1584,2068,92,\N,2,18.6346,163.9213,1,1,194
93,1831,2376,93,\N,3,26.226,96.1566,1,1,282
94,647,839,94,\N,2,-16.5951,10.3991,1,1,239
95,1831,2376,95,\N,3,8.0274,-171.2439,1,1,347
96,1831,2376,96,\N,3,46.4131,-140.567,1,1,347
97,1269,1632,97,\N,5,-50.7242,-6.505,1,1,324
98,74,97,98,\N,5,-67.0762,-87.7753,1,1,106
99,1831,2376,99,\N,3,-69.6583,24.0676,1,1,235
100,1598,2087,100,\N,5,6.7347,-3.4887,1,1,307
101,436,580,101,\N,5,20.6175,91.5778,1,1,307
102,1362,1785,102,\N,5,50.875,-31.0911,1,1,222
103,112,148,103,\N,2,47.0783,21.6531,1,1,179
104,112,148,104,\N,2,61.3945,21.6854,1,1,179
105,289,390,105,\N,2,1.9922,-111.5044,1,1,103
106,441,587,106,\N,2,31.8366,147.4962,1,1,307
107,1186,1527,107,\N,2,42.6663,-179.6181,1,1,172
108,1362,1786,108,\N,5,71.5229,66.7396,1,1,222
109,1368,1792,109,\N,2,54.0018,5.1912,1,1,239
110,1368,1792,110,\N,2,40.4103,-109.6741,1,1,239
111,734,947,111,\N,5,42.5311,-66.5638,1,1,155
112,435,578,112,\N,2,61.8004,-62.1118,1,1,307
113,732,945,113,\N,2,32.905,-43.9908,1,1,155
114,732,945,114,\N,2,24.5106,-104.9467,1,1,155
115,1186,1527,115,\N,2,17.5114,92.5208,1,1,172
116,737,951,116,\N,2,77.1852,-14.8809,1,1,155
117,266,355,117,\N,5,-45.4276,43.8031,1,1,103
118,266,356,118,\N,5,1.4812,121.891,1,1,103
119,1186,1527,119,\N,2,6.8221,-114.8583,1,1,172
120,1866,2441,120,\N,2,-51.6778,-169.4274,1,1,36
121,1853,2406,121,\N,5,-30.7021,-36.5012,1,1,54
122,1563,2039,122,\N,2,-14.6967,-178.7883,1,1,10
123,1831,2376,123,\N,3,-1.8967,-60.7624,1,1,269
124,775,1004,124,\N,5,-72.5026,6.1604,1,1,103
125,1146,1474,125,\N,5,22.8133,-14.36,1,1,187
126,1146,1474,126,\N,5,-18.8437,40.4305,1,1,187
127,1597,2086,127,\N,2,16.332,-19.8474,1,1,61
128,170,230,128,\N,2,-3.24,0.9696,1,1,123
129,1227,1582,129,\N,5,72.9681,171.1606,1,1,6
130,427,569,130,\N,2,73.1153,-146.1758,1,1,232
131,1033,1349,131,\N,5,-51.1144,-93.9346,1,1,87
132,1179,1512,132,\N,5,3.7772,58.9923,1,1,360
133,1836,2381,133,\N,5,-44.2513,68.9451,1,1,222
134,1471,1923,134,\N,2,35.4521,-159.2611,1,1,222
135,1471,1923,135,\N,2,64.1444,-117.1525,1,1,222
136,1181,1520,136,\N,2,-68.1954,-109.4137,1,1,384
137,1228,1583,137,\N,2,17.4674,-30.1737,1,1,319
138,1179,1512,138,\N,5,13.1103,-158.9165,1,1,54
139,1831,2376,139,\N,3,-2.0237,-141.7931,1,1,195
140,1570,2049,140,\N,5,30.0529,-22.2022,1,1,147
141,426,568,141,\N,5,-44.3155,-164.7273,1,1,232
142,1180,1514,142,\N,2,-13.1475,-147.631,1,1,287
143,1180,1514,143,\N,2,67.0099,132.3613,1,1,287
144,942,1235,144,\N,2,14.4174,-47.953,1,1,118
145,1180,1519,145,\N,5,7.9807,-35.4672,1,1,287
146,1176,1507,146,\N,5,25.7261,176.7434,1,1,54
147,177,237,147,\N,2,31.9636,-172.2955,1,1,123
148,176,236,148,\N,2,-8.9109,67.7562,1,1,217
149,676,878,149,\N,5,20.373,32.0442,1,1,6
150,1179,1513,150,\N,5,-41.883,116.1997,1,1,280
151,1158,1487,151,\N,3,3.7478,164.4865,1,1,306
152,774,1001,152,\N,2,-26.4157,-38.7504,1,1,103
153,1203,1552,153,\N,2,-34.3666,-19.2847,1,1,169
154,1277,1643,154,\N,5,-57.5748,19.6212,1,1,253
155,968,1267,155,\N,5,55.952,-12.8607,1,1,110
156,1419,1852,156,\N,2,33.7691,-58.9874,1,1,158
157,774,1003,157,\N,5,1.202,-0.8089,1,1,103
158,1420,1853,158,\N,2,15.0147,127.5839,1,1,158
159,1191,1533,159,\N,2,64.37,177.5663,1,1,325
160,307,418,160,\N,2,36.887,13.4189,1,1,103
161,1180,1514,161,\N,2,-41.7495,67.6866,1,1,384
162,1180,1514,162,\N,2,66.9861,132.3214,1,1,384
163,1180,1514,163,\N,2,-41.7583,67.6784,1,1,384
164,1481,1936,164,\N,5,-26.2592,150.7693,1,1,287
165,1582,2061,165,\N,2,38.3302,37.7729,1,1,343
166,755,971,166,\N,2,-16.4802,-75.0327,1,1,359
167,1582,2061,167,\N,2,-8.5242,102.8282,1,1,343
168,76,101,168,\N,5,-23.7391,76.0894,1,1,17
169,800,1037,169,\N,2,-67.2472,-3.4006,1,1,253
170,800,1036,170,\N,2,-19.7661,-87.0224,1,1,253
171,1553,2027,171,\N,2,-26.0932,-155.6576,1,1,158
172,1553,2028,172,\N,5,-16.2671,-94.7499,1,1,158
173,1553,2028,173,\N,5,3.994,147.0625,1,1,158
174,1871,2446,174,\N,2,0.0065,-153.5012,1,1,194
175,723,931,175,\N,5,-3.7032,103.6405,1,1,222
176,1195,1542,176,\N,2,22.7541,117.6716,1,1,169
177,756,972,177,\N,5,68.1523,53.5487,1,1,276
178,25,37,178,\N,5,36.6615,45.3591,1,1,286
179,25,37,179,\N,5,53.6677,5.3831,1,1,286
180,17,28,180,\N,2,52.8681,-35.7586,1,1,208
181,1200,1548,181,\N,5,-14.1146,144.5616,1,1,354
182,722,930,182,\N,5,39.5398,-149.0745,1,1,222
183,722,930,183,\N,5,-24.0937,-160.5057,1,1,222
184,1022,1336,184,\N,2,37.394,-109.6661,1,1,343
185,986,1289,185,\N,5,19.7056,-1.0854,1,1,84
186,1022,1336,186,\N,2,-12.8044,-47.1656,1,1,343
187,1022,1336,187,\N,2,13.7814,14.1417,1,1,343
188,1477,1932,188,\N,5,-42.0336,-99.5354,1,1,191
189,1477,1932,189,\N,5,-25.6101,179.0034,1,1,191
190,1005,1311,190,\N,2,17.3319,-73.5615,1,1,118
191,801,1038,191,\N,2,-11.6184,-50.925,1,1,247
192,164,222,192,\N,2,-34.9669,7.7578,1,1,372
193,164,222,193,\N,2,-38.5279,-25.5206,1,1,372
194,164,222,194,\N,2,-56.7062,-17.1943,1,1,372
195,1161,1491,195,\N,2,8.9155,33.143,1,1,316
196,34,49,196,\N,2,-15.589,17.2072,1,1,306
197,213,290,197,\N,2,-52.454,170.1277,1,1,1
198,1850,2403,198,\N,5,-12.9385,10.1326,1,1,239
199,1837,2382,199,\N,5,-30.6351,-165.8888,1,1,341
200,1024,1340,200,\N,2,-22.6623,-77.266,1,1,369
201,16,26,201,\N,2,-41.9893,-63.776,1,1,191
202,16,26,202,\N,2,-27.0318,-42.7346,1,1,191
203,725,934,203,\N,5,-66.7976,115.3788,1,1,222
204,16,26,204,\N,2,-18.295,0.9841,1,1,191
205,31,45,205,\N,5,-11.439,-88.7012,1,1,239
206,18,29,206,\N,2,-24.6043,-47.4555,1,1,269
207,16,26,207,\N,2,31.468,160.9184,1,1,191
208,16,26,208,\N,2,21.0084,-179.7159,1,1,191
209,16,26,209,\N,2,-0.1899,-153.3956,1,1,191
210,239,326,210,\N,2,-8.2529,44.332,1,1,186
211,16,27,211,\N,5,27.5132,11.1093,1,1,191
212,2026,2647,212,\N,5,-62.2814,-152.1491,1,1,186
213,474,626,213,\N,5,11.4262,58.2616,1,1,369
214,33,48,214,\N,2,-31.2301,-101.6225,1,1,239
215,500,656,215,\N,5,59.4287,84.3463,1,1,158
216,13,20,216,\N,2,33.0515,-132.8803,1,1,311
217,13,22,217,\N,5,-51.9603,-27.0647,1,1,311
218,1950,2564,218,\N,5,-45.7832,-5.534,1,1,286
219,1468,1918,219,\N,2,18.9551,141.6508,1,1,311
220,1477,1932,220,\N,5,-25.832,178.952,1,1,384
221,1477,1932,221,\N,5,-41.9221,-99.4422,1,1,384
222,1950,2564,222,\N,5,-45.7014,91.0318,1,1,286
223,1028,1344,223,\N,5,36.2374,139.0457,1,1,147
224,19,30,224,\N,5,18.294,-107.8175,1,1,191
225,19,30,225,\N,5,14.5131,-25.075,1,1,191
226,510,671,226,\N,3,74.8009,-14.9226,1,1,158
227,1146,1474,227,\N,5,43.1783,127.9379,1,1,187
228,1480,1935,228,\N,5,16.2202,-27.6717,1,1,146
229,505,662,229,\N,4,11.7733,-46.7125,1,1,158
