id,system,body,siteID,extoolID,latitude,longitude,type,verified,visible,discoveredBy
33,556,839,33,\N,1.5200,-116.6500,3,1,1,465
34,556,839,34,\N,-5.0000,-175.2100,4,1,1,465
35,556,840,35,\N,-6.3400,130.6700,2,1,1,465
36,572,860,36,\N,-20.9600,82.6100,4,1,1,465
37,572,860,37,\N,-3.8000,84.5200,2,1,1,465
38,572,860,38,\N,-31.6400,150.7600,2,1,1,465
39,620,918,39,\N,15.9200,23.8100,3,1,1,465
40,620,918,40,\N,-77.1000,127.4500,3,1,1,465
41,2723,3809,41,\N,-27.2200,-7.3600,3,1,1,465
42,2723,3809,42,\N,-27.1500,-7.2900,2,1,1,465
43,2723,3809,43,\N,-18.2300,0.2700,2,1,1,465
44,2905,4033,44,\N,28.8065,-51.8289,2,1,1,465
45,2905,4033,45,\N,13.8800,-0.5478,3,1,1,465
46,2905,4033,46,\N,-32.7100,-34.0391,2,1,1,465
47,1576,2216,47,\N,9.2000,-130.0600,2,1,1,356
48,3067,4268,48,\N,-31.4700,-44.5200,2,1,1,465
49,3065,4265,49,\N,-22.4296,126.9466,3,1,1,465
50,3067,4268,50,\N,-19.5500,-1.9400,2,1,1,465
51,3067,4268,51,\N,-36.7800,20.0200,2,1,1,465
52,3065,4263,52,\N,-18.4224,65.5005,2,1,1,465
53,3067,4269,53,\N,36.8100,132.8800,3,1,1,465
54,3065,4263,54,\N,-17.0825,-54.7755,2,1,1,465
55,3057,4252,55,\N,41.1500,129.2600,2,1,1,465
56,3057,4252,56,\N,10.4600,130.2400,3,1,1,465
57,3057,4252,57,\N,7.9000,-86.4600,4,1,1,465
58,480,730,58,\N,-33.1039,-32.2718,3,1,1,465
59,480,731,59,\N,13.3300,-61.5500,4,1,1,465
60,480,731,60,\N,19.0100,-100.9600,2,1,1,465
61,480,731,61,\N,-35.3193,-73.9108,3,1,1,465
62,568,855,62,\N,2.4000,132.0500,4,1,1,465
63,568,855,63,\N,-18.9000,105.0700,2,1,1,465
64,2818,3924,64,\N,48.1800,-48.3600,4,1,1,465
65,568,854,65,\N,44.5700,-20.0600,2,1,1,465
66,568,854,66,\N,-30.5000,-13.6000,2,1,1,465
67,568,854,67,\N,2.0000,-10.6700,3,1,1,323
68,2536,3551,68,\N,-37.8036,10.3565,3,1,1,455
69,2536,3551,69,\N,-49.6706,-69.6161,4,1,1,465
70,610,906,70,\N,21.3466,68.6129,3,1,1,465
71,610,906,71,\N,21.3906,68.6436,4,1,1,465
72,610,906,72,\N,21.1877,70.8749,4,1,1,465
73,501,763,73,\N,10.1834,69.4547,2,1,1,465
74,501,763,74,\N,25.5372,115.6490,3,1,1,465
75,501,764,75,\N,48.7466,179.7078,3,1,1,465
76,614,910,76,\N,-21.2500,-24.9300,4,1,1,465
77,614,910,77,\N,-17.5000,43.1700,3,1,1,465
78,614,910,78,\N,31.8000,65.4400,3,1,1,465
79,604,898,79,\N,-12.0051,-99.3617,3,1,1,465
80,604,898,80,\N,19.2700,-96.1461,4,1,1,465
81,604,898,81,\N,10.1154,-21.0965,4,1,1,465
82,579,867,82,\N,-46.2479,-114.4967,4,1,1,465
83,579,867,83,\N,-15.0791,-130.6873,4,1,1,465
84,579,867,84,\N,29.1155,-91.8998,4,1,1,465
85,3061,4257,85,\N,-4.5000,-176.3000,4,1,1,465
86,3061,4257,86,\N,11.3732,-154.284,2,1,1,171
87,3061,4258,87,\N,16.0000,-176.1000,4,1,1,465
88,3061,4258,88,\N,-28.9000,163.1600,2,1,1,465
89,2902,4028,89,\N,-26.6530,-148.4250,3,1,1,292
90,2902,4028,90,\N,-26.7190,-148.3720,2,1,1,292
91,2902,4028,91,\N,39.9240,-109.1930,3,1,1,465
92,2536,3551,92,\N,-37.8226,10.4979,4,1,1,455
93,538,815,93,\N,47.4754,32.6829,4,1,1,465
94,538,815,94,\N,8.5207,72.4930,3,1,1,465
95,538,815,95,\N,-18.6814,61.8930,3,1,1,465
96,507,771,96,\N,52.4700,39.8400,3,1,1,465
97,507,771,97,\N,-14.1000,42.5400,2,1,1,465
98,507,771,98,\N,-2.7700,-39.3600,2,1,1,465
99,510,774,99,\N,-54.5807,17.0799,3,1,1,465
100,510,774,100,\N,-21.6772,4.0535,3,1,1,465
101,510,774,101,\N,-41.8041,-43.9197,2,1,1,465
102,633,934,102,\N,-49.0267,5.4130,3,1,1,465
103,633,934,103,\N,-28.4965,-72.4370,2,1,1,465
104,569,856,104,\N,-49.9900,-129.9900,2,1,1,465
105,569,856,105,\N,-5.8800,-119.6600,4,1,1,465
106,569,856,106,\N,-15.4300,-175.0800,2,1,1,465
107,617,914,107,\N,-10.1700,-136.9900,4,1,1,465
108,617,913,108,\N,46.1400,57.7400,2,1,1,465
109,617,913,109,\N,-13.1500,146.2600,2,1,1,465
110,617,913,110,\N,-16.3000,145.0700,4,1,1,465
111,524,794,111,\N,-22.2036,-26.8074,2,1,1,465
112,524,794,112,\N,20.6142,73.4632,2,1,1,465
113,524,797,113,\N,48.8147,113.5548,3,1,1,296
114,539,816,114,\N,-24.7914,-161.4396,4,1,1,5
115,539,816,115,\N,-2.9252,38.6011,3,1,1,5
116,547,828,116,\N,14.2484,-139.8112,4,1,1,316
117,547,828,117,\N,-27.6442,-85.9520,3,1,1,316
118,547,828,118,\N,-27.5077,-85.9615,3,1,1,316
119,566,852,119,\N,21.1100,54.5800,4,1,1,11
120,566,852,120,\N,21.0700,54.5000,3,1,1,11
121,566,852,121,\N,-15.5900,15.5700,4,1,1,11
122,603,896,122,\N,-72.5800,120.7700,2,1,1,70
123,603,896,123,\N,24.7300,-133.2100,4,1,1,70
124,603,897,124,\N,-16.7200,106.7000,4,1,1,70
125,573,861,125,\N,34.7380,17.8180,2,1,1,459
126,573,861,126,\N,25.6330,21.5750,2,1,1,459
127,573,861,127,\N,16.9200,69.2290,4,1,1,459
128,533,806,128,\N,30.2243,164.1044,4,1,1,457
129,533,806,129,\N,10.943,-170.7839,3,1,1,457
130,533,807,130,\N,7.5661,128.8135,3,1,1,457
131,631,931,131,\N,69.1866,-63.9558,4,1,1,457
132,631,931,132,\N,-70.9961,169.8454,3,1,1,457
133,612,908,133,\N,21.0057,-173.5362,2,1,1,210
134,612,908,134,\N,-0.2629,-133.1227,3,1,1,210
135,612,908,135,\N,29.8529,-123.8482,4,1,1,210
136,3059,4254,136,\N,21.3200,-179.6900,3,1,1,130
137,3059,4254,137,\N,20.5000,-125.8600,2,1,1,130
138,3059,4255,138,\N,47.6500,20.6700,3,1,1,130
139,3059,4255,139,\N,39.2300,-44.3400,4,1,1,130
140,2896,4017,140,\N,21.9079,-39.8234,3,1,1,28
141,1581,2223,141,\N,-54.5877,25.0838,4,1,1,368
142,3069,4272,142,\N,4.1674,164.4197,4,1,1,305
143,3069,4272,143,\N,-31.8168,137.5363,3,1,1,305
144,3069,4273,144,\N,-7.5576,-68.1405,2,1,1,305
145,140,201,145,\N,25.6366,76.1155,3,1,1,453
146,140,201,146,\N,1.2283,50.7668,4,1,1,453
147,140,201,147,\N,11.8447,-56.0513,4,1,1,453
148,3070,4274,148,\N,-32.3041,-69.7833,4,1,1,169
149,3070,4275,149,\N,27.5997,-105.8709,4,1,1,169
150,3070,4275,150,\N,27.5059,-105.9309,3,1,1,169
151,1004,1405,151,\N,-19.4900,68.9800,4,1,1,129
152,1004,1405,152,\N,25.3400,85.4100,3,1,1,129
153,1004,1405,153,\N,25.3600,85.3600,4,1,1,129
154,1009,1413,154,\N,-36.4100,48.8200,2,1,1,129
155,1009,1413,155,\N,14.1000,39.6700,4,1,1,129
156,1009,1413,156,\N,30.9400,35.7800,2,1,1,129
157,8,14,157,\N,23.9400,-82.0900,4,1,1,129
158,8,14,158,\N,-28.5200,-156.7000,2,1,1,129
159,602,895,159,\N,-17.3900,-104.8500,2,1,1,129
160,602,894,160,\N,-5.4900,138.4600,3,1,1,129
161,602,894,161,\N,43.5100,-8.9400,2,1,1,129
162,551,832,162,\N,8.2400,101.9700,3,1,1,87
163,551,832,163,\N,26.7000,142.7800,3,1,1,87
164,551,832,164,\N,27.3200,144.5000,3,1,1,87
165,551,833,165,\N,3.8700,63.3100,2,1,1,87
166,551,833,166,\N,-39.9100,-115.5600,4,1,1,87
167,139,200,167,\N,16.4272,-142.7126,3,1,1,67
168,139,200,168,\N,23.9717,-67.5760,3,1,1,67
169,139,200,169,\N,-15.9883,-9.8821,4,1,1,67
170,537,813,170,\N,-15.3243,6.5224,3,1,1,320
171,537,812,171,\N,8.1724,82.8748,4,1,1,320
172,537,812,172,\N,8.2760,82.7896,2,1,1,320
173,2360,3278,173,\N,-19.5093,23.1325,3,1,1,129
174,2360,3279,174,\N,35.1875,39.6072,4,1,1,129
175,2360,3279,175,\N,-31.7785,48.6732,3,1,1,129
176,2360,3279,176,\N,-37.9990,56.6387,3,1,1,129
177,629,929,177,\N,33.9682,-166.4725,2,1,1,101
178,629,929,178,\N,-22.4726,-130.1142,2,1,1,101
179,629,929,179,\N,-31.3098,-132.8548,3,1,1,101
180,2377,3303,180,\N,-22.7866,56.0351,2,1,1,129
181,2377,3303,181,\N,-1.1687,49.3558,4,1,1,129
182,2377,3303,182,\N,35.3033,-43.5051,3,1,1,129
183,2377,3304,183,\N,-16.1344,66.2188,2,1,1,129
184,2377,3304,184,\N,-43.4257,79.7927,2,1,1,129
185,2376,3301,185,\N,-40.1400,-143.1200,4,1,1,129
186,2376,3302,186,\N,75.5500,172.6300,2,1,1,129
187,2376,3302,187,\N,59.6200,-18.8300,4,1,1,129
188,2376,3302,188,\N,46.6200,-4.3300,4,1,1,129
189,607,903,189,\N,8.0827,-48.3564,4,1,1,35
190,607,903,190,\N,7.2480,-51.3449,4,1,1,35
191,607,903,191,\N,25.9078,-59.5057,2,1,1,35
192,2365,3285,192,\N,-52.3600,167.9500,4,1,1,129
193,2365,3285,193,\N,-27.1700,66.3000,3,1,1,129
194,2365,3285,194,\N,-6.6500,-27.1400,4,1,1,129
195,2365,3286,195,\N,-19.8600,-47.8600,4,1,1,129
196,2365,3286,196,\N,-52.5100,154.9900,2,1,1,129
197,142,204,197,\N,9.6033,-136.8460,2,1,1,67
198,142,204,198,\N,-0.8165,-54.5193,3,1,1,67
199,142,204,199,\N,18.7041,1.6921,2,1,1,67
200,599,891,200,\N,38.3239,-35.7182,4,1,1,81
201,599,891,201,\N,-24.9349,-101.7066,3,1,1,81
202,143,206,202,\N,-17.9222,-113.4043,2,1,1,93
203,143,206,203,\N,-17.959,-113.3587,3,1,1,93
204,143,206,204,\N,4.6233,27.6454,4,1,1,93
205,541,819,205,\N,12.8145,-92.3022,2,1,1,29
206,541,819,206,\N,-0.2667,1.1391,2,1,1,465
207,541,819,207,\N,-49.4746,-73.9273,2,1,1,465
208,586,877,208,\N,30.5089,171.0621,2,1,1,274
209,586,877,209,\N,-14.8578,-133.0822,3,1,1,274
210,586,877,210,\N,-3.0358,-117.0636,3,1,1,274
211,2227,3096,211,\N,-27.281,31.641,4,1,1,35
212,2227,3096,212,\N,-31.1279,-124.0304,4,1,1,35
213,2227,3096,213,\N,-23.7853,-110.4353,4,1,1,35
214,949,1331,214,\N,-20.5504,-33.1485,2,1,1,29
215,619,916,215,\N,32.0548,-128.1269,2,1,1,465
216,619,916,216,\N,52.2356,-35.9148,4,1,1,274
217,619,916,217,\N,-14.4906,51.1395,4,1,1,274
218,953,1337,218,\N,-2.4792,101.1338,4,1,1,29
219,953,1337,219,\N,28.1137,89.0494,3,1,1,29
220,953,1339,220,\N,-20.3236,21.6789,2,1,1,129
221,949,1333,221,\N,8.2654,176.7908,4,1,1,129
222,949,1333,222,\N,40.9457,68.9466,3,1,1,129
223,2236,3105,223,\N,-39.7614,-147.8094,2,1,1,35
224,2236,3105,224,\N,-42.2723,-149.5279,2,1,1,35
225,630,930,225,\N,16.1146,-102.013,4,1,1,274
226,630,930,226,\N,36.3636,-66.5507,4,1,1,274
227,108,142,227,\N,11.5108,70.5161,4,1,1,23
228,108,142,228,\N,16.1158,76.6291,2,1,1,23
229,108,142,229,\N,-9.2328,31.9282,4,1,1,23
230,110,144,230,\N,-36.7758,56.7133,4,1,1,35
231,110,144,231,\N,-36.8606,56.6697,4,1,1,35
232,110,144,232,\N,16.4682,123.4558,3,1,1,35
233,1808,2502,233,\N,0.9332,149.3166,2,1,1,29
234,1808,2501,234,\N,36.1199,111.9273,3,1,1,29
235,1808,2501,235,\N,34.7991,126.9586,3,1,1,29
236,481,732,236,\N,-54.1744,49.6475,4,1,1,78
237,481,732,237,\N,27.0059,130.9395,3,1,1,78
238,1810,2505,238,\N,-10.9626,-152.5711,3,1,1,29
239,1810,2505,239,\N,58.5705,-35.7282,2,1,1,29
240,144,209,240,\N,-40.8841,-40.4988,3,1,1,93
241,144,209,241,\N,-48.9705,-42.3525,2,1,1,93
242,144,209,242,\N,28.7903,77.3108,2,1,1,93
243,1806,2499,243,\N,45.2426,-20.2129,3,1,1,35
244,1806,2499,244,\N,33.5973,-151.1266,2,1,1,35
245,1804,2497,245,\N,-36.6735,-134.0059,4,1,1,35
246,1804,2497,246,\N,1.7411,105.3944,4,1,1,35
247,112,146,247,\N,4.2886,-56.4991,2,1,1,352
248,112,146,248,\N,-25.4097,-68.7673,2,1,1,352
249,112,146,249,\N,-39.6367,-101.7005,3,1,1,352
250,624,922,250,\N,10.5771,166.1236,2,1,1,35
251,624,922,251,\N,16.8053,124.8031,4,1,1,35
252,103,136,252,\N,-0.3668,130.5414,4,1,1,35
253,103,136,253,\N,-24.0638,-27.5575,4,1,1,35
254,103,136,254,\N,9.4425,-57.1938,2,1,1,35
255,583,871,255,\N,-36.6274,-158.173,2,1,1,402
256,2247,3117,256,\N,-36.6468,-86.1073,2,1,1,28
257,2247,3117,257,\N,-37.5488,-86.1685,2,1,1,28
258,2247,3117,258,\N,-42.587,-22.5244,3,1,1,28
259,2246,3116,259,\N,-31.2882,-151.7043,4,1,1,68
260,987,1384,260,\N,20.2644,-117.1336,4,1,1,35
261,987,1382,261,\N,-36.879,140.0764,2,1,1,35
262,987,1382,262,\N,27.8203,143.7759,4,1,1,35
263,3071,4276,263,\N,34.785,-80.5431,3,1,1,172
264,3071,4276,264,\N,16.5507,-3.4556,4,1,1,172
265,583,871,265,\N,19.4628,-126.7246,3,1,1,6
266,3071,4277,266,\N,28.6482,-127.7992,4,1,1,129
267,625,923,267,\N,6.2991,166.445,2,1,1,373
268,625,923,268,\N,-1.2459,39.9643,2,1,1,341
269,625,924,269,\N,-50.21,-125.0965,4,1,1,129
270,575,863,270,\N,-47.1423,-138.5505,3,1,1,190
271,575,863,271,\N,-38.7705,17.2915,2,1,1,190
272,2725,3812,272,\N,24.1346,172.0412,4,1,1,157
273,628,927,273,\N,-44.5991,135.1922,2,1,1,238
274,628,927,274,\N,-30.2362,2.9298,2,1,1,238
275,628,928,275,\N,-15.0367,-178.6987,2,1,1,238
276,628,928,276,\N,33.9366,119.1534,3,1,1,238
277,611,907,277,\N,-29.15,136.4509,4,1,1,327
278,611,907,278,\N,-29.118,137.7482,4,1,1,327
279,611,907,279,\N,-44.9313,-61.7014,3,1,1,327
280,496,751,280,\N,12.9376,14.7975,4,1,1,15
281,496,751,281,\N,21.6727,0.8096,2,1,1,15
282,496,752,282,\N,36.6647,3.46,2,1,1,15
283,492,744,283,\N,-5.0246,-26.9995,2,1,1,57
284,492,744,284,\N,-2.9745,-128.4154,3,1,1,57
285,492,744,285,\N,-2.9767,-128.4826,4,1,1,57
286,492,745,286,\N,46.7761,-150.4471,4,1,1,57
287,492,745,287,\N,38.0487,-48.8509,4,1,1,57
288,479,729,288,\N,-31.5935,141.3556,4,1,1,373
289,479,729,289,\N,-31.6153,141.2318,2,1,1,373
290,479,729,290,\N,14.9202,146.093,4,1,1,373
291,2734,3823,291,\N,-26.6131,-3.46,3,1,1,158
292,518,784,292,\N,-55.0103,52.2778,4,1,1,373
293,518,783,293,\N,17.1971,-176.7106,4,1,1,373
294,518,783,294,\N,-1.6159,126.8244,2,1,1,373
295,2233,3102,295,\N,7.9511,72.1408,4,1,1,309
296,2233,3102,296,\N,18.2978,-116.3407,4,1,1,309
297,2233,3102,297,\N,-36.1052,-132.9204,4,1,1,309
