id,system,body,siteID,extoolID,type,latitude,longitude,cycle,comment,verified,visible,discoveredBy
154,1940,2547,154,\N,6,-21.4056,112.6514,4,,0,1,382
155,1940,2547,155,\N,6,-23.7929,115.8528,3,,0,1,382
156,1940,2547,156,\N,4,19.5547,134.4431,2,,0,1,382
157,1940,2547,157,\N,7,17.535,130.9314,3,,0,1,382
158,1939,2546,158,\N,3,1.7506,171.5026,2,,0,1,382
159,1939,2546,159,\N,3,1.5933,171.149,2,,0,1,382
160,1939,2546,160,\N,3,3.6526,163.0878,4,,0,1,382
161,1939,2546,161,\N,4,-3.2671,136.3393,2,,0,1,382
162,1293,1677,162,\N,1,13.3009,-40.3557,1,,0,1,261
163,200,268,163,\N,4,8.4108,15.0591,3,,0,1,261
164,200,273,164,\N,4,52.1942,157.62,2,,0,1,261
165,1934,2536,165,\N,4,19.9735,-87.832,2,,0,1,261
166,1933,2535,166,\N,7,-38.9083,-176.2855,4,,0,1,261
167,1933,2535,167,\N,7,7.1037,-173.8253,2,,0,1,261
168,1293,1676,168,\N,4,36.1227,-158.9696,4,,0,1,151
169,1933,2535,169,\N,3,29.642,86.9916,3,,0,1,261
170,1934,2536,170,\N,4,-29.6222,-98.2775,2,,0,1,151
171,1933,2535,171,\N,4,-45.747299,105.370308,2,,0,1,128
172,1326,1722,172,\N,3,-47.4533,-18.4075,5,,0,1,261
173,1326,1722,173,\N,7,-42.7785,-21.7142,5,,0,1,261
174,1326,1723,174,\N,3,-41.3795,67.1302,5,,0,1,261
175,1326,1724,175,\N,7,-30.6692,-36.3747,5,,0,1,261
176,1326,1724,176,\N,3,-20.7668,-175.1816,5,,0,1,205
177,1326,1724,177,\N,6,34.7848,179.2113,5,,0,1,167
178,1326,1724,178,\N,4,35.3987,-178.5251,5,,0,1,196
179,1326,1724,179,\N,7,-19.6535,-165.4662,5,,0,1,196
180,1326,1723,180,\N,7,-14.7078,140.6005,5,,0,1,261
181,1933,2535,181,\N,7,-51.228111,104.541199,3,,0,1,128
182,1933,2535,182,\N,3,-39.871983,96.781685,4,,0,1,128
183,1933,2535,183,\N,3,-34.959667,91.613739,3,,0,1,128
184,1933,2535,184,\N,4,19.702206,93.107475,4,,0,1,128
185,195,259,185,\N,6,-27.7107,45.385,2,,0,1,261
186,1326,1723,186,\N,6,-22.1825,90.9471,5,,0,1,261
187,1326,1723,187,\N,4,-25.991,89.2176,5,,0,1,261
188,1938,2544,188,\N,1,8.32636,18.810936,2,,0,1,128
189,1938,2544,189,\N,4,25.255402,-5.682159,3,,0,1,128
190,1938,2543,190,\N,6,-39.902142,-65.974014,4,,0,1,128
191,1938,2543,191,\N,3,41.9804,-112.2412,3,,0,1,150
192,1938,2543,192,\N,4,-25.6059,-166.836,3,,0,1,150
193,1938,2545,193,\N,6,-35.158333,-26.877186,3,,0,1,128
194,1938,2545,194,\N,3,-11.193197,-56.67981,4,,0,1,128
195,1938,2545,195,\N,1,-8.77,103.1274,2,,0,1,261
196,197,263,196,\N,3,23.2293,33.6618,2,,0,1,150
197,1942,2554,197,\N,3,-18.964655,-70.320999,4,,0,1,128
198,1942,2551,198,\N,7,0.078167,72.318115,4,,0,1,128
199,1301,1688,199,\N,3,-40.4635,25.8099,5,,0,1,382
200,1934,2539,200,\N,1,6.344975,66.142769,2,,0,1,128
201,1301,1685,201,\N,6,12.3016,71.5827,5,,0,1,261
202,1301,1688,202,\N,6,-23.9181,88.1463,5,,0,1,261
203,1301,1686,203,\N,6,16.5483,-107.4797,5,,0,1,267
204,1934,2539,204,\N,4,-34.200191,71.3442,4,,0,1,128
205,1934,2539,205,\N,7,8.482067,82.072815,4,,0,1,128
206,1301,1688,206,\N,7,-25.52,31.43,5,,0,1,244
207,1301,1688,207,\N,6,-2.14,25.24,5,,0,1,196
208,1312,1704,208,\N,4,-29.8096,-4.2618,5,,0,1,151
209,1312,1704,209,\N,4,15.2088,-45.2712,5,,0,1,261
210,1312,1705,210,\N,6,-21.005,-88.7599,5,,0,1,261
211,1312,1705,211,\N,7,-13.1651,-54.358,5,,0,1,151
212,1312,1702,212,\N,3,-13.9421,-46.4597,5,,0,1,151
213,1312,1703,213,\N,6,25.7177,-1.6153,5,,0,1,151
214,1312,1705,214,\N,3,-7.11,-45.74,5,,0,1,298
215,1312,1704,215,\N,7,36.5769,-42.4067,5,,0,1,261
216,1312,1704,216,\N,6,32.4949,-51.126,5,,0,1,261
217,1934,2539,217,\N,1,15.443384,110.782776,1,,0,1,128
218,1312,1702,218,\N,6,-39.136917,24.273895,5,,0,1,128
219,1312,1702,219,\N,4,6.764772,-36.089458,5,,0,1,128
220,1292,1673,220,\N,4,-9.914108,-40.68626,5,,0,1,128
221,1292,1672,221,\N,7,10.0852,167.6335,5,,0,1,261
222,1292,1672,222,\N,6,13.3545,131.8813,5,,0,1,261
223,1302,1692,223,\N,1,46.686771,-61.950241,1,,0,1,128
224,1302,1692,224,\N,1,-23.7951,57.0969,2,,0,1,128
225,1292,1672,225,\N,3,21.3418,144.2497,5,,0,1,261
226,1292,1672,226,\N,7,21.9716,144.1244,5,,0,1,261
227,1310,1700,227,\N,7,30.936,53.8083,5,,0,1,384
228,1310,1700,228,\N,3,27.2445,65.7356,5,,0,1,261
229,1312,1702,229,\N,4,-48.2301,3.2941,5,,0,1,261
230,1312,1703,230,\N,6,-74.969,48.4407,5,,0,1,261
231,195,259,231,\N,1,-31.1085,45.35,1,,0,1,384
232,1301,1686,232,\N,4,11.6919,-170.1519,5,,0,1,128
233,1301,1689,233,\N,4,-20.2260,-97.9429,5,,0,1,128
234,1301,1689,234,\N,3,-13.373994,-115.12986,5,,0,1,128
235,1301,1686,235,\N,4,46.3852,-130.0746,5,,0,1,128
236,1301,1685,236,\N,6,-44.3297,93.9267,5,,0,1,128
237,1301,1685,237,\N,7,21.0044,72.5935,5,,0,1,128
238,1310,1700,238,\N,7,-32.5879,75.0231,5,,0,1,128
239,1301,1690,239,\N,4,35.8587,64.3404,5,,0,1,128
240,1942,2556,240,\N,1,-13.8924,99.4376,1,,0,1,128
241,1301,1689,241,\N,6,-19.5722,-99.8317,5,,0,1,261
242,1312,1705,242,\N,7,-2.478,-110.8873,5,,0,1,268
243,1330,1728,243,\N,6,11.2107,-144.2938,5,,0,1,128
244,1330,1729,244,\N,7,-36.5242,165.4726,5,,0,1,261
245,1330,1730,245,\N,7,-29.6271,10.0355,5,,0,1,166
246,1330,1729,246,\N,3,-29.4924,173.2256,5,,0,1,261
247,1284,1654,247,\N,4,-4.1823,-159.1976,5,,0,1,128
248,1284,1658,248,\N,4,7.7768,-75.4291,5,,0,1,261
249,1284,1658,249,\N,6,30.078,-94.7521,5,,0,1,261
250,1284,1658,250,\N,6,-2.9057,-120.0469,5,,0,1,261
251,1284,1658,251,\N,4,37.4628,-161.1595,5,,0,1,261
252,1284,1654,252,\N,7,-29.0538,-176.0698,5,,0,1,261
253,1292,1672,253,\N,4,10.0334,134.3038,5,,0,1,128
254,819,1056,254,\N,3,21.9683,4.0998,5,,0,1,128
255,1284,1658,255,\N,3,-2.4109,-63.4993,5,,0,1,261
256,819,1056,256,\N,7,0.5617,-37.5362,5,,0,1,261
257,819,1056,257,\N,6,-9.8058,-48.6179,5,,0,1,261
258,819,1057,258,\N,6,25.1771,125.9744,5,,0,1,261
259,819,1057,259,\N,7,20.8356,106.2174,5,,0,1,261
260,819,1056,260,\N,4,-3.5113,-75.3682,5,,0,1,128
261,819,1058,261,\N,7,25.7664,90.2486,5,,0,1,261
262,819,1056,262,\N,4,-22.5232,-89.4039,5,,0,1,261
263,1284,1657,263,\N,6,3.6266,62.894,5,,0,1,128
264,1301,1687,264,\N,7,-8.9994,-48.4632,5,,0,1,261
265,939,1232,265,\N,4,8.4895,-32.6384,5,,0,1,173
266,939,1232,266,\N,2,9.2924,-153.9186,5,,0,1,173
267,1346,1766,267,\N,3,-57.5045,-98.7233,3,,0,1,76
268,1284,1654,268,\N,6,-40.7096,-150.4434,5,,0,1,242
269,1284,1654,269,\N,7,11.9925,177.0452,5,,0,1,242
270,1284,1654,270,\N,3,11.3058,168.6456,5,,0,1,242
271,1284,1655,271,\N,6,-42.1026,-21.8752,5,,0,1,242
272,1284,1656,272,\N,6,-3.7977,-151.9287,5,,0,1,242
273,1284,1656,273,\N,3,31.0788,125.0003,5,,0,1,121
274,1330,1728,274,\N,1,-16.3615,-70.9038,5,,0,1,121
275,1330,1731,275,\N,1,-23.74,-156.2297,5,,0,1,121
276,1330,1731,276,\N,1,-12.4202,-119.2942,5,,0,1,121
277,1330,1731,277,\N,1,-1.9137,-117.9485,5,,0,1,121
278,1330,1728,278,\N,7,-3.535,-154.4564,5,,0,1,121
279,1330,1728,279,\N,1,-21.5297,-149.5396,5,,0,1,121
280,1330,1728,280,\N,1,22.5975,161.694,5,,0,1,121
281,1330,1731,281,\N,1,-29.0256,-171.2617,5,,0,1,121
282,939,1232,282,\N,1,14.3738,-151.7665,5,,0,1,255
283,1326,1722,283,\N,4,-47.101,25.4678,5,,0,1,159
284,1326,1722,284,\N,6,-46.9866,30.8517,5,,0,1,159
285,1326,1724,285,\N,1,-11.0853,-12.4684,5,,0,1,261
286,200,273,286,\N,1,-41.3838,118.2001,1,,0,1,261
287,200,273,287,\N,6,-27.0431,-117.7679,2,,0,1,261
288,200,273,288,\N,1,33.1618,-168.081,1,,0,1,261
289,200,272,289,\N,1,-35.1251,-170.217,1,,0,1,168
290,200,272,290,\N,7,-18.842,-175.3425,2,,0,1,168
291,200,272,291,\N,3,29.5172,144.2521,2,,0,1,261
292,200,272,292,\N,3,-34.724,121.0089,2,,0,1,261
293,200,272,293,\N,1,-17.1109,135.4123,1,,0,1,261
294,200,272,294,\N,1,-42.3405,114.4266,1,,0,1,261
295,200,273,295,\N,3,-2.1569,-150.1207,4,,1,1,261
296,200,272,296,\N,1,-2.2737,-176.3177,1,,0,1,261
297,200,272,297,\N,1,-7.4033,-175.8724,1,,0,1,261
298,200,271,298,\N,1,7.6398,-33.3014,1,,0,1,261
299,1942,2551,299,\N,3,-26.1989,-163.9463,2,,0,1,378
300,1942,2551,300,\N,3,-26.1745,-164.0041,2,,0,1,378
301,1942,2551,301,\N,3,-21.3803,175.5019,3,,0,1,378
302,1942,2549,302,\N,3,24.3257,-65.3146,3,,0,1,378
303,1942,2549,303,\N,1,27.486,-60.4177,4,,0,1,378
304,1942,2549,304,\N,4,7.027,-43.568,2,,0,1,378
305,1942,2549,305,\N,6,6.6427,-42.4178,3,,0,1,378
306,1942,2549,306,\N,1,-37.1061,1.5222,3,,0,1,378
307,1942,2549,307,\N,3,0.8328,25.2289,2,,0,1,378
308,1942,2549,308,\N,6,24.3149,27.5883,2,,0,1,378
309,1942,2549,309,\N,1,24.5167,26.035,4,,0,1,378
310,1942,2549,310,\N,1,24.1364,23.5438,4,,0,1,378
311,200,271,311,\N,3,6.3418,27.9524,2,,0,1,261
312,200,271,312,\N,1,-16.067,45.1604,1,,0,1,261
313,200,271,313,\N,7,28.6814,82.4823,2,,0,1,261
314,200,271,314,\N,1,19.6242,91.5534,1,,0,1,261
315,200,271,315,\N,1,61.0055,72.9185,1,,0,1,261
316,200,271,316,\N,1,-2.5465,45.0905,1,,0,1,261
317,200,270,317,\N,1,16.9494,21.8354,1,,0,1,261
318,200,270,318,\N,6,12.4513,18.1673,2,,0,1,261
319,200,270,319,\N,1,4.3463,-8.8267,1,,0,1,261
320,200,270,320,\N,1,-34.7148,1.8351,1,,0,1,261
321,200,270,321,\N,1,-43.786,-28.9474,1,,0,1,261
322,200,270,322,\N,4,7.2985,-75.0633,2,,0,1,261
323,1942,2550,323,\N,1,-14.847,-172.3047,4,,0,1,378
324,1942,2550,324,\N,6,-15.563,-173.5123,3,,0,1,378
325,1942,2550,325,\N,6,-21.533,178.1467,2,,0,1,378
326,1942,2550,326,\N,1,-24.6955,179.3156,4,,0,1,378
327,1942,2550,327,\N,7,-52.3946,-140.2005,3,,0,1,378
328,1942,2550,328,\N,4,-60.2777,-150.3504,2,,0,1,378
329,1942,2550,329,\N,1,-47.342,100.3219,4,,0,1,378
330,1942,2550,330,\N,1,-42.7713,99.478,3,,0,1,378
331,200,269,331,\N,3,17.1835,134.1889,2,,0,1,261
332,200,269,332,\N,1,16.4167,117.2996,1,,0,1,261
333,200,269,333,\N,3,-43.7392,83.9161,2,,0,1,261
334,200,269,334,\N,1,7.1506,43.3079,1,,0,1,261
335,200,268,335,\N,3,14.2427,9.9741,2,,0,1,261
336,1942,2552,336,\N,1,-9.2392,-104.7918,1,,0,1,378
337,1942,2552,337,\N,4,-8.0082,-104.6207,3,,0,1,378
338,1942,2552,338,\N,1,-5.7714,-105.9496,1,,0,1,378
339,1942,2552,339,\N,3,-68.6564,-94.7628,2,,0,1,378
340,1942,2552,340,\N,6,-67.3768,-43.0866,3,,0,1,378
341,1942,2552,341,\N,3,-67.0238,5.1413,2,,0,1,378
342,1942,2552,342,\N,1,-69.2475,8.9549,4,,0,1,378
343,1942,2552,343,\N,1,-36.7089,38.3648,4,,0,1,378
344,1942,2552,344,\N,3,-33.4331,15.8306,2,,0,1,378
345,200,268,345,\N,1,21.7845,90.1803,1,,0,1,261
346,197,261,346,\N,3,77.01,138.07,3,,0,1,168
347,197,261,347,\N,4,40.6880,177.4577,4,,0,1,168
348,197,261,348,\N,3,28.7510,-169.5665,2,,0,1,168
349,197,262,349,\N,1,2.26,-54.58,2,,0,1,168
350,197,262,350,\N,1,6.52,-36.1,1,,0,1,168
351,197,262,351,\N,1,-10.15,-9.99,1,,0,1,168
352,197,262,352,\N,1,-45.3,-79.85,1,,0,1,168
353,197,262,353,\N,1,4.77,18.67,2,,0,1,168
354,197,262,354,\N,1,-12.28,11.61,1,,0,1,168
355,197,262,355,\N,1,48.45,11.75,1,,0,1,168
356,197,263,356,\N,1,-12.29,99.46,1,,0,1,168
357,197,263,357,\N,1,0.76,70.89,2,,0,1,168
358,197,263,358,\N,1,63.6,15.72,1,,0,1,168
359,197,263,359,\N,1,-45.56,-5.53,1,,0,1,168
360,197,263,360,\N,1,-24.33,3.5,1,,0,1,168
361,197,263,361,\N,1,61.15,58.73,1,,0,1,168
362,197,264,362,\N,1,38.77,-154.91,1,,0,1,168
363,197,264,363,\N,1,23.65,-115.66,2,,0,1,168
364,197,264,364,\N,1,20.6,-112.85,1,,0,1,168
365,197,264,365,\N,1,9.34,-98.77,1,,0,1,168
366,197,265,366,\N,1,-35.78,-2.17,1,,0,1,168
367,197,265,367,\N,1,-47.12,-21.08,2,,0,1,168
368,197,265,368,\N,1,-32.16,-128.57,1,,0,1,168
369,197,265,369,\N,1,-29.75,-54.33,1,,0,1,168
370,197,265,370,\N,1,-24.75,-64.04,2,,0,1,168
371,197,265,371,\N,1,-16.14,-95.42,1,,0,1,168
372,197,265,372,\N,1,9.91,-81.66,1,,0,1,168
373,197,265,373,\N,1,-25.03,-115.39,2,,0,1,168
374,1284,1655,374,\N,3,13.2042,-34.7447,5,,0,1,128
375,1284,1655,375,\N,4,-18.3157,-40.9142,5,,0,1,128
376,1284,1655,376,\N,7,24.7016,-72.501,5,,0,1,128
377,1284,1656,377,\N,1,51.6484,-179.5194,5,,0,1,128
378,1284,1656,378,\N,1,1.2248,117.4872,5,,0,1,128
379,1284,1657,379,\N,1,-0.4889,49.5748,5,,0,1,128
380,1284,1657,380,\N,1,71.5158,-4.9843,5,,0,1,128
381,1284,1657,381,\N,1,52.2733,51.5612,5,,0,1,128
382,1284,1657,382,\N,1,-36.3914,11.5551,5,,0,1,128
383,1284,1657,383,\N,7,-17.5916,-24.2264,5,,0,1,128
384,1284,1658,384,\N,1,-34.4247,-76.8445,5,,0,1,128
385,1284,1658,385,\N,1,-41.7664,-66.169,5,,0,1,128
386,1292,1673,386,\N,6,15.2162,-31.8203,5,,0,1,202
387,1292,1673,387,\N,3,-13.7828,-6.9118,5,,0,1,202
388,1292,1674,388,\N,6,14.1165,-30.1464,5,,0,1,261
389,1292,1674,389,\N,3,7.7236,-30.3388,5,,0,1,261
390,1292,1674,390,\N,4,2.7347,-23.5291,5,,0,1,261
391,1292,1674,391,\N,7,-6.2173,-39.4712,5,,0,1,261
392,1292,1674,392,\N,6,-11.9026,-54.6821,5,,0,1,261
393,1292,1674,393,\N,3,-66.7738,-104.2762,5,,0,1,261
394,1292,1674,394,\N,4,-71.9269,45.2294,5,,0,1,261
395,1292,1674,395,\N,6,-31.8243,13.7997,5,,0,1,261
396,1292,1674,396,\N,7,10.9063,-61.2944,5,,0,1,261
397,1292,1671,397,\N,7,11.8709,-79.3125,5,,0,1,261
398,1292,1671,398,\N,4,40.6923,-67.8523,5,,0,1,261
399,1292,1671,399,\N,6,35.8146,-65.0837,5,,0,1,261
400,1292,1671,400,\N,7,14.3189,-34.1781,5,,0,1,261
401,1292,1671,401,\N,3,29.7595,-26.6644,5,,0,1,261
402,1292,1671,402,\N,3,56.7874,-75.8513,5,,0,1,261
403,1292,1673,403,\N,4,-5.1999,21.5048,5,,0,1,261
404,1292,1673,404,\N,6,15.5063,12.8533,5,,0,1,261
405,1292,1673,405,\N,6,32.3491,9.8881,5,,0,1,261
406,1292,1673,406,\N,7,32.5921,10.0386,5,,0,1,261
407,1292,1673,407,\N,4,-41.9321,18.9252,5,,0,1,261
