"id","key","value","type","environment","tag"
28,db_model_grobelisks,"{""grType"":{""model"":""grtype""},""grObeliskGroup"":{""model"":""grobeliskgroup""},""obeliskNumber"":{""min"":1,""type"":""integer"",""required"":true},""broken"":{""type"":""boolean""},""grCodexData"":{""model"":""grcodexdata""},""verified"":{""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
29,db_model_grreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""enum"":[""Alpha"",""Beta"",""Gamma""],""type"":""enumeration"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""grsite""},""grobeliskgroupreport"":{""collection"":""grobeliskgroupreport"",""via"":""grreport"",""isVirtual"":true},""grobeliskreport"":{""collection"":""grobeliskreport"",""via"":""grreport"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
30,db_model_grsites,"{""location"":{""model"":""location"",""via"":""grSite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""grtype""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""activeGroups"":{""collection"":""gractivegroup"",""via"":""grSite"",""isVirtual"":true},""activeObelisks"":{""collection"":""gractiveobelisk"",""via"":""grSite"",""isVirtual"":true},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
31,db_model_grtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
32,db_model_gsactivegroups,"{""grSite"":{""model"":""gssite"",""via"":""activeGroups""},""activeGroup"":{""model"":""gsobeliskgroup""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
33,db_model_gsactiveobelisks,"{""gsSite"":{""model"":""gssite"",""via"":""activeObelisks""},""gsObelisk"":{""model"":""gsobelisk""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
34,db_model_gsartifacts,"{""artifactName"":{""unique"":true,""type"":""string"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
35,db_model_gscodexcategories,"{""categoryName"":{""unique"":true,""type"":""string"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
36,db_model_gscodexdata,"{""gsCodexCategory"":{""model"":""gscodexcategory""},""gsPrimaryArtifact"":{""model"":""gsartifact""},""gsSecondaryArtifact"":{""model"":""gsartifact""},""codexNumber"":{""min"":1,""type"":""integer"",""required"":true},""text"":{""unique"":true,""type"":""text"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
37,db_model_gsobeliskgroupreports,"{""gsreport"":{""model"":""gsreport"",""via"":""gsobeliskgroupreport""},""gsobeliskgroup"":{""model"":""gsobeliskgroup""}}",object,NULL,NULL
38,db_model_gsobeliskgroups,"{""gsType"":{""model"":""gstype""},""groupName"":{""type"":""string"",""required"":true},""amount"":{""min"":1,""type"":""integer"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
39,db_model_gsobeliskreports,"{""gsreport"":{""model"":""gsreport"",""via"":""gsobeliskreport""},""gsobelisk"":{""model"":""gsobelisk""}}",object,NULL,NULL
40,db_model_gsobelisks,"{""gsType"":{""model"":""gstype""},""gsObeliskGroup"":{""model"":""gsobeliskgroup""},""obeliskNumber"":{""min"":1,""type"":""integer"",""required"":true},""broken"":{""type"":""boolean""},""gsCodexData"":{""model"":""gscodexdata""},""verified"":{""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
41,db_model_gsreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""enum"":[""Structure"",""Type1"",""Type2"",""Type3"",""Type4"",""Type5""],""type"":""enumeration"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""gssite""},""gsobeliskgroupreport"":{""collection"":""gsobeliskgroupreport"",""via"":""gsreport"",""isVirtual"":true},""gsobeliskreport"":{""collection"":""gsobeliskreport"",""via"":""gsreport"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
42,db_model_gssites,"{""location"":{""model"":""location"",""via"":""gsSite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""model"":""gstype""},""hasDatabank"":{""type"":""boolean""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""activeGroups"":{""collection"":""gsactivegroup"",""via"":""grSite"",""isVirtual"":true},""activeObelisks"":{""collection"":""gsactiveobelisk"",""via"":""gsSite"",""isVirtual"":true},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
43,db_model_gstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
44,db_model_gyreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""type"":""string""},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""gysite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
45,db_model_gysites,"{""location"":{""model"":""location"",""via"":""gySite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""min"":1,""type"":""integer""},""type"":{""model"":""gytype""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
46,db_model_gytypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
47,db_model_journaldata,"{""jsonData"":{""type"":""json"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
48,db_model_locations,"{""system"":{""model"":""system"",""via"":""systemLocations""},""body"":{""model"":""body"",""via"":""bodyLocations""},""ring"":{""model"":""ring"",""via"":""ringLocations""},""locationType"":{""type"":""enumeration"",""enum"":[""BM"",""BT"",""FG"",""FM"",""GEN"",""GR"",""GS"",""GY"",""LS"",""MS"",""TB"",""TS"",""TW"",""USS""]},""bmSite"":{""model"":""bmsite"",""via"":""location""},""btSite"":{""model"":""btsite"",""via"":""location""},""fgSite"":{""model"":""fgsite"",""via"":""location""},""fmSite"":{""model"":""fmsite"",""via"":""location""},""genSite"":{""model"":""gensite"",""via"":""location""},""grSite"":{""model"":""grsite"",""via"":""location""},""gsSite"":{""model"":""gssite"",""via"":""location""},""gySite"":{""model"":""gysite"",""via"":""location""},""lsSite"":{""model"":""lssite"",""via"":""location""},""msSite"":{""model"":""mssite"",""via"":""location""},""tbSite"":{""model"":""tbsite"",""via"":""location""},""tsSite"":{""model"":""tssite"",""via"":""location""},""twSite"":{""model"":""twsite"",""via"":""location""},""ussSite"":{""model"":""usssite"",""via"":""location""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
49,db_model_lsreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""lssite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
50,db_model_lssites,"{""location"":{""model"":""location"",""via"":""lsSite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""min"":1,""type"":""integer""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
51,db_model_msreports,"{""systemName"":{""type"":""string"",""required"":true},""orbitBody"":{""type"":""string""},""shipName"":{""type"":""string"",""required"":true},""shipTag"":{""type"":""string""},""type"":{""type"":""string""},""flightOps"":{""type"":""boolean""},""flightSchedule"":{""type"":""boolean""},""dockable"":{""type"":""boolean""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""mssite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
52,db_model_mssites,"{""location"":{""model"":""location"",""via"":""msSite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""shipName"":{""unique"":true,""type"":""string"",""required"":true},""shipTag"":{""type"":""string""},""type"":{""model"":""mstype""},""flightOps"":{""type"":""boolean""},""flightSchedule"":{""type"":""boolean""},""dockable"":{""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
53,db_model_mstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
54,db_model_rings,"{""body"":{""model"":""body"",""via"":""rings""},""ringName"":{""type"":""string"",""required"":true},""edsmType"":{""model"":""ringtype""},""edsmMass"":{""type"":""float""},""edsmInnerRadius"":{""type"":""float""},""edsmOuterRadius"":{""type"":""float""},""ringLocations"":{""collection"":""location"",""dominant"":true,""via"":""ring"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
55,db_model_ringtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
56,db_model_systems,"{""systemName"":{""type"":""string"",""required"":true,""unique"":true},""edsmID"":{""type"":""float""},""edsmID64"":{""type"":""float""},""edsmCoordX"":{""type"":""float""},""edsmCoordY"":{""type"":""float""},""edsmCoordZ"":{""type"":""float""},""edsmCoordLocked"":{""type"":""boolean""},""bodies"":{""collection"":""body"",""via"":""system"",""isVirtual"":true},""systemLocations"":{""collection"":""location"",""dominant"":true,""via"":""system"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
57,db_model_tbreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""type"":{""enum"":[""Barnacle"",""Megabarnacle""],""type"":""enumeration"",""required"":true},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""tbsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
58,db_model_tbsites,"{""location"":{""model"":""location"",""via"":""tbSite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""min"":1,""type"":""integer""},""type"":{""model"":""tbtype""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
59,db_model_tbtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
60,db_model_tsreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""status"":{""enum"":[""Active"",""Inactive""],""type"":""enumeration"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""tssite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
61,db_model_tssites,"{""location"":{""model"":""location"",""via"":""tsSite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""status"":{""model"":""tsstatus""},""verified"":{""type"":""boolean""},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
62,db_model_tsstatuses,"{""status"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
