id,grType,grObeliskGroup,obeliskNumber,broken,grCodexData,verified
134,1,9,20,0,6,0
135,1,10,1,0,40,1
136,1,10,2,0,46,0
137,1,10,3,0,42,0
138,1,10,4,0,45,1
139,1,10,5,0,43,1
140,1,10,6,0,44,0
141,1,10,7,0,41,0
142,1,10,8,1,NULL,0
143,1,11,1,0,82,0
144,1,11,2,1,NULL,0
145,1,11,3,0,82,0
146,1,11,4,0,82,0
147,1,11,5,0,83,0
148,1,11,6,0,83,0
149,1,11,7,0,84,0
150,1,11,8,0,84,0
151,1,11,9,0,40,0
152,1,11,10,0,44,0
153,1,11,11,0,44,0
154,1,11,12,0,43,0
155,1,11,13,0,40,0
156,1,11,14,0,44,0
157,1,11,15,0,44,0
158,1,11,16,0,43,0
159,1,11,17,0,20,0
160,1,11,18,0,21,0
161,1,11,19,0,23,0
162,1,11,20,0,24,0
163,1,11,21,0,25,0
164,1,11,22,0,25,0
165,1,12,1,0,42,0
166,1,12,2,0,43,0
167,1,12,3,0,44,0
168,1,12,4,0,46,1
169,1,12,5,0,45,0
170,1,12,6,0,46,1
171,1,12,7,0,45,1
172,1,12,8,0,41,0
173,1,12,9,0,40,0
174,1,12,10,1,NULL,0
175,1,13,1,0,61,1
176,1,13,2,0,62,0
177,1,13,3,0,63,1
178,1,13,4,0,64,0
179,1,13,5,0,65,1
180,1,13,6,0,66,0
181,1,13,7,0,67,1
182,1,13,8,1,NULL,0
183,1,13,9,0,61,0
184,1,13,10,0,62,1
185,1,13,11,0,63,0
186,1,13,12,0,64,1
187,1,13,13,0,65,0
188,1,13,14,0,66,1
189,1,13,15,1,NULL,0
190,1,13,16,1,NULL,0
191,1,13,17,0,61,1
192,1,13,18,0,62,0
193,1,13,19,0,63,1
194,1,13,20,0,64,1
195,1,13,21,0,65,0
196,1,13,22,0,66,0
197,1,13,23,1,NULL,0
198,1,13,24,0,67,1
199,1,14,1,0,42,1
200,1,14,2,0,43,0
201,1,14,3,0,44,0
202,1,14,4,0,46,0
203,1,14,5,0,45,1
204,1,14,6,0,46,0
205,1,14,7,0,45,0
206,1,14,8,0,NULL,0
207,1,14,9,0,40,0
208,1,14,10,1,NULL,0
209,1,15,1,0,82,0
210,1,15,2,0,83,0
211,1,15,3,0,84,0
212,1,15,4,0,85,0
213,1,15,5,0,86,0
214,1,15,6,0,87,0
215,1,15,7,0,82,1
216,1,15,8,0,83,0
217,1,15,9,0,84,0
218,1,15,10,0,85,0
219,1,15,11,0,86,0
220,1,15,12,0,87,1
221,1,15,13,1,NULL,0
222,1,15,14,1,NULL,0
223,1,15,15,0,83,1
224,1,15,16,0,84,1
225,1,15,17,0,85,0
226,1,15,18,0,86,0
227,1,15,19,0,86,1
228,1,15,20,0,87,1
229,1,16,1,0,87,0
230,1,16,2,0,87,0
231,1,16,3,0,87,0
232,1,16,4,0,86,0
233,1,16,5,0,86,1
234,1,16,6,0,84,0
235,1,16,7,0,84,1
236,1,16,8,0,85,0
237,1,16,9,0,85,1
238,1,16,10,0,83,1
239,1,16,11,0,83,0
240,1,16,12,0,82,1
241,1,16,13,0,82,0
242,1,17,1,0,62,0
243,1,17,2,1,NULL,0
244,1,17,3,0,63,0
245,1,17,4,0,63,0
246,1,17,5,0,64,0
247,1,17,6,0,65,0
248,1,17,7,0,66,0
249,1,17,8,0,67,0
250,1,17,9,0,67,0
251,1,17,10,0,65,0
252,1,17,11,1,NULL,0
253,1,17,12,1,NULL,0
254,1,17,13,0,62,0
255,1,17,14,0,63,0
256,1,17,15,0,64,0
257,1,17,16,0,65,0
258,1,17,17,0,66,0
259,1,17,18,0,67,0
260,1,17,19,0,67,0
261,1,17,20,1,NULL,0
262,1,17,21,0,62,0
263,1,17,22,0,62,0
264,1,17,23,0,63,0
265,1,17,24,0,64,0
266,1,17,25,0,65,0
267,1,17,26,0,66,0
268,1,17,27,0,67,0
269,1,17,28,0,66,0
270,1,17,29,0,64,0
271,2,18,1,0,55,0
272,2,18,2,0,54,0
273,2,18,3,0,53,0
274,2,18,4,0,47,0
275,2,18,5,0,52,0
276,2,18,6,0,47,0
277,2,18,7,0,NULL,0
278,2,18,8,0,48,0
279,2,18,9,0,49,1
280,2,18,10,1,NULL,0
281,2,19,1,0,88,0
282,2,19,2,0,89,0
283,2,19,3,0,91,1
284,2,19,4,0,90,0
285,2,19,5,1,NULL,0
286,2,19,6,0,92,0
287,2,20,1,0,72,0
288,2,20,2,1,NULL,0
289,2,20,3,1,NULL,0
290,2,20,4,1,NULL,0
291,2,20,5,0,72,0
292,2,20,6,1,NULL,0
293,2,20,7,1,NULL,0
294,2,20,8,1,NULL,0
295,2,20,9,0,72,1
296,2,20,10,0,70,1
297,2,20,11,0,69,1
298,2,20,12,0,68,0
299,2,20,13,0,68,0
300,2,20,14,0,71,0
301,2,20,15,0,70,1
302,2,20,16,0,69,0
303,2,20,17,0,68,1
304,2,20,18,0,71,0
305,2,20,19,0,70,0
306,2,20,20,0,69,1
307,2,20,21,0,68,0
308,2,20,22,0,71,1
309,2,20,23,0,70,0
310,2,20,24,0,NULL,0
311,2,20,25,0,68,0
312,2,21,1,0,51,0
313,2,21,2,0,49,0
314,2,21,3,0,NULL,0
315,2,21,4,0,52,0
316,2,21,5,0,50,0
317,2,21,6,0,48,1
318,2,21,7,0,52,0
319,2,21,8,0,50,0
320,2,21,9,0,48,0
321,2,21,10,0,51,0
322,2,21,11,0,49,0
323,2,21,12,0,47,0
324,2,22,1,0,88,0
325,2,22,2,0,89,0
326,2,22,3,0,90,0
327,2,22,4,0,91,0
328,2,22,5,0,92,0
329,2,22,6,0,93,0
330,2,22,7,0,94,0
331,2,22,8,0,12,0
332,2,22,9,0,11,0
333,2,22,10,0,26,0
334,2,22,11,0,27,0
335,2,22,12,0,28,0
336,2,22,13,0,29,0
337,2,22,14,0,30,0
338,2,22,15,0,31,1
339,2,22,16,0,32,0
340,2,22,17,0,10,0
341,2,22,18,0,9,0
342,2,22,19,0,68,0
343,2,22,20,0,69,0
344,2,22,21,0,70,0
345,2,22,22,0,71,1
346,2,22,23,0,72,0
347,2,22,24,0,73,0
348,2,22,25,0,74,0
349,2,22,26,0,7,0
350,2,22,27,0,8,0
351,2,23,1,1,NULL,0
352,2,23,2,0,50,0
353,2,23,3,0,48,0
354,2,23,4,0,51,0
355,2,23,5,0,53,0
356,2,23,6,0,52,0
357,2,23,7,0,54,0
358,2,23,8,0,55,0
359,2,24,1,0,53,0
360,2,24,2,0,54,0
361,2,24,3,0,54,0
362,2,24,4,0,53,1
363,2,24,5,0,48,0
364,2,24,6,0,48,0
365,2,24,7,0,52,0
366,2,24,8,0,55,0
367,2,24,9,0,54,0
368,2,24,10,0,53,0
369,2,24,11,0,49,0
370,2,24,12,0,NULL,0
371,2,24,13,0,51,1
372,2,24,14,0,55,0
373,2,24,15,0,55,0
374,2,24,16,0,49,1
375,2,24,17,0,49,0
376,2,24,18,0,47,1
377,2,25,1,1,NULL,0
378,2,25,2,1,NULL,0
379,2,25,3,0,93,0
380,2,25,4,1,NULL,0
381,2,25,5,0,92,1
382,2,25,6,1,NULL,0
383,2,25,7,0,91,0
384,2,25,8,0,90,0
385,2,25,9,0,89,1
386,2,25,10,0,88,0
387,2,26,1,0,50,0
388,2,26,2,0,29,0
389,2,26,3,0,71,0
390,2,26,4,0,49,0
391,2,26,5,0,28,1
392,2,26,6,0,70,0
393,2,26,7,0,48,0
394,2,26,8,0,27,1
395,2,26,9,0,NULL,0
396,2,26,10,0,47,0
397,2,26,11,0,26,0
398,2,26,12,0,68,1
399,2,27,1,1,NULL,0
400,2,27,2,1,NULL,0
401,2,27,3,0,89,1
402,2,27,4,1,NULL,0
403,2,27,5,0,90,0
404,2,27,6,1,NULL,0
405,2,27,7,0,91,0
406,2,27,8,0,92,0
407,2,27,9,0,93,1
408,2,27,10,0,94,0
409,2,28,1,1,NULL,0
410,2,28,2,0,32,0
411,2,28,3,0,31,0
412,2,28,4,0,30,1
413,2,28,5,0,29,1
414,2,28,6,0,28,0
415,2,28,7,0,27,0
416,2,28,8,0,26,0
417,2,28,9,0,32,0
418,2,28,10,1,NULL,0
419,2,28,11,1,NULL,0
420,2,28,12,0,31,0
421,2,28,13,0,30,0
422,2,28,14,0,29,0
423,2,28,15,0,28,0
424,2,28,16,0,27,0
425,2,28,17,0,26,0
426,2,28,18,0,31,0
427,2,28,19,0,32,0
428,2,28,20,1,NULL,0
429,2,28,21,0,31,1
430,2,28,22,0,30,0
431,2,28,23,0,29,0
432,2,28,24,0,28,1
433,2,28,25,0,27,1
434,2,28,26,0,26,1
435,2,28,27,0,NULL,0
436,2,29,1,0,90,0
437,2,29,2,0,91,0
438,2,29,3,0,92,0
439,2,29,4,1,NULL,0
440,2,29,5,0,93,0
441,2,29,6,0,94,1
442,2,30,1,0,88,0
443,2,30,2,0,88,1
444,2,30,3,0,89,0
445,2,31,1,0,73,0
446,2,31,2,0,74,1
447,2,31,3,0,73,0
448,2,31,4,0,72,0
449,2,31,5,0,74,0
450,2,31,6,0,74,0
451,2,31,7,0,73,0
452,2,31,8,0,72,1
453,2,31,9,0,74,0
454,2,31,10,0,74,0
455,2,31,11,0,73,0
456,2,31,12,0,72,0
457,2,31,13,0,68,0
458,2,31,14,0,NULL,0
459,2,31,15,0,74,0
460,2,31,16,0,73,0
461,2,31,17,0,72,0
462,2,31,18,0,NULL,0
463,2,31,19,0,73,0
464,2,31,20,0,73,0
465,2,31,21,0,72,0
466,2,31,22,0,NULL,0
467,2,31,23,0,74,0
468,2,31,24,0,73,1
469,2,31,25,0,72,1
470,2,32,1,0,94,0
471,2,32,2,0,94,1
472,2,32,3,0,93,1
473,2,33,1,1,NULL,0
474,2,33,2,0,32,1
475,2,33,3,0,27,0
476,2,33,4,0,28,0
477,2,33,5,0,29,0
478,2,33,6,0,30,0
479,2,33,7,0,31,0
480,2,33,8,0,32,0
481,2,33,9,0,31,0
482,2,33,10,1,NULL,0
483,2,33,11,1,NULL,0
484,2,33,12,0,27,0
485,2,33,13,0,28,0
486,2,33,14,0,29,0
487,2,33,15,0,30,0
488,2,33,16,0,31,0
489,2,33,17,0,NULL,0
490,2,33,18,0,NULL,0
491,2,33,19,0,26,0
492,2,33,20,1,NULL,0
493,2,33,21,0,27,0
494,2,33,22,0,28,0
495,2,33,23,0,29,1
496,2,33,24,0,30,0
497,2,33,25,0,31,0
498,2,33,26,0,32,0
499,2,33,27,0,26,0
500,2,34,1,0,88,1
501,2,34,2,1,NULL,0
502,2,34,3,0,90,0
503,2,34,4,0,90,1
504,2,34,5,0,91,0
505,2,34,6,0,92,0
506,2,34,7,1,NULL,0
507,2,34,8,1,NULL,0
508,2,35,1,0,29,0
509,2,35,2,0,29,0
510,2,35,3,0,49,0
511,2,35,4,0,NULL,0
512,2,35,5,0,6,0
513,2,35,6,0,29,0
514,2,35,7,0,NULL,0
515,2,35,8,0,26,0
516,2,35,9,0,NULL,0
517,2,35,10,0,32,0
518,2,35,11,0,48,0
519,2,35,12,0,8,1
520,2,35,13,0,50,0
521,2,35,14,0,10,1
522,2,35,15,0,52,0
523,2,35,16,0,12,0
524,2,35,17,0,54,0
525,2,35,18,0,27,1
526,2,35,19,0,47,0
527,2,35,20,0,NULL,0
528,2,35,21,0,29,0
529,2,35,22,0,29,0
530,2,35,23,0,51,1
531,2,35,24,0,11,0
532,2,35,25,0,29,0
533,2,35,26,0,5,0
534,2,35,27,0,55,0
535,2,36,1,0,94,0
536,2,36,2,0,93,0
537,2,36,3,0,94,0
538,2,37,1,0,55,0
539,2,37,2,0,54,0
540,2,37,3,0,53,0
541,2,37,4,0,52,0
542,2,37,5,0,51,0
543,2,37,6,0,50,0
544,2,37,7,0,55,0
545,2,37,8,0,54,0
546,2,37,9,0,53,0
547,2,37,10,0,52,0
548,2,37,11,0,51,0
549,2,37,12,0,50,0
550,2,37,13,0,55,1
551,2,37,14,0,54,1
552,2,37,15,0,53,0
553,2,37,16,0,52,1
554,2,37,17,0,51,0
555,2,37,18,0,50,1
556,2,38,1,0,7,0
557,2,38,2,0,12,1
558,2,38,3,0,NULL,0
559,2,38,4,0,11,1
560,2,38,5,0,11,0
561,2,38,6,0,11,0
562,2,38,7,0,NULL,0
563,2,38,8,0,NULL,0
564,2,38,9,0,NULL,0
565,2,38,10,0,NULL,0
566,2,38,11,0,NULL,0
567,2,38,12,0,8,1
568,2,38,13,0,NULL,0
569,2,38,14,0,7,0
570,2,38,15,0,7,1
571,2,38,16,0,NULL,0
572,2,38,17,0,89,0
573,2,38,18,0,NULL,0
574,2,38,19,1,NULL,0
575,2,38,20,0,12,0
576,2,38,21,0,12,1
577,2,38,22,0,12,0
578,2,38,23,0,NULL,0
579,2,38,24,0,11,0
580,2,38,25,0,NULL,0
581,2,38,26,0,NULL,0
582,2,38,27,0,9,0
583,2,38,28,0,9,0
584,2,38,29,0,NULL,0
585,2,38,30,0,8,0
586,2,38,31,0,8,0
587,2,38,32,0,7,0
588,2,38,33,0,NULL,0
589,2,38,34,0,NULL,0
590,2,38,35,0,88,0
591,2,38,36,0,91,1
592,2,38,37,1,NULL,0
593,2,38,38,1,NULL,0
594,2,38,39,0,NULL,0
595,2,38,40,0,NULL,0
596,2,38,41,0,11,1
597,2,38,42,0,11,0
598,2,38,43,0,10,0
599,2,38,44,0,10,0
600,2,38,45,0,9,0
601,2,38,46,0,9,1
602,2,38,47,0,8,0
603,2,38,48,0,NULL,0
604,2,38,49,0,8,0
605,2,38,50,0,7,0
606,2,38,51,0,7,0
607,2,38,52,0,90,0
608,2,38,53,0,93,0
609,2,38,54,0,90,0
610,2,38,55,0,NULL,0
611,3,39,1,1,NULL,0
612,3,39,2,0,13,0
613,3,39,3,0,19,0
614,3,39,4,0,18,1
615,3,39,5,0,17,0
616,3,39,6,0,16,0
617,3,39,7,0,15,0
618,3,39,8,0,14,0
619,3,39,9,0,13,0
620,3,39,10,1,NULL,0
621,3,39,11,1,NULL,0
622,3,39,12,0,19,0
623,3,39,13,0,18,0
624,3,39,14,0,17,0
625,3,39,15,0,16,0
626,3,39,16,0,15,0
627,3,39,17,0,14,0
628,3,39,18,0,13,0
629,3,39,19,0,14,0
630,3,39,20,1,NULL,0
631,3,39,21,0,19,0
632,3,39,22,0,18,0
633,3,39,23,0,17,0
634,3,39,24,0,16,0
635,3,39,25,0,15,0
636,3,39,26,0,14,0
637,3,39,27,0,13,0
638,3,40,1,1,NULL,0
639,3,40,2,0,13,0
640,3,40,3,0,19,0
641,3,40,4,0,18,1
642,3,40,5,0,17,0
643,3,40,6,0,16,0
644,3,40,7,0,15,0
645,3,40,8,0,14,0
646,3,40,9,0,13,0
647,3,40,10,1,NULL,0
648,3,40,11,1,NULL,0
649,3,40,12,0,19,1
650,3,40,13,0,18,0
651,3,40,14,0,17,0
652,3,40,15,0,16,0
653,3,40,16,0,15,0
654,3,40,17,0,14,0
655,3,40,18,0,13,0
656,3,40,19,0,18,0
657,3,40,20,1,NULL,0
658,3,40,21,0,19,0
659,3,40,22,0,18,0
660,3,40,23,0,17,0
661,3,40,24,0,16,1
662,3,40,25,0,15,0
663,3,40,26,0,14,0
664,3,40,27,0,13,1
665,3,41,1,1,NULL,0
666,3,41,2,0,38,1
667,3,41,3,0,37,1
668,3,41,4,0,36,0
669,3,41,5,0,33,0
670,3,41,6,1,NULL,0
671,3,41,7,0,37,1
672,3,41,8,0,38,0
673,3,41,9,0,36,1
674,3,41,10,0,34,0
675,3,41,11,1,NULL,0
676,3,41,12,1,NULL,0
677,3,41,13,0,39,1
678,3,41,14,0,35,1
679,3,41,15,0,35,1
680,3,42,1,0,60,1
681,3,42,2,0,81,0
682,3,42,3,0,78,0
683,3,42,4,0,77,0
684,3,42,5,1,NULL,0
685,3,42,6,0,81,0
686,3,42,7,0,79,0
687,3,42,8,0,76,0
688,3,42,9,1,NULL,0
689,3,42,10,1,NULL,0
690,3,42,11,0,60,0
691,3,42,12,0,80,1
692,3,42,13,0,80,0
693,3,42,14,0,75,1
694,3,42,15,0,75,0
695,3,42,16,1,NULL,0
696,3,43,1,0,58,0
697,3,43,2,0,59,0
698,3,43,3,0,60,0
699,3,43,4,0,58,1
700,3,43,5,0,59,1
701,3,43,6,0,57,0
702,3,43,7,0,56,1
703,3,43,8,0,57,0
704,3,43,9,0,56,0
705,3,43,10,1,NULL,0
706,3,44,1,1,NULL,0
707,3,44,2,0,98,0
708,3,44,3,0,97,1
709,3,44,4,0,96,0
710,3,44,5,0,95,0
711,3,44,6,0,99,1
712,3,44,7,0,98,0
713,3,44,8,0,97,1
714,3,44,9,0,96,1
715,3,44,10,0,95,1
716,3,44,11,1,NULL,0
717,3,44,12,0,98,0
718,3,44,13,0,97,0
719,3,44,14,0,96,0
720,3,44,15,0,95,0
721,3,45,1,1,NULL,0
722,3,45,2,1,NULL,0
723,3,45,3,0,101,1
724,3,45,4,0,100,0
725,3,45,5,0,99,1
726,3,45,6,1,NULL,0
727,3,45,7,0,101,0
728,3,45,8,0,100,0
729,3,45,9,0,99,0
730,3,45,10,1,NULL,0
731,3,45,11,1,NULL,0
732,3,45,12,0,101,0
733,3,45,13,0,100,1
734,3,45,14,0,99,0
735,3,46,1,0,NULL,0
736,3,46,2,0,75,0
737,3,46,3,0,76,0
738,3,46,4,0,77,1
739,3,46,5,0,78,0
740,3,46,6,0,79,0
741,3,46,7,0,80,0
742,3,46,8,0,78,0
743,3,46,9,0,77,0
744,3,46,10,0,76,1
745,3,46,11,0,79,0
746,3,46,12,0,81,0
747,3,46,13,0,81,0
748,3,46,14,0,80,0
749,3,46,15,0,79,0
750,3,46,16,0,78,0
751,3,46,17,0,77,0
752,3,46,18,0,76,0
753,3,46,19,1,NULL,0
754,3,46,20,0,75,0
755,3,46,21,0,75,0
756,3,46,22,0,76,1
757,3,46,23,0,77,0
758,3,46,24,0,78,0
759,3,46,25,0,79,0
760,3,46,26,0,80,0
761,3,46,27,0,81,0
762,3,46,28,0,78,1
763,3,46,29,0,75,0
764,3,46,30,0,75,1
765,3,46,31,0,76,0
766,3,46,32,0,81,0
767,3,46,33,0,80,0
768,3,46,34,0,79,0
769,3,46,35,0,78,0
770,3,46,36,0,77,0
771,3,46,37,0,76,0
772,3,46,38,1,NULL,0
773,3,46,39,1,NULL,0
774,3,46,40,0,76,0
775,3,46,41,0,77,0
776,3,46,42,0,78,0
777,3,46,43,0,79,0
778,3,46,44,0,80,0
779,3,46,45,0,81,1
780,3,46,46,0,NULL,0
781,3,46,47,0,79,0
782,3,46,48,0,78,0
783,3,46,49,0,77,0
784,3,46,50,0,81,0
785,3,46,51,0,80,0
786,3,46,52,0,79,1
787,3,46,53,0,78,0
788,3,46,54,0,77,0
789,3,46,55,0,76,0
790,3,46,56,0,75,0
791,3,46,57,1,NULL,0
792,3,47,1,0,15,1
793,3,47,2,0,16,1
794,3,47,3,0,17,0
795,3,47,4,0,18,0
796,3,47,5,0,19,1
797,3,47,6,0,13,0
798,3,47,7,0,14,1
799,3,47,8,0,15,0
800,3,47,9,0,16,1
801,3,47,10,0,17,0
802,3,47,11,0,18,0
803,3,47,12,0,14,0
804,3,47,13,0,13,0
805,3,47,14,0,19,0
806,3,47,15,0,18,0
807,3,47,16,0,17,1
808,3,47,17,0,16,0
809,3,47,18,0,15,0
810,3,48,1,1,NULL,0
811,3,48,2,1,NULL,0
812,3,48,3,0,60,0
813,3,48,4,0,57,1
814,3,48,5,0,59,0
815,3,48,6,1,NULL,0
816,3,48,7,0,60,0
817,3,48,8,0,56,0
818,3,48,9,0,58,0
819,3,49,1,1,NULL,0
820,3,49,2,0,97,0
821,3,49,3,0,96,1
822,3,49,4,0,95,0
823,3,49,5,0,101,1
824,3,49,6,0,98,0
825,3,49,7,0,97,0
826,3,49,8,0,96,0
827,3,49,9,0,95,0
828,3,49,10,0,101,0
829,3,49,11,0,98,0
830,3,49,12,0,97,1
831,3,49,13,0,96,0
832,3,49,14,0,95,0
833,3,49,15,0,101,0
834,3,50,1,1,NULL,0
835,3,50,2,0,98,1
836,3,50,3,0,99,0
837,3,50,4,0,100,0
838,3,50,5,0,101,1
839,3,50,6,1,NULL,0
840,3,50,7,0,98,0
841,3,50,8,0,99,0
842,3,50,9,0,100,1
843,3,50,10,0,101,0
844,3,50,11,1,NULL,0
845,3,50,12,0,99,0
846,3,50,13,0,100,0
847,3,50,14,0,101,0
848,3,51,1,0,39,1
849,3,51,2,0,39,0
850,3,51,3,0,36,0
851,3,51,4,0,36,0
852,3,51,5,0,33,0
853,3,51,6,0,38,0
854,3,51,7,0,38,0
855,3,51,8,0,35,0
856,3,51,9,0,35,0
857,3,51,10,0,37,1
858,3,51,11,0,37,0
859,3,51,12,0,34,1
860,3,51,13,0,34,0
861,3,51,14,0,33,0
862,3,52,1,0,95,1
863,3,52,2,0,96,0
864,3,52,3,0,97,0
865,3,52,4,1,NULL,0
866,3,52,5,0,95,0
867,3,52,6,0,96,0
868,3,52,7,0,97,0
869,3,52,8,0,98,0
870,3,52,9,1,NULL,0
871,3,52,10,0,95,0
872,3,52,11,0,96,0
873,3,52,12,0,97,1
874,3,52,13,0,98,0
875,3,52,14,1,NULL,0
876,3,53,1,0,58,0
877,3,53,2,0,59,1
878,3,53,3,0,56,0
879,3,53,4,0,60,0
880,3,53,5,0,56,1
881,3,53,6,0,60,0
882,3,53,7,0,57,0
883,3,53,8,1,NULL,0
884,3,54,1,1,NULL,0
885,3,54,2,0,NULL,0
886,3,54,3,0,39,0
887,3,54,4,0,38,0
888,3,54,5,0,37,0
889,3,54,6,0,36,0
890,3,54,7,0,35,0
891,3,54,8,0,34,0
892,3,54,9,0,33,0
893,3,54,10,1,NULL,0
894,3,54,11,1,NULL,0
895,3,54,12,0,39,0
896,3,54,13,0,38,0
897,3,54,14,0,37,0
898,3,54,15,0,36,0
899,3,54,16,0,35,0
900,3,54,17,0,36,0
901,3,54,18,0,33,0
902,3,54,19,0,36,0
903,3,54,20,1,NULL,0
904,3,54,21,0,39,0
905,3,54,22,0,38,0
906,3,54,23,0,37,0
907,3,54,24,0,36,0
908,3,54,25,0,35,0
909,3,54,26,0,34,1
910,3,54,27,0,33,1
911,3,55,1,0,58,0
912,3,55,2,0,59,0
913,3,55,3,0,60,0
914,3,55,4,0,58,0
915,3,55,5,0,60,0
916,3,55,6,0,57,0
917,3,55,7,0,59,1
918,3,55,8,0,57,0
919,3,55,9,0,56,0
920,3,55,10,1,NULL,0
921,3,56,1,0,33,0
922,3,56,2,0,34,0
923,3,56,3,0,35,0
924,3,56,4,0,36,0
925,3,56,5,0,37,0
926,3,56,6,0,38,0
927,3,56,7,0,39,0
928,3,56,8,0,59,0
929,3,56,9,0,58,0
930,3,56,10,0,33,0
931,3,56,11,0,34,0
932,3,56,12,0,35,0
933,3,56,13,0,36,1
934,3,56,14,0,NULL,0
935,3,56,15,0,38,0
936,3,56,16,0,39,0
937,3,56,17,0,57,0
938,3,56,18,0,56,0
939,3,56,19,0,33,0
940,3,56,20,0,34,0
941,3,56,21,0,35,0
942,3,56,22,0,36,0
943,3,56,23,0,37,0
944,3,56,24,0,38,0
945,3,56,25,0,38,0
946,3,56,26,1,NULL,0
947,3,56,27,1,NULL,0
948,3,57,1,0,57,0
949,3,57,2,0,57,0
950,3,57,3,0,56,0
951,3,57,4,0,56,0
952,3,57,5,0,58,1
953,3,57,6,0,58,0
954,3,57,7,0,59,0
955,3,57,8,0,59,0
